"Name","LockedForChronos","Disabled","ItemName","WeaponSkill","UltimateSkill","Pet","Speed","Hitpoints","HealthPromilleLostPerSecond","HealPercentChange","LifeTimeTicks","MeleeAutoAttackSplashDamage","AutoAttackSpeedMs","AutoAttackDamage","AutoAttackBulletsPerShot","AutoAttackMode","AutoAttackProjectileSpread","AutoAttackProjectile","AutoAttackOverchagedProjectile","AutoAttackRange","RegeneratePerSecond","LowPriorityTarget","UltiChargeInitial","UltiChargeMul","UltiChargeUltiMul","OverchargeChargeMul","OverchargeChargeActiveMul","OverchargeDamagePercent","OverchargeSpeedPercent","OverchargeShieldPercent","Type","CarryableType","DamagerPercentFromAliens","DefaultSkin","Mastery","ManualRotations","FileName","BlueExportName","RedExportName","ShadowExportName","AreaEffect","DeathAreaEffect","TakeDamageEffect","KillEffect","DeathEffect","AllowDeathEffectOverride","MoveEffect","ReloadEffect","OutOfAmmoEffect","DryFireEffect","SpawnEffect","MeleeHitEffect","AutoAttackStartEffect","BoneEffect1","BoneEffectUse1","BoneEffect2","BoneEffectUse2","BoneEffect3","BoneEffectUse3","BoneEffect4","BoneEffectUse4","BoneEffect5","BoneEffectUse5","BoneEffect6","BoneEffectUse6","LoopedEffect","LoopedEffect2","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","UnlockVO","UnlockVOIndex","AttackStartEffectOffset","TwoWeaponAttackEffectOffset","ShadowScaleX","ShadowScaleY","ShadowX","ShadowY","ShadowSkew","Scale","HeroScreenScale","FitToBoxScale","EndScreenScale","GatchaScreenScale","HomeScreenScale","BattleIntroScale","ShowPetInHeroScreen","HeroScreenXOffset","HeroScreenZOffset","BattleIntroXOffset","BattleIntroZOffset","HeroScreenEmoteX","HeroScreenEmoteY","CollisionRadius","HealthBar","HealthBarOffsetY","FlyingHeight","ProjectileStartZ","StopMovementAfterMS","WaitMS","TID","ForceAttackAnimationToEnd","IconSWF","IconExportName","RecoilAmount","FootstepClip","DifferentFootstepOffset","FootstepIntervalMS","AttackingWeaponScale","UseThrowingLeftWeaponBoneScaling","UseThrowingRightWeaponBoneScaling","CommonSetUpgradeBonus","RareSetUpgradeBonus","SuperRareSetUpgradeBonus","CanWalkOverWater","UseColorMod","RedAdd","GreenAdd","BlueAdd","RedMul","GreenMul","BlueMul","ChargeUltiAutomatically","ChargeUltiFromDamage","VideoLink","ShouldEncodePetStatus","SecondaryPet","ExtraMinions","PetAutoSpawnDelay","PetSpawnCount","HasPowerLevels","OffenseRating","DefenseRating","UtilityRating","ShowHealInBattleEnd","UniqueProperty","UniquePropertyValue1","UniquePropertyValue2"
"WeaponThrower","","","sam","WeaponThrowerWeapon","WeaponThrowerUlti","","770","5400","","","","","","","","","","","","12","","","100","100","100","","","","","","Hero","","","WeaponThrowerDefault","MasteryWeaponThrower","","","","","","","","takedamage_gen","","death_rosa","true","Gen_move_fx","Bronson_Reload","No_ammo_shotgungirl","Bronson_Dryfire","","","","","","","","","","","","","","","","","","Sam_Kill_VO","Sam_Lead_VO","Sam_Start_VO","Sam_Ulti_VO","Sam_Hurt_VO","Sam_Die_VO","Sam_Atk_VO","Sam_Start_VO","2","50","50","80","80","","","35","110","100","245","80","150","240","240","","","","-100","-500","","50","145","Medium","-55","","400","","","TID_WEAPON_THROWER","","sc/ui.sc","hero_icon_bronson","0","footstep","30","400","130","","","2","1","3","","","","","","","","","","","CrowTutorial","","","","","","","4","3","2","","9","25","50"
"SoulCollector","","","gus","SoulCollectorWeapon","SoulCollectorUlti","","720","3200","","","","","","","","","","","","12","","","","107","100","","","","","","Hero","","","SoulCollectorDefault","MasterySoulCollector","","","","","","","","takedamage_gen","","death_sniper","true","Gen_move_fx","Gus_Reload","No_ammo_shotgungirl","Gus_Dryfire","","","","","","","","","","","","","","","","","","Gus_Kill_VO","Gus_Lead_VO","Gus_Start_VO","Gus_Ulti_VO","Gus_Hurt_VO","Gus_Die_VO","Gus_Atk_VO","Gus_Start_VO","0","45","","80","80","","","35","140","230","320","100","190","290","290","","","","-200","-200","","","120","Medium","-46","","450","","","TID_SOUL_COLLECTOR","","sc/ui.sc","hero_icon_gus","100","footstep","25","400","160","","","2","1","3","","","","","","","","","","","CrowTutorial","","","","","","","3","2","4","","10","3",""
"ShieldTank","","","buster","ShieldTankWeapon","ShieldTankUlti","","770","5200","","","","","","","","","","","","12","","","","100","100","","","","","","Hero","","","ShieldTankDefault","MasteryShieldTank","","","","","","ShieldTankSuperChargeArea","","takedamage_gen","","death_rocket_girl","true","Gen_move_fx","Buster_Reload","No_ammo_shotgungirl","Buster_Dryfire","","","","","","","","","","","","","","","","","","Buster_Kill_VO","Buster_Lead_VO","Buster_Start_VO","Buster_Ulti_VO","Buster_Hurt_VO","Buster_Die_VO","","Buster_Start_VO","3","35","","80","80","","","35","116","200","270","90","180","260","270","","","","-100","-250","-50","","120","Medium","-52","","500","","","TID_SHIELD_TANK","","sc/ui.sc","hero_icon_buster","300","footstep","25","500","100","","","2","1","3","","","","","","","","","","","CrowTutorial","","","","","","","3","5","1","","","",""
"Jester","","","chester","JesterWeapon","JesterUltiExploding","","770","3500","","","","","","","","","","","","12","","","","100","100","","","","","","Hero","","","JesterDefault","MasteryJester","","","","","","","","takedamage_gen","","death_ninja","true","Gen_move_fx","Chester_Reload","No_ammo_shotgungirl","Chester_Dryfire","","","","","","","","","","","","","","","","","","Chester_Kill_VO","Chester_Lead_VO","Chester_Start_VO","Chester_Ulti_VO","Chester_Hurt_VO","Chester_Die_VO","","Chester_Start_VO","2","50","","80","80","","","35","116","190","270","80","150","270","300","","","","100","-750","","","120","Medium","-55","","450","","","TID_JESTER","","sc/ui.sc","hero_icon_chester","0","footstep","25","250","130","","","3","2","1","","","","","","","","","","","LeonTutorial","","","","","","","4","2","3","","11","",""
"DoorMan","","","gray","DoorManWeapon","DoorManUlti","","720","3300","","","","","","","","","","","","12","","","","100","87","","","","","","Hero","","","DoorManDefault","MasteryDoorMan","","","","","","","","takedamage_gen","","death_gunslinger","true","Gen_move_fx","Gray_Reload","No_ammo_shotgungirl","Gray_Dryfire","","","","","","","","","","","","","","","","","","","","","","","","","","","35","50","80","80","","","35","116","210","284","90","185","270","280","","","","","-350","-30","40","120","Medium","-52","","400","","","TID_DOORMAN","","sc/ui.sc","hero_icon_gray","300","footstep","25","300","160","","","2","3","1","","","","","","","","","","","ColtTutorial","","","","","","","3","2","4","","","",""
"Beamer","","","mandy","BeamerWeapon","BeamerUlti","","720","2800","","","","","","","","","","","","12","","","","65","80","","","","","","Hero","","","BeamerDefault","MasteryBeamer","","","","","","","","takedamage_gen","","death_sniper","true","Gen_move_fx","reload_sniper","No_ammo_shotgungirl","Minig_dryfire","","","","","","","","","","","","","","","","","","Mandy_Kill_VO","Mandy_Lead_VO","Mandy_Start_VO","Mandy_Ulti_VO","Mandy_Hurt_VO","Mandy_Die_VO","","Mandy_Start_VO","0","45","","80","80","","","35","116","200","320","90","190","260","270","","","","-100","-120","","","120","Medium","-46","","450","","","TID_BEAMER","","sc/ui.sc","hero_icon_mandy","100","footstep","25","400","160","","","2","3","1","","","","","","","","","","","PiperTutorial","","","","","","","5","1","3","","12","450","9"
"Splitter","","","artie","SplitterWeapon","SplitterUlti","SplitterLegs","720","3900","","","","","","","","","","","","12","","","","145","100","","","","","","Hero","","","SplitterDefault","MasterySplitter","","","","","","","","takedamage_gen","","death_arcade","true","Gen_move_fx","RT_Reload","No_ammo_shotgungirl","RT_Dryfire","","","","","","","","","","","","","","","","","","RT_Kill_VO","RT_Lead_VO","RT_Start_VO","RT_Ulti_VO","RT_Hurt_VO","RT_Die_VO","","RT_Start_VO","2","57","","80","80","","","35","85","50","220","80","220","200","200","","","","","400","","80","145","Medium","-43","","450","","","TID_SPLITTER","","sc/ui.sc","hero_icon_artie","0","footstep","30","400","100","","","1","3","2","","","","","","","","","","","","","","","","","","5","1","3","","13","1",""
"Puppeteer","","","willow","PuppeteerWeapon","PuppeteerUlti","","720","2800","","","","","","","","","","","","12","","","","85","134","","","","","","Hero","","","PuppeteerDefault","MasteryPuppeteer","","","","","","","","takedamage_gen","","death_shotgun_girl","true","Gen_move_fx","Willow_Reload","No_ammo_shotgungirl","Willow_Dryfire","","","","","","","","","","","","","","","","","","Willow_Kill_VO","Willow_Lead_VO","Willow_Start_VO","Willow_Ulti_VO","Willow_Hurt_VO","Willow_Die_VO","","Willow_Start_VO","2","30","","80","80","","","35","116","210","284","90","175","260","280","","","","-200","-400","-25","40","120","Medium","-48","","450","","","TID_PUPPETEER","","sc/ui.sc","hero_icon_willow","1000","footstep","25","250","200","","","1","3","2","","","","","","","","","","","ShellyTutorial","","","","","","","4","3","2","","","",""
"Maisie","","","maisie","MaisieWeapon","MaisieUlti","","720","3600","","","","","","","","","","","","12","","","","120","112","40","20","25","30","15","Hero","","","MaisieDefault","MasteryMaisie","","","","","","","","takedamage_gen","","death_shotgun_girl","true","Gen_move_fx","Maisie_Reload","No_ammo_shotgungirl","Maisie_Dryfire","","","","","","","","","","","","","","","","","","Maisie_Kill_VO","Maisie_Lead_VO","Maisie_Start_VO","Maisie_Ulti_VO","Maisie_Hurt_VO","Maisie_Die_VO","","Maisie_Start_VO","2","30","","80","80","","","35","145","210","320","90","310","310","290","","","","30","70","-25","40","120","Medium","-48","","450","","","TID_MAISIE","","sc/ui.sc","hero_icon_maisie","1000","footstep","25","250","200","","","1","3","2","","","","","","","","","","","ShellyTutorial","","","","","","","4","3","2","","","",""
"FishTank","","","fishtank","FishTankWeapon","FishTankUlti","","720","5800","","","","","","","","","","","","12","","","","50","87","","","","","","Hero","","","FishTankDefault","MasteryFishTank","","","","","","","","takedamage_gen","","death_gunslinger","true","Gen_move_fx","","No_ammo_shotgungirl","Hank_Dryfire","","","","","","","","","","","","","","","","","","Hank_Kill_VO","Hank_Lead_VO","Hank_Start_VO","Hank_Ulti_VO","Hank_Hurt_VO","Hank_Die_VO","","Hank_Start_VO","1","35","","80","80","","","35","85","175","175","90","185","175","175","","","","160","-400","-30","40","145","Medium","-52","","400","","","TID_FISHTANK","","sc/ui.sc","hero_icon_fishtank","300","footstep","0","100","160","","","2","3","1","","","","","","","","","","","ColtTutorial","","","","","","","3","4","2","","14","25","100"
"Duelist","","","cordelius","DuelistWeapon","DuelistUlti","","820","3200","","","","","","","","","","","","12","","","","105","100","","","","","","Hero","","","DuelistDefault","MasteryDuelist","","","","","","DuelistSuperChargeArea","","takedamage_gen","","death_ninja","true","Gen_move_fx","Cordelius_Reload","No_ammo_shotgungirl","Cordelius_Dryfire","","","","","","","","","","","","","","","","","","Cordelius_Kill_VO","Cordelius_Lead_VO","Cordelius_Start_VO","Cordelius_Ulti_VO","Cordelius_Hurt_VO","Cordelius_Die_VO","","Cordelius_Start_VO","2","50","","80","80","","","35","116","190","330","80","150","270","290","","","","150","300","","","120","Medium","-55","","450","","","TID_DUELIST","","sc/ui.sc","hero_icon_cordelius","0","footstep","25","250","130","","","3","2","1","","","","","","","","","","","LeonTutorial","","","","","","","5","1","2","","15","20","30"
"Reviver","","","doug","ReviverWeapon","ReviverUlti","","770","5000","","","","","","","","","","","","12","","","","70","100","","","","","","Hero","","","ReviverDefault","MasteryReviver","","","","","","","","takedamage_gen","","death_shotgun_girl","true","Gen_move_fx","Doug_Reload","No_ammo_shotgungirl","Doug_Dryfire","","","","","","","","","","","","","","","","","","Doug_Kill_VO","Doug_Lead_VO","Doug_Start_VO","Doug_Ulti_VO","Doug_Hurt_VO","Doug_Die_VO","","Doug_Start_VO","1","50","","80","80","","","35","110","230","230","90","230","230","230","","","","-200","","","","145","Medium","-59","","450","","","TID_REVIVER","","sc/ui.sc","hero_icon_doug","400","footstep","25","300","130","","","1","2","3","","","","","","","","","","","TaraTutorial","","","","","","","2","2","5","","16","",""
"Cooker","","","pearl","CookerWeapon","CookerUlti","","670","4200","","","","","","","","","","","","12","","","","100","100","40","20","20","30","20","Hero","","","CookerDefault","MasteryCooker","","","","","","","","takedamage_gen","","death_arcade","true","Gen_move_fx","Pearl_Reload","No_ammo_shotgungirl","Pearl_Dryfire","","","","cooker_def_smoke","charge_up_ready","","","","","","","","","","","","","Pearl_Kill_VO","Pearl_Lead_VO","Pearl_Start_VO","","Pearl_Hurt_VO","Pearl_Die_VO","Pearl_Atk_VO","Pearl_Start_VO","2","50","","80","80","","","35","90","220","230","70","200","200","200","","-500","","200","100","","80","145","Medium","-50","","450","","","TID_COOKER","","sc/ui.sc","hero_icon_pearl","0","footstep","30","400","130","","","1","3","2","","","","","","","","","","","","","","","","","","4","3","2","","17","12000","75"
"Conductor","","","chuck","ConductorWeapon","ConductorUltiSpawn","","770","4500","","","","","","","","","","","","12","","","1","100","100","","","","","","Hero","","","ConductorDefault","MasteryConductor","","","","","","","","takedamage_gen","","death_luchador","true","Gen_move_fx","Fang_Reload","No_ammo_shotgungirl","Fang_Dryfire","","fang_hit_melee","","","","","","","","","","","","","","","","Chuck_Kill_VO","Chuck_Lead_VO","Chuck_Start_VO","Chuck_Ulti_VO","Chuck_Hurt_VO","Chuck_Die_VO","","Chuck_Start_VO","2","50","","80","80","","","35","116","200","285","95","170","260","270","","","","-100","-400","-20","-20","145","Medium","-56","","400","","","TID_CONDUCTOR","","sc/ui.sc","hero_icon_chuck","0","footstep","40","250","130","","","1","3","2","","","","","","","","","800","","","","","","","","","4","3","2","","18","3","50"
"Cocooner","","","charlie","CocoonerWeapon","CocoonerUlti","CocoonerPet","720","3300","","","","","","","","","","","","12","","","","100","100","40","20","30","30","10","Hero","","","CocoonerDefault","MasteryCocooner","","","","","","","","takedamage_gen","","death_shotgun_girl","true","Gen_move_fx","Charlie_Reload","No_ammo_shotgungirl","Charlie_Dryfire","","","","","","","","","","","","","","","","","","Charlotte_Kill_VO","Charlotte_Lead_VO","Charlotte_Start_VO","Charlotte_Ulti_VO","Charlotte_Hurt_VO","Charlotte_Die_VO","","Charlotte_Start_VO","2","30","","80","80","","","35","100","230","240","90","230","230","230","","","","50","-150","-25","40","120","Medium","-48","","450","","","TID_COCOONER","","sc/ui.sc","hero_icon_charlie","1000","footstep","25","250","200","","","1","3","2","","","","","","","","","","","ShellyTutorial","","","","","","","4","2","3","","19","",""
"TutorialDummy","","","","","","","0","700","","","","","","","","","","","","12","","","","","","","","","","","Minion_Building","","","MeleeBotDefault","","","","","","","","","takedamage_gen","","nuts_bolts_metal_explosion","true","Gen_move_fx","","No_ammo_shotgungirl","","tutorial_robo_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","35","","80","80","","","35","100","","","","","","","","","","","","","","145","Medium","-60","","350","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TutorialDummy2","","","","","","","0","700","","","","","","","","","","","","12","","","","","","","","","","","Minion_Building_charges_ulti","","","MeleeBotDefault","","","","","","","","","takedamage_gen","","nuts_bolts_metal_explosion","true","Gen_move_fx","","","","tutorial_robo_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","35","","80","80","","","35","100","","","","","","","","","","","","","","145","Medium","-60","","350","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechanicTurret","","","","","","","0","3300","","","","","300","260","","","30","MechanicTurretProjectile","JessieTurretOverchargedProjectile","27","","","","1","","","","","","","Minion_Building","","","TurretDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","SpawnTurret","","jessie_def_turret_atk","","","","","","","","","","","","","","","","","","","","","","","","35","125","75","75","","","25","116","220","297","","","","","","1000","-400","","","","","120","Medium","-32","","220","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HealingStation","","","","","","","0","2800","","","","","","","","","","","","12","","","","","","","","","","","Minion_Building","","","HealstationDefault","","","","","","","HealingStationHeal","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","pam_def_ulti_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","110","100","200","","","","","","1400","-500","","","","","120","Medium","-49","","300","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Safe","","","","","","","0","40000","","","","","700","","","","","","","20","","","","","","","","","","","Pvp_Base","","","Safe","","","","","","","","","nuts_bolts_metal_small","","safe_explosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","-100","0","0","0","84","","","","","","","","","","","","","","160","Medium","-75","","300","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ExplodingBarrel","","","","","","","0","12000","","","","","","","","","","","","","","","","","","","","","","","Minion_Building","","","","","","sc/level.sc","tnt_box","tnt_box","tnt_box_shadow","","ExplodingBarrelExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","100","-100","0","0","0","95","","","","","","","","","","","","","","145","Medium","-59","","350","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PoisonBarrel","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","Minion_Building","","","Safe","","","","","","","","PoisonBarrelExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","80","80","","","35","106","","","","","","","","","","","","","","145","","0","","350","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShamanPet","","","","","","","610","4000","","","","","600","400","","","","","","6","","","","1","","","","","","","Minion_FindEnemies","","","ShamanBearDefault","","","","","","","","","","","death_bull_dude","","Gen_move_fx","","","","nita_def_ulti_spawn","","bear_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","106","200","280","","","","","","500","-1250","","","","","145","Medium","-63","","100","","","","","","","","footstep","25","250","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BoneThrowerPet","","","","","","","870","4000","","","","","300","600","","","","","","6","1200","","","","","","","","","","Minion_Dog","","","ShamanBearDefault","","","","","","","","","","","death_bull_dude","","Gen_move_fx","","","","nita_def_ulti_spawn","","bear_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","84","","","","","","","","","","","","","","120","Medium","-43","","","","","","","","","","footstep","25","250","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LaserBall","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","Carryable","LaserBall","","BallDefault","","","","","","","","","","","laser_ball_goal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","179","","","","","","","","","","","","","","120","","0","","","","","","","","","","","","","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LootBox","","","","","","","0","4300","","","","","","","","","","","","","","true","","","","","","","","","LootBox","","","LootBox","","","","","","","","","","","Gen_wood_explosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","100","-100","0","0","0","95","","","","","","","","","","","","","","145","Medium","-40","","350","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TutorialDummy3","","","","","","","0","4000","","","","","","","","","","","","12","","","","","","","","","","","Minion_Building_charges_ulti","","","BossBotDefault","","","","","","","","","takedamage_gen","","boss_explosion","true","Gen_move_fx","","","","tutorial_robo_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","35","","80","80","","","35","100","","","","","","","","","","","","","","145","Medium","-75","","350","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArtilleryDudeTurret","","","","","","","0","2800","","","","","3500","1200","","","","ArtilleryDudeTurretProjectile","","40","","","","1","","","","","","","Minion_Building","","","ArtilleryTurretDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","penny_def_ulti_spawn","","penny_def_turret_atk","","","","","","","","","","","","","","","","","","","","","","","","35","","75","75","","","25","116","180","243","","","","","","1000","-1400","","","","","120","Medium","-32","","150","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CoopMeleeEnemy1","","","","","","","600","4800","","","","","400","260","","","","","","5","","","","","","","","","","","Minion_FindEnemies","","","MeleeBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","true","Gen_move_fx","","","","robo_spawn","","robot_M_attack","","","","","","","","","","","","","","","","","","","","","","","","30","70","85","80","","","25","100","200","270","","","","","","","","","","","","120","Medium","-50","","","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CoopMeleeEnemy2","","","","","","","600","6800","","","","","400","470","","","","","","5","","","","","","","","","","","Minion_FindEnemies","","","MeleeBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","true","Gen_move_fx","","","","robo_spawn","","robot_M_attack","","","","","","","","","","","","","","","","","","","","","","","","30","70","85","80","","","25","120","200","270","","","","","","","","","","","","145","Medium","-60","","","","","","","","","","footstep","25","250","130","","","","","","","true","30","","30","255","120","255","","","","","","","","","","","","","","","",""
"CoopMeleeEnemy3","","","","","","","600","11000","","","","","400","600","","","","","","6","","","","","","","","","","","Minion_FindEnemies","","","MeleeBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","true","Gen_move_fx","","","","robo_spawn","","robot_M_attack","","","","","","","","","","","","","","","","","","","","","","","","30","70","85","80","","","25","140","200","270","","","","","","","","","","","","170","Medium","-70","","","","","","","","","","footstep","25","250","130","","","","","","","true","100","","","255","140","140","","","","","","","","","","","","","","","",""
"CoopMeleeEnemy4","","","","","","","600","16200","","","","","400","730","","","","","","6","","","","","","","","","","","Minion_FindEnemies","","","MeleeBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","true","Gen_move_fx","","","","robo_spawn","","robot_M_attack","","","","","","","","","","","","","","","","","","","","","","","","30","70","85","80","","","25","160","200","270","","","","","","","","","","","","195","Medium","-80","","","","","","","","","","footstep","25","250","130","","","","","","","true","150","100","","255","255","180","","","","","","","","","","","","","","","",""
"CoopFastMeleeEnemy1","","","","","","","900","3000","","","","","600","400","","","","","","5","","","","","","","","","","","Minion_FindEnemies","","","MeleeFastBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","true","Gen_move_fx","","","","robo_spawn","","robot_S_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","125","200","270","","","","","","","","","","","","100","Medium","-50","","","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CoopFastMeleeEnemy2","","","","","","","900","5400","","","","","600","720","","","","","","5","","","","","","","","","","","Minion_FindEnemies","","","MeleeFastBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","true","Gen_move_fx","","","","robo_spawn","","robot_S_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","150","200","270","","","","","","","","","","","","120","Medium","-60","","","","","","","","","","footstep","25","250","130","","","","","","","true","30","","30","255","120","255","","","","","","","","","","","","","","","",""
"CoopFastMeleeEnemy3","","","","","","","900","6900","","","","","600","920","","","","","","6","","","","","","","","","","","Minion_FindEnemies","","","MeleeFastBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","true","Gen_move_fx","","","","robo_spawn","","robot_S_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","175","200","270","","","","","","","","","","","","140","Medium","-70","","","","","","","","","","footstep","25","250","130","","","","","","","true","100","","","255","140","140","","","","","","","","","","","","","","","",""
"CoopFastMeleeEnemy4","","","","","","","900","10080","","","","","600","1120","","","","","","6","","","","","","","","","","","Minion_FindEnemies","","","MeleeFastBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","true","Gen_move_fx","","","","robo_spawn","","robot_S_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","200","200","270","","","","","","","","","","","","160","Medium","-80","","","","","","","","","","footstep","25","250","130","","","","","","","true","150","100","","255","255","180","","","","","","","","","","","","","","","",""
"CoopRangedEnemy1","","","","","","","750","2000","","","","","1400","630","","","30","CoopRangedEnemyProjectile","","27","","","","","","","","","","","Minion_FindEnemies","","","RangedBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","true","Gen_move_fx","","","","robo_spawn","","coop_ranged_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","127","200","270","","","","","","","","","","","","100","Medium","-49","","350","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CoopRangedEnemy2","","","","","","","750","3600","","","","","1400","1130","","","30","CoopRangedEnemyProjectile","","27","","","","","","","","","","","Minion_FindEnemies","","","RangedBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","true","Gen_move_fx","","","","robo_spawn","","coop_ranged_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","152","200","270","","","","","","","","","","","","120","Medium","-58","","350","","","","","","","","footstep","25","250","130","","","","","","","true","30","","30","255","120","255","","","","","","","","","","","","","","","",""
"CoopRangedEnemy3","","","","","","","750","4600","","","","","1400","1450","","","30","CoopRangedEnemyProjectile","","27","","","","","","","","","","","Minion_FindEnemies","","","RangedBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","true","Gen_move_fx","","","","robo_spawn","","coop_ranged_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","177","200","270","","","","","","","","","","","","140","Medium","-68","","350","","","","","","","","footstep","25","250","130","","","","","","","true","100","","","255","140","140","","","","","","","","","","","","","","","",""
"CoopRangedEnemy4","","","","","","","750","6700","","","","","1400","1760","","","30","CoopRangedEnemyProjectile","","27","","","","","","","","","","","Minion_FindEnemies","","","RangedBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","true","Gen_move_fx","","","","robo_spawn","","coop_ranged_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","203","200","270","","","","","","","","","","","","160","Medium","-79","","350","","","","","","","","footstep","25","250","130","","","","","","","true","150","100","","255","255","180","","","","","","","","","","","","","","","",""
"TntPet","","","","","","","770","2400","","","","","600","400","","","30","ShotgunGirlPetProjectile","","22","320","","","","","","","","","","Minion_FollowOwner","","","TntPetDefault","","","","","","","","","","","death_shotgun_girl","","Gen_move_fx","","","","","","bear_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","43","200","270","","","","","","","","","","","","90","Medium","-11","","350","","","","","","","","footstep","25","250","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BlackHolePet","","","","","","","870","3000","","","","","600","800","","","","","","5","","","","","","","","","","","Minion_FindEnemies","","","BlackholePetDefault","","","","","","","","","","","death_shotgun_girl","","","","","","tara_def_ulti_starPower_spawn","","bear_attack","","","","","","","","","","","","","sparkle_trail_dark_minion","","","","","","","","","","","30","","85","80","","","25","95","200","270","","","","","","","","","","","","90","Medium","-43","","350","","","","","","","","","25","250","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CoopBoss1","","","","BossRapidFire","BossCharge","","600","45000","","","","","400","600","","","","","","8","","","","","","","","","","","Npc_Boss","","","BossBotDefault","","","","","","","","","nuts_bolts_metal_small","","boss_explosion","","Gen_move_fx","","","","robo_spawn","","coop_melee_attack","","","","","","","","","","","","","","","","","","","","","","","","30","150","85","80","","","25","100","200","270","","","","","","","","","","","","220","Medium","-110","","500","","","","","","","","footstep","60","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
