"Name","Disable","Traits","Rarity","TitleTID","DescriptionTID","SWF","IconExportName","ExcludeBrawlers","LinkedToCharacterProgress","Family","Level"
"R_BulletSize_Max_S",,"R_BulletSize_Max_S","super_rare",,"TID_R_BULLETSIZE_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",,,,
"R_BulletSize_Max_E",,"R_BulletSize_Max_E","epic",,"TID_R_BULLETSIZE_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",,,,
"R_BulletSize_Max_L",,"R_BulletSize_Max_L","legendary",,"TID_R_BULLETSIZE_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",,,,
"R_BulletSize_WithItem_Max_S",,"R_BulletSize_S;R_BulletSizeArea_Mini_WithItem_S","super_rare",,"TID_R_BULLETSIZE_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",,,,
"R_BulletSize_WithItem_Max_E",,"R_BulletSize_E;R_BulletSizeArea_Mini_WithItem_E","epic",,"TID_R_BULLETSIZE_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",,,,
"R_BulletSize_WithItem_Max_L",,"R_BulletSize_L;R_BulletSizeArea_Mini_WithItem_L","legendary",,"TID_R_BULLETSIZE_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",,,,
"R_Janet_ActiveTime_E",,"R_Janet_ActiveTime_E","epic",,"TID_R_JANET_DESC","sc/ui_roguelite.sc","icon_power_card_timer",,,,
"R_MoveSpeedInBush_Mini_S",,"R_MoveSpeedInBush_Mini_S","super_rare",,"TID_R_MOVESPEEDUPINBUSH_DESC","sc/ui_roguelite.sc","icon_power_card_area_bush",,,,
"R_AreaEffectSize_Kaze_S",,"R_AreaEffectSize_Mini_S;R_Kaze_EffectSize_S","super_rare",,"TID_R_AREAEFFECT_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",,,,
"R_AreaEffectSize_Kaze_E",,"R_AreaEffectSize_Mini_E;R_Kaze_EffectSize_E","epic",,"TID_R_AREAEFFECT_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",,,,
"R_AreaEffectSize_Kaze_L",,"R_AreaEffectSize_Mini_L;R_Kaze_EffectSize_L","legendary",,"TID_R_AREAEFFECT_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",,,,
"R_MaxHp_Absolute_Meg_S",,"R_MaxHp_Absolute_Meg_S","super_rare",,"TID_R_MAXHP_ABS_DESC","sc/ui_roguelite.sc","icon_power_card_health",,,,
"R_MaxHp_Absolute_Meg_E",,"R_MaxHp_Absolute_Meg_E","epic",,"TID_R_MAXHP_ABS_DESC","sc/ui_roguelite.sc","icon_power_card_health",,,,
"R_MaxHp_Absolute_Meg_L",,"R_MaxHp_Absolute_Meg_L","legendary",,"TID_R_MAXHP_ABS_DESC","sc/ui_roguelite.sc","icon_power_card_health",,,,
"R_SpeedUpOnAtk_L",,"R_SpeedUpOnAtk;R_SpeedUpOnSuper","legendary",,"TID_R_SPEEDUPONATK_DESC","sc/ui_roguelite.sc","icon_power_card_assassin",,,,
"R_Mrp_BulletSizeArea_S",,"R_BulletSize_S;R_AreaEffectSize_Mini_S","super_rare",,"TID_R_AREAEFFECTTHROWER_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",,,,
"R_Mrp_BulletSizeArea_E",,"R_BulletSize_E;R_AreaEffectSize_Mini_E","epic",,"TID_R_AREAEFFECTTHROWER_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",,,,
"R_Mrp_BulletSizeArea_L",,"R_BulletSize_L;R_AreaEffectSize_Mini_L","legendary",,"TID_R_AREAEFFECTTHROWER_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",,,,
"R_HighHealthDamage_E",,"R_HighHealthDamage_E","epic",,"TID_R_HIGHHEALTHDAMAGE_DESC","sc/ui_roguelite.sc","icon_power_card_glass_cannon",,,,
"Swarm_projectile1",,"SwarmShootDemonicProjectileOverTimeLevel1","super_rare","TID_SWARM_CARD_PROJECTILE_BARLEY_BOTTLE_TITLE","TID_SWARM_CARD_PROJECTILE_BARLEY_BOTTLE_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",,"Barkeep",,
"Swarm_projectile_other1",,"SwarmWhirlwindProjectileOverTimeLevel1","super_rare","TID_SWARM_CARD_PROJECTILE_WHIRLWIND_TITLE","TID_SWARM_CARD_PROJECTILE_WHIRLWIND_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",,"Whirlwind",,
"Swarm_areaeffect",,"SwarmTimeBendOverTimeLevel1","super_rare","TID_SWARM_CARD_AREA_EFFECT_TIMESTOP_TITLE","TID_SWARM_CARD_AREA_EFFECT_TIMESTOP_DESC","sc/ui_roguelite.sc","icon_power_card_timer",,"Chronomancer",,
"Swarm_BarleyBottle_L1",,"SwarmBarleyBottleFireL1","common","TID_SWARM_BARLEY_TITLE","TID_SWARM_BARLEY_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",,,"Swarm_BarleyBottle",1
"Swarm_BarleyBottle_L2",,"SwarmBarleyBottleFireL2","common","TID_SWARM_BARLEY_TITLE","TID_SWARM_BARLEY_L2_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",,,"Swarm_BarleyBottle",2
"Swarm_BarleyBottle_L3",,"SwarmBarleyBottleFireL3","common","TID_SWARM_BARLEY_TITLE","TID_SWARM_BARLEY_L3_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",,,"Swarm_BarleyBottle",3
"Swarm_Whirlwind_L1",,"SwarmWhirlwindFireL1","common","TID_SWARM_WHIRLWIND_TITLE","TID_SWARM_WHIRLWIND_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",,,"Swarm_Whirlwind",1
"Swarm_Whirlwind_L2",,"SwarmWhirlwindFireL2","common","TID_SWARM_WHIRLWIND_TITLE","TID_SWARM_WHIRLWIND_L2_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",,,"Swarm_Whirlwind",2
"Swarm_Whirlwind_L3",,"SwarmWhirlwindFireL3","common","TID_SWARM_WHIRLWIND_TITLE","TID_SWARM_WHIRLWIND_L3_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",,,"Swarm_Whirlwind",3
"Swarm_HealthBoost_L1",,"SwarmHealthBoostL1","common","TID_SWARM_HEALTH_TITLE","TID_SWARM_HEALTH_DESC","sc/ui_roguelite.sc","icon_power_card_health",,,"Swarm_HealthBoost",1
"Swarm_HealthBoost_L2",,"SwarmHealthBoostL2","common","TID_SWARM_HEALTH_TITLE","TID_SWARM_HEALTH_L2_DESC","sc/ui_roguelite.sc","icon_power_card_health",,,"Swarm_HealthBoost",2
"Swarm_HealthBoost_L3",,"SwarmHealthBoostL3","common","TID_SWARM_HEALTH_TITLE","TID_SWARM_HEALTH_L3_DESC","sc/ui_roguelite.sc","icon_power_card_health",,,"Swarm_HealthBoost",3
"Swarm_DamageBoost_L1",,"SwarmDamageBoostL1","common","TID_SWARM_DAMAGE_TITLE","TID_SWARM_DAMAGE_DESC","sc/ui_roguelite.sc","icon_power_card_damage",,,"Swarm_DamageBoost",1
"Swarm_DamageBoost_L2",,"SwarmDamageBoostL2","common","TID_SWARM_DAMAGE_TITLE","TID_SWARM_DAMAGE_L2_DESC","sc/ui_roguelite.sc","icon_power_card_damage",,,"Swarm_DamageBoost",2
"Swarm_DamageBoost_L3",,"SwarmDamageBoostL3","common","TID_SWARM_DAMAGE_TITLE","TID_SWARM_DAMAGE_L3_DESC","sc/ui_roguelite.sc","icon_power_card_damage",,,"Swarm_DamageBoost",3
"Swarm_ElectroBolt_L1",,"SwarmElectroBoltFireL1","common","TID_SWARM_ELECTROBOLT_TITLE","TID_SWARM_ELECTROBOLT_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_speed",,,"Swarm_ElectroBolt",1
"Swarm_ElectroBolt_L2",,"SwarmElectroBoltFireL2;SwarmElectroBoltFireL2_2","common","TID_SWARM_ELECTROBOLT_TITLE","TID_SWARM_ELECTROBOLT_L2_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_speed",,,"Swarm_ElectroBolt",2
"Swarm_ElectroBolt_L3",,"SwarmElectroBoltFireL3;SwarmElectroBoltFireL3_2","common","TID_SWARM_ELECTROBOLT_TITLE","TID_SWARM_ELECTROBOLT_L3_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_speed",,,"Swarm_ElectroBolt",3
"Swarm_FireAura_L1",,"SwarmFireAuraTraitL1","common","TID_SWARM_FIREAURA_TITLE","TID_SWARM_FIREAURA_DESC","sc/ui_roguelite.sc","icon_power_card_damage",,,"Swarm_FireAura",1
"Swarm_FireAura_L2",,"SwarmFireAuraTraitL2","common","TID_SWARM_FIREAURA_TITLE","TID_SWARM_FIREAURA_L2_DESC","sc/ui_roguelite.sc","icon_power_card_damage",,,"Swarm_FireAura",2
"Swarm_FireAura_L3",,"SwarmFireAuraTraitL3","common","TID_SWARM_FIREAURA_TITLE","TID_SWARM_FIREAURA_L3_DESC","sc/ui_roguelite.sc","icon_power_card_damage",,,"Swarm_FireAura",3
"nano_8bit_1",,"Nano_8Bit_ProjectileSpeed","super_rare",,"TID_NANO_8BIT_1_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_speed",,,,
"nano_8bit_2",,"Nano_8Bit_AreaSize","super_rare",,"TID_NANO_8BIT_2_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",,,,
"nano_8bit_3",,"Nano_8Bit_MoveSpeed","super_rare",,"TID_NANO_8BIT_3_DESC","sc/ui_roguelite.sc","icon_power_card_speed",,,,
"nano_alli_1",,"Nano_Alli_Reload","mega_epic",,"TID_NANO_ALLI_1_DESC","sc/ui_roguelite.sc","icon_power_card_range",,,,
"nano_alli_2",,"Nano_Alli_Damage","mega_epic",,"TID_NANO_ALLI_2_DESC","sc/ui_roguelite.sc","icon_power_card_damage",,,,
"nano_alli_3",,"Nano_Alli_Water","mega_epic",,"TID_NANO_ALLI_3_DESC","sc/ui_roguelite.sc","icon_power_card_invisible",,,,
"nano_amber_1",,"Nano_Amber_Range","legendary",,"TID_NANO_AMBER_1_DESC","sc/ui_roguelite.sc","icon_power_card_speed",,,,
"nano_amber_2",,"Nano_Amber_Super_1;Nano_Amber_Super_2","legendary",,"TID_NANO_AMBER_2_DESC","sc/ui_roguelite.sc","icon_power_card_super",,,,
"nano_amber_3",,"Nano_Amber_Reload","legendary",,"TID_NANO_AMBER_3_DESC","sc/ui_roguelite.sc","icon_power_card_reload",,,,
"nano_angelo_1",,"Nano_Angelo_Swap","epic",,"TID_NANO_ANGELO_1_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_party",,,,
"nano_angelo_2",,"Nano_Angelo_Super_Area;Nano_Angelo_Super_Damage","epic",,"TID_NANO_ANGELO_2_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",,,,
"nano_angelo_3",,"Nano_Angelo_HoldTime","epic",,"TID_NANO_ANGELO_3_DESC","sc/ui_roguelite.sc","icon_power_card_timer",,,,
"nano_ash_1",,"Nano_Ash_Homein_1;Nano_Ash_Homein_2;Nano_Ash_Homein_3;Nano_Ash_Homein_4","epic",,"TID_NANO_ASH_1_DESC","sc/ui_roguelite.sc","icon_power_card_homing",,,,
"nano_ash_2",,"Nano_Ash_PetNumber_1;Nano_Ash_PetNumber_2","epic",,"TID_NANO_ASH_2_DESC","sc/ui_roguelite.sc","icon_power_card_pet",,,,
"nano_ash_3",,"Nano_Ash_Rage","epic",,"TID_NANO_ASH_3_DESC","sc/ui_roguelite.sc","icon_power_card_timer",,,,
"nano_barley_1",,"Nano_Barley_Attack_Size_1;Nano_Barley_Attack_Size_2","rare",,"TID_NANO_BARLEY_1_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",,,,
"nano_barley_2",,"Nano_Barley_Super_Time_1;Nano_Barley_Super_Time_2","rare",,"TID_NANO_BARLEY_2_DESC","sc/ui_roguelite.sc","icon_power_card_timer",,,,
"nano_barley_3",,"Nano_Barley_Poison","rare",,"TID_NANO_BARLEY_3_DESC","sc/ui_roguelite.sc","icon_power_card_poison_on_hit",,,,
"nano_bea_1",,"Nano_Bea_Attack_1;Nano_Bea_Attack_2;Nano_Bea_Attack_3;Nano_Bea_Attack_4","epic",,"TID_NANO_BEA_1_DESC","sc/ui_roguelite.sc","icon_power_card_pierce",,,,
"nano_bea_2",,"Nano_Bea_Chain_Slow","epic",,"TID_NANO_BEA_2_DESC","sc/ui_roguelite.sc","icon_power_card_slowdown",,,,
"nano_bea_3",,"Nano_Bea_Shield","epic",,"TID_NANO_BEA_3_DESC","sc/ui_roguelite.sc","icon_power_card_damage_reduction_shield",,,,
"nano_belle_1",,"Nano_Belle_Chain_1;Nano_Belle_Chain_2","epic",,"TID_NANO_BELLE_1_DESC","sc/ui_roguelite.sc","icon_power_card_bounce",,,,
"nano_belle_2",,"Nano_Belle_Super","epic",,"TID_NANO_BELLE_2_DESC","sc/ui_roguelite.sc","icon_power_card_damage",,,,
"nano_belle_3",,"Nano_Belle_Gadget","epic",,"TID_NANO_BELLE_3_DESC","sc/ui_roguelite.sc","icon_power_card_gadget_cooldown",,,,
"nano_berry_1",,"Nano_Berry_Attack_Size_1;Nano_Berry_Attack_Size_2","epic",,"TID_NANO_BERRY_1_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",,,,
"nano_berry_2",,"Nano_Berry_Super_Shield;Nano_Berry_Super_Effect;Nano_Berry_Super_Range","epic",,"TID_NANO_BERRY_2_DESC","sc/ui_roguelite.sc","icon_power_card_damage_reduction_shield",,,,
"nano_berry_3",,"Nano_Berry_Heal_Self;Nano_Berry_Heal_Team","epic",,"TID_NANO_BERRY_3_DESC","sc/ui_roguelite.sc","icon_power_card_heal",,,,
"nano_bibi_1",,"Nano_Bibi_Range_1;Nano_Bibi_Range_2","epic",,"TID_NANO_BIBI_1_DESC","sc/ui_roguelite.sc","icon_power_card_range",,,,
"nano_bibi_2",,"Nano_Bibi_Super_1;Nano_Bibi_Super_2;Nano_Bibi_Super_3","epic",,"TID_NANO_BIBI_2_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_party",,,,
"nano_bibi_3",,"Nano_Bibi_Shield_1;Nano_Bibi_Shield_2","epic",,"TID_NANO_BIBI_3_DESC","sc/ui_roguelite.sc","icon_power_card_damage_reduction_shield",,,,
"nano_bo_1",,"Nano_Bo_Range;Nano_Bo_Damage","epic",,"TID_NANO_BO_1_DESC","sc/ui_roguelite.sc","icon_power_card_range",,,,
"nano_bo_2",,"Nano_Bo_Mine_1;Nano_Bo_Mine_2","epic",,"TID_NANO_BO_2_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_double",,,,
"nano_bo_3",,"Nano_Bo_Charge;Nano_Bo_InfinateMine","epic",,"TID_NANO_BO_3_DESC","sc/ui_roguelite.sc","icon_power_card_ulti_charge",,,,
"nano_bonnie_1",,"Nano_Bonnie_Attack","epic",,"TID_NANO_BONNIE_1_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_double",,,,
"nano_bonnie_2",,"Nano_Bonnie_Charge_1;Nano_Bonnie_Charge_2","epic",,"TID_NANO_BONNIE_2_DESC","sc/ui_roguelite.sc","icon_power_card_ulti_charge",,,,
"nano_bonnie_3",,"Nano_Bonnie_Speed","epic",,"TID_NANO_BONNIE_3_DESC","sc/ui_roguelite.sc","icon_power_card_speed",,,,
"nano_brock_1",,"Nano_Brock_Area_1;Nano_Brock_Area_2","rare",,"TID_NANO_BROCK_1_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",,,,
"nano_brock_2",,"Nano_Brock_Super","rare",,"TID_NANO_BROCK_2_DESC","sc/ui_roguelite.sc","icon_power_card_ulti_charge",,,,
"nano_brock_3",,"Nano_Brock_Gadget","rare",,"TID_NANO_BROCK_3_DESC","sc/ui_roguelite.sc","icon_power_card_gadget_cooldown",,,,
"nano_bull_1",,"Nano_Bull_Attack_Pattern;Nano_Bull_Attack_Spread","rare",,"TID_NANO_BULL_1_DESC","sc/ui_roguelite.sc","icon_power_card_range",,,,
"nano_bull_2",,"Nano_Bull_ChargeSpeed","rare",,"TID_NANO_BULL_2_DESC","sc/ui_roguelite.sc","icon_power_card_speed",,,,
"nano_bull_3",,"Nano_Bull_Execute","rare",,"TID_NANO_BULL_3_DESC","sc/ui_roguelite.sc","icon_power_card_assassin",,,,
"nano_buster_1",,"Nano_Buster_Spread;Nano_Buster_Bullet","mega_epic",,"TID_NANO_BUSTER_1_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",,,,
"nano_buster_2",,"Nano_Buster_ActiveTime","mega_epic",,"TID_NANO_BUSTER_2_DESC","sc/ui_roguelite.sc","icon_power_card_timer",,,,
"nano_buster_3",,"Nano_Buster_ReflectDamage","mega_epic",,"TID_NANO_BUSTER_3_DESC","sc/ui_roguelite.sc","icon_power_card_damage",,,,
"nano_buzz_1",,"Nano_Buzz_Attack_Range;Nano_Buzz_Attack_Size","mega_epic",,"TID_NANO_BUZZ_1_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",,,,
"nano_buzz_2",,"Nano_Buzz_Super_Range;Nano_Buzz_Super_Speed;Nano_Buzz_Super_Projectile","mega_epic",,"TID_NANO_BUZZ_2_DESC","sc/ui_roguelite.sc","icon_power_card_range",,,,
"nano_buzz_3",,"Nano_Buzz_HC_Rate;Nano_Buzz_HC_Time","mega_epic",,"TID_NANO_BUZZ_3_DESC","sc/ui_roguelite.sc","icon_power_card_hypercharge",,,,
"nano_byron_1",,"Nano_Byron_HomeIn_1;Nano_Byron_HomeIn_2;Nano_Byron_HomeIn_3;Nano_Byron_HomeIn_4","mega_epic",,"TID_NANO_BYRON_1_DESC","sc/ui_roguelite.sc","icon_power_card_homing",,,,
"nano_byron_2",,"Nano_Byron_Super_Size;Nano_Byron_Super_Push;Nano_Byron_Super_Projectile","mega_epic",,"TID_NANO_BYRON_2_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",,,,
"nano_byron_3",,"Nano_Byron_HealCharge","mega_epic",,"TID_NANO_BYRON_3_DESC","sc/ui_roguelite.sc","icon_power_card_ulti_charge",,,,
"nano_carl_1",,"Nano_Carl_Attack_Size","super_rare",,"TID_NANO_CARL_1_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",,,,
"nano_carl_2",,"Nano_Carl_Super_Area_1;Nano_Carl_Super_Area_2;Nano_Carl_Super_Speed","super_rare",,"TID_NANO_CARL_2_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",,,,
"nano_carl_3",,"Nano_Carl_Fire","super_rare",,"TID_NANO_CARL_3_DESC","sc/ui_roguelite.sc","icon_power_card_burn_on_hit",,,,
"nano_charlie_1",,"Nano_Charlie_Projectile_Speed;Nano_Charlie_Projectile_Size","mega_epic",,"TID_NANO_CHARLIE_1_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_speed",,,,
"nano_charlie_2",,"Nano_Charlie_Cocoon_HealthBack;Nano_Charlie_Cocoon_Size;Nano_Charlie_Cocoon_HP","mega_epic",,"TID_NANO_CHARLIE_2_DESC","sc/ui_roguelite.sc","icon_power_card_health",,,,
"nano_charlie_3",,"Nano_Charlie_Spider","mega_epic",,"TID_NANO_CHARLIE_3_DESC","sc/ui_roguelite.sc","icon_power_card_pet",,,,
"nano_chester_1",,"Nano_Chester_Attack","legendary",,"TID_NANO_CHESTER_1_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_party",,,,
"nano_chester_2",,"Nano_Chester_Charge_1;Nano_Chester_Charge_2","legendary",,"TID_NANO_CHESTER_2_DESC","sc/ui_roguelite.sc","icon_power_card_ulti_charge",,,,
"nano_chester_3",,"Nano_Chester_HC","legendary",,"TID_NANO_CHESTER_3_DESC","sc/ui_roguelite.sc","icon_power_card_hypercharge",,,,
"nano_chuck_1",,"Nano_Chuck_Attack_Size","mega_epic",,"TID_NANO_CHUCK_1_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",,,,
"nano_chuck_2",,"Nano_Chuck_Super_Damage;Nano_Chuck_Super_Speed;Nano_Chuck_Super_Effect","mega_epic",,"TID_NANO_CHUCK_2_DESC","sc/ui_roguelite.sc","icon_power_card_damage_reduction_shield",,,,
"nano_chuck_3",,"Nano_Chuck_Pole;Nano_Chuck_Charge","mega_epic",,"TID_NANO_CHUCK_3_DESC","sc/ui_roguelite.sc","icon_power_card_super",,,,
"nano_clancy_1",,"Nano_Clancy_Range","mega_epic",,"TID_NANO_CLANCY_1_DESC","sc/ui_roguelite.sc","icon_power_card_range",,,,
"nano_clancy_2",,"Nano_Clancy_Super_1;Nano_Clancy_Super_2;Nano_Clancy_Super_3","mega_epic",,"TID_NANO_CLANCY_2_DESC","sc/ui_roguelite.sc","icon_power_card_destroy",,,,
"nano_clancy_3",,"Nano_Clancy_Level","mega_epic",,"TID_NANO_CLANCY_3_DESC","sc/ui_roguelite.sc","icon_power_card_super",,,,
"nano_colette_1",,"Nano_Colette_Size","epic",,"TID_NANO_COLETTE_1_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",,,,
"nano_colette_2",,"Nano_Colette_Super_Area;Nano_Colette_Super_Damage","epic",,"TID_NANO_COLETTE_2_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_party",,,,
"nano_colette_3",,"Nano_Colette_Damage","epic",,"TID_NANO_COLETTE_3_DESC","sc/ui_roguelite.sc","icon_power_card_damage",,,,
"nano_colt_1",,"Nano_Colt_Bounce_1;Nano_Colt_Bounce_2;Nano_Colt_Bounce_3","rare",,"TID_NANO_COLT_1_DESC","sc/ui_roguelite.sc","icon_power_card_bounce",,,,
"nano_colt_2",,"Nano_Colt_Super_Size","rare",,"TID_NANO_COLT_2_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",,,,
"nano_colt_3",,"Nano_Colt_MoveSpeed","rare",,"TID_NANO_COLT_3_DESC","sc/ui_roguelite.sc","icon_power_card_speed",,,,
"nano_cordelius_1",,"Nano_Cordelius_Attack","legendary",,"TID_NANO_CORDELIUS_1_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_double",,,,
"nano_cordelius_2",,"Nano_Cordelius_Charge;Nano_Cordelius_Home_1;Nano_Cordelius_Home_2;Nano_Cordelius_Home_3;Nano_Cordelius_Home_4","legendary",,"TID_NANO_CORDELIUS_2_DESC","sc/ui_roguelite.sc","icon_power_card_homing",,,,
"nano_cordelius_3",,"Nano_Cordelius_Mushroom","legendary",,"TID_NANO_CORDELIUS_3_DESC","sc/ui_roguelite.sc","icon_power_card_drop",,,,
"nano_crow_1",,"Nano_Crow_Attack_Spread;Nano_Crow_Attack_Bullet","legendary",,"TID_NANO_CROW_1_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_double",,,,
"nano_crow_2",,"Nano_Crow_Super","legendary",,"TID_NANO_CROW_2_DESC","sc/ui_roguelite.sc","icon_power_card_super",,,,
"nano_crow_3",,"Nano_Crow_StatusEffect","legendary",,"TID_NANO_CROW_3_DESC","sc/ui_roguelite.sc","icon_power_card_poison_on_hit",,,,
"nano_darryl_1",,"Nano_Darryl_Attack_Swap","super_rare",,"TID_NANO_DARRYL_1_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_party",,,,
"nano_darryl_2",,"Nano_Darryl_Super_Time;Nano_Darryl_Super_Damage","super_rare",,"TID_NANO_DARRYL_2_DESC","sc/ui_roguelite.sc","icon_power_card_super",,,,
"nano_darryl_3",,"Nano_Darryl_Cons_Shield","super_rare",,"TID_NANO_DARRYL_3_DESC","sc/ui_roguelite.sc","icon_power_card_damage_reduction_shield",,,,
"nano_doug_1",,"Nano_Doug_Attack","mega_epic",,"TID_NANO_DOUG_1_DESC","sc/ui_roguelite.sc","icon_power_card_heal",,,,
"nano_doug_2",,"Nano_Doug_Super","mega_epic",,"TID_NANO_DOUG_2_DESC","sc/ui_roguelite.sc","icon_power_card_timer",,,,
"nano_doug_3",,"Nano_Doug_Item","mega_epic",,"TID_NANO_DOUG_3_DESC","sc/ui_roguelite.sc","icon_power_card_drop",,,,
"nano_draco_1",,"Nano_Draco_Range","legendary",,"TID_NANO_DRACO_1_DESC","sc/ui_roguelite.sc","icon_power_card_damage_reduction_shield",,,,
"nano_draco_2",,"Nano_Draco_Time","legendary",,"TID_NANO_DRACO_2_DESC","sc/ui_roguelite.sc","icon_power_card_timer",,,,
"nano_draco_3",,"Nano_Draco_Fire","legendary",,"TID_NANO_DRACO_3_DESC","sc/ui_roguelite.sc","icon_power_card_ulti_charge",,,,
"nano_dynamike_1",,"Nano_Dynamike_Attack","super_rare",,"TID_NANO_DYNAMIKE_1_DESC","sc/ui_roguelite.sc","icon_power_card_damage",,,,
"nano_dynamike_2",,"Nano_Dynamike_SuperSize_1;Nano_Dynamike_SuperSize_2","super_rare",,"TID_NANO_DYNAMIKE_2_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",,,,
"nano_dynamike_3",,"Nano_Dynamike_Delay","super_rare",,"TID_NANO_DYNAMIKE_3_DESC","sc/ui_roguelite.sc","icon_power_card_timer",,,,
"nano_edgar_1",,"Nano_Edgar_Range;Nano_Edgar_Size;Nano_Edgar_Effect","epic",,"TID_NANO_EDGAR_1_DESC","sc/ui_roguelite.sc","icon_power_card_range",,,,
"nano_edgar_2",,"Nano_Edgar_Super_Charge;Nano_Edgar_Super_HC","epic",,"TID_NANO_EDGAR_2_DESC","sc/ui_roguelite.sc","icon_power_card_ulti_charge",,,,
"nano_edgar_3",,"Nano_Edgar_Gadget","epic",,"TID_NANO_EDGAR_3_DESC","sc/ui_roguelite.sc","icon_power_card_gadget_cooldown",,,,
"nano_elprimo_1",,"Nano_Primo_Range;Nano_Primo_Attack_Speed","rare",,"TID_NANO_ELPRIMO_1_DESC","sc/ui_roguelite.sc","icon_power_card_range",,,,
"nano_elprimo_2",,"Nano_Primo_Super_Size;Nano_Primo_Super_Effect","rare",,"TID_NANO_ELPRIMO_2_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",,,,
"nano_elprimo_3",,"Nano_Primo_Charge_Ulti;Nano_Primo_Charge_HC","rare",,"TID_NANO_ELPRIMO_3_DESC","sc/ui_roguelite.sc","icon_power_card_super",,,,
"nano_emz_1",,"Nano_Emz_Attack;Nano_Emz_Attack_Effect","epic",,"TID_NANO_EMZ_1_DESC","sc/ui_roguelite.sc","icon_power_card_timer",,,,
"nano_emz_2",,"Nano_Emz_Super","epic",,"TID_NANO_EMZ_2_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",,,,
"nano_emz_3",,"Nano_Emz_Special","epic",,"TID_NANO_EMZ_3_DESC","sc/ui_roguelite.sc","icon_power_card_poison_on_hit",,,,
"nano_eve_1",,"Nano_Eve_Attack_Bullet;Nano_Eve_Attack_ActiveTime;Nano_Eve_Attack_Damage","mega_epic",,"TID_NANO_EVE_1_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_double",,,,
"nano_eve_2",,"Nano_Eve_Super_1;Nano_Eve_Super_2","mega_epic",,"TID_NANO_EVE_2_DESC","sc/ui_roguelite.sc","icon_power_card_super",,,,
"nano_eve_3",,"Nano_Eve_Passive","mega_epic",,"TID_NANO_EVE_3_DESC","sc/ui_roguelite.sc","icon_power_card_pet",,,,
"nano_fang_1",,"Nano_Fang_Attack_Area","mega_epic",,"TID_NANO_FANG_1_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",,,,
"nano_fang_2",,"Nano_Fang_Super_Shield;Nano_Fang_Super_Effect","mega_epic",,"TID_NANO_FANG_2_DESC","sc/ui_roguelite.sc","icon_power_card_damage_reduction_shield",,,,
"nano_fang_3",,"Nano_Fang_Heal_OnKill","mega_epic",,"TID_NANO_FANG_3_DESC","sc/ui_roguelite.sc","icon_power_card_heal",,,,
