"Name","InstanceID","LockedForChronos","Disabled","ItemName","WeaponSkill","UltimateSkill","OverchargedUltimateSkill","Pet","AltPet","MovementType","Speed","Hitpoints","Traits","Components","HealthPromilleLostPerSecond","HealPercentChange","LifeTimeTicks","SkipDeploy","MeleeAutoAttackSplashDamage","DelayTicksFirstAttack","AutoAttackSpeedMs","AutoAttackDamage","AutoAttackBulletsPerShot","AutoAttackMode","AutoAttackTicksBetweenBurstShots","AutoAttackProjectileSpread","AutoAttackProjectile","OverchargedAutoAttackProjectile","AutoAttackRange","RegeneratePerSecond","LowPriorityTarget","UltiUses","UltiChargeInitial","UltiChargeMul","UltiChargeUltiMul","OverchargeChargeMul","OverchargePassiveChargeMul","OverchargeChargeActiveMul","OverchargeDamagePercent","OverchargeSpeedPercent","OverchargeShieldPercent","Type","IsNeutral","IsBossPet","CarryableType","DefaultSkin","Mastery","BrawlerTrophyRewards","ManualRotations","FileName","BlueExportName","RedExportName","ShadowExportName","OverchargedEffect","OverchargedUseDefaultSkin","StatusEffect","AreaEffect","DeathAreaEffect","DeathOverchargedAreaEffect","TakeDamageEffect","KillEffect","DeathEffect","DeathEffectOvercharged","AllowDeathEffectOverride","MoveEffect","ReloadEffect","OutOfAmmoEffect","DryFireEffect","SpawnEffect","OverchargedSpawnEffect","MeleeHitEffect","AutoAttackStartEffect","BoneEffect1","BoneEffectUse1","BoneEffect2","BoneEffectUse2","BoneEffect3","BoneEffectUse3","BoneEffect4","BoneEffectUse4","BoneEffect5","BoneEffectUse5","BoneEffect6","BoneEffectUse6","LoopedEffect","LoopedEffect2","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","UnlockVO","UnlockVOIndex","AttackStartEffectOffset","TwoWeaponAttackEffectOffset","ShadowScaleX","ShadowScaleY","ShadowX","ShadowY","ShadowSkew","Scale","HeroScreenScale","FitToBoxScale","EndScreenScale","GatchaScreenScale","HomeScreenScale","BattleIntroScale","ShowPetInHeroScreen","AlwaysShowWithPet","HeroScreenXOffset","HeroScreenZOffset","BattleIntroXOffset","BattleIntroZOffset","HeroScreenEmoteX","HeroScreenEmoteY","CollisionRadius","HealthBar","HealthBarOffsetY","FloorIndicatorScale","HealthBarScale","FlyingHeight","ProjectileStartZ","StopMovementAfterMS","WaitMS","TID","ClassArchetype","ForceAttackAnimationToEnd","IconSWF","IconExportName","EmblemExportName","RecoilAmount","FootstepClip","DifferentFootstepOffset","FootstepIntervalMS","AttackingWeaponScale","UseThrowingLeftWeaponBoneScaling","UseThrowingRightWeaponBoneScaling","CommonSetUpgradeBonus","RareSetUpgradeBonus","SuperRareSetUpgradeBonus","CanWalkOverWater","WaterFootstepEffect","UseColorMod","RedAdd","GreenAdd","BlueAdd","RedMul","GreenMul","BlueMul","ChargeUltiAutomatically","ChargeUltiFromDamage","ChargeUltiFromHealing","VideoLink","ShouldEncodePetStatus","SecondaryPet","IsExternalPet","ExtraMinions","PetAutoSpawnDelay","PetSpawnCount","PowerLevelsType","PowerLevelsSpeedBuff","OffenseRating","DefenseRating","UtilityRating","ShowHealInBattleEnd","OrbitingRadius","OrbitingAngularSpeed","UniqueProperty","UniquePropertyValue1","UniquePropertyValue2","ArenaOverrideMaxHpBuff","ArenaOverrideDmgBuff","ArenaOverrideSpeedBuff","ArenaOverrideReloadBuff","PetRotatable","HyperMoveEffect","HumanoidSpecies","BuddyCharacter","BossModeUltiRate","SpecialEventType","SpecialEventType2"
"HoldingBall","194","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carryable","","","HoldingBall","Trophy","","","","","","","","","","","","","","","","mode_gift_destoryed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","50","","","25","100","","","","","","","","","","","","","","","200","Medium","-60","","","","","","","","","","","","","","","","","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VolleyBall","195","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carryable","","","VolleyBall","Volleyball","","","","","","","","","","","","","","","","laser_ball_goal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","50","","","25","100","","","","","","","","","","","","","","","320","Medium","-30","","","","","","","","","","","","","","","","","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BasketBall","196","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carryable","","","BasketBall","Basketball","","","","","","","","","","","","","","","","mode_gift_destoryed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","50","","","25","100","","","","","","","","","","","","","","","120","Medium","-30","","","","","","","","","","","","","","","","","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusCover","197","","","","","","","","","","","1750","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Minion_Building","","","","CactusCoverDefault","","","","","","","","","","","","CactusCoverHeal","","gadget_spike_cactus_damaged","","gadget_spike_cactus_destroyed","","","","","","","gadget_bo_totem_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","120","220","300","","","","","","","1400","-500","","","","","120","Medium","-49","","","","300","","","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NinjaInvisibleArea","198","","","","","","","","","","","1000","","","100","","","","","","","","","","","","","","12","","","","","","","","","","","","","Minion_Building","","","","NinjaInvisibleAreaDefault","","","","","","","","","","","NinjaInvisibleArea","","","nuts_bolts_metal_small","","leon_def_gadget2_death_explode","","","","","","","gadget_bo_totem_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","120","220","300","","","","","","","1400","-500","","","","","120","Medium","-49","","","","300","","","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StuDrums","199","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Minion_Building","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KnightPet","200","","","","","","","","","","1200","300","","","","","","","","","1000","300","","","","","","","","","","","","1","","","","","","","","Minion_FindEnemies","","","","KnightPetDefault","","","","","","","","overchargeactivepet_ash","","","","KnightPetExplosion","KnightPetOverchargedExplosion","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","","ash_def_ulti_spawn","ash_def_oc_ulti_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","80","","","25","200","200","270","","","","","","","","","","","","","90","Medium","-43","","","","","","","","","","","","","","","25","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeBig","201","","","","MechaDudeBigWeapon","MechaDudeBigUlti","MechaDudeBigOverchargedUlti","","","","750","3700","","Brawler_MechaDude","","","","","","","","","","","","","","","12","","","","","","","40","","","5","20","5","Hero","","","","MechaDudeBigDefault","","","","","","","","","","","","","","takedamage_gen","","mecha_def_ulti2_death","","true","gen_move_fx","meg_reload","no_ammo_shotgungirl","meg_dryfire","","","","","","","","","","","","","","","","","","","Meg_kill_vo","Meg_lead_vo","Meg_start_vo","Meg_ulti_vo","Meg_hurt_vo","Meg_die_vo","","Meg_start_vo","","45","200","80","80","","","35","116","190","300","80","150","270","270","","","200","-1000","","","","80","145","Medium","-80","","","","450","","","TID_MECHA_DUDE","tank","","sc/hero_portraits.sc","hero_icon_meg","","100","footstep","35","350","160","","","2","3","1","","","","","","","","","","","","","","","","","","","","","","4","3","2","","","","IS_MECHA","","","","","","","","","","","","",""
"DuplicatorPet","202","","","","DuplicatorWeapon","DuplicatorUlti","","","OverchargedDuplicatorPet","","750","2200","DuplicatorPet1","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","Minion_Duplicate","","","","DuplicatorDefault","","","","","","","","","","","","","","","","death_bull_dude","","","gen_move_fx","","","","nita_def_ulti_spawn","","","bear_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","106","200","280","","","","","","","500","-1250","","","","","145","Medium","-63","","","","100","","","","","","","","","","footstep","25","250","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IS_DUPLICATOR_PET","","","","","","","","","","","","",""
"MechaDudeAddon","203","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Minion_FollowOwner","","","","MechaDudeBigDefaultAddon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","35","100","100","200","90","190","250","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f12191a373cbc743d1f7554b27999006a017d2eb","","","true","shelly","ShotgunGirlWeapon","ShotgunGirlUlti","","","","","800","3900","","","","","","","","","","","","","","","","","12","","","","","134","60","30","","","5","20","5","Hero","","","","BanditGirlDefault","MasteryShotgunGirl","TrophyRewardsShotgunGirl","","","","","","","","","","","","takedamage_gen","","death_shotgun_girl","","true","gen_move_fx","reload_shotgun_girl","no_ammo_shotgungirl","dry_fire_shotgungirl","","","","","","","","","","","","","","","","","","","Shelly_Kill","Shelly_Lead","Shelly_Start","Utilshotgun_Vo","ShellyTakedamge_Vo","Shelly_Die","","Shelly_Start","2","30","","80","80","","","35","116","210","284","90","175","260","290","","","","","","-400","-25","40","120","Medium","-48","","","","450","","","TID_SHOTGUN_GIRL","damage_dealer","","sc/hero_portraits.sc","hero_icon_shelly","mastery_brawler_icon_shelly","1000","footstep","25","250","200","","","1","3","2","","","","","","","","","","","","","ShellyTutorial","","","","","","","","","4","3","2","","","","","","","","","","","","","","ShotgunGirlBuddy","","",""
"CrossBomberVisionTower","205","","","","","","","","","","","1500","","","50","","","","","","","","","","","","","","12","","","","","","","","","","","","","Minion_Building","","","","CrossBomberVisionTowerDefault","","","","","","","","","","","CrossBomberVisionArea","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","","8bit_def_ulti_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","180","220","300","","","","","","","1400","-500","","","","","120","Medium","-49","","","","300","","","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SafeVoxel","206","","","","","","","","","","","40000","","","","","","","","","700","","","","","","","","20","","","","","","","","","","","","","Pvp_Base","","","","SafeVoxel","","","","","","","","","","","","","","safe_voxel_hit","","safe_explosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","-100","","","","84","","","","","","","","","","","","","","","160","Medium","-75","","","","300","","","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FleaBigEgg","207","","","","","","","FleaPet","FleaOverchargedBigEgg","","","1900","","","","","100","","","","4000","","4","AlwaysSpread","","","FleaSpawnProjectile","FleaOverchargedSpawnProjectile","13","","","","","","","","","","","","","Minion_Building","","","","FleaBigEggDefault","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","","tara_def_ulti_starpower_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","75","75","","","25","250","180","243","","","","","","","1000","-1400","","","","","120","Medium","-45","","","","150","","","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","SPAWN_PETS_AFTER_LIFETIME","","","","","","","","","","","","",""
"FleaOverchargedBigEgg","208","","","","","","","FleaPet","FleaOverchargedBigEgg","","","1900","","","160","","120","true","","","850","","1","AlwaysSpread","","","FleaSpawnProjectile","","13","","","","","","","","","","","","","Minion_Building","","","","FleaBigEggDefault","","","","","","","","overchargeactivepet_eve_spawn","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","flea_def_oc_ulti_explosion","","","","","","tara_def_ulti_starpower_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","75","75","","","25","250","180","243","","","","","","","1000","-1400","","","","","120","Medium","-45","","","","150","","","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","SPAWN_PETS_AFTER_LIFETIME","3","","","","","","","","","","","",""
"FleaPet","209","","","","FleaPetWeapon","FleaPetUltiDummy","","","","","1000","1700","","","100","","","","","","","","","","","","","","","","","","","1","","","","","","","","Minion_FindEnemies","","","","FleaPetDefault","","","","","","","","overchargeactivepet_eve","","FleaPetDot","","","","","","electricity_end_blue","","","gen_move_fx","","","","tara_def_ulti_starpower_spawn","","","bear_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","100","200","280","","","","","","","500","-1250","","","","","145","Medium","-63","","","","100","","","","","","","","","","footstep","25","250","160","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","ATTACH_AND_LEECH","","","","","","","","","","","","",""
"FleaHealingPet","210","","","","FleaPetWeapon","FleaPetUltiDummy","","","","","1000","1700","","","100","","","","","","","","","","","","","","","","","","","1","","","","","","","","Minion_FindEnemies","","","","FleaPetDefault","","","","","","","","overchargeactivepet_eve","","FleaPetHot","","","","","","electricity_end_blue","","","gen_move_fx","","","","tara_def_ulti_starpower_spawn","","","bear_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","50","200","280","","","","","","","500","-1250","","","","","145","Medium","-63","","","","100","","","","","","","","","","footstep","25","250","160","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","ATTACH_AND_LEECH","","","","","","","","","","","","",""
"Payload","211","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Payload","","","","PayloadDefault","","","true","","","","","","","","","","","","","","","","gen_move_fx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","250","","","","","","","","","","","","","","","160","","","","","","","","","","","","","","","","","130","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FleaExtraPet","212","","","","FleaPetWeapon","FleaPetUltiDummy","","","","","1000","500","","","100","","","","","","","","","","","","","","","","","","","1","","","","","","","","Minion_FindEnemies","","","","FleaPetDefault","","","","","","","","","","FleaExtraPetDot","","","","","","electricity_end_blue","","","gen_move_fx","","","","tara_def_ulti_starpower_spawn","","","bear_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","70","200","280","","","","","","","500","-1250","","","","","145","Medium","-63","","","","100","","","","","","","","","","footstep","25","250","160","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","ATTACH_AND_LEECH","","","","","","","","","","","","",""
"CannonGirlSmall","213","","","","CannonGirlSmallWeapon","CannonGirlSmallUlti","","","","","855","3100","","","","","","","","","","","","","","","","","12","","","","","100","100","40","","","5","20","5","Hero","","","","CannonGirlSmallDefault","","","","","","","","","","","","","","takedamage_gen","","death_ninja","","true","gen_move_fx","reload_leon","no_ammo_shotgungirl","dry_fire_leon","","","","","","","","","","","","","","","","","","","Bonnie2_Kill_VO","Bonnie2_Lead_VO","","","Bonnie2_Hurt_VO","Bonnie2_Die_VO","","Bonnie2_Kill_VO","3","35","","80","80","","","35","116","200","270","90","180","260","260","","","","","","","-50","","120","Medium","-52","","","","500","","","TID_CANNON_GIRL","marksman","","sc/hero_portraits.sc","hero_icon_bonnie","","300","footstep","25","500","100","","","2","3","1","","","","","","","","","","3500","","","","","","","","","","","","","","","","","","IS_CANNON_ASSASSIN","","","","","","","","","","","","",""
"JetpackGirlDamageTower","214","","","","","","","","","","","1000","","","100","","","","","","","","","","","","","","12","","","","","","","","","","","","","Minion_Building","","","","JetpackGirlDamageTowerDefault","","","","","","","","","","","JetpackGirlGadgetDamageArea","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","","gadget_bo_totem_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","120","220","300","","","","","","","1400","-500","","","","","120","Medium","-49","","","","300","","","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"InvasionMeleeEnemy","215","","","","","","","","","","600","16000","","","33","","","","","","400","260","","","","","","","5","","","","","","","","","","","","","Minion_Invasion","","","","MeleeBotDefault","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","true","gen_move_fx","","","","","","","coop_melee_attack","","","","","","","","","","","","","","","","","","","","","","","","30","70","85","80","","","25","100","200","270","","","","","","","","","","","","","120","Medium","-50","","","","","","","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"InvasionFastMeleeEnemy","216","","","","","","","","","","900","8000","","","33","","","","","","600","400","","","","","","","5","","","","","","","","","","","","","Minion_Invasion","","","","MeleeFastBotDefault","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","true","gen_move_fx","","","","","","","coop_fast_melee_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","125","200","270","","","","","","","","","","","","","100","Medium","-35","","","","","","","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"InvasionRangedEnemy","217","","","","","","","","","","770","6000","","","33","","","","","","1400","630","","","","30","CoopRangedEnemyProjectile","","27","","","","","","","","","","","","","Minion_Invasion","","","","RangedBotDefault","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","true","gen_move_fx","","","","","","","coop_ranged_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","127","200","270","","","","","","","","","","","","","100","Medium","-49","","","","350","","","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"InvasionBossEnemy","218","","","","BossRapidFire","BossCharge","","","","","1000","35000","","","33","","","","","","400","600","","","","","","","8","","","","","","","","","","","","","Minion_Invasion","","","","MeleeBotDefault","","","","","","","","","","","","","","nuts_bolts_metal_small","","boss_explosion","","true","gen_move_fx","","","","","","","coop_melee_attack","","","","","","","","","","","","","","","","","","","","","","","","30","150","85","80","","","25","100","200","270","","","","","","","","","","","","","220","Medium","-110","","","","500","","","","","","","","","","footstep","60","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","",""
"MechaDudeReloadTower","219","","","","","","","","","","","1500","","","50","","","","","","","","","","","","","","12","","","","","","","","","","","","","Minion_Building","","","","MechaDudeReloadTowerDefault","","","","","","","","","","","MechaDudeReloadTowerArea","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","","gadget_bo_totem_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","120","220","300","","","","","","","1400","-500","","","","","120","Medium","-49","","","","300","","","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SafeDeepsea","220","","","","","","","","","","","40000","","","","","","","","","700","","","","","","","","20","","","","","","","","","","","","","Pvp_Base","","","","SafeDeepsea","","","","","","","","","","","","","","safe_voxel_hit","","safe_explosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","-100","","","","84","","","","","","","","","","","","","","","160","Medium","-75","","","","300","","","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Starfish","221","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Minion_FollowOwner","","","","SilencerDefaultAddonStarfish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","116","200","320","90","190","270","270","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArtilleryDudeCover","222","","","","","","","","","","","1500","","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","Minion_Building","","","","ArtilleryDudeCoverDefault","","","","","","","","","","","","","","gadget_spike_cactus_damaged","","gadget_spike_cactus_destroyed","","","","","","","gadget_bo_totem_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","100","220","300","","","","","","","1400","-500","","","","","120","Medium","-49","","","","300","","","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","TRIGGER_OWNER_CHAIN_BULLET","100","","","","","","","","","","","",""
"BossBot","223","","","","BossRapidFire","BossCharge","","","","","1000","35000","","","33","","","","","","400","600","","","","","","","8","","","","","","","","","","","","","Minion_Invasion","","","","BossBotDefault","","","","","","","","","","","","","","nuts_bolts_metal_small","","boss_explosion","","","gen_move_fx","","","","","","","coop_melee_attack","","","","","","","","","","","","","","","","","","","","","","","","30","150","85","80","","","25","100","200","270","","","","","","","","","","","","","220","Medium","-110","","","","500","","","","","","","","","","footstep","60","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","",""
"MeleeBot","224","","","","BossRapidFire","BossCharge","","","","","1000","35000","","","33","","","","","","400","600","","","","","","","8","","","","","","","","","","","","","Minion_Invasion","","","","MeleeBotDefault","","","","","","","","","","","","","","nuts_bolts_metal_small","","boss_explosion","","true","gen_move_fx","","","","","","","coop_melee_attack","","","","","","","","","","","","","","","","","","","","","","","","30","150","85","80","","","25","100","200","270","","","","","","","","","","","","","220","Medium","-50","","","","500","","","","","","","","","","footstep","60","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","",""
"RangedBot","225","","","","","","","","","","770","6000","","","33","","","","","","1400","630","","","","30","CoopRangedEnemyProjectile","","27","","","","","","","","","","","","","Minion_Invasion","","","","RangedBotDefault","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","true","gen_move_fx","","","","","","","coop_ranged_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","127","200","270","","","","","","","","","","","","","100","Medium","-49","","","","350","","","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"MeleeFastBot","226","","","","","","","","","","900","8000","","","33","","","","","","600","400","","","","","","","5","","","","","","","","","","","","","Minion_Invasion","","","","MeleeFastBotDefault","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","true","gen_move_fx","","","","","","","coop_fast_melee_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","125","200","270","","","","","","","","","","","","","100","Medium","-65","","","","","","","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"LastStandMinion","227","","","","ArcadeWeapon","ArcadeUlti","","","","","580","12000","","","","","","","","","","","","","","","","","12","","","","","106","","","","","","","","Minion_LastStand","","","","ArcadeDefault","","","","","","","","","","","","","","takedamage_gen","","death_arcade","","true","gen_move_fx","reload_arcade","no_ammo_shotgungirl","arcade_dryfire","","","","","","","","","","","","","","","","","","","8bit_kill_vo","8bit_lead_vo","8bit_start_vo","8bit_ulti_vo","8bit_hurt_vo","8bit_die_vo","","8bit_start_vo","2","57","","80","80","","","35","116","240","300","80","210","240","240","true","","-500","","","","","80","145","Medium","-43","","","","450","","","TID_ARCADE","","","sc/hero_portraits.sc","hero_icon_8bit","","","footstep","30","400","130","","","1","3","2","","","","","","","","","","","","","","","","","","","","","","5","1","3","","","","","","","","","","","","","","","","",""
"SplitterLegs","228","","","","SplitterLegsWeapon","SplitterUlti","","","","","580","3900","","","","","","","","","","","","","","","","","","","","","","106","","","","","","","","Minion_Building","","","","SplitterLegsDefault","","","","","","","","","","","","","","takedamage_gen","","death_arcade","","true","gen_move_fx","reload_arcade","no_ammo_shotgungirl","arcade_dryfire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","35","116","240","300","80","210","240","240","true","","-500","","","","","80","145","Medium","-43","","","","450","","","TID_SPLITTER","","","sc/hero_portraits.sc","hero_icon_8bit","","","footstep","30","400","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IS_SPLITTER","2","30","","","","","","","","","","",""
"CocoonerCocoon","229","","","","","","","","","","","4200","","","200","","","","","","","","","","","","","","","","","","","","","","","","","","","Minion_Building","","","","CocoonerCocoonDefault","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","","tara_def_ulti_starpower_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","75","75","","","25","100","180","243","","","","","","","1000","-1400","","","","","120","Medium","-45","","","","150","","","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","IS_COCOON","200","","","","","","","","","","","",""
"CocoonerPet","230","","","","CocoonerPetWeapon","CocoonerPetUltiDummy","","","","","1000","700","","","200","","","","","","","","","","","","","","","","","","","","","","","","","","","Minion_FindEnemies","","","","CocoonerPetDefault","","","","","","","","","","","","","","","","electricity_end_blue","","","gen_move_fx","","","","tara_def_ulti_starpower_spawn","","charlie_def_gadget_spider","","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","220","200","280","","","","","","","500","-1250","","","","","145","Medium","-15","","","","100","","","","","","","","","","footstep","25","250","160","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PercenterPet","231","","","","PercenterWeapon","PercenterUlti","","","","","720","3400","","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","Minion_Percenter","","","","PercenterDefault","","","","","","","","","","","","","","takedamage_gen","","death_mechanic","","","gen_move_fx","reload_mechanic","no_ammo_shotgungirl","dry_fire_mechanic","","","","","","","","","","","","","","","","","","","Colette_Kill_VO","Colette_Lead_VO","Colette_Start_VO","Colette_Ulti_VO","Colette_Hurt_VO","Colette_Die_VO","","Colette_Start_VO","5","35","","80","80","","","35","116","210","284","","","","","","","","","","","","","120","Medium","-48","","","","400","","","","","","","","","500","footstep","40","300","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MultiLaserBall","232","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carryable","","","LaserBall","BallDefault","","","","","","","","","","","","","","","","laser_ball_goal","","","","","","","robo_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","179","","","","","","","","","","","","","","","120","","","","","","","","","","","","","","","","","","","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
