"Name","DurationTicks","GradualWearOffAfter","CancelOnDamage","CancelOnCharge","CancelOnChargeEnd","CancelOnHealthRegen","CancelOnSourceDeath","TriggerRate","TriggerOnFirstTick","Stacking","Refreshable","PulsatingActiveTicksOn","PulsatingActiveTicksOff","Damage","DamageHealSource","UltiChargePercent","UltiChargeBoostPercent","OverchargeChargeReducePercent","AmmoReducePercent","Healing","ShieldPercent","BaseSpeedIncreasePercent","SpeedBoostPercent","SpeedBoostAbsolute","SpeedReducePercent","SpeedReduceAbsolute","DamageBoostPercent","ShowDamageAsCrit","DamageReducePercent","DamageBoostTargetCurrentHealthPercent","DamageReceivedBoostPercent","DamageReceivedBoostAbsolute","DecreaseReloadTimePercent","LifeSteal","SourceLifeSteal","Cleanse","DoBlinkClear","CcImmunity","AttackImmunity","Invisibility","ForceShow","LosePlayerControl","FullStun","Taunt","Stasis","Silence","ScaleWithUpgrades","ScaleWithBuffs","IsDebuff","AttackPierceCharacters","AttackThroughWalls","UltiAttackThroughWalls","MoveThroughWalls","MoveThroughWater","ServerOnly","SpawnCharacterOnDeath","SpawnAreaEffectOnDeath","PersistTransformation","BooleanAttributes","HapticsToSource","TimerBar","Traits","Components","ActivateOnRefreshCount","DamagePercentRedirectToSource","ActionsOnTrigger","ActionsOnCancelOnDamage","ChainStatusEffect","ChainStatusEffect2","StatusToApplyOnEnd"
"MenderWeaponAllyTether","30","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MenderGadgetHeal","2","","","","","","","","TRUE","","","","","","","","","","","1250","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","IsHeroOrCoopNeutral","TRUE","","","","","","","","","",""
"MenderStarPowerAllyDamageBuff","2","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MenderStarPowerEnemyDamageDebuff","2","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"MenderUltiFear","40","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","Fear","","","","","","","","","","",""
"MenderUltiSlow","40","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"MenderUltiOverchargedDamageReceiveBoost","40","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"ColtSpeedBuddySp","10","","","","","","","10","TRUE","","TRUE","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EmzBuddySp2","10","","","","","","","20","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FrankBuddySp1","60","","","","","","","20","TRUE","TRUE","","","","","","","","","","560","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","",""
"EmzBuddySp1","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","NotForObjects","","","","","","","","","","",""
"MortisBuddySp2","10","","","","","","","5","","","TRUE","","","","","","","","","","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusPoppingBuddy","20","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","TriggerChainEffectOnRefreshLimitReached","","","","","1","","","","CactusPoppingBuddyStatusEffect","",""
"CactusUltiExplosionSlow","21","","","","","","","","","","TRUE","","","","","","","","","","","","","","","400","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"ShotgunGirlClayPigeonsBuddyProjectileStatusEffect","10","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","AdditiveDurationTicksOnRefresh","","","","","","","","","","",""
"GunslingerDoubleShotProjectileStatusEffect","10","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HammerDudeGadgetSkillNoiseCancelStatusEffect","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HammerDudeGadgetSkillAttractionStatusEffectBuddy","40","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","70","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"ShotgunGirlGadgetSkillImmunityShieldBuddy","8","","","","","","","","TRUE","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShelllyBuddySp2","60","","","","","","","","","TRUE","","","","","","","","","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossGhostIncorporeal","999999","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","TRUE","","","","","","","","",""
"BombHeistSafeDamageImmunity","999999","","","","","","","","TRUE","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SwarmNoEffectWaitTime5Seconds","60","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SwarmNoEffectWaitTime3Seconds","30","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FrankBuddyShield","2","","","","","","","","","TRUE","TRUE","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MummyGadgetSkillAcidSprayStatusEffectBuddy","60","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","NotForObjects","","","","","","","","","","",""
"MummyUltiAreaSlow","21","","","","","","","","","","TRUE","","","","","","","","","","","","","","","350","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"CactusPoppingBuddyStatusEffect","20","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"MegaBossMosquitoPoison","40","","","","","","","20","","TRUE","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"MortisGadgetSkillBatsStatusEffect","130","","","","","","","","","","","","","","","","","","","","100","","","","100","","","","","","","","","","","TRUE","TRUE","TRUE","TRUE","full","","TRUE","","","","","","","","","","","","","","","","","CancelOnBlinkAndForceTileCenter","","","","","","","","","","",""
"MortisGadgetSkillBatsStatusEffectBuddy","130","","","","","","","","","","","","","","","","","","","","100","","","","100","","","","","","","","","","","TRUE","TRUE","TRUE","TRUE","full","","TRUE","","","","","","","","","","","","","","","","","CancelOnBlinkAndForceTileCenter","","","","","","","","","","",""
"MummyGadgetSkillAcidSprayStatusEffect","2","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"SpeederSpeedBoost","2","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShadowdemonCloneBulletSlow","40","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","NotForObjects","","","","","","","","","","",""
"ShadowdemonSPMinionSpeed","9999999","","","","","","","","","TRUE","","","","","","","","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BoxSpeedBoost","9999999","","","","","","","","","TRUE","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BoxShield","9999999","","","","","","","","","TRUE","TRUE","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShamanSp2AmmoReloadBoost","60","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShamanPetShield","10","","","","","","","","","","TRUE","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BaseballGadgetSkillHealStatusEffect","110","","","","","","","20","TRUE","","","","","","","","","","","300","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","",""
"BaseballDamageAreaSlowStatusEffect","40","","","","","","","5","","","TRUE","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"BaseballDamageAreaBuddySlowStatusEffect","40","","","","","","","5","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"CrowBuddySp1","2","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullGadget1","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BoxDamageBuff","9999999","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BoxHealthBuff","9999999","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RedirecterProjectilePoison","40","","","","","","","20","","TRUE","","","","350","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","TRUE","","","","","","","","","","","",""
"RedirecterStarPowerCurrentHPPoison","40","","","","","","","20","","TRUE","","","","100","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","TRUE","MultiplyByTargetCurrentHealthPercent;IsHeroOrCoopNeutral","","","","","","","","","","",""
"RedirecterUltiPoison","40","","","","","","","20","TRUE","TRUE","","","","250","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","TRUE","","","","","","","","","","","",""
"RedirecterPetUltiPoison","40","","","","","","","20","TRUE","TRUE","","","","400","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","TRUE","","","","","","","","","","","",""
"RedirecterStarPowerSpawnPetOnTargetDeath","40","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","RedirecterSnakePet","","TRUE","IsHeroOrCoopNeutral","","","","","","","","","","",""
"RedirecterPoisonTrailComponentStatus","40","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","TRUE","","","","","RedirecterPoisonTrailComponent","","","","","","",""
"RedirecterPoisonTrailDamageStatus","40","","","","","","","20","","","TRUE","","","170","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","TRUE","","","","","","","","","","","",""
"LeonBuddyInvisibilityStatusEffect","10","","TRUE","","","","","","","","TRUE","","","","","","","","","","","","15","","","","","","","","","","","","","","","","","normal","","","","","","","","","","","","","","","","","","","CancelOnAttackEnd","","","","","","","","","","",""
"BullDudeStompGadget","20","","","","","","","5","","","TRUE","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","StunIfAlreadySlowed","","","","","","","","","","",""
"BullDudeGadget2","60","","","","","","","","","","TRUE","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullGadget1Heal","2","","","","","","","","TRUE","","","","","","","","","","","800","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","TRUE","","","","","","","","","",""
"BullDudeBuddyTakedownShield","10","","","","","","","","","","TRUE","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrowPoisonGadget","40","","","","","","","20","","","TRUE","","","100","","30","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDragonCrowBurn","40","","","","","","","20","","","TRUE","","","100","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDragonCrowBurnStrong","60","","","","","","","20","","","TRUE","","","200","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"NinjaBuddySp1","10","","","","","","","10","","","TRUE","","","","","","","","","","","","","","","","15","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NotForObjects","","","","","","","","","","",""
"BoulderStun","15","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SlowdownModifierSpeedReduceCharacter","2","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"SlowdownModifierSpeedReduceProjectile","2","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","70","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"SandstormModifierVision","2","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","normal","","","","","","","","","","","","","","","","","","","HasStormVision","","","","","","","","","","",""
"NanoSandstormVision","2","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","normal","","","","","","","","","","","","","","","","","","","HasStormVision","","","","","","","","","","",""
"CrowInstadotActivateEffect","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrowPoisonDaggerSlow","80","","","","","","","","","","TRUE","","","","","","","","","","","","","","","160","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"ShadowSmashMinionSpeed","9999999","","","","","","","","","","","","","","","","","","","","","","","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GladiatorFire","30","","","","","","","30","","","TRUE","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","TriggerOnDeath","","","Gladiator_SpawnFireAreaOnExpire;Gladiator_SpawnFireAreaExplosionOnExpire","","","","","","","",""
"DragonRiderUltiSpeed","2","","","","","","","","","TRUE","TRUE","","","","","","","","","","20","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","",""
"MagicalGirlUltiStatus","2","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","25","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","",""
"MagicalGirlUltiStatusOvercharged","2","","","","","","","","","TRUE","TRUE","","","","","","","100","","","","","25","","","","","","","","","","90","30","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","",""
"MagicalGirlUltiAttackBuff","9999999","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","4","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","RemoveOnNotMountedUp","","","","","","","","","","",""
"MagicalGirlLevitation","10","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Levitation","","","","","","","","","","",""
"MagicalGirlShieldOvercharged","40","","","","TRUE","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JetpackGirlLevitation","120","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Levitation","","","","","","","","","","",""
"JetpackGirlLevitationOvercharged","120","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Levitation;LevitationFullControl","","","","","","","","","","",""
"GladiatorFireHitReadyVfx","9999999","","","","","","","20","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SwarmCooldownTimer","20","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GladiatorSpeedBoost","30","","","","","","","","","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RockSpeedUpMovement","2","","","","","","","","","","TRUE","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RockWeaponDamageBoost","16","","","","","","","","","","TRUE","","","","","","50","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RockUltiDamageReduction","80","","","","","","","","","","TRUE","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RockUltiOverchargedWallPass","80","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","",""
"RockUltiStarPowerImmunityCC","20","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RockUltiTrailStatus","20","","","","","","","21","TRUE","","TRUE","","","700","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"EnragerGadgetBuddySpeedBoost","50","","","","","","","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EnragerGadgetBuddyCcImmunity","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SwarmCardSelectionSlow","2","","","","","","","","","","TRUE","","","","","","","","","","","","","","","350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GladiatorGadgetHeal","2","","","","","","","","TRUE","","","","","","","","","","","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","TRUE","","","","","","","","","",""
"FinxTowerUntargetable","9999999","","","","","","","","","","TRUE","","","","","","","","","","100","","","","100","","","","","","","","","","","TRUE","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","Untargetable","","","","","","","","","","",""
"MegaBossFinxTowerTimebendSpeedReduce","2","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","75","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"SwarmPetrolFireL1","1","","","","","","","1","TRUE","","TRUE","","","250","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"SwarmPetrolFireL2","1","","","","","","","1","TRUE","","TRUE","","","250","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"SwarmPetrolFireL3","1","","","","","","","1","TRUE","","TRUE","","","350","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"PercenterGadgetCharm","10","","","","","","TRUE","","TRUE","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"PercenterGadgetCharmNano","24","","","","","","TRUE","","TRUE","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxTowerHeal","20","","","","","","","20","TRUE","","TRUE","","","","","","","","","300","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KatanaKidHide","27","","","","","","","","","","TRUE","","","","","","","","","","100","","","","100","","","","","","","","","","","TRUE","TRUE","TRUE","TRUE","full","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KatanaKidSpeedBoostAttackMaxCharge","20","","","","","","","","","TRUE","TRUE","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KatanaKidGadgetSkillFishNetStatusEffect","25","","","","","","","","","","TRUE","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"PercenterStarPowerChargeDamageReductionBase","40","","","","TRUE","","TRUE","","TRUE","","","","","","","","","","","","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CancelOnGrapple;CancelOnPushback;CancelOnStun","","","","","","","","","","",""
"PercenterStarPowerChargeDamageReductionHit","60","","","","","","TRUE","","TRUE","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FutureGirlTurretAreaStatusEffect","10","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","","","","",""
"FutureGirlTurretAreaStatusEffectOvercharged","10","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","","","","",""
"MegaBossFinxStunSmash","15","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FutureGirlMainAttackNoop","1","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeUltiSpawnExplosionHyperChargedStatusEffect","20","","","","","","","","","","TRUE","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"ArcadePluggedInSpeedBoostSelf","16","","","","","","","","","","TRUE","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArcadePluggedInSpeedBoostAllies","16","","","","","","","","","TRUE","TRUE","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArcadeDamageBoostAllies","16","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArcadeDamageBoostAlliesLarger","16","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeBuddyGadgetHealAuraStatus","20","","","","","","","","TRUE","","","","","","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","HealingPercentOfMaxHealth","TRUE","","","","","","","","","",""
"MechaDudeHyperchargeSlow","40","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"FutureGirlSP1TurretSlowEffect","10","","","","","","","","","","TRUE","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeProjectileBigBulletSplitBuddySlow","40","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeProjectileBigBulletSplitBuddySlowSmall","40","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"TrickShotDudeStarpowerAndNormalSpeedBoostBuddyStatus","2","","","","","","","","","TRUE","TRUE","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PowerLevelerExtraUltiCharge","100","","","","","","","","","","TRUE","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","",""
"PowerLevelerExtraUltiChargeBuddy","100","","","","","","","","","","TRUE","","","","","","30","","","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","",""
"PowerLevelerGadgetShield","40","","TRUE","","","","","","","","TRUE","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","PowerLevelerGadgetShieldGiveAmmo","","",""
"PowerLevelerGadgetShieldBuddy","40","","TRUE","","","","","","","","TRUE","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","PowerLevelerGadgetShieldGiveAmmo;PowerLevelerGadgetShieldGadgetCooldown","","",""
"PowerLevelerSpeedBurstOnUltiAt2","40","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RocketGirlGadgetSkillLandingSpeedBoost","40","","","","","","","","TRUE","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RocketGirlSp1UltiSpeedBoost","40","","","","","","","","TRUE","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RocketGirlSP2AimVisual","5","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
