"Name","RogueliteCard1","RogueliteCard2","RogueliteCard3","RogueliteCard4","RogueliteCard5","RogueliteCard6","RogueliteCard7","RogueliteCard8","RogueliteCard9","RogueliteCard10","RogueliteCard11","RogueliteCard12","RogueliteCard13","RogueliteCard14","RogueliteCard15","RogueliteCard16","RogueliteCard17","RogueliteCard18","RogueliteCard19","RogueliteCard20","RogueliteCard21","RogueliteCard22","RogueliteCard23","RogueliteCard24","RogueliteCard25"
"Lou_roguelite_deck","R_ProjectileSpeed_S","R_BulletSize_Max_S","R_BulletSize_Max_E","R_BulletSize_Max_L","R_AttackRange_E","R_AreaEffectSize_Super_Mini_S","R_AreaEffectSize_Super_Mini_E","R_AreaEffectSize_Super_Mini_L","R_MaxHp_Absolute_S","R_MaxHp_Absolute_E","R_RegenFaster_E","R_MaxHp_Absolute_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_MoveSpeed_L","R_PowerCubeOnStart_S","R_Damage_S","R_Damage_E","R_Damage_L","R_DamageReduction_S"
"Lumi_roguelite_deck","R_BurnOnHit_Hold_S","R_Damage_S","R_Damage_E","R_Damage_L","R_BurnOnHit_Hold_E","R_GadgetCooldown_S","R_GadgetCooldown_E","R_GadgetCooldown_L","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_MoveSpeed_L","R_DamageReduction_S","R_ProjectileSpeed_S","R_ProjectileSpeed_E","R_ProjectileSpeed_L","R_RegenFaster_E","R_BulletSize_WithItem_Max_S","R_BulletSize_WithItem_Max_E","R_BulletSize_WithItem_Max_L","R_MaxHp_Absolute_E","R_PowerCubeOnKill_E","R_AttackRange_E","R_AttackRange_L","R_MaxHp_Absolute_S"
"Maisie_roguelite_deck","R_Reload_S","R_BulletSize_Max_S","R_BulletSize_Max_E","R_BulletSize_Max_L","R_Reload_E","R_ProjectileSpeed_S","R_AttackRange_E","R_AttackRange_L","R_PowerCubeOnStart_S","R_Damage_S","R_Damage_E","R_ShootTwice_MainAtk_L","R_SpeedUpOnAtk_E","R_GadgetCooldown_S","R_GadgetCooldown_E","R_GadgetCooldown_L","R_SuperRate_S","R_SuperRate_E","R_ProjectileSpeed_E","R_SuperRate_L","R_MoveSpeed_S","R_AreaEffectSize_Mini_S","R_AreaEffectSize_Mini_E","R_AreaEffectSize_Mini_L","R_MoveSpeed_E"
"Mandy_roguelite_deck","R_Reload_S","R_MoveSpeed_S","R_MoveSpeed_E","R_MoveSpeed_L","R_Reload_E","R_BulletSize_Max_S","R_BulletSize_Max_E","R_BulletSize_Max_L","R_ChargeSuperOnStart_S","R_SuperRate_Mini_S","R_SuperRate_Mini_E","R_SuperRate_Mini_L","R_DamageReduction_S","R_MaxHp_Absolute_E","R_DamageReduction_E","R_DamageReduction_L","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_ProjectileSpeed_S","R_ProjectileSpeed_E","R_AttackRange_E","R_AttackRange_L","R_MaxHp_Absolute_S"
"Max_roguelite_deck","R_BulletSize_S","R_BulletSize_E","R_PierceCharacter_E","R_BulletSize_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_PowerCubeOnStart_S","R_Damage_S","R_Damage_E","R_Damage_L","R_ProjectileSpeed_E","R_Reload_S","R_Reload_E","R_Reload_L","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_MoveSpeed_Max_L","R_ProjectileSpeed_S","R_GadgetCooldown_S","R_GadgetCooldown_E","R_GadgetCooldown_L","R_AttackRange_E"
"Meeple_roguelite_deck","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_Reload_S","R_MoveSpeed_S","R_MoveSpeed_E","R_MoveSpeed_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_GadgetCooldown_S","R_GadgetCooldown_E","R_SpeedUpOnGadget_S","R_PierceCharacter_L","R_Reload_E","R_RegenFaster_E","R_SpeedUpOnAtk_E","R_Meeple_HomeInMore_L","R_MaxHp_Absolute_S","R_AreaEffectSize_Function_S","R_AreaEffectSize_Function_E","R_AreaEffectSize_Function_L","R_MaxHp_Absolute_E"
"Meg_roguelite_deck","R_RegenFaster_E","R_MaxHp_Absolute_Meg_S","R_MaxHp_Absolute_Meg_E","R_MaxHp_Absolute_Meg_L","R_SuperRate_S","R_SuperRate_E","R_MoveSpeed_Mini_E","R_AutoChargeUlti_L","R_ProjectileSpeed_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_MoveSpeed_Mini_S","R_DamageReduction_Mini_S","R_DamageReduction_Mini_E","R_ConsShield_Mini_L","R_GadgetCooldown_Mini_S","R_GadgetCooldown_Mini_E","R_SpeedUpOnGadget_S","R_GadgetCooldown_Mini_L","R_Reload_S","R_Reload_E","R_SpeedUpOnAtk_E","R_AttackRange_Mini_L","R_ProjectileSpeed_E"
"Melody_roguelite_deck","R_SuperRate_S","R_SuperRate_E","R_ChargeHCOnStart_E","R_SuperRate_L","R_HealBuff_Mini_S","R_LifeSteal_S","R_LifeSteal_E","R_LifeSteal_L","R_GadgetCooldown_E","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_GadgetCooldown_S","R_Melodie_MoreNotes_E","R_SpeedUpOnAtk_E","R_Melodie_MoreNotes_L","R_Reload_E","R_DamageReduction_Mini_S","R_DamageReduction_Mini_E","R_ConsShield_L","R_FireBallAround_E","R_BulletSize_S","R_BulletSize_E","R_FireBallAround_L","R_Reload_S"
"Mico_roguelite_deck","R_GadgetCooldown_S","R_GadgetCooldown_E","R_SpeedUpOnGadget_S","R_GadgetCooldown_L","R_FireBallAround_E","R_LifeSteal_Mini_S","R_LifeSteal_Mini_E","R_LifeSteal_Mini_L","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_RegenFaster_E","R_DamageReduction_S","R_DamageReduction_E","R_ConsShield_L","R_Reload_S","R_Reload_E","R_MoveSpeed_E","R_AttackRange_Jump_Mini_L","R_SuperRate_S","R_SuperRate_E","R_ChargeHCOnStart_E","R_SuperRate_L","R_MoveSpeed_S"
"Mortis_roguelite_deck","R_PowerCubeOnStart_S","R_Damage_S","R_Damage_E","R_Damage_L","R_PowerCubeOnStart_E","R_MoveSpeed_S","R_MoveSpeed_E","R_MoveSpeed_L","R_HealBuff_S","R_LifeSteal_S","R_LifeSteal_E","R_LifeSteal_L","R_HealBuff_E","R_DamageReduction_S","R_DamageReduction_E","R_ConsShield_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_SuperRate_L","R_Reload_S","R_Reload_E","R_Mortis_Dash_E","R_Mortis_Dash_L","R_GadgetCooldown_S"
"MrP_roguelite_deck","R_Reload_S","R_Reload_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_SpeedUpOnAtk_E","R_GadgetCooldown_S","R_GadgetCooldown_E","R_GadgetCooldown_L","R_MaxHp_Absolute_S","R_MaxHp_Absolute_E","R_RegenFaster_E","R_MaxHp_Absolute_L","R_PowerCubeOnStart_S","R_Damage_S","R_Damage_E","R_Damage_L","R_PetMoveSpeed_S","R_PetMoveSpeed_E","R_PetMaxHP_E","R_PetMaxHP_L","R_ProjectileSpeed_S","R_Mrp_BulletSizeArea_S","R_Mrp_BulletSizeArea_E","R_Mrp_BulletSizeArea_L","R_ProjectileSpeed_E"
"Nani_roguelite_deck","R_MaxHp_Absolute_Mini_S","R_MaxHp_Absolute_Mini_E","R_RegenFaster_E","R_MaxHp_Absolute_Mini_L","R_SuperRate_S","R_SuperRate_E","R_Nani_Super_E","R_Nani_Super_L","R_MoveSpeed_Mini_S","R_MoveSpeed_Mini_E","R_SpeedUpOnAtk_E","R_MoveSpeed_Mini_L","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Nani_Bullets_L","R_Reload_S","R_DamageReduction_Mini_S","R_DamageReduction_Mini_E","R_DamageReduction_Mini_L","R_GadgetCooldown_E","R_Reload_E","R_AttackRange_E","R_AttackRange_L","R_GadgetCooldown_S"
"Nita_roguelite_deck","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_MoveSpeed_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_MaxHp_Absolute_Mini_S","R_MaxHp_Absolute_Mini_E","R_RegenFaster_E","R_MaxHp_Absolute_Mini_L","R_PetMoveSpeed_S","R_PetMaxHP_S","R_PetMaxHP_E","R_TriggerSuper_MoreTimes_Pet_L","R_Damage_S","R_Damage_E","R_AttackRange_E","R_Damage_L","R_LifeSteal_Pet_S","R_HealBuff_Mini_S","R_LifeSteal_Pet_E","R_LifeSteal_Pet_L","R_GadgetCooldown_S"
"Ollie_roguelite_deck","R_MaxHp_Absolute_Mini_S","R_MaxHp_Absolute_Mini_E","R_RegenFaster_E","R_MaxHp_Absolute_Mini_L","R_Damage_S","R_Damage_E","R_SpeedUpOnAtk_E","R_Damage_L","R_ChargeSuperOnStart_S","R_SuperRate_Mini_S","R_SuperRate_Mini_E","R_ChargeHCOnStart_L","R_ProjectileSpeed_S","R_DamageReduction_Mini_S","R_DamageReduction_Mini_E","R_DamageReduction_Mini_L","R_Reload_S","R_Reload_E","R_AttackRange_E","R_Olli_Spread_L","R_GadgetCooldown_E","R_MoveSpeed_Mini_S","R_MoveSpeed_Mini_E","R_MoveSpeed_Mini_L","R_GadgetCooldown_S"
"Otis_roguelite_deck","R_SuperRate_S","R_SuperRate_E","R_ChargeHCOnStart_E","R_AutoChargeUlti_L","R_RegenFaster_E","R_BulletSize_S","R_BulletSize_E","R_BulletSize_L","R_ProjectileSpeed_S","R_ProjectileSpeed_E","R_MaxHp_Absolute_S","R_AttackRange_Mini_L","R_MaxHp_Absolute_E","R_GadgetCooldown_S","R_GadgetCooldown_E","R_GadgetCooldown_L","R_DamageReduction_E","R_Reload_Mini_S","R_Reload_Mini_E","R_Reload_Mini_L","R_PowerCubeOnStart_S","R_Damage_S","R_Damage_E","R_Otis_ActiveTime_L","R_DamageReduction_S"
"Pam_roguelite_deck","R_MaxHp_Absolute_Mini_S","R_MaxHp_Absolute_Mini_E","R_RegenFaster_E","R_MaxHp_Absolute_Mini_L","R_ProjectileSpeed_S","R_ProjectileSpeed_E","R_AttackRange_Cone_E","R_HomeInOnAttack_Max_L","R_Reload_S","R_HealBuff_S","R_HealBuff_E","R_HealBuff_L","R_MoveSpeed_S","R_AreaEffectSize_Super_S","R_AreaEffectSize_Super_E","R_AreaEffectSize_Super_L","R_GadgetCooldown_S","R_Damage_S","R_Damage_E","R_Damage_L","R_Reload_E","R_LifeSteal_Mini_S","R_LifeSteal_Mini_E","R_LifeSteal_Mini_L","R_GadgetCooldown_E"
"Pearl_roguelite_deck","R_ProjectileSpeed_S","R_AreaEffectSize_Super_S","R_AreaEffectSize_Super_E","R_AreaEffectSize_Super_L","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_MoveSpeed_S","R_DamageReduction_Mini_S","R_DamageReduction_Mini_E","R_DamageReduction_Mini_L","R_MaxHp_Absolute_Mini_S","R_MaxHp_Absolute_Mini_E","R_RegenFaster_E","R_MaxHp_Absolute_Mini_L","R_Reload_S","R_GadgetCooldown_S","R_GadgetCooldown_E","R_GadgetCooldown_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_Reload_E"
"Penny_roguelite_deck","R_PowerCubeOnStart_S","R_Damage_S","R_Damage_E","R_Damage_L","R_GadgetCooldown_S","R_GadgetCooldown_E","R_SpeedUpOnGadget_S","R_GadgetCooldown_L","R_Reload_S","R_AreaEffectSizeThrower_S","R_AreaEffectSizeThrower_E","R_AreaEffectSizeThrower_L","R_DamageReduction_Mini_S","R_MoveSpeed_S","R_MoveSpeed_E","R_MoveSpeed_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_ProjectileSpeed_S","R_PetMaxHP_S","R_PetMaxHP_E","R_TriggerSuper_MoreTimes_Pet_L","R_ProjectileSpeed_E"
"Piper_roguelite_deck","R_AttackRange_E","R_BulletSize_Max_S","R_BulletSize_Max_E","R_BulletSize_Max_L","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_MoveSpeed_L","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_ShootTwice_MainAtk_L","R_SuperRate_S","R_SeeThroghtBushOnSuper_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_Max_L","R_MaxHp_Absolute_S","R_MaxHp_Absolute_E","R_RegenFaster_E","R_MaxHp_Absolute_L","R_ProjectileSpeed_S","R_ProjectileSpeed_E","R_Reload_E","R_Damage_L","R_Reload_S"
"Placeholder_roguelite_deck","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_Reload_S","R_MoveSpeed_S","R_MoveSpeed_E","R_MoveSpeed_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_Reload_E","R_GadgetCooldown_Mini_S","R_GadgetCooldown_Mini_E","R_GadgetCooldown_Mini_L","R_RegenFaster_E","R_PierceCharacter_E","R_SpeedUpOnAtk_E","R_Meeple_HomeInMore_L","R_MaxHp_Absolute_S","R_AreaEffectSize_S","R_AreaEffectSize_E","R_AreaEffectSize_L","R_DamageReduction_S"
"Poco_roguelite_deck","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_MoveSpeed_L","R_ProjectileSpeed_S","R_ProjectileSpeed_E","R_AttackRange_Cone_E","R_AttackRange_Cone_L","R_SuperRate_Mini_S","R_SuperRate_Mini_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_PowerCubeOnStart_S","R_Damage_S","R_Damage_E","R_Damage_L","R_DamageReduction_Mini_S","R_HealBuff_Mini_S","R_HealBuff_Mini_E","R_Poco_Heal_L","R_Reload_S","R_LifeSteal_S","R_LifeSteal_E","R_LifeSteal_L","R_Reload_E"
"Rico_roguelite_deck","R_ProjectileSpeed_S","R_GadgetCooldown_S","R_GadgetCooldown_E","R_GadgetCooldown_L","R_Reload_S","R_Damage_S","R_Damage_E","R_Damage_L","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_MoveSpeed_L","R_AttackRange_E","R_BulletSize_S","R_BulletSize_E","R_BulletSize_L","R_Rico_Bounce_S","R_Rico_Bounce_E","R_Reload_E","R_Rico_Bounce_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_SuperRate_L","R_ProjectileSpeed_E"
"Rosa_roguelite_deck","R_VisionInBush_S","R_MoveSpeedInBush_Mini_E","R_SeeThroghtBushOnSuper_E","R_SpawnBushOnAttack_L","R_Reload_S","R_Damage_S","R_Damage_E","R_Damage_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_MaxHp_Absolute_S","R_DamageReduction_Mini_S","R_DamageReduction_Mini_E","R_DamageReduction_Mini_L","R_MoveSpeedInBush_Mini_S","R_MoveSpeed_Mini_S","R_MoveSpeed_Mini_E","R_MoveSpeed_Mini_L","R_GadgetCooldown_S","R_GadgetCooldown_E","R_SpeedUpOnGadget_S","R_GadgetCooldown_L","R_PowerCubeOnStart_S"
"Rt_roguelite_deck","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_MaxHp_Absolute_Mini_Mini_S","R_MaxHp_Absolute_Mini_Mini_E","R_RegenFaster_E","R_MaxHp_Absolute_Mini_Mini_L","R_FireBallAround_E","R_AreaEffectSize_Melee_S","R_AreaEffectSize_Melee_E","R_AreaEffectSize_Melee_L","R_Reload_Mini_S","R_SuperRate_S","R_SuperRate_E","R_ChargeHCOnStart_L","R_MoveSpeed_Mini_S","R_MoveSpeed_Mini_E","R_SpeedUpOnAtk_E","R_MoveSpeed_Mini_L","R_ProjectileSpeed_S","R_BulletSize_Max_S","R_BulletSize_Max_E","R_BulletSize_Max_L","R_Reload_Mini_E"
"Ruffs_roguelite_deck","R_MaxHp_Absolute_S","R_MaxHp_Absolute_E","R_Reload_E","R_MaxHp_Absolute_L","R_GadgetCooldown_S","R_GadgetCooldown_E","R_SpeedUpOnGadget_S","R_GadgetCooldown_L","R_PowerCubeOnStart_S","R_Damage_S","R_Damage_E","R_ShootTwice_MainAtk_L","R_AttackRange_E","R_Ruff_Bounce_S","R_Ruff_Bounce_E","R_Ruff_Bounce_L","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_MoveSpeed_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_Reload_S"
"Sam_roguelite_deck","R_MoveSpeed_Mini_S","R_MoveSpeed_Mini_E","R_SpeedUpOnAtk_E","R_MoveSpeed_Mini_L","R_MaxHp_Absolute_Mini_S","R_HealBuff_Mini_S","R_HealBuff_Mini_E","R_HealBuff_Mini_L","R_RegenFaster_E","R_LifeSteal_Mini_S","R_LifeSteal_Mini_E","R_LifeSteal_Mini_L","R_GadgetCooldown_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_ProjectileSpeed_S","R_ProjectileSpeed_E","R_AutoChargeUlti_Sam_E","R_ChargeHCOnStart_L","R_FireBallAround_E","R_BulletSize_WithItem_S","R_BulletSize_WithItem_E","R_BulletSize_WithItem_L","R_GadgetCooldown_E"
"Samurai_roguelite_deck","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_MaxHp_Absolute_Mini_E","R_HealBuff_Mini_S","R_HealBuff_Mini_E","R_HealBuff_Mini_L","R_MaxHp_Absolute_Mini_S","R_DamageReduction_Mini_S","R_DamageReduction_Mini_E","R_ConsShield_Mini_L","R_FireBallAround_E","R_MoveSpeed_Mini_S","R_MoveSpeed_Mini_E","R_MoveSpeed_Mini_L","R_SuperRate_Mini_S","R_SuperRate_Mini_E","R_ChargeSuperOnStart_E","R_SuperRate_Mini_L","R_GadgetCooldown_S","R_Reload_Mini_S","R_Reload_Mini_E","R_Reload_Mini_L","R_GadgetCooldown_E"
"Sandy_roguelite_deck","R_MaxHp_Absolute_S","R_MaxHp_Absolute_E","R_RegenFaster_E","R_MaxHp_Absolute_L","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_MoveSpeed_L","R_Reload_S","R_AreaEffectSize_Mini_S","R_AreaEffectSize_Mini_E","R_AreaEffectSize_Mini_L","R_GadgetCooldown_S","R_GadgetCooldown_E","R_AttackRange_Cone_E","R_AttackRange_Cone_L","R_PowerCubeOnStart_S","R_Damage_S","R_Damage_E","R_Damage_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_Reload_E"
"Shade_roguelite_deck","R_MaxHp_Absolute_Mini_S","R_MaxHp_Absolute_Mini_E","R_HealOnMove_E","R_MaxHp_Absolute_Mini_L","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_SpeedUpOnAtk_E","R_MoveSpeed_Mini_S","R_MoveSpeed_Mini_E","R_MoveSpeed_Mini_L","R_SuperRate_Mini_S","R_SuperRate_Mini_E","R_ChargeHCOnStart_E","R_SuperRate_Mini_L","R_VisionInBush_E","R_GadgetCooldown_S","R_GadgetCooldown_E","R_GadgetCooldown_L","R_MoveSpeedInBush_Mini_E","R_Reload_S","R_Reload_E","R_Shade_AttackRange_L","R_VisionInBush_S"
"Shelly_roguelite_deck","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_SuperRate_Mini_S","R_SuperRate_Mini_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_VisionInBush_S","R_DamageReduction_Mini_S","R_DamageReduction_Mini_E","R_ConsShield_Mini_L","R_MaxHp_Absolute_Mini_S","R_MaxHp_Absolute_Mini_E","R_HealOnMove_E","R_MaxHp_Absolute_Mini_Mini_L","R_MoveSpeed_Mini_E","R_GadgetCooldown_S","R_GadgetCooldown_E","R_GadgetCooldown_L","R_Reload_S","R_Reload_E","R_SpeedUpOnAtk_E","R_AttackRange_Mini_L","R_MoveSpeed_Mini_S"
"Spike_roguelite_deck","R_MoveSpeed_S","R_GadgetCooldown_S","R_GadgetCooldown_E","R_GadgetCooldown_L","R_Damage_S","R_MaxHp_Absolute_Mini_E","R_Damage_E","R_Damage_L","R_Reload_S","R_Reload_E","R_Spike_BulletMore_E","R_Spike_BulletMore_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_MoveSpeed_E","R_Spike_Cactus_S","R_Spike_Cactus_E","R_Spike_Cactus_L","R_RegenFaster_E","R_HealBuff_Mini_S","R_HealBuff_Mini_E","R_HealBuff_Mini_L","R_MaxHp_Absolute_Mini_S"
"Sprout_roguelite_deck","R_AttackRange_E","R_AreaEffectSizeThrower_S","R_AreaEffectSizeThrower_E","R_AreaEffectSizeThrower_L","R_MaxHp_Absolute_S","R_MaxHp_Absolute_E","R_RegenFaster_E","R_MaxHp_Absolute_L","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_MoveSpeed_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_Reload_S","R_Damage_S","R_Damage_E","R_Damage_L","R_ProjectileSpeed_Max_S","R_ProjectileSpeed_Max_E","R_SeeThroghtBushOnSuper_E","R_Sprout_GadgetCooldown_L","R_VisionInBush_S"
"Squeak_roguelite_deck","R_Reload_E","R_AreaEffectSizeThrower_S","R_AreaEffectSizeThrower_E","R_AreaEffectSizeThrower_L","R_Reload_S","R_Damage_S","R_Damage_E","R_Damage_L","R_GadgetCooldown_S","R_GadgetCooldown_E","R_SpeedUpOnGadget_S","R_GadgetCooldown_L","R_MaxHp_Absolute_E","R_MoveSpeed_S","R_MoveSpeed_E","R_MoveSpeed_L","R_ProjectileSpeed_S","R_ProjectileSpeed_E","R_AttackRange_E","R_AttackRange_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_Squeak_SpawnAreaE_L","R_MaxHp_Absolute_S"
"Stu_roguelite_deck","R_RegenFaster_E","R_Reload_S","R_Reload_E","R_HCTime_L","R_PowerCubeOnStart_S","R_Damage_S","R_Damage_E","R_Damage_L","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_MoveSpeed_L","R_HealBuff_S","R_HealBuff_E","R_LifeSteal_E","R_LifeSteal_L","R_ProjectileSpeed_S","R_ProjectileSpeed_E","R_AttackRange_E","R_AttackRange_L","R_DamageReduction_S","R_PowerCubeOnKill_E","R_SeeThroghtBushOnSuper_E","R_TriggerSuper_MoreTimes_1_L","R_DamageReduction_E"
"Surge_roguelite_deck","R_MaxHp_Absolute_S","R_MaxHp_Absolute_E","R_RegenFaster_E","R_MaxHp_Absolute_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_TriggerSuper_MoreTimes_1_L","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_ProjectileSpeed_S","R_ProjectileSpeed_E","R_AttackRange_E","R_AttackRange_L","R_GadgetCooldown_E","R_BulletSize_S","R_BulletSize_E","R_BulletSize_L","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_MoveSpeed_L","R_GadgetCooldown_S"
"Tara_roguelite_deck","R_GadgetCooldown_S","R_GadgetCooldown_E","R_MoveSpeedInBush_E","R_GadgetCooldown_L","R_MaxHp_Absolute_S","R_MaxHp_Absolute_E","R_RegenFaster_E","R_MaxHp_Absolute_L","R_Damage_S","R_SpeedUpOnAtk_E","R_Damage_E","R_Damage_L","R_HealBuff_S","R_LifeSteal_S","R_LifeSteal_E","R_LifeSteal_L","R_SuperRate_Mini_S","R_SuperRate_Mini_E","R_ChargeHCOnStart_E","R_SuperRate_Mini_L","R_AttackRange_E","R_AreaEffectSize_Super_Mini_S","R_AreaEffectSize_Super_Mini_E","R_AreaEffectSize_Super_Mini_L","R_VisionInBush_S"
"Tick_roguelite_deck","R_Damage_S","R_Damage_E","R_Tick_BulleNumber_E","R_Tick_BulleNumber_L","R_GadgetCooldown_S","R_GadgetCooldown_E","R_SpeedUpOnGadget_S","R_GadgetCooldown_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_Reload_S","R_MaxHp_Absolute_S","R_MaxHp_Absolute_E","R_MaxHp_Absolute_L","R_PetMaxHP_S","R_PetMoveSpeed_S","R_PetMoveSpeed_E","R_TriggerSuper_MoreTimes_Pet_L","R_SpeedUpOnAtk_E","R_DamageReduction_S","R_DamageReduction_E","R_DamageReduction_Max_L","R_Reload_E"
"Trunk_roguelite_deck","R_VisionInBush_S","R_MoveSpeedInBush_Mini_S","R_SeeThroghtBushOnSuper_E","R_SpawnBushOnMove_L","R_MoveSpeed_Mini_S","R_MoveSpeed_Mini_E","R_SpeedUpOnAtk_E","R_MoveSpeed_Mini_L","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_SuperRate_Mini_S","R_SuperRate_Mini_E","R_ChargeSuperOnStart_E","R_SuperRate_Mini_L","R_HealBuff_Mini_S","R_LifeSteal_Mini_S","R_LifeSteal_Mini_E","R_LifeSteal_Mini_L","R_Reload_E","R_DamageReduction_Mini_S","R_DamageReduction_Mini_E","R_ConsShield_Mini_L","R_Reload_S"
"Twins_roguelite_deck","R_Reload_S","R_AreaEffectSizeThrower_S","R_AreaEffectSizeThrower_E","R_AreaEffectSizeThrower_L","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_MoveSpeed_L","R_HealBuff_S","R_LifeSteal_Pet_S","R_LifeSteal_Pet_E","R_LifeSteal_Pet_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_PowerCubeOnStart_S","R_Damage_S","R_Damage_E","R_Damage_L","R_PetMaxHP_E","R_PetMoveSpeed_S","R_PetMoveSpeed_E","R_PetMaxHP_L","R_Reload_E"
"Willow_roguelite_deck","R_ProjectileSpeed_Max_S","R_ProjectileSpeed_Max_E","R_AttackRange_E","R_AttackRange_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_PassEnvironment_L","R_GadgetCooldown_S","R_GadgetCooldown_E","R_SpeedUpOnGadget_S","R_GadgetCooldown_L","R_Reload_S","R_AreaEffectSizeThrower_S","R_AreaEffectSizeThrower_E","R_AreaEffectSizeThrower_L","R_MaxHp_Absolute_S","R_MaxHp_Absolute_E","R_RegenFaster_E","R_MaxHp_Absolute_L","R_PowerCubeOnStart_S","R_Damage_S","R_Damage_E","R_Damage_L","R_Reload_E"
