"Name","PoolTickets","Disabled","Skins","DiscountPercentage","DropRate","TID"
,,,"ShamanGummybear",50,10,
,,,"ShamanGummybear",100,2,
,,,"SilencerPharaoh",10,20,
,,,"SilencerPharaoh",20,30,
,,,"SilencerPharaoh",30,20,
,,,"SilencerPharaoh",40,18,
,,,"SilencerPharaoh",50,10,
,,,"SilencerPharaoh",100,2,
,,,"CannonGirlVillain",10,20,
,,,"CannonGirlVillain",20,30,
,,,"CannonGirlVillain",30,20,
,,,"CannonGirlVillain",40,18,
,,,"CannonGirlVillain",50,10,
,,,"CannonGirlVillain",100,2,
,,,"MechanicTanuki",10,20,
,,,"MechanicTanuki",20,30,
,,,"MechanicTanuki",30,20,
,,,"MechanicTanuki",40,18,
,,,"MechanicTanuki",50,10,
,,,"MechanicTanuki",100,2,
,,,"GunslingerHeist",10,20,
,,,"GunslingerHeist",20,30,
,,,"GunslingerHeist",30,20,
,,,"GunslingerHeist",40,18,
,,,"GunslingerHeist",50,10,
,,,"GunslingerHeist",100,2,
,,,"TrickshotDudeFirefly",10,20,
,,,"TrickshotDudeFirefly",20,30,
,,,"TrickshotDudeFirefly",30,20,
,,,"TrickshotDudeFirefly",40,18,
,,,"TrickshotDudeFirefly",50,10,
,,,"TrickshotDudeFirefly",100,2,
,,,"WallyMoon",10,20,
,,,"WallyMoon",20,30,
,,,"WallyMoon",30,20,
,,,"WallyMoon",40,18,
,,,"WallyMoon",50,10,
,,,"WallyMoon",100,2,
,,,"FishTankHarvest",10,20,
,,,"FishTankHarvest",20,30,
,,,"FishTankHarvest",30,20,
,,,"FishTankHarvest",40,18,
,,,"FishTankHarvest",50,10,
,,,"FishTankHarvest",100,2,
,,,"KickerDudeBaseballBlue",10,20,
,,,"KickerDudeBaseballBlue",20,30,
,,,"KickerDudeBaseballBlue",30,20,
,,,"KickerDudeBaseballBlue",40,18,
,,,"KickerDudeBaseballBlue",50,10,
,,,"KickerDudeBaseballBlue",100,2,
,,,"BlackHoleMisfortune",10,20,
,,,"BlackHoleMisfortune",20,30,
,,,"BlackHoleMisfortune",30,20,
,,,"BlackHoleMisfortune",40,18,
,,,"BlackHoleMisfortune",50,10,
,,,"BlackHoleMisfortune",100,2,
,,,"RopeDudeDirector_blue",10,20,
,,,"RopeDudeDirector_blue",20,30,
,,,"RopeDudeDirector_blue",30,20,
,,,"RopeDudeDirector_blue",40,18,
,,,"RopeDudeDirector_blue",50,10,
,,,"RopeDudeDirector_blue",100,2,
,,,"BlowerBusters",10,20,
,,,"BlowerBusters",20,30,
,,,"BlowerBusters",30,20,
,,,"BlowerBusters",40,18,
,,,"BlowerBusters",50,10,
,,,"BlowerBusters",100,2,
,,,"KnightPinata",10,20,
,,,"KnightPinata",20,30,
,,,"KnightPinata",30,20,
,,,"KnightPinata",40,18,
,,,"KnightPinata",50,10,
,,,"KnightPinata",100,2,
,,,"CactusFireproof",10,20,
,,,"CactusFireproof",20,30,
,,,"CactusFireproof",30,20,
,,,"CactusFireproof",40,18,
,,,"CactusFireproof",50,10,
,,,"CactusFireproof",100,2,
,,,"ElectroSniperSCmake",10,20,
,,,"ElectroSniperSCmake",20,30,
,,,"ElectroSniperSCmake",30,20,
,,,"ElectroSniperSCmake",40,18,
,,,"ElectroSniperSCmake",50,10,
,,,"ElectroSniperSCmake",100,2,
,,,"AxeJugglerGreek",10,20,
,,,"AxeJugglerGreek",20,30,
,,,"AxeJugglerGreek",30,20,
,,,"AxeJugglerGreek",40,18,
,,,"AxeJugglerGreek",50,10,
,,,"AxeJugglerGreek",100,2,
,,,"ArtilleryGalBunny",10,20,
,,,"ArtilleryGalBunny",20,30,
,,,"ArtilleryGalBunny",30,20,
,,,"ArtilleryGalBunny",40,18,
,,,"ArtilleryGalBunny",50,10,
,,,"ArtilleryGalBunny",100,2,
,,,"DuplicatorOutlaw",10,20,
,,,"DuplicatorOutlaw",20,30,
,,,"DuplicatorOutlaw",30,20,
,,,"DuplicatorOutlaw",40,18,
,,,"DuplicatorOutlaw",50,10,
,,,"DuplicatorOutlaw",100,2,
,,,"BlowerNutcracker",10,20,
,,,"BlowerNutcracker",20,30,
,,,"BlowerNutcracker",30,20,
,,,"BlowerNutcracker",40,18,
,,,"BlowerNutcracker",50,10,
,,,"BlowerNutcracker",100,2,
,,,"StickyBombUniversity",10,20,
,,,"StickyBombUniversity",20,30,
,,,"StickyBombUniversity",30,20,
,,,"StickyBombUniversity",40,18,
,,,"StickyBombUniversity",50,10,
,,,"StickyBombUniversity",100,2,
,,,"JesterWoodspirit",10,20,
,,,"JesterWoodspirit",20,30,
,,,"JesterWoodspirit",30,20,
,,,"JesterWoodspirit",40,18,
,,,"JesterWoodspirit",50,10,
,,,"JesterWoodspirit",100,2,
,,,"KnightPizza",10,20,
,,,"KnightPizza",20,30,
,,,"KnightPizza",30,20,
,,,"KnightPizza",40,18,
,,,"KnightPizza",50,10,
,,,"KnightPizza",100,2,
,,,"BeeSniperCat",10,20,
,,,"BeeSniperCat",20,30,
,,,"BeeSniperCat",30,20,
,,,"BeeSniperCat",40,18,
,,,"BeeSniperCat",50,10,
,,,"BeeSniperCat",100,2,
,,,"SplitterCultist",10,20,
,,,"SplitterCultist",20,30,
,,,"SplitterCultist",30,20,
,,,"SplitterCultist",40,18,
,,,"SplitterCultist",50,10,
,,,"SplitterCultist",100,2,
,,,"WallyWeirdPlant",10,20,
,,,"WallyWeirdPlant",20,30,
,,,"WallyWeirdPlant",30,20,
,,,"WallyWeirdPlant",40,18,
,,,"WallyWeirdPlant",50,10,
,,,"WallyWeirdPlant",100,2,
,,,"WeaponThrowerYeti",10,20,
,,,"WeaponThrowerYeti",20,30,
,,,"WeaponThrowerYeti",30,20,
,,,"WeaponThrowerYeti",40,18,
,,,"WeaponThrowerYeti",50,10,
,,,"WeaponThrowerYeti",100,2,
,,,"TrickshotGold",10,20,
,,,"TrickshotGold",20,30,
,,,"TrickshotGold",30,20,
,,,"TrickshotGold",40,18,
,,,"TrickshotGold",50,10,
,,,"TrickshotGold",100,2,
,,,"ElectroSniperPlanthunter",10,20,
,,,"ElectroSniperPlanthunter",20,30,
,,,"ElectroSniperPlanthunter",30,20,
,,,"ElectroSniperPlanthunter",40,18,
,,,"ElectroSniperPlanthunter",50,10,
,,,"ElectroSniperPlanthunter",100,2,
,,,"BoMecha",0,15,
,,,"BoMecha",10,22,
,,,"BoMecha",20,30,
,,,"BoMecha",30,22,
,,,"BoMecha",40,10,
,,,"BoMecha",100,1,
,,,"TwinsVirus",10,20,
,,,"TwinsVirus",20,30,
,,,"TwinsVirus",30,20,
,,,"TwinsVirus",40,18,
,,,"TwinsVirus",50,10,
,,,"TwinsVirus",100,2,
,,,"ArtilleryDudeSmuggler_orange",10,20,
,,,"ArtilleryDudeSmuggler_orange",20,30,
,,,"ArtilleryDudeSmuggler_orange",30,20,
,,,"ArtilleryDudeSmuggler_orange",40,18,
,,,"ArtilleryDudeSmuggler_orange",50,10,
,,,"ArtilleryDudeSmuggler_orange",100,2,
,,,"CrowSuper",10,20,
,,,"CrowSuper",20,30,
,,,"CrowSuper",30,20,
,,,"CrowSuper",40,18,
,,,"CrowSuper",50,10,
,,,"CrowSuper",100,2,
,,,"DuelistWasteland",10,20,
,,,"DuelistWasteland",20,30,
,,,"DuelistWasteland",30,20,
,,,"DuelistWasteland",40,18,
,,,"DuelistWasteland",50,10,
,,,"DuelistWasteland",100,2,
,,,"PocoValentine",10,20,
,,,"PocoValentine",20,30,
,,,"PocoValentine",30,20,
,,,"PocoValentine",40,18,
,,,"PocoValentine",50,10,
,,,"PocoValentine",100,2,
,,,"SpeedyTracksuit",10,20,
,,,"SpeedyTracksuit",20,30,
,,,"SpeedyTracksuit",30,20,
,,,"SpeedyTracksuit",40,18,
,,,"SpeedyTracksuit",50,10,
,,,"SpeedyTracksuit",100,2,
,,,"ShieldTankChainsaw",10,20,
,,,"ShieldTankChainsaw",20,30,
,,,"ShieldTankChainsaw",30,20,
,,,"ShieldTankChainsaw",40,18,
,,,"ShieldTankChainsaw",50,10,
,,,"ShieldTankChainsaw",100,2,
,,,"PowerLevelerDIY",10,20,
,,,"PowerLevelerDIY",20,30,
,,,"PowerLevelerDIY",30,20,
,,,"PowerLevelerDIY",40,18,
,,,"PowerLevelerDIY",50,10,
,,,"PowerLevelerDIY",100,2,
,,,"WhirlwindRamadan",10,20,
,,,"WhirlwindRamadan",20,30,
,,,"WhirlwindRamadan",30,20,
,,,"WhirlwindRamadan",40,18,
,,,"WhirlwindRamadan",50,10,
,,,"WhirlwindRamadan",100,2,
,,,"WeaponThrowerEmperor",10,20,
,,,"WeaponThrowerEmperor",20,30,
,,,"WeaponThrowerEmperor",30,20,
,,,"WeaponThrowerEmperor",40,18,
,,,"WeaponThrowerEmperor",50,10,
,,,"WeaponThrowerEmperor",100,2,
,,,"DrillerMonster",10,20,
,,,"DrillerMonster",20,30,
,,,"DrillerMonster",30,20,
,,,"DrillerMonster",40,18,
,,,"DrillerMonster",50,10,
,,,"DrillerMonster",100,2,
,,,"SpeedyLeopard",10,20,
,,,"SpeedyLeopard",20,30,
,,,"SpeedyLeopard",30,20,
,,,"SpeedyLeopard",40,18,
,,,"SpeedyLeopard",50,10,
,,,"SpeedyLeopard",100,2,
,,,"CannonGirlDeepsea",10,20,
,,,"CannonGirlDeepsea",20,30,
,,,"CannonGirlDeepsea",30,20,
,,,"CannonGirlDeepsea",40,18,
,,,"CannonGirlDeepsea",50,10,
,,,"CannonGirlDeepsea",100,2,
,,,"SandstormLantern",10,20,
,,,"SandstormLantern",20,30,
,,,"SandstormLantern",30,20,
,,,"SandstormLantern",40,18,
,,,"SandstormLantern",50,10,
,,,"SandstormLantern",100,2,
,,,"SplitterGreek",10,20,
,,,"SplitterGreek",20,30,
,,,"SplitterGreek",30,20,
,,,"SplitterGreek",40,18,
,,,"SplitterGreek",50,10,
,,,"SplitterGreek",100,2,
,,,"BarkeepUnicorn",10,20,
,,,"BarkeepUnicorn",20,30,
,,,"BarkeepUnicorn",30,20,
,,,"BarkeepUnicorn",40,18,
,,,"BarkeepUnicorn",50,10,
,,,"BarkeepUnicorn",100,2,
,,,"MechaDudeJaguar",10,20,
,,,"MechaDudeJaguar",20,30,
,,,"MechaDudeJaguar",30,20,
,,,"MechaDudeJaguar",40,18,
,,,"MechaDudeJaguar",50,10,
,,,"MechaDudeJaguar",100,2,
,,,"JetpackGirlValkyrie",10,20,
,,,"JetpackGirlValkyrie",20,30,
,,,"JetpackGirlValkyrie",30,20,
,,,"JetpackGirlValkyrie",40,18,
,,,"JetpackGirlValkyrie",50,10,
,,,"JetpackGirlValkyrie",100,2,
"Pool6",50,,"ControllerEaster",20,30,
,,,"ControllerEaster",30,30,
,,,"ControllerEaster",40,25,
,,,"ControllerEaster",50,12,
,,,"ControllerEaster",100,3,
,,,"BarrelBotFootball",20,30,
,,,"BarrelBotFootball",30,30,
,,,"BarrelBotFootball",40,25,
,,,"BarrelBotFootball",50,12,
,,,"BarrelBotFootball",100,3,
,,,"NinjaDino",20,30,
,,,"NinjaDino",30,30,
,,,"NinjaDino",40,25,
,,,"NinjaDino",50,12,
,,,"NinjaDino",100,3,
,,,"SpawnerDudeMake",20,30,
,,,"SpawnerDudeMake",30,30,
,,,"SpawnerDudeMake",40,25,
,,,"SpawnerDudeMake",50,12,
,,,"SpawnerDudeMake",100,3,
,,,"WhirlwindHogrider",20,30,
,,,"WhirlwindHogrider",30,30,
,,,"WhirlwindHogrider",40,25,
,,,"WhirlwindHogrider",50,12,
,,,"WhirlwindHogrider",100,3,
,,,"StickyBombVeteran",20,30,
,,,"StickyBombVeteran",30,30,
,,,"StickyBombVeteran",40,25,
,,,"StickyBombVeteran",50,12,
,,,"StickyBombVeteran",100,3,
,,,"CrossBomberHindu",10,20,
,,,"CrossBomberHindu",20,30,
,,,"CrossBomberHindu",30,20,
,,,"CrossBomberHindu",40,18,
,,,"CrossBomberHindu",50,10,
,,,"CrossBomberHindu",100,2,
,,,"UndertakerBeach",20,30,
,,,"UndertakerBeach",30,30,
,,,"UndertakerBeach",40,25,
,,,"UndertakerBeach",50,12,
,,,"UndertakerBeach",100,3,
,,,"LuchadorRey",20,30,
,,,"LuchadorRey",30,30,
,,,"LuchadorRey",40,25,
,,,"LuchadorRey",50,12,
,,,"LuchadorRey",100,3,
,,,"HookDudeBazaar",20,30,
,,,"HookDudeBazaar",30,30,
,,,"HookDudeBazaar",40,25,
,,,"HookDudeBazaar",50,12,
,,,"HookDudeBazaar",100,3,
,,,"MinigunDudeQueen",0,15,
,,,"MinigunDudeQueen",10,22,
,,,"MinigunDudeQueen",20,30,
,,,"MinigunDudeQueen",30,22,
,,,"MinigunDudeQueen",40,10,
,,,"MinigunDudeQueen",100,1,
,,,"PercenterGladiator",20,30,
,,,"PercenterGladiator",30,30,
,,,"PercenterGladiator",40,25,
,,,"PercenterGladiator",50,12,
,,,"PercenterGladiator",100,3,
,,,"StickyBombRabbit",20,30,
,,,"StickyBombRabbit",30,30,
,,,"StickyBombRabbit",40,25,
,,,"StickyBombRabbit",50,12,
,,,"StickyBombRabbit",100,3,
,,,"JetpackGirlMoon",10,20,
,,,"JetpackGirlMoon",20,30,
,,,"JetpackGirlMoon",30,20,
,,,"JetpackGirlMoon",40,18,
,,,"JetpackGirlMoon",50,10,
,,,"JetpackGirlMoon",100,2,
,,,"SandstormGiftShop",20,30,
,,,"SandstormGiftShop",30,30,
,,,"SandstormGiftShop",40,25,
,,,"SandstormGiftShop",50,12,
,,,"SandstormGiftShop",100,3,
,,,"MechanicKnight",20,30,
,,,"MechanicKnight",30,30,
,,,"MechanicKnight",40,25,
,,,"MechanicKnight",50,12,
,,,"MechanicKnight",100,3,
,,,"DrillerJetski_purple",20,30,
,,,"DrillerJetski_purple",30,30,
,,,"DrillerJetski_purple",40,25,
,,,"DrillerJetski_purple",50,12,
,,,"DrillerJetski_purple",100,3,
,,,"MechaDudeMonsterTruck",20,30,
,,,"MechaDudeMonsterTruck",30,30,
,,,"MechaDudeMonsterTruck",40,25,
,,,"MechaDudeMonsterTruck",50,12,
,,,"MechaDudeMonsterTruck",100,3,
,,,"RollerPunk",20,30,
,,,"RollerPunk",30,30,
,,,"RollerPunk",40,25,
,,,"RollerPunk",50,12,
,,,"RollerPunk",100,3,
,,,"RocketGirlBeach",20,30,
,,,"RocketGirlBeach",30,30,
,,,"RocketGirlBeach",40,25,
,,,"RocketGirlBeach",50,12,
,,,"RocketGirlBeach",100,3,
,,,"ShotgunGirlFootball",20,30,
,,,"ShotgunGirlFootball",30,30,
,,,"ShotgunGirlFootball",40,25,
,,,"ShotgunGirlFootball",50,12,
,,,"ShotgunGirlFootball",100,3,
,,,"StickyBombPotato",20,30,
,,,"StickyBombPotato",30,30,
,,,"StickyBombPotato",40,25,
,,,"StickyBombPotato",50,12,
,,,"StickyBombPotato",100,3,
,,,"FleaSpaceCactus",20,30,
,,,"FleaSpaceCactus",30,30,
,,,"FleaSpaceCactus",40,25,
,,,"FleaSpaceCactus",50,12,
,,,"FleaSpaceCactus",100,3,
,,,"BaseballWarrior",20,30,
,,,"BaseballWarrior",30,30,
,,,"BaseballWarrior",40,25,
,,,"BaseballWarrior",50,12,
,,,"BaseballWarrior",100,3,
,,,"TrickshotPopcorn",20,30,
,,,"TrickshotPopcorn",30,30,
,,,"TrickshotPopcorn",40,25,
,,,"TrickshotPopcorn",50,12,
,,,"TrickshotPopcorn",100,3,
,,,"ConductorScorpion",0,15,
,,,"ConductorScorpion",10,22,
,,,"ConductorScorpion",20,30,
,,,"ConductorScorpion",30,22,
,,,"ConductorScorpion",40,10,
,,,"ConductorScorpion",100,1,
,,,"RosaUniversity",20,30,
,,,"RosaUniversity",30,30,
,,,"RosaUniversity",40,25,
,,,"RosaUniversity",50,12,
,,,"RosaUniversity",100,3,
,,,"BaseballVigilante",20,30,
,,,"BaseballVigilante",30,30,
,,,"BaseballVigilante",40,25,
,,,"BaseballVigilante",50,12,
,,,"BaseballVigilante",100,3,
,,,"BarkeepMaple",20,30,
,,,"BarkeepMaple",30,30,
,,,"BarkeepMaple",40,25,
,,,"BarkeepMaple",50,12,
,,,"BarkeepMaple",100,3,
,,,"CrowWhite",20,30,
,,,"CrowWhite",30,30,
,,,"CrowWhite",40,25,
,,,"CrowWhite",50,12,
,,,"CrowWhite",100,3,
,,,"BarrelBotCupcake",20,30,
,,,"BarrelBotCupcake",30,30,
,,,"BarrelBotCupcake",40,25,
,,,"BarrelBotCupcake",50,12,
,,,"BarrelBotCupcake",100,3,
,,,"LuchadorDragonChroma",20,30,
,,,"LuchadorDragonChroma",30,30,
,,,"LuchadorDragonChroma",40,25,
,,,"LuchadorDragonChroma",50,12,
,,,"LuchadorDragonChroma",100,3,
,,,"LuchadorAtomic",20,30,
,,,"LuchadorAtomic",30,30,
,,,"LuchadorAtomic",40,25,
,,,"LuchadorAtomic",50,12,
,,,"LuchadorAtomic",100,3,
,,,"JetpackGirlDarkFairy",20,30,
,,,"JetpackGirlDarkFairy",30,30,
,,,"JetpackGirlDarkFairy",40,25,
,,,"JetpackGirlDarkFairy",50,12,
,,,"JetpackGirlDarkFairy",100,3,
,,,"FishTankWasteland",10,20,
,,,"FishTankWasteland",20,30,
,,,"FishTankWasteland",30,20,
,,,"FishTankWasteland",40,18,
,,,"FishTankWasteland",50,10,
,,,"FishTankWasteland",100,2,
,,,"TntDudeFootball",20,30,
,,,"TntDudeFootball",30,30,
,,,"TntDudeFootball",40,25,
,,,"TntDudeFootball",50,12,
,,,"TntDudeFootball",100,3,
,,,"PuppeteerWasteland",20,30,
,,,"PuppeteerWasteland",30,30,
,,,"PuppeteerWasteland",40,25,
,,,"PuppeteerWasteland",50,12,
,,,"PuppeteerWasteland",100,3,
,,,"ShieldTankCroc",20,30,
,,,"ShieldTankCroc",30,30,
,,,"ShieldTankCroc",40,25,
,,,"ShieldTankCroc",50,12,
,,,"ShieldTankCroc",100,3,
,,,"KnightKrampus",20,30,
,,,"KnightKrampus",30,30,
,,,"KnightKrampus",40,25,
,,,"KnightKrampus",50,12,
,,,"KnightKrampus",100,3,
,,,"MinigunDudeBroker",20,30,
,,,"MinigunDudeBroker",30,30,
,,,"MinigunDudeBroker",40,25,
,,,"MinigunDudeBroker",50,12,
,,,"MinigunDudeBroker",100,3,
,,,"WeaponThrowerDarkcircus",20,30,
,,,"WeaponThrowerDarkcircus",30,30,
,,,"WeaponThrowerDarkcircus",40,25,
,,,"WeaponThrowerDarkcircus",50,12,
,,,"WeaponThrowerDarkcircus",100,3,
,,,"CactusPink",20,30,
,,,"CactusPink",30,30,
,,,"CactusPink",40,25,
,,,"CactusPink",50,12,
,,,"CactusPink",100,3,
,,,"MinigunDudeSummer",20,30,
,,,"MinigunDudeSummer",30,30,
,,,"MinigunDudeSummer",40,25,
,,,"MinigunDudeSummer",50,12,
,,,"MinigunDudeSummer",100,3,
,,,"RocketGirlBoombox",20,30,
,,,"RocketGirlBoombox",30,30,
,,,"RocketGirlBoombox",40,25,
,,,"RocketGirlBoombox",50,12,
,,,"RocketGirlBoombox",100,3,
,,,"FireDudeMasked",20,30,
,,,"FireDudeMasked",30,30,
,,,"FireDudeMasked",40,25,
,,,"FireDudeMasked",50,12,
,,,"FireDudeMasked",100,3,
,,,"TntGuyChef",20,30,
,,,"TntGuyChef",30,30,
,,,"TntGuyChef",40,25,
,,,"TntGuyChef",50,12,
,,,"TntGuyChef",100,3,
,,,"BullGuyHair",20,30,
,,,"BullGuyHair",30,30,
,,,"BullGuyHair",40,25,
,,,"BullGuyHair",50,12,
,,,"BullGuyHair",100,3,
,,,"MaisieWasteland",20,30,
,,,"MaisieWasteland",30,30,
,,,"MaisieWasteland",40,25,
,,,"MaisieWasteland",50,12,
,,,"MaisieWasteland",100,3,
,,,"FrankCaveman",20,30,
,,,"FrankCaveman",30,30,
,,,"FrankCaveman",40,25,
,,,"FrankCaveman",50,12,
,,,"FrankCaveman",100,3,
,,,"CookerDeepsea",20,30,
,,,"CookerDeepsea",30,30,
,,,"CookerDeepsea",40,25,
,,,"CookerDeepsea",50,12,
,,,"CookerDeepsea",100,3,
,,,"DuplicatorVillain",20,30,
,,,"DuplicatorVillain",30,30,
,,,"DuplicatorVillain",40,25,
,,,"DuplicatorVillain",50,12,
,,,"DuplicatorVillain",100,3,
,,,"DuplicatorDarkcircus",20,30,
,,,"DuplicatorDarkcircus",30,30,
,,,"DuplicatorDarkcircus",40,25,
,,,"DuplicatorDarkcircus",50,12,
,,,"DuplicatorDarkcircus",100,3,
,,,"TntDudePsg",20,30,
,,,"TntDudePsg",30,30,
,,,"TntDudePsg",40,25,
,,,"TntDudePsg",50,12,
,,,"TntDudePsg",100,3,
,,,"IceDudeStonetroll",20,30,
,,,"IceDudeStonetroll",30,30,
,,,"IceDudeStonetroll",40,25,
,,,"IceDudeStonetroll",50,12,
,,,"IceDudeStonetroll",100,3,
,,,"RosaMantis",20,30,
,,,"RosaMantis",30,30,
,,,"RosaMantis",40,25,
,,,"RosaMantis",50,12,
,,,"RosaMantis",100,3,
,,,"LuchadorRudo",20,30,
,,,"LuchadorRudo",30,30,
,,,"LuchadorRudo",40,25,
,,,"LuchadorRudo",50,12,
,,,"LuchadorRudo",100,3,
,,,"MechanicSummer",20,30,
,,,"MechanicSummer",30,30,
,,,"MechanicSummer",40,25,
,,,"MechanicSummer",50,12,
,,,"MechanicSummer",100,3,
,,,"SpawnerDudeDaruma",20,30,
,,,"SpawnerDudeDaruma",30,30,
,,,"SpawnerDudeDaruma",40,25,
,,,"SpawnerDudeDaruma",50,12,
,,,"SpawnerDudeDaruma",100,3,
,,,"BeeSniperArchvillain",20,30,
,,,"BeeSniperArchvillain",30,30,
,,,"BeeSniperArchvillain",40,25,
,,,"BeeSniperArchvillain",50,12,
,,,"BeeSniperArchvillain",100,3,
,,,"SpawnerDudeFly",20,30,
,,,"SpawnerDudeFly",30,30,
,,,"SpawnerDudeFly",40,25,
,,,"SpawnerDudeFly",50,12,
,,,"SpawnerDudeFly",100,3,
,,,"WallyPrinceChroma",20,30,
,,,"WallyPrinceChroma",30,30,
,,,"WallyPrinceChroma",40,25,
,,,"WallyPrinceChroma",50,12,
,,,"WallyPrinceChroma",100,3,
,,,"WallyPrince",20,30,
,,,"WallyPrince",30,30,
,,,"WallyPrince",40,25,
,,,"WallyPrince",50,12,
,,,"WallyPrince",100,3,
,,,"IceDudeBurger",20,30,
,,,"IceDudeBurger",30,30,
,,,"IceDudeBurger",40,25,
,,,"IceDudeBurger",50,12,
,,,"IceDudeBurger",100,3,
,,,"RosaCoco",20,30,
,,,"RosaCoco",30,30,
,,,"RosaCoco",40,25,
,,,"RosaCoco",50,12,
,,,"RosaCoco",100,3,
,,,"CrossBomberEaster",20,30,
,,,"CrossBomberEaster",30,30,
,,,"CrossBomberEaster",40,25,
,,,"CrossBomberEaster",50,12,
,,,"CrossBomberEaster",100,3,
,,,"IceDudeCrooner",20,30,
,,,"IceDudeCrooner",30,30,
,,,"IceDudeCrooner",40,25,
,,,"IceDudeCrooner",50,12,
,,,"IceDudeCrooner",100,3,
,,,"RuffsMarshall",20,30,
,,,"RuffsMarshall",30,30,
,,,"RuffsMarshall",40,25,
,,,"RuffsMarshall",50,12,
,,,"RuffsMarshall",100,3,
"Random Super Rare Skin",10,,"DrillerDeepsea",0,100,
,,,"BeeSniperVirus",0,100,
,,,"RollerGoodRandoms",0,100,
,,,"MummyHarajuku",0,100,
,,,"TntDudeClassic_yellow",0,100,
,,,"AttacherToy",0,100,
,,,"MorningstarGreekGod",0,100,
,,,"InsectManGreek",0,100,
,,,"BowDudeBrawlentine",0,100,
,,,"TntGuyBrawlentine",0,100,
,,,"EnragerDuel",0,100,
,,,"CrabKaiju",0,100,
,,,"PowerLevelerKong",0,100,
,,,"KickerDudeOcto",0,100,
,,,"RocketGirlClassic_white",0,100,
,,,"BaseballZombibi",0,100,
,,,"SpawnerDudeGym",0,100,
,,,"ShotgunGirlClassic_white",0,100,
,,,"HookDudeAngel",0,100,
,,,"VoodooSandsOfTimes",0,100,
,,,"TrickshotDudeClassic_red",0,100,
,,,"LuchadorCorazon",0,100,
,,,"KnightToon",0,100,
,,,"MechaDudeRhino",0,100,
,,,"CookerOnceupon",0,100,
,,,"DoorManDetective",0,100,
,,,"NinjaShark",0,100,
,,,"RuffsSandsOfTimes",0,100,
,,,"BullDudeViking_remake_orange",0,100,
,,,"FrankCavemanRed",0,100,
,,,"CannonGirlGreekGod",0,100,
,,,"GunslingerPaintball",0,100,
,,,"HammerDudeDJ",0,100,
,,,"BullGuyFootbull",0,100,
,,,"ShamanKoala",0,100,
,,,"SpeedyHermes",0,100,
,,,"JetpackGirlPopstar",0,100,
,,,"ShamanSummer",0,100,
,,,"ClusterBombMonster",0,100,
,,,"LuchadorButler",0,100,
,,,"ShamanGummybear",0,100,
,,,"GunslingerHeist",0,100,
,,,"TrickshotDudeFirefly",0,100,
,,,"FishTankHarvest",0,100,
,,,"CactusFireproof",0,100,
,,,"ArtilleryGalBunny",0,100,
,,,"JesterWoodspirit",0,100,
,,,"BeeSniperCat",0,100,
,,,"WallyWeirdPlant",0,100,
,,,"ElectroSniperPlanthunter",0,100,
,,,"CrowSuper",0,100,
,,,"SpeedyTracksuit",0,100,
,,,"PowerLevelerDIY",0,100,
,,,"SpeedyLeopard",0,100,
,,,"CannonGirlDeepsea",0,100,
,,,"BarkeepUnicorn",0,100,
,,,"ControllerEaster",0,100,
,,,"BarrelBotFootball",0,100,
,,,"NinjaDino",0,100,
,,,"WhirlwindHogrider",0,100,
,,,"StickyBombVeteran",0,100,
,,,"UndertakerBeach",0,100,
,,,"StickyBombRabbit",0,100,
,,,"SandstormGiftShop",0,100,
,,,"RollerPunk",0,100,
,,,"RocketGirlBeach",0,100,
,,,"ShotgunGirlFootball",0,100,
,,,"StickyBombPotato",0,100,
,,,"BaseballWarrior",0,100,
,,,"BaseballVigilante",0,100,
,,,"BarkeepMaple",0,100,
,,,"CrowWhite",0,100,
,,,"LuchadorAtomic",0,100,
,,,"PuppeteerWasteland",0,100,
,,,"KnightKrampus",0,100,
,,,"MinigunDudeBroker",0,100,
,,,"WeaponThrowerDarkcircus",0,100,
,,,"CactusPink",0,100,
,,,"MinigunDudeSummer",0,100,
,,,"RocketGirlBoombox",0,100,
,,,"BullGuyHair",0,100,
,,,"FrankCaveman",0,100,
,,,"DuplicatorVillain",0,100,
,,,"LuchadorRudo",0,100,
,,,"MechanicSummer",0,100,
,,,"SpawnerDudeDaruma",0,100,
,,,"BeeSniperArchvillain",0,100,
,,,"SpawnerDudeFly",0,100,
,,,"WallyPrinceChroma",0,100,
,,,"WallyPrince",0,100,
,,,"IceDudeBurger",0,100,
,,,"CrossBomberEaster",0,100,
,,,"IceDudeCrooner",0,100,
,,,"RuffsMarshall",0,100,
"Random Epic Skin",5,,"BaseballSandsOfTime",0,100,
,,,"UndertakerGreekGod",0,100,
,,,"UndertakerGreekGodChroma2",0,100,
,,,"UndertakerGreekGodChroma1",0,100,
,,,"EnragerKaijuChroma1",0,100,
,,,"EnragerKaijuChroma2",0,100,
,,,"EnragerKaiju",0,100,
,,,"AxeJugglerAprilFools",0,100,
,,,"SniperJapanChromaBlue",0,100,
,,,"SniperJapanChromaGreen",0,100,
,,,"BaseballVillain",0,100,
,,,"BaseballVillainChromaBlue",0,100,
,,,"BaseballVillainChromaPink",0,100,
,,,"SniperJapan",0,100,
,,,"MechaDudeAngel",0,100,
,,,"StickyBombSandsOfTimes",0,100,
,,,"ArcadeAngel",0,100,
,,,"BowDudeFantasy",0,100,
,,,"BowDudeFantasyChroma1",0,100,
,,,"BowDudeFantasyChroma2",0,100,
,,,"DomainSupercellStore",0,100,
