"Name","Disabled","Speed","PreExplosionTimeMs","Radius","IgnoreCloseWalls","Indirect","ConstantFlyTime","TriggerWithDelayMs","BouncePercent","DamageReduction","Gravity","EarlyTicks","OnAllyHitActions","OnEnemyHitActions","AreaEffect2DamagePercent","SpawnCharacter","AreaEffectTrailMinDistance","AreaEffectTrailInitialMinDistance","ShotByHero","IsBeam","IsBouncing","DistanceAddFromBounce","MaxDistanceBounces","PiercesCharacters","PiercesEnvironment","PiercesEnvironmentLikeButter","PushbackStrength","PushbackType","OverridePushbackSpeed","MaxZDuringPushback","ChainsToEnemies","ChainBullets","ChainBulletsMax","ChainSpread","ChainTravelDistance","ExecuteChainSpecialCase","DamagePercentStart","DamagePercentEnd","DamageChangeStartPromille","DamageChangeEndPromille","IgnoreDamageChangeForUltiCharge","DamagesConstantlyTickDelay","StunLengthMS","PartialStunPromille","SilenceDurationMS","ScaleStart","ScaleEnd","AttractsPet","LifeStealPercent","PassesEnvironment","SuppressHealing","SuppressHealingTicks","ConsumableShield","ConsumableShieldTicks","DamageOnlyWithOneProj","HealOwnPercent","GrapplesEnemy","KickBack","MinDistanceForSpread","IsFriendlyHomingMissile","BoomerangType","CanHitAgainAfterBounce","IsHomingMissile","UltiChargeChangePercent","TravelType","TravelTypeVariables","IgnoreLevelBorder","SteerStrength","SteerIgnoreTicks","HomeDistance","SteerLifeTime","DoNotForceShow","UniqueProperty","CustomUniquePropertyValue","Zoffset","SuperChargeScalePercent","BooleanAttributes","SpawnItem","StatusEffectAlly","StatusEffectEnemy","StatusEffectSelfOnHit","SpawnAreaEffectObject","SpawnAreaEffectObject2","SpawnAreaEffectObjectsAdditional","SpawnAreaEffectTrail","OnCreateAreaEffect","ChainBullet"
"MorningstarUltiProjectile1","","29000","","0","","true","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","240","","","ChangingProjectileCustomRange","","","","","MorningstarUltiArea1","","","","",""
"MorningstarUltiProjectile2","","29000","","0","","true","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","555","","","ChangingProjectileCustomRange","","","","","MorningstarUltiArea2","","","","",""
"MorningstarUltiProjectile3","","29000","","0","","true","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MorningstarUltiArea3","MorningstarUltiArea3StatusEffect","","","",""
"MorningstarUltiProjectileOvercharged1","","29000","","0","","true","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","240","","","ChangingProjectileCustomRange","","","","","MorningstarUltiArea1Overcharged","","","","",""
"MorningstarUltiProjectileOvercharged2","","29000","","0","","true","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","555","","","ChangingProjectileCustomRange","","","","","MorningstarUltiArea2Overcharged","","","","",""
"MorningstarUltiProjectileOvercharged3","","29000","","0","","true","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MorningstarUltiArea3Overcharged","MorningstarUltiArea3StatusEffect","","","",""
"ChronomancerProjectile","","3000","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ChronomancerProjectileSecondary","","3000","","60","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ChronomancerUltiProjectile","","2000","","0","","true","","","","","300","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChronomancerUltiTimebend","","","","",""
"ChronomancerUltiHyperProjectile","","2000","","0","","true","","","","","300","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChronomancerOverchargedUltiTimebend","","","","",""
"ChronomancerProjectileStasis","","3000","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChronomancerGadgetProjectileStasis","","","","","","",""
"ChronomancerProjectileStasisSecondary","","3000","","60","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChronomancerGadgetProjectileStasis","","","","","","",""
"GusOverchargedUltiProjectile","","3600","","200","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","2600","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GusOverchargedAreaEffectProjectile","","3600","","150","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GusOverchargedHealingProjectile","GusOverchargedDmgProjectile","","","","","","",""
"MtowerProjectile","","2500","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","40","2","30","50","","","","","","","","","","","","","","","",""
"ArenaXPProjectile","","3500","","50","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","10","","","40","2","30","50","","23","","","","","","","","","","","","","",""
"MobaKaijuProjectile","","500","","100","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","10","0","15","20","","","","","","","","","","","","","","","",""
"MobaBigKaijuProjectile","","800","","100","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","10","0","15","20","","","","","","","","","","","","","","","",""
"AlternatorHealProjectile","","3500","","225","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AlternatorProjectileHeal","","","","","","","",""
"AlternatorSpeedProjectile","","3700","","225","","","","","","","0","2","","","","","300","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AlternatorProjectileSpeedTrail","",""
"AlternatorDamageProjectile","","3500","","225","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AlternatorSlowProjectile","","3500","","225","","","","","","","0","2","","","","","300","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AlternatorProjectileSlowTrail","",""
"GeishaUltiProjectile","","1000","","0","","true","true","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GeishaStormVisibility","GeishaStormDamage","","","",""
"GeishaUltiProjectileOvercharged","","1000","","0","","true","true","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GeishaStormVisibilityOvercharged","GeishaStormDamage","GeishaStormOverchargedCenterDamage","","",""
"GeishaTransformedProjectile","","3500","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","100","50","150","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerDudeMutantProjectile","","2000","","200","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArenaBaseProjectile","","5500","","200","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","50","100","","","true","","","","","","","","","","","","","","","","","","","","","","","","","800","","","","","","","","","","","",""
"MegaKenjiProjectileSlowBounce","","1400","","0","","","","","","","0","2","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaKenjiProjectileSpawnRobot","","2500","","0","","true","","","","","400","1","","","","MegaSamuraiRangedEnemy","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaKenjiProjectileFast360","","1650","","0","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaKenjiProjectileDeath","","4000","","0","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SamuraiRangedEnemyProjectile","","4000","","100","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BaseballOverchargedUltiProjectileSticky","","3000","","250","","","","","","","0","3","","","","","","","true","","true","","","false","","","","","","","","2","","20","100","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BaseballOverchargedUltiProjectileStickyChain"
"BaseballOverchargedUltiProjectileStickyChain","","3000","","250","","","","","","","0","3","","","","","","","true","","true","","","true","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AngelicProjectile","","3000","","100","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700","","","","","","","","","","","","",""
"DemonicProjectile","","4000","","100","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","700","","","","","","","","","","","","",""
"DemonicProjectileBoomerang","","4000","","100","","","","","","","0","2","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","1","","","","","","","","","","","","","700","","","","","","","","","","","","",""
"BrawlersMagnetProjectile1_lvl1","","2000","","200","","","","","","","0","4","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BrawlersMagnetProjectile2_lvl1"
"BrawlersMagnetProjectile2_lvl1","","2000","","200","","","","","","","0","2","","","","","","","true","","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BrawlersMagnetProjectile1_lvl3","","3000","","200","","","","","","","0","4","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BrawlersMagnetProjectile2_lvl3"
"BrawlersMagnetProjectile2_lvl3","","3000","","200","","","","","","","0","2","","","","","","","true","","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SignalStrikeProjectile","","4000","","225","","","","","","","0","2","","","","","300","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SubwayTrainRushProjectileSpeedTrail","",""
"SignalStrikeProjectile_lvl3","","4000","","225","","","","","","","0","2","","","","","300","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SignalStrikeReload","","","","SubwayTrainRushProjectileSpeedTrail","",""
"EndOfLineProjectile","","3200","","0","","true","","","","","330","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","OutOfLineArea","","","","",""
"BoomBoxProjectile","","1750","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PushbackBoomBox","","","","",""
"BoomBoxProjectile_lvl2","","1750","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PushbackBoomBox","HealBoomBox","","","",""
"BoomBoxProjectile_lvl3","","1750","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PushbackBoomBoxLvL3","HealBoomBox","","","",""
"HookTimeProjectile_lvl1","","2000","","150","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","",""
"HookTimeProjectile_lvl3","","4500","","150","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","",""
"JetpackProjectileDamage","","1500","","200","","true","true","","","","20","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","SubwayJetpackDamage","","","","",""
"JetpackProjectileDamageAndSlow","","1500","","200","","true","true","","","","20","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","SubwayJetpackDamage","SubwayJetpackSlow","","","",""
"EndOfLineProjectile_lvl3","","3200","","0","","true","","","","","330","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","OutOfLineArea_lvl3","","","","",""
"DancerProjectileSingle","","3000","","150","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DancerProjectileDouble","","3000","","200","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DancerProjectileTriple","","3000","","150","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DancerProjectileUlti","","2200","","400","","","","","","","0","","","","","","","","true","","","","","true","","","-60","4","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DancerOverchargedProjectileUlti","","3000","","400","","","","","","","0","","","","","","","","true","","true","1000","3","true","","","-250","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FuryProjectile","","29000","","0","","true","","","","","250","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FuryWarning","","","","",""
"FuryProjectileCrit","","29000","","0","","true","","","","","250","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FuryWarningCrit","","","","",""
"FuryUltiProjectile","","1000","","1500","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","-1","","","","","","","","true","","","","","","","","","","","","","","","14","50","","","","","","","28","","","","","","","","","","","","","",""
"FuryOverchargedUltiProjectile","","1000","","1500","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","-1","","","","","","","","true","","","","","","","","","","","3","","","","14","50","","","","","","","28","","","","","","","","","","","","","","FuryOverchargedUltiProjectileReturn"
"FuryOverchargedUltiProjectileReturn","","1000","","1500","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","-1","","","","","","","","true","","","","","","","","","","","3","","","","14","50","","","","","","","28","","","","","","","","","","","","","",""
"MegaBossCrowProjectile","","1500","","40","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaCrowPoisonVirus","","","","","","",""
"MegaBossCactusProjectile","","1800","","195","","","","","","","0","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","MegaCactusExplosion","MegaCactusSpikeExplosion","","","",""
"MegaBossCactusFrag","","1000","","65","","","","","","","0","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCactusUltiProjectile","","1739","","0","","true","","","","","240","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaCactusUltiExplosion","","","","",""
"MegaBossCactusPushAwayFrag","","2500","","65","","","","","","","0","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCactusProjectileSecond","","1800","","195","","","","","","","0","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaCactusExplosion","MegaCactusSpikeExplosionSecond","","","",""
"MegaTickProjectile","","800","","0","","true","true","900","","","60","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossClusterBombExplosion","MegaBossClusterBombExplosion2","","","",""
"MegaTickSummonProjectile","","1200","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTickSummonProjectileMid","","1000","","0","","true","","","","","130","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTickSummonProjectileLarge","","1500","","0","","true","","","","","150","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTickSecondProjectile","","1700","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaTickMeteorite","MegaBossClusterBombExplosion2","","","",""
"MegaBossTrickshotDudeProjectile","","1100","","85","","","","","","","0","","","","","","","","true","","true","3000","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossTrickshotDudeUltiProjectile","","1600","","85","","","","","","","0","","","","","","","","true","","true","3000","5","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossTrickshotDudeProjectileLarge","","900","","150","","","","","","","0","","","","","","","","true","","true","3000","5","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossTrickshotDudeProjectileLargeExtra","","2300","","260","","","","","","","0","","","","","","","","true","","true","3000","5","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowJumpProjectile","","1000","","50","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","1","","10","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaCrowPoisonVirus","","","","","","","MegaBossCrowJumpProjectileChain"
"MegaBossCrowSwampProjectile","","1504","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","","","","","","MegaBossCrowSwamp","MegaBossCrowSwampStatus","","","",""
"MegaBossCrowSwampProjectileLarge","","1504","","0","","true","","","","","180","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","","","","","","MegaBossCrowSwampLarge","MegaBossCrowJumpKnifesExplode","","","",""
"MegaBossCrowJumpProjectileChain","","1000","","101","","","","","","","0","3","","","","","","","true","","true","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossCrowSwamp","MegaBossCrowSwampStatus","","","",""
"MegaBossSplitterProjectileSlow","","1400","","65","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossSplitterTag","","","","","","",""
"MegaBossSplitterProjectile","","1900","","50","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossSplitterTag","","","","","","",""
"MegaBossSplitterProjectilePierce","","4000","","150","","","","","","","0","3","","","","","","","true","","true","2000","3","true","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossSplitterTag","","","","","","",""
"MegaBossSplitterSpawnRobotsThrow","","2500","","0","","true","","","","","400","1","","","","MegaSplitterTwinsEnemyThrow","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossSplitterSpawnRobotsShoot","","2200","","0","","true","","","","","400","1","","","","MegaSplitterTwinsEnemyShoot","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossTwinsThrowerProjectile","","2000","","0","","true","","","","","260","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TwinsThrowerExplosion","","","","",""
"MegaBossTwinsShotgunProjectile","","2800","","0","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaKenjiProjectileSpawnKenji","","2000","","0","","true","","","","","400","1","","","","MegaKenjiPet","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossBoomPushAwayArea","MegaKenjiBulletExplosionPet","","","",""
"MegaBossSpikeSummonPet","","1500","","0","","true","","","","","300","","","","","MegaBossCactusCover","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCactusPetShoot","","2000","","62","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaSamuraiRangedEnemyProjectile","","1700","","100","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ActorPlaceholderProjectile","","3500","","40","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ActorPlaceholderRoot","","","","","","",""
"BulletstormProjectile","","4000","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BulletstormLastShotProjectile","","4000","","110","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BulletstormUltiProjectile","","29000","","0","","true","","","","","260","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BulletstormUltiWarning","","","","",""
"BulletstormUltiOverchargedProjectile","","29000","","0","","true","","","","","260","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BulletstormUltiOverchargedWarning","","","","",""
"BulletstormShellProjectile","","2000","","0","","true","","","","","300","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BulletstormShell","","","","","","","","",""
"BulletstormOnShellPickedUpProjectile","","4000","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BulletstormUltiMarkedProjectile","","4500","","80","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","9","","","4","2","8","40","","","","","","","","","","","","","","","",""
"BulletstormUltiOverchargedMarkedProjectile","","4500","","80","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","9","","","4","2","8","40","","","","","","","","","","","","","","","",""
"MegaBossDgProjectile","","3100","","0","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDgSpawn","","2500","","0","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossDgSpawnBullets","","","","",""
"MegaBossDgSpawnProjectile","","3100","","0","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecProjectileDropClock","","29000","","0","","true","","","","","260","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossVecClockSpawn","","","","",""
"MegaBossVecProjectileLong","","3100","","0","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
