"Name","LogicProjectile","Disabled","FileName","BlueSCW","RedSCW","SCWLayer","BlueExportName","RedExportName","Layer","ShadowExportName","ShadowLayer","BlueGroundGlowExportName","RedGroundGlowExportName","GroundGlowLayer","PreExplosionExportFileName","PreExplosionBlueExportName","PreExplosionRedExportName","PreExplosionScale","HitEffectEnv","HitEffectChar","MaxRangeReachedEffect","CancelEffect","MirrorReachedEffects","HideTime","Scale","RandomStartFrame","TrailEffect","SpecialTrailEffect","SpecialTrailEffect2","TrailBehaviorType","MirrorTrailEffects","TargetedToSourceEffect","TargetedToSourceEffectOnTarget","Rendering","AnimateByDistanceTravelled","SpecialVisualState","HideFaster","UseColorMod","RedAdd","GreenAdd","BlueAdd","RedMul","GreenMul","BlueMul","GroundBasis","AppliedEffectVisualType","VisualizeEndPoint","CustomObject","CustomObject2","Components"
"Byron002Projectile","SnakeOilProjectile","","sc/effects_brawler.sc","","","","byron_002_atk_projectile","byron_002_atk_projectile_red","","shadow_normal_circle","","","","","","","","","byron_002_atk_hitenv","byron_002_atk_hit","byron_002_atk_hitenv","","","0","150","2","byron_002_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Byron002UltiProjectile","SnakeOilUltiProjectile","","sc/effects_brawler.sc","","","","byron_002_ulti_projectile","byron_002_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","100","","byron_002_ulti_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"Byron003Projectile","SnakeOilProjectile","","sc/effects_brawler.sc","","","","byron_003_normal_atk","byron_003_normal_atk_red","","shadow_normal_circle","","","","","","","","","byron_003_atk_hitenv","byron_003_atk_hit","byron_003_atk_reached","","","0","150","","byron_003_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Byroon003UltiProjectile","SnakeOilUltiProjectile","","sc/effects_brawler.sc","","","","byron_003_ulti_projectile","byron_003_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","100","","byron_def_ulti_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"Byron004Projectile","SnakeOilProjectile","","sc/effects_brawler.sc","","","","byron_004_atk_projectile","byron_004_atk_projectile_red","","shadow_normal_circle","","","","","","","","","byron_004_atk_hitenv","byron_004_atk_hit","byron_004_atk_reached","","","0","150","","byron_004_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Byron004UltiProjectile","SnakeOilUltiProjectile","","sc/effects_brawler.sc","","","","byron_004_ulti_projectile","byron_004_ulti_projectile_red","","shadow_normal_circle_big","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","75","","byron_004_ulti_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"Byron005Projectile","SnakeOilProjectile","","sc/effects_brawler_byron.sc","","","","byron_005_atk_projectile","byron_005_atk_projectile_red","","shadow_normal_circle","","","","","","","","","byron_005_atk_hitenv","byron_005_atk_hit","byron_005_atk_reached","","","0","150","","byron_005_atk_trail","","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","",""
"Byron005UltiProjectile","SnakeOilUltiProjectile","","sc/effects_brawler_byron.sc","","","","byron_005_ulti_projectile","byron_005_ulti_projectile_red","","shadow_normal_circle_big","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","75","","byron_005_ulti_trail","","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","",""
"Byron006Projectile","SnakeOilProjectile","","sc/effects_brawler_byron.sc","","","","byron_006_atk_projectile","byron_006_atk_projectile_red","","shadow_normal_circle","","","","","","","","","byron_006_atk_hitenv","byron_006_atk_hit","byron_006_atk_reached","","","0","150","2","byron_006_atk_trail","","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","",""
"Byron006UltiProjectile","SnakeOilUltiProjectile","","sc/effects_brawler_byron.sc","","","","byron_006_ulti_projectile","byron_006_ulti_projectile_red","","shadow_normal_circle_big","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","100","","byron_006_ulti_trail","","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","",""
"EnragerProjectile","EnragerProjectile","","sc/effects_brawler.sc","","","","edgar_def_atk","edgar_def_atk_red","","","","","","","","","","","","edgar_def_atkhit","","","","0","80","","edgar_def_atk_trail","","","","","","","UseZFrames","","","true","","","","","","","","","","","","",""
"EnragerOverchargedLongRangeProjectile","EnragerOverchargedLongRangeProjectile","","sc/effects_brawler_edgar.sc","","","","edgar_def_buddy_oc","edgar_def_buddy_oc_red","","","","","","","","","","","","edgar_def_buddy_oc_hit","","","","0","80","","edgar_def_buddy_oc_trail","","","","","","","UseZFrames","","","true","","","","","","","","","","","","",""
"Enrager002Projectile","EnragerProjectile","","sc/effects_brawler.sc","","","","edgar_002_atk","edgar_002_atk_red","","","","","","","","","","","","edgar_def_atkhit","","","","0","80","","edgar_002_atk_trail","","","","","","","UseZFrames","","","true","","","","","","","","","","","","",""
"Enrager003Projectile","EnragerProjectile","","sc/effects_brawler.sc","sc3d/edgar_003_atk_projectile.glb","sc3d/edgar_003_atk_projectile_red.glb","","edgar_003_atk_projectile","edgar_003_atk_projectile_red","","","","","","","","","","","","edgar_003_atkhit","","","","0","80","","edgar_003_atk_trail","","","","","","","UseZFrames","","","true","","","","","","","","","","","","",""
"Enrager004Projectile","EnragerProjectile","","sc/effects_brawler.sc","","","","edgar_004_atk","edgar_004_atk_red","","","","","","","","","","","","edgar_004_atkhit","","","","0","80","","edgar_004_atk_trail","","","","","","","UseZFrames","","","true","","","","","","","","","","","","",""
"Enrager005Projectile","EnragerProjectile","","sc/effects_brawler.sc","","","","edgar_005_atk_projectile","edgar_005_atk_projectile_red","","","","","","","","","","","","edgar_005_atk_hit","","","","0","70","","","","","","","","","UseZFrames","","","true","","","","","","","","","","","","",""
"Enrager006Projectile","EnragerProjectile","","sc/effects_brawler.sc","","","","edgar_006_atk_projectile","edgar_006_atk_projectile_red","","","","","","","","","","","","edgar_006_atk_hit","","","","0","100","","edgar_006_atk_trail","","","","","","","UseZFrames","","","true","","","","","","","","","","","","",""
"Enrager007Projectile","EnragerProjectile","","sc/effects_brawler.sc","","","","edgar_007_atk_projectile","edgar_007_atk_projectile_red","","","","","","","","","","","","edgar_007_atk_hit_red","","","","0","100","","edgar_007_atk_trail","","","","","","","UseZFrames","","","true","","","","","","","","","","","","",""
"Enrager008Projectile","EnragerProjectile","","sc/effects_brawler.sc","","","","edgar_008_atk_projectile","edgar_008_atk_projectile_red","","","","","","","","","","","","edgar_008_atkhit","","","","0","100","","edgar_008_atk_trail","","","","","","","UseZFrames","","","true","","","","","","","","","","","","",""
"Enrager008OverchargedProjectile","EnragerProjectile","","sc/effects_brawler.sc","","","","edgar_008_oc_atk_projectile","edgar_008_oc_atk_projectile_red","","","","","","","","","","","","edgar_008_oc_atkhit","","","","0","100","","edgar_008_oc_atk_trail","","","","","","","UseZFrames","","","true","","","","","","","","","","","","",""
"Enrager008OverchargedLongRangeProjectile","EnragerOverchargedLongRangeProjectile","","sc/effects_brawler_edgar.sc","","","","edgar_008_buddy_oc_projectile","edgar_008_buddy_oc_projectile_red","","","","","","","","","","","","edgar_008_buddy_oc_hit","","","","0","80","","edgar_008_buddy_oc_trail","","","","","","","UseZFrames","","","true","","","","","","","","","","","","",""
"Enrager009Projectile","EnragerProjectile","","sc/effects_brawler_edgar.sc","","","","edgar_009_atk_projectile","edgar_009_atk_projectile_red","","","","","","","","","","","","edgar_009_atkhit","","","","0","100","","edgar_009_atk_trail","","","","","","","UseVerticalMirroring","","","true","","","","","","","","","","","","",""
"Enrager010Projectile","EnragerProjectile","","sc/effects_brawler_edgar.sc","","","","edgar_010_atk_projectile","edgar_010_atk_projectile_red","","","","","","","","","","","","edgar_010_atkhit","","","","0","100","","edgar_010_atk_trail","","","","","","","UseVerticalMirroring","","","true","","","","","","","","","","","","",""
"RuffsProjectile","RuffsProjectile","","sc/effects_brawler.sc","","","","ruffs_def_atk_projectile","ruffs_def_atk_projectile_red","","shadow_normal_circle","","","","","","","","","ruffs_def_atkenv","ruffs_def_atkhit","ruffs_def_atkenv","","","0","130","","ruffs_def_atk_trail","","","","","","","","","true","","","","","","","","","","","","","",""
"RuffsUltiProjectile","RuffsUltiProjectile","","sc/effects_brawler.sc","","","","ruffs_def_ulti_projectile","ruffs_def_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","","","","","","0","100","","ruffs_def_ulti_trail","","","","","","","","","","","","","","","","","","","","","","",""
"RuffsOverchargedUltiProjectile","RuffsOverchargedUltiProjectile","","sc/effects_brawler.sc","","","","ruffs_def_oc_ulti_projectile","ruffs_def_oc_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","","","","","","0","100","","ruffs_overcharged_ulti_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Ruffs002Projectile","RuffsProjectile","","sc/effects_brawler.sc","","","","ruffs_002_atk_projectile","ruffs_002_atk_projectile_red","","shadow_normal_circle","","","","","","","","","ruffs_def_atkenv","ruffs_def_atkhit","ruffs_def_atkenv","","","0","130","2","ruffs_002_atk_trail","","","","","","","","","true","","","","","","","","","","","","","",""
"Ruffs002UltiProjectile","RuffsUltiProjectile","","sc/effects_brawler.sc","","","","ruffs_002_ulti_projectile","ruffs_002_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","","","","","","0","100","","ruffs_def_ulti_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Ruffs003Projectile","RuffsProjectile","","sc/effects_brawler.sc","","","","ruffs_003_atk_projectile","ruffs_003_atk_projectile_red","","shadow_normal_circle","","","","","","","","","ruffs_003_atk_hitenv","ruffs_003_atk_hit","ruffs_003_atk_end","","","0","130","2","ruffs_003_atk_trail","","","","","","","","","true","","","","","","","","","","","","","",""
"Ruffs003UltiProjectile","RuffsUltiProjectile","","sc/effects_brawler.sc","","","","ruffs_003_ulti_projectile","ruffs_003_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","","","","","","0","100","","ruffs_003_ulti_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Ruffs004Projectile","RuffsProjectile","","sc/effects_brawler.sc","","","","ruffs_004_atk_projectile","ruffs_004_atk_projectile_red","","shadow_normal_circle","","","","","","","","","ruffs_003_atk_hitenv","ruffs_004_atkhit","ruffs_004_atk_end","","","0","130","2","ruffs_004_atk_trail","","","","","","","","","true","","","","","","","","","","","","","",""
"Ruffs004UltiProjectile","RuffsUltiProjectile","","sc/effects_brawler.sc","","","","ruffs_004_ulti_projectile","ruffs_004_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","","","","","","0","100","","ruffs_004_ulti_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Ruffs005Projectile","RuffsProjectile","","sc/effects_brawler.sc","","","","ruffs_005_atk_projectile","ruffs_005_atk_projectile_red","","shadow_normal_circle_big","","","","","","","","","ruffs_003_atk_hitenv","ruffs_005_atk_hit","ruffs_005_atk_reached","","","0","110","2","ruffs_005_atk_trail","","","","","","","","","true","","","","","","","","","","","","","",""
"Ruffs005UltiProjectile","RuffsUltiProjectile","","sc/effects_brawler.sc","","","","ruffs_005_ulti_projectile","ruffs_005_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","","","","","","0","120","","ruffs_005_ulti_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Ruffs006Projectile","RuffsProjectile","","sc/effects_brawler.sc","","","","ruffs_006_atk_projectile","ruffs_006_atk_projectile_red","","shadow_normal_circle_big","","","","","","","","","ruffs_006_atk_hitenv","ruffs_006_atk_hit","ruffs_006_atk_reached","","","0","110","2","ruffs_006_atk_trail","","","","","","","","","true","","","","","","","","","","","","","",""
"Ruffs006UltiProjectile","RuffsUltiProjectile","","sc/effects_brawler.sc","","","","ruffs_006_ulti_projectile","ruffs_006_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","","","","","","0","120","","ruffs_006_ulti_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Ruffs007Projectile","RuffsProjectile","","sc/effects_brawler_ruffs.sc","","","","ruffs_007_atk_projectile","ruffs_007_atk_projectile_red","","shadow_normal_circle_big","","","","","","","","","ruffs_007_atk_hitenv","ruffs_007_atk_hit","ruffs_007_atk_reached","","","0","110","2","ruffs_007_atk_trail","","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","",""
"Ruffs007UltiProjectile","RuffsUltiProjectile","","sc/effects_brawler_ruffs.sc","","","","ruffs_007_ulti_projectile","ruffs_007_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","","","","","","0","120","","ruffs_007_ulti_trail","","","","","","","","","","","","","","","","","","","","","","",""
"GeneHomingProjectile","GeneHomingProjectile","","sc/effects_brawler.sc","","","","gadget_gene_homing","gadget_gene_homing_red","","shadow_normal_circle","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","100","1","gadget_gene_homing_trail","","","","","","","","true","","","","","","","","","","","","","","",""
"GeneHomingNanoProjectile","GeneHomingNanoProjectile","","sc/effects_brawler.sc","","","","gadget_gene_homing","gadget_gene_homing_red","","shadow_normal_circle","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","150","1","gadget_gene_homing_trail","","","","","","","","true","","","","","","","","","","","","","","",""
"NaniBounceProjectile","NaniBounceProjectile","","sc/effects_brawler.sc","","","","gadget_nani_shield_missile","gadget_nani_shield_missile_red","","shadow_normal_circle","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","100","1","gadget_nani_reflect_trail","","","","","","","","","","","","","","","","","","","","","","",""
"NaniBounceProjectileSmall","NaniBounceProjectileSmall","","sc/effects_brawler.sc","","","","gadget_nani_shield_missile","gadget_nani_shield_missile_red","","shadow_normal_circle","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","50","1","gadget_nani_reflect_trail","","","","","","","","","","","","","","","","","","","","","","",""
"RollerProjectile","RollerProjectile","","sc/effects_brawler.sc","","","","stu_def_atk_projectile","stu_def_atk_projectile_red","","shadow_normal_circle","","","","","","","","","stu_def_atkenv","stu_def_atkhit","stu_def_atkend","","","0","100","2","stu_def_atk_trail","","","","","","","","","true","","","","","","","","","","","","","",""
"Roller002Projectile","RollerProjectile","","sc/effects_brawler.sc","","","","stu_002_atk_bullet_blue","stu_002_atk_bullet_red","","shadow_normal_circle","","","","","","","","","stu_002_atkenv","stu_002_atkhit","stu_002_atkend","","","0","100","2","stu_002_atk_trail","","","","","","","","","true","","","","","","","","","","","","","",""
"Roller003Projectile","RollerProjectile","","sc/effects_brawler.sc","","","","stu_003_atk_projectile","stu_003_atk_projectile_red","","shadow_normal_circle","","","","","","","","","stu_003_atkhit","stu_003_atkhit","stu_003_atkend","","","0","100","2","stu_003_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Roller004Projectile","RollerProjectile","","sc/effects_brawler.sc","","","","stu_004_atk_projectile","stu_004_atk_projectile_red","","shadow_normal_circle","","","","","","","","","stu_004_atkenv","stu_004_atkhit","stu_004_atk_reached","","","0","44","2","stu_004_atk_trail","","","","","","","","","true","","","","","","","","","","","","","",""
"Roller005Projectile","RollerProjectile","","sc/effects_brawler.sc","","","","stu_005_atk_projectile","stu_005_atk_projectile_red","","shadow_normal_circle","","","","","","","","","stu_005_atk_hit","stu_005_atk_hit","stu_005_atk_reached","","","0","100","","stu_005_atk_trail","","","","","","","","","true","","","","","","","","","","","","","",""
"Roller006Projectile","RollerProjectile","","sc/effects_brawler_stu.sc","","","","stu_006_atk_projectile","stu_006_atk_projectile_red","","shadow_normal_circle","","","","","","","","","stu_006_atkenv","stu_006_atkhit","stu_006_atk_reached","","","0","85","","stu_006_atk_trail","","","","","","","UseVerticalMirroring","","true","","","","","","","","","","","","","",""
"RollerOverchargedProjectile","RollerOverchargedProjectile","","sc/effects_brawler.sc","","","","stu_def_oc_atk_projectile","stu_def_oc_atk_projectile_red","","shadow_normal_circle","","","","","","","","","stu_def_oc_atk_hit","stu_def_oc_atk_hit","stu_def_oc_atk_reached","","","0","100","2","stu_def_oc_atk_trail","","","","","","","","","true","","","","","","","","","","","","","",""
"ElectroSniperProjectile","ElectroSniperProjectile","","sc/effects_brawler.sc","","","","belle_def_atk_projectile","belle_def_atk_projectile_red","","","","projectile_light","projectile_light_red","","","","","","belle_def_atk_hitenv","belle_def_atk_hit","belle_def_atk_reached","","","0","100","","belle_def_atk_trail","","","","","","","","","","","","","","","","","","","1","","","",""
"ElectroSniperSecondaryProjectile_001","ElectroSniperSecondaryProjectile_001","","sc/effects_brawler.sc","","","","jessie_elecBall_blue","jessie_elecBall_red","","","","projectile_light","projectile_light_red","","","","","","belle_def_atk_hitenv","belle_def_atk_hit","belle_def_atk_reached","","","0","110","","belle_def_atk2_trail","","","","","","","","","","","","","","","","","","","1","","","",""
"ElectroSniperUltiProjectile","ElectroSniperUltiProjectile","","sc/effects_brawler.sc","","","","belle_def_ulti_projectile","belle_def_ulti_projectile_red","","","","projectile_light","projectile_light_red","","","","","","belle_def_ulti_hitenv","belle_def_ulti_hit","belle_def_ulti_reached","","","0","200","","belle_def_ulti_trail","","","","","","","","","","","","","","","","","","","","","","",""
"ElectroSniperOverchargedUltiProjectile","ElectroSniperOverchargedUltiProjectile","","sc/effects_brawler.sc","","","","belle_def_oc_projectile","belle_def_oc_projectile_red","","","","projectile_light","projectile_light_red","","","","","","belle_def_oc_hitenv","belle_def_oc_hit","belle_def_oc_reached","","","0","250","","belle_overcharged_ulti_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Belle002Projectile","ElectroSniperProjectile","","sc/effects_brawler.sc","","","","belle_002_atk_projectile","belle_002_atk_projectile_red","","","","projectile_light","projectile_light_red","","","","","","belle_002_atk_hitenv","belle_002_atk_hit","colt_def_atk_reached","","","0","100","","belle_002_atk_trail","","","","","","","","","","","","","","","","","","","2","","","",""
"ElectroSniperSecondaryProjectile_002","ElectroSniperSecondaryProjectile_001","","sc/effects_brawler.sc","","","","belle_002_atk2_projectile","belle_002_atk2_projectile_red","","","","projectile_light","projectile_light_red","","","","","","belle_def_atk_hitenv","belle_def_atk_hit","belle_def_atk_reached","","","0","110","","belle_002_atk2_trail","","","","","","","","","","","","","","","","","","","2","","","",""
"Belle002UltiProjectile","ElectroSniperUltiProjectile","","sc/effects_brawler.sc","","","","belle_002_ulti_projectile","belle_002_ulti_projectile_red","","","","projectile_light","projectile_light_red","","","","","","belle_def_ulti_hitenv","belle_def_ulti_hit","belle_def_ulti_reached","","","0","200","","belle_002_ulti_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Belle003Projectile","ElectroSniperProjectile","","sc/effects_brawler.sc","","","","belle_003_atk_bullet","belle_003_atk_bullet_red","","","","projectile_light","projectile_light_red","","","","","","belle_002_atk_hitenv","belle_003_atk_hit","belle_003_atk_reached","","","0","100","","belle_003_atk_trail","","","","","","","","","","","","","","","","","","","3","","","",""
"ElectroSniperSecondaryProjectile_003","ElectroSniperSecondaryProjectile_001","","sc/effects_brawler.sc","","","","belle_003_atk2_projectile","belle_003_atk2_projectile_red","","","","projectile_light","projectile_light_red","","","","","","belle_003_atk_reached","belle_003_atk_hit","belle_003_atk_reached","","","0","110","","belle_003_atk2_trail","","","","","","","","","","","","","","","","","","","3","","","",""
"Belle003UltiProjectile","ElectroSniperUltiProjectile","","sc/effects_brawler.sc","","","","belle_003_ulti_projectile","belle_003_ulti_projectile_red","","","","projectile_light","projectile_light_red","","","","","","belle_003_ulti_hitenv","belle_003_ulti_hit","belle_003_ulti_reached","","","0","200","","belle_003_ulti_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Belle004Projectile","ElectroSniperProjectile","","sc/effects_brawler.sc","","","","belle_004_atk_projectile","belle_004_atk_projectile_red","","","","projectile_light","projectile_light_red","","","","","","belle_004_atk_hitenv","belle_004_atk_hit","belle_004_atk_reached","","","0","100","","belle_004_atk_trail","","","","","","","","","","","","","","","","","","","4","","","",""
"ElectroSniperSecondaryProjectile_004","ElectroSniperSecondaryProjectile_001","","sc/effects_brawler.sc","","","","belle_004_atk2_projectile","belle_004_atk2_projectile_red","","","","projectile_light","projectile_light_red","","","","","","belle_004_atk_reached","belle_004_atk_hit","belle_004_atk_reached","","","0","110","","belle_004_atk2_trail","","","","","","","","","","","","","","","","","","","4","","","",""
"Belle004UltiProjectile","ElectroSniperUltiProjectile","","sc/effects_brawler.sc","","","","belle_004_ulti_projectile","belle_004_ulti_projectile_red","","","","projectile_light","projectile_light_red","","","","","","belle_004_ulti_hitenv","belle_004_ulti_hit","belle_004_ulti_reached","","","0","200","","belle_004_ulti_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Belle005Projectile","ElectroSniperProjectile","","sc/effects_brawler.sc","","","","belle_005_atk_projectile","belle_005_atk_projectile_red","","","","projectile_light","projectile_light_red","","","","","","belle_005_atk_hitenv","belle_005_atk_hit","belle_005_atk_reached","","","0","100","","belle_005_atk_trail","","","","","","","","","","","","","","","","","","","5","","","",""
"ElectroSniperSecondaryProjectile_005","ElectroSniperSecondaryProjectile_001","","sc/effects_brawler.sc","","","","belle_005_atk2_projectile","belle_005_atk2_projectile_red","","","","projectile_light","projectile_light_red","","","","","","belle_005_atk_hitenv","belle_005_atk_hit","belle_005_atk_reached","","","0","110","","belle_005_atk2_trail","","","","","","","","","","","","","","","","","","","5","","","",""
"Belle005UltiProjectile","ElectroSniperUltiProjectile","","sc/effects_brawler.sc","","","","belle_005_ulti_projectile","belle_005_ulti_projectile_red","","","","projectile_light","projectile_light_red","","","","","","belle_005_ulti_hitenv","belle_005_ulti_hit","belle_005_ulti_reached","","","0","200","","belle_005_ulti_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Belle006Projectile","ElectroSniperProjectile","","sc/effects_brawler_belle.sc","","","","belle_006_atk_projectile","belle_006_atk_projectile_red","","","","projectile_light","projectile_light_red","","","","","","belle_006_atk_hitenv","belle_006_atk_hit","belle_006_atk_reached","","","0","100","","belle_006_atk_trail","","","","","","","","","","","","","","","","","","","6","","","",""
"ElectroSniperSecondaryProjectile_006","ElectroSniperSecondaryProjectile_001","","sc/effects_brawler_belle.sc","","","","belle_006_atk_projectile","belle_006_atk_projectile_red","","","","projectile_light","projectile_light_red","","","","","","belle_006_atk_hitenv","belle_006_atk_hit","belle_006_atk_reached","","","0","110","","belle_006_atk_trail","","","","","","","","","","","","","","","","","","","6","","","",""
"Belle006UltiProjectile","ElectroSniperUltiProjectile","","sc/effects_brawler_belle.sc","","","","belle_006_ulti_projectile","belle_006_ulti_projectile_red","","","","projectile_light","projectile_light_red","","","","","","belle_006_ulti_hitenv","belle_006_ulti_hit","belle_006_ulti_reached","","","0","200","","belle_006_ulti_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Belle007Projectile","ElectroSniperProjectile","","sc/effects_brawler_belle.sc","","","","belle_007_atk_projectile","belle_007_atk_projectile_red","","","","projectile_light","projectile_light_red","","","","","","belle_007_atk_hitenv","belle_007_atk_hit","belle_007_atk_reached","","","0","100","","belle_007_atk_trail","","","","","","","","","","","","","","","","","","","7","","","",""
"ElectroSniperSecondaryProjectile_007","ElectroSniperSecondaryProjectile_001","","sc/effects_brawler_belle.sc","","","","belle_007_atk2_projectile","belle_007_atk2_projectile_red","","","","projectile_light","projectile_light_red","","","","","","belle_007_atk_hitenv","belle_007_atk_hit","belle_007_atk_reached","","","0","110","","belle_007_atk_trail","","","","","","","","","","","","","","","","","","","7","","","",""
"Belle007UltiProjectile","ElectroSniperUltiProjectile","","sc/effects_brawler_belle.sc","","","","belle_007_ulti_projectile","belle_007_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","belle_007_ulti_hitenv","belle_007_ulti_hit","belle_007_ulti_reached","","","0","200","","belle_007_ulti_trail","","","","","","","","","","","","","","","","","","","","","","",""
"StickyBombProjectile","StickyBombProjectile","","sc/effects_brawler.sc","","","","sticky_def_atk_projectile","sticky_def_atk_projectile_red","","shadow_normal_circle_big","","","","","","","","","sticky_def_atk_hitenv","","sticky_def_atk_reached","","","0","100","1","sticky_def_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"StickyBombUltiProjectile","StickyBombUltiProjectile","","sc/effects_brawler.sc","","","","sticky_def_ulti_projectile","sticky_def_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","150","","sticky_def_ulti_trail","","","","","","","","","","","","","","","","","","","","true","","",""
"StickyBombUltiProjectile2","StickyBombUltiProjectile2","","sc/effects_brawler.sc","","","","sticky_def_atk_projectile","sticky_def_atk_projectile_red","","shadow_normal_circle_big","","","","","","","","","sticky_def_atk_hitenv","","sticky_def_ulti_reached","","","0","75","1","sticky_def_ulti2_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Squeak002Projectile","StickyBombProjectile","","sc/effects_brawler.sc","","","","sticky_002_atk_projectile","sticky_002_atk_projectile_red","","shadow_normal_circle_big","","","","","","","","","sticky_002_atk_hitenv","","sticky_002_atk_reached","","","0","100","1","sticky_002_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Squeak002UltiProjectile","StickyBombUltiProjectile","","sc/effects_brawler.sc","","","","sticky_002_ulti_projectile","sticky_002_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","150","","sticky_002_ulti_trail","","","","","","","","","","","","","","","","","","","","true","","",""
"Squeak002UltiProjectile2","StickyBombUltiProjectile2","","sc/effects_brawler.sc","","","","sticky_002_ulti_projectile2","sticky_002_ulti_projectile2_red","","shadow_normal_circle_big","","","","","","","","","","","","","","0","75","1","sticky_002_ulti2_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Squeak003Projectile","StickyBombProjectile","","sc/effects_brawler.sc","","","","squeak_003_atk_projectile","squeak_003_atk_projectile_red","","shadow_normal_circle_big","","","","","","","","","squeak_003_atk_hitenv","","squeak_003_atk_reached","","","0","100","1","squeak_003_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Squeak003UltiProjectile","StickyBombUltiProjectile","","sc/effects_brawler.sc","","","","squeak_003_ulti_projectile","squeak_003_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","150","","squeak_003_ulti_trail","","","","","","","","","","","","","","","","","","","","true","","",""
"Squeak003UltiProjectile2","StickyBombUltiProjectile2","","sc/effects_brawler.sc","","","","squeak_003_ulti_projectile2","squeak_003_ulti_projectile2_red","","shadow_normal_circle_big","","","","","","","","","squeak_003_atk_hitenv","","squeak_003_ulti_reached","","","0","75","1","squeak_003_ulti2_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Squeak004Projectile","StickyBombProjectile","","sc/effects_brawler.sc","","","","squeak_004_atk_projectile","squeak_004_atk_projectile_red","","","","projectile_light","projectile_light_red","","","","","","squeak_004_atk_hitenv","","squeak_004_atk_reached","","","0","100","1","squeak_004_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Squeak004UltiProjectile","StickyBombUltiProjectile","","sc/effects_brawler.sc","","","","squeak_004_ulti_projectile","squeak_004_ulti_projectile_red","","","","projectile_light","projectile_light_red","","","","","","gen_hit","gen_hit_brawler","","","","0","150","","squeak_004_ulti_trail","","","","","","","","","","","","","","","","","","","","true","","",""
"Squeak004UltiProjectile2","StickyBombUltiProjectile2","","sc/effects_brawler.sc","","","","squeak_004_ulti_projectile2","squeak_004_ulti_projectile2_red","","","","projectile_light","projectile_light_red","","","","","","squeak_004_ulti_hitenv","","squeak_004_ulti_reached","","","0","75","1","squeak_004_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
