"Name","Conf","Disabled","Campaigns","UpdateNumber","IconOverrideSWF","IconOverrideExportName","SkinGroupId","ObtainType","ObtainTypeCN","LastChance","MasterSkin","ProgressionSkinBase","ProgressionSkinLevel","ProgressionSkinFinal","PetSkin","PetSkin2","OverchargePetSkin","OverchargePetSkin2","PriceClubCoins","PriceStarPoints","PriceBling","DontSellInCatalog","CanDropWithoutBlingPrice","PriceGems","DiscountPriceGems","PriceCoins","Rarity","TID","ShopTID","Features","CommunityCredit","MaterialsFile","DiffuseTexture","SpecularTexture","CustomShader","OutlineShader","PackOfferAnimOverride","BattleIntroXOffset","BattleIntroZOffset","BattleIntroVFX","DisableCatalogRelease","CatalogPreRequirementSkin","CatalogNewDaysAdjustment","NotInCatalogTID","PreciseCollision","OdditiesShopAvailability","NotSoldInVault"
"","","","HACKER","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"ClusterBombDudeGodzillaDark","ClusterBombDudeGodzillaDark","","BRAWLPASS","55","","","","3","3","","","","","","ClusterBombPetGodzillaDark","","","","","","5000","true","","149","","","EPIC","TID_MECHA-TICK_GHIDORAH_DARK_SKIN","TID_MECHA-TICK_GHIDORAH_DARK_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","tick_ghidorah_white_tex.sctx","tick_ghidorah_white_tex.sctx","","","","-50","400","","","","","","","NEVER",""
"","","","GODZILLA","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"ClusterBombDudeGodzillaGold","ClusterBombDudeGodzillaGold","","BRAWLPASS","55","","","","3","3","","","","","","ClusterBombPetGodzillaGold","","","","","","5000","true","","149","","","EPIC","TID_MECHA-TICK_GHIDORAH_LIGHT_SKIN","TID_MECHA-TICK_GHIDORAH_LIGHT_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","tick_ghidorah_purple_tex.sctx","tick_ghidorah_purple_tex.sctx","","","","-50","400","","","","","","","NEVER",""
"","","","GODZILLA","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"ClusterBombPetGodzillaDark","ClusterBombPetGodzillaDark","","","55","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","tick_ghidorah_white_face_tex.sctx","tick_ghidorah_white_face_tex.sctx","","","","","","","","","","","","",""
"ClusterBombPetGodzillaGold","ClusterBombPetGodzillaGold","","","55","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","tick_ghidorah_purple_face_tex.sctx","tick_ghidorah_purple_face_tex.sctx","","","","","","","","","","","","",""
"RopeDudeGodzillaRed","RopeDudeGodzillaRed","","GODZILLA","55","","","","3","3","","","","","","","","","","","","","true","","499","","","HYPERCHARGE","TID_RED_GODZILLA_BUZZ_SKIN","TID_RED_GODZILLA_BUZZ_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","","","","","","","200","","","","","","","NEVER",""
"RopeDudeGodzillaBlack","RopeDudeGodzillaBlack","","GODZILLA","55","","","","3","3","","","","","","","","","","","","","true","","499","","","HYPERCHARGE","TID_BLACK_GODZILLA_BUZZ_SKIN","TID_BLACK_GODZILLA_BUZZ_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","","","","","","","200","","","","","","","NEVER",""
"DragonRiderRare","DragonRiderRare","","FANTASY","55","","","","","","","","","","","","","","","","","1000","true","","29","","","RARE","TID_DARK_KNIGHT_DRACO_SKIN","TID_DARK_KNIGHT_DRACO_SKIN_SHOP","MODEL,TEXTURE","","","","","","","","","","","","","","","","NEVER",""
"GodzillaRed","GodzillaRed","","","55","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","buzz_godzilla_hypercharge_red_face_tex.sctx","buzz_godzilla_hypercharge_red_face_tex.sctx","","","","","","","","","","","","",""
"GodzillaBlack","GodzillaBlack","","","55","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","buzz_godzilla_hypercharge_black_face_tex.sctx","buzz_godzilla_hypercharge_black_face_tex.sctx","","","","","","","","","","","","",""
"AmbusherRare","AmbusherRare","","BIODOME","55","","","","","","","","","","","","","","","","","1000","true","","29","","","RARE","TID_STRAWBERRY_LILY_SKIN","TID_STRAWBERRY_LILY_SKIN_SHOP","MODEL,TEXTURE","","","lily_strawberry_tex.sctx","lily_strawberry_tex.sctx","","","","","","","","","","","","NEVER",""
"CocoonerGold","CocoonerGold","","GOLD","55","","","","","","","","","","","CocoonerCocoonGold","CocoonerPetGold","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_CHARLIE_SKIN","TID_TRUE_GOLD_CHARLIE_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","charlie_gold_tex.sctx","charlie_gold_tex.sctx","","","","","","true","","","","","","",""
"CocoonerCocoonGold","CocoonerCocoonGold","","","55","","","","","","","","","","","","","","","","","","true","","","","","","","","","","gold_true_materials.glb","charlie_gold_tex.sctx","charlie_gold_tex.sctx","","","","","","","","","","","","",""
"CocoonerPetGold","CocoonerPetGold","","","55","","","","","","","","","","","","","","","","","","true","","","","","","","","","","gold_true_materials.glb","charlie_gold_tex.sctx","charlie_gold_tex.sctx","","","","","","","","","","","","",""
"CocoonerSilver","CocoonerSilver","","SILVER","55","","","","","","","","","","","CocoonerCocoonSilver","CocoonerPetSilver","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_CHARLIE_SKIN","TID_TRUE_SILVER_CHARLIE_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","charlie_silver_tex.sctx","charlie_silver_tex.sctx","","","","","","true","","","","","","",""
"CocoonerCocoonSilver","CocoonerCocoonSilver","","","55","","","","","","","","","","","","","","","","","","true","","","","","","","","","","silver_true_materials.glb","charlie_silver_tex.sctx","charlie_silver_tex.sctx","","","","","","","","","","","","",""
"CocoonerPetSilver","CocoonerPetSilver","","","55","","","","","","","","","","","","","","","","","","true","","","","","","","","","","silver_true_materials.glb","charlie_silver_tex.sctx","charlie_silver_tex.sctx","","","","","","","","","","","","",""
"AttacherGold","AttacherGold","","GOLD","55","","","","","","","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_KIT_SKIN","TID_TRUE_GOLD_KIT_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","kit_gold_tex.sctx","kit_gold_tex.sctx","","","","","","true","","","","","","",""
"AttacherSilver","AttacherSilver","","SILVER","55","","","","","","","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_KIT_SKIN","TID_TRUE_SILVER_KIT_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","kit_silver_tex.sctx","kit_silver_tex.sctx","","","","","","true","","","","","","",""
"LeaperGold","LeaperGold","","GOLD","55","","","","","","","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_MICO_SKIN","TID_TRUE_GOLD_MICO_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","mico_gold_tex.sctx","mico_gold_tex.sctx","","","","","","true","","","","","","",""
"LeaperSilver","LeaperSilver","","SILVER","55","","","","","","","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_MICO_SKIN","TID_TRUE_SILVER_MICO_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","mico_silver_tex.sctx","mico_silver_tex.sctx","","","","","","true","","","","","","",""
"ConductorGold","ConductorGold","","GOLD","55","","","","","","","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_CHUCK_SKIN","TID_TRUE_GOLD_CHUCK_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","chuck_gold_tex.sctx","chuck_gold_tex.sctx","","","","","","true","","","","","","",""
"ConductorSilver","ConductorSilver","","SILVER","55","","","","","","","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_CHUCK_SKIN","TID_TRUE_SILVER_CHUCK_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","chuck_silver_tex.sctx","chuck_silver_tex.sctx","","","","","","true","","","","","","",""
"PuppeteerGold","PuppeteerGold","","GOLD","55","","","","","","","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_WILLOW_SKIN","TID_TRUE_GOLD_WILLOW_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","willow_gold_tex.sctx","willow_gold_tex.sctx","","","","","","true","","","","","","",""
"PuppeteerSilver","PuppeteerSilver","","SILVER","55","","","","","","","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_WILLOW_SKIN","TID_TRUE_SILVER_WILLOW_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","willow_silver_tex.sctx","willow_silver_tex.sctx","","","","","","true","","","","","","",""
"PaintballDefault","PaintballDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"SandstormDeepsea","SandstormDeepsea","","BRAWLPASS","56","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_JELLYFISH_SANDY_SKIN","TID_JELLYFISH_SANDY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","sandy_jellyfish_tex.sctx","sandy_jellyfish_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"","","","DEEPSEA","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"WallyDeepsea","WallyDeepsea","","DEEPSEA","56","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_MARINE_SPROUT_SKIN","TID_MARINE_SPROUT_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","sprout_octo_tex.sctx","sprout_octo_tex.sctx","","","","200","200","","","","","","","AVAILABLE",""
"CannonGirlDeepsea","CannonGirlDeepsea","","DEEPSEA","56","","","","","","","","","","","CannonGirlSmallDeepsea","","","","","","2750","true","","79","","","SUPER_RARE","TID_OCTO_BONNIE_SKIN","TID_OCTO_BONNIE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bonnie_octo_tex.sctx","bonnie_octo_tex.sctx","","","","500","","","","","","","","AVAILABLE",""
"CannonGirlSmallDeepsea","CannonGirlSmallDeepsea","","DEEPSEA","56","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","bonnie_octo_tex.sctx","bonnie_octo_tex.sctx","","","","","","","","","","","","",""
"ReviverPirate","ReviverPirate","","PIRATES","56","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_PIRATE_DOUG_SKIN","TID_PIRATE_DOUG_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","doug_pirate_tex.sctx","doug_pirate_tex.sctx","","","","","","","","","","","","NEVER",""
"BanditGirlStar_remake","BanditGirlStar_remake","","MISC","56","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_STAR_SHELLY_CHROMA_SKIN","TID_STAR_SHELLY_CHROMA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","shelly_star_remake_tex.sctx","shelly_star_remake_tex.sctx","","","","300","","","","","","","","AVAILABLE",""
"FrankCavemanRed","FrankCavemanRed","","CAVE","56","","","","","","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_CAVEMAN_FRANK_CHROMA_SKIN","TID_CAVEMAN_FRANK_SKIN_CHROMA_SHOP","MODEL,TEXTURE,ANIM,VFX","","","frank_caveman_remake_red_tex.sctx","frank_caveman_remake_red_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"InsectManGreek","InsectManGreek","","OLYMPUS","56","","","","","","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_ANGELO_DIONYSUS_SKIN","TID_ANGELO_DIONYSUS_SKIN","MODEL,TEXTURE,ANIM,VFX","","","angelo_dionysus_tex.sctx","angelo_dionysus_tex.sctx","","","","","-600","","","","","","","AVAILABLE",""
"SplitterGreek","SplitterGreek","","OLYMPUS","56","","","","","","","","","","","SplitterLegsGreek","","","","","","","true","true","199","","","MYTHIC","TID_POSEIDON_RT_SKIN","TID_POSEIDON_RT_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","rt_poseidon_tex.sctx","rt_poseidon_tex.sctx","","","","100","","","","","","","","AVAILABLE",""
"SplitterLegsGreek","SplitterLegsGreek","","OLYMPUS","56","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","rt_poseidon_tex.sctx","rt_poseidon_tex.sctx","","","","","","","","","","","","",""
"9dae9f4953d7837f0eeaec833aec54f16ff80ddc","BallDefault","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullDudeViking_remake_orange","BullDudeViking_remake_orange","","NORSEGODS","56","","","","","","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_VIKING_BULL_CHROMA_SKIN","TID_VIKING_BULL_CHROMA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bull_viking_redux_orange_tex.sctx","bull_viking_redux_orange_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"BullDudeGreek","BullDudeGreek","","OLYMPUS","56","","","","","","","","","","","","","","","","","","true","true","199","","","MYTHIC","TID_MINOTAUR_BULL_SKIN","TID_MINOTAUR_BULL_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bull_minotaur_tex.sctx","bull_minotaur_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"AxeJugglerGreek","AxeJugglerGreek","","RANKED_OLD","56","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_HARPY_MELODIE_SKIN","TID_HARPY_MEOLDIE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","melodie_harpy_tex.sctx","melodie_harpy_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"","","","DARKGREEK","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"MummyGreek","MummyGreek","","BRAWLPASS","56","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_MEDUSA_EMZ_SKIN","TID_MEDUSA_EMZ_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","emz_medusa_tex.sctx","emz_medusa_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"","","","DARKGREEK","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"SniperGreek","SniperGreek","","OLYMPUS","56","","","","","","","","","","","","","","","","","","true","true","199","","","MYTHIC","TID_GODDESS_PIPER_SKIN","TID_GODDESS_PIPER_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","piper_athena_tex.sctx","piper_athena_tex.sctx","","","","-500","","","","","","","","AVAILABLE",""
"BarkeepPirate","BarkeepPirate","","PIRATES","56","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_PIRATE_BARLEY_SKIN","TID_PIRATE_BARLEY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","barley_pirate_tex.sctx","barley_pirate_tex.sctx","","","","","200","","","","","","","NEVER",""
"TrickshotDudeClassic_red","TrickshotDudeClassic_red","","OUTLAWS","56","","","","","","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_RED_RICOCHET_SKIN","TID_RED_RICOCHET_SKIN_SHOP","MODEL,TEXTURE","","","rico_classic_chroma_red_redux_tex.sctx","rico_classic_chroma_red_redux_tex.sctx","","","","150","","","","","","","","AVAILABLE",""
"TntDudeClassic_yellow","TntDudeClassic_yellow","","OUTLAWS","56","","","","","","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_CLASSIC_MIKE_RECOLOR_SKIN","TID_CLASSIC_MIKE_RECOLOR_SKIN_SHOP","MODEL,TEXTURE","","","dynamike_classic_yellow_tex.sctx","dynamike_classic_yellow_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"ShotgunGirlClassic_white","ShotgunGirlClassic_white","","OUTLAWS","56","","","","","","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_SHERRIFF_SHELLY_SKIN","TID_SHERRIFF_SHELLY_SKIN_SHOP","MODEL,TEXTURE","","","shelly_classic_white_tex.sctx","shelly_classic_white_tex.sctx","","","","400","","","","","","","","AVAILABLE",""
"RuffsPirate","RuffsPirate","","PIRATES","56","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_PIRATE_RUFFS_SKIN","TID_PIRATE_RUFFS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","ruffs_pirate_tex.sctx","ruffs_pirate_tex.sctx","","","","200","300","","","","","","","NEVER",""
"FireDudeMake","FireDudeMake","","SC_MAKE","56","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_ROLLERSKATE_AMBER_SKIN","TID_ROLLERSKATE_AMBER_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","Artdrei","","amber_rollerskates_tex.sctx","amber_rollerskates_tex.sctx","","","","","","true","","","","","","AVAILABLE",""
"","","","SUMMER","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerDudeMake","SpawnerDudeMake","","SC_MAKE","56","","","","","","","","","","","SpawnerDudeTurretMake","SpawnerPetMake","","","","","5000","true","","149","","","EPIC","TID_MRP_DRAGONFRUIT_MAKE_SKIN","TID_MRP_DRAGONFRUIT_MAKE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","Frankyyy","","mrp_dragonfruit_face_tex.sctx","mrp_dragonfruit_face_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"","","","BIODOME","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerPetMake","SpawnerPetMake","","","56","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","mrp_dragonfruit_spawner_face_tex.sctx","mrp_dragonfruit_spawner_face_tex.sctx","","","","","","","","","","","","",""
"SpawnerDudeTurretMake","SpawnerDudeTurretMake","","","56","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","mrp_dragonfruit_spawner_face_tex.sctx","mrp_dragonfruit_spawner_face_tex.sctx","","","","","","","","","","","","",""
"BlowerDeepsea","BlowerDeepsea","","RANKED_OLD","56","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_TURTLE_GALE_SKIN","TID_TURTLE_GALE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","gale_turtle_face_tex.sctx","gale_turtle_face_tex.sctx","","","","300","","","","","","","","AVAILABLE",""
"","","","DEEPSEA","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"DrillerDeepsea","DrillerDeepsea","","DEEPSEA","56","","","","","","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_SQUID_JACKY_SKIN","TID_SQUID_JACKY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","","500","","","","","","","","AVAILABLE",""
"RocketGirlClassic_white","RocketGirlClassic_white","","OUTLAWS","56","","","","","","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_SHERRIFF_BROCK_SKIN","TID_SHERRIFF_BROCK_SKIN_SHOP","MODEL,TEXTURE","","","brock_classic_white_tex.sctx","brock_classic_white_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"PainterDefault","PainterDefault","","","56","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","berry_tex.sctx","berry_tex.sctx","","","","","","","","","","","","",""
"CrabDefault","CrabDefault","","","56","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","clancy_tex.sctx","clancy_tex.sctx","","","","","","","","","","","","",""
"TrickshotDudeKing_remake","TrickshotDudeKing_remake","","ROYALS","56","","","","3","3","","","","","","","","","","","","","true","true","499","","","HYPERCHARGE","TID_LOADED_RICO_HYPER_SKIN","TID_LOADED_RICO_HYPER_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","","","","","","200","-100","","","","","","","NEVER",""
"CrabRare","CrabRare","","CITY","56","","","","","","","","","","","","","","","","","1000","true","","29","","","RARE","TID_CLANCY_CASINO_SKIN","TID_CLANCY_CASINO_SKIN_SHOP","MODEL,TEXTURE","","","clancy_29gem_tex.sctx","clancy_29gem_tex.sctx","","","","","","","","","","","","NEVER",""
"PainterRare","PainterRare","","BRAWLYWOOD","56","","","","","","","","","","","","","","","","","1000","true","","29","","","RARE","TID_BERRY_DARK_SKIN","TID_BERRY_DARK_SKIN_SHOP","MODEL,TEXTURE","","","berry_29_gem_tex.sctx","berry_29_gem_tex.sctx","","","","","","","","","","","","NEVER",""
"MummyGreekRed","MummyGreekRed","","BRAWLPASS","56","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_RED_MEDUSA_EMZ_SKIN","TID_RED_MEDUSA_EMZ_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","emz_medusa_chroma_red_tex.sctx","emz_medusa_chroma_red_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"","","","DARKGREEK","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"MummyGreekBlue","MummyGreekBlue","","BRAWLPASS","56","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_BLUE_MEDUSA_EMZ_SKIN","TID_BLUE_MEDUSA_EMZ_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","emz_medusa_chroma_blue_tex.sctx","emz_medusa_chroma_blue_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"","","","DARKGREEK","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeKing_remakeBling","TrickshotDudeKing_remakeBling","","ROYALS","56","","","","3","3","","","","","","","","","","","","","true","true","499","","","HYPERCHARGE","TID_LOADED_RICO_HYPER_BLING_SKIN","TID_LOADED_RICO_HYPER_BLING_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","","","","","","200","-100","","","","","","","NEVER",""
"TrickshotDudeKing_remakePurple","TrickshotDudeKing_remakePurple","","ROYALS","56","","","","3","3","","","","","","","","","","","","","true","true","499","","","HYPERCHARGE","TID_LOADED_RICO_HYPER_GEM_SKIN","TID_LOADED_RICO_HYPER_GEM_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","","","","","","200","-100","","","","","","","NEVER",""
"SandstormDeepseaPurple","SandstormDeepseaPurple","","BRAWLPASS","56","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_NEON_JELLYFISH_SANDY_SKIN","TID_NEON_JELLYFISH_SANDY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","sandy_jellyfish_chroma_purple_tex.sctx","sandy_jellyfish_chroma_purple_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"","","","DEEPSEA","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"SandstormDeepseaYellow","SandstormDeepseaYellow","","BRAWLPASS","56","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_GLOW_JELLYFISH_SANDY_SKIN","TID_GLOW_JELLYFISH_SANDY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","sandy_jellyfish_chroma_yellow_tex.sctx","sandy_jellyfish_chroma_yellow_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"","","","DEEPSEA","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"InsectManGold","InsectManGold","","GOLD","56","","","","","","","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_ANGELO_SKIN","TID_TRUE_GOLD_ANGELO_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","angelo_gold_face_tex.sctx","angelo_gold_face_tex.sctx","","","","","","true","","","","","","",""
"InsectManSilver","InsectManSilver","","SILVER","56","","","","","","","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_ANGELO_SKIN","TID_TRUE_SILVER_ANGELO_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","angelo_silver_face_tex.sctx","angelo_silver_face_tex.sctx","","","","","","true","","","","","","",""
"AmbusherGold","AmbusherGold","","GOLD","56","","","","","","","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_LILY_SKIN","TID_TRUE_GOLD_LILY_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","lily_gold_tex_face.sctx","lily_gold_tex_face.sctx","","","","","","true","","","","","","",""
"AmbusherSilver","AmbusherSilver","","SILVER","56","","","","","","","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_LILY_SKIN","TID_TRUE_SILVER_LILY_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","lily_silver_tex_face.sctx","lily_silver_tex_face.sctx","","","","","","true","","","","","","",""
"TwinsGold","TwinsGold","","GOLD","56","","","","","","","","","","","TwinsPetGold","TwinsPetGold","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_TWINS_SKIN","TID_TRUE_GOLD_TWINS_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","twins_good_gold_face_tex.sctx","twins_good_gold_face_tex.sctx","","","","","","true","","","","","","",""
"TwinsSilver","TwinsSilver","","SILVER","56","","","","","","","","","","","TwinsPetSilver","TwinsPetSilver","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_TWINS_SKIN","TID_TRUE_SILVER_TWINS_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","twins_good_silver_face_tex.sctx","twins_good_silver_face_tex.sctx","","","","","","true","","","","","","",""
"TwinsPetGold","TwinsPetGold","","","56","","","","","","","","","","","","","","","","","","true","","","","","","","","","","gold_true_materials.glb","twins_bad_gold_face_tex.sctx","twins_bad_gold_face_tex.sctx","","","","","","","","","","","","",""
"TwinsPetSilver","TwinsPetSilver","","","56","","","","","","","","","","","","","","","","","","true","","","","","","","","","","silver_true_materials.glb","twins_bad_silver_face_tex.sctx","twins_bad_silver_face_tex.sctx","","","","","","","","","","","","",""
"AxeJugglerGold","AxeJugglerGold","","GOLD","56","","","","","","","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_MELODIE_SKIN","TID_TRUE_GOLD_MELODIE_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","melodie_gold_face_tex.sctx","melodie_gold_face_tex.sctx","","","","","","true","","","","","","",""
"AxeJugglerSilver","AxeJugglerSilver","","SILVER","56","","","","","","","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_MELODIE_SKIN","TID_TRUE_SILVER_MELODIE_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","melodie_silver_face_tex.sctx","melodie_silver_face_tex.sctx","","","","","","true","","","","","","",""
"DragonRiderGold","DragonRiderGold","","GOLD","56","","","","","","","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_DRACO_SKIN","TID_TRUE_GOLD_DRACO_SKIN_SHOP","MODEL,TEXTURE","","","","","","","","","","true","","","","","","",""
"DragonRiderSilver","DragonRiderSilver","","SILVER","56","","","","","","","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_DRACO_SKIN","TID_TRUE_SILVER_DRACO_SKIN_SHOP","MODEL,TEXTURE","","","","","","","","","","true","","","","","","",""
"DiggerDefault","DiggerDefault","","","57","","","","","","","","","","","DiggerDrillDefault","","","","","","","true","","","","","","","","","","","moe_tex.sctx","moe_tex.sctx","","","","","","","","","","","","",""
