"Name","Disabled","DisabledCN","IconSWF","IconExportName","Character","Skin","GiveOnSkinUnlock","IsPicto","BattleCategory","Rarity","EmoteType","SoundEffect","SfxIndex","LockedForChronos","EmoteBundles","IsDefaultBattleEmote","PriceBling","PriceGems","DisableCatalogRelease","CatalogNewDaysAdjustment","NotInCatalogTID","ExtraCatalogCampaign","HideFromCatalogRarityCategory","UnlockedByFame"
"emoji_chester_phew","","","sc/emoji.sc","emoji_chester_phew","Jester","","","","SPECIAL","EPIC","PHEW","Chester_Die_VO","6","","","","1500","39","","","","","",""
"emoji_chester_sad","","","sc/emoji.sc","emoji_chester_sad","Jester","","","","SAD","COMMON","SAD","Chester_Die_VO","5","","","","375","9","","","","","",""
"emoji_chester_special","","","sc/emoji.sc","emoji_chester_special","Jester","","","","SPECIAL","EPIC","SPECIAL","Chester_Ulti_VO","1","","","","1500","39","","","","","",""
"emoji_chester_thanks","","","sc/emoji.sc","emoji_chester_thanks","Jester","","","","SPECIAL","EPIC","THANKS","Chester_Start_VO","5","","","","1500","39","","","","","",""
"emoji_chester_clap","","","sc/emoji.sc","emoji_chester_clap","Jester","","","","SPECIAL","RARE","CLAP","Colt_Pin_Clap","0","","","","750","19","","","","","",""
"emoji_brawlies_2022","","","sc/emoji.sc","emoji_brawlies_2022","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","","","","","","",""
"emoji_brawlmas_cupcake","","","sc/emoji.sc","emoji_brawlmas_cupcake","","","","","HAPPY","COLLECTORS","SPECIAL","","","","","","1500","39","","","","BRAWLIDAYS","",""
"emoji_brawlmas_donut","","","sc/emoji.sc","emoji_brawlmas_donut","","","","","ANGRY","COLLECTORS","SPECIAL","","","","","","1500","39","","","","BRAWLIDAYS","",""
"emoji_brawlmas_rainbow","","","sc/emoji.sc","emoji_brawlmas_rainbow","","","","","HAPPY","COLLECTORS","SPECIAL","","","","","","1500","39","","","","BRAWLIDAYS","",""
"emoji_lny_rabbit","","","sc/emoji.sc","emoji_lny_rabbit","","","","","HAPPY","COLLECTORS","SPECIAL","","","","","","1500","39","","","","LNY","",""
"emoji_fireworks","","","sc/emoji.sc","emoji_fireworks","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","MISC","",""
"emoji_amber_ice","","","sc/emoji.sc","emoji_amber_ice","FireDude","FireDudeFrost","true","","DEFAULT","COLLECTORS","SPECIAL","Amber_Start_VO","0","","","","","","","","","","",""
"emoji_ash_krampus","","","sc/emoji.sc","emoji_ash_krampus","Knight","KnightKrampus","true","","DEFAULT","COLLECTORS","SPECIAL","Ash_Start_VO","0","","","","","","","","","","",""
"emoji_ash_pinata","","","sc/emoji.sc","emoji_ash_pinata","Knight","KnightPinata","true","","DEFAULT","COLLECTORS","SPECIAL","Ash_Start_VO","0","","","","","","","","","","",""
"emoji_bronson_bear","","","sc/emoji.sc","emoji_bronson_bear","WeaponThrower","WeaponThrowerValentines","true","","DEFAULT","COLLECTORS","SPECIAL","Sam_Start_VO","4","","","","","","","","","","",""
"emoji_bronson_yeti","","","sc/emoji.sc","emoji_bronson_yeti","WeaponThrower","WeaponThrowerYeti","true","","DEFAULT","COLLECTORS","SPECIAL","Sam_Start_VO","4","","","","","","","","","","",""
"emoji_buzz_buzzette","","","sc/emoji.sc","emoji_buzz_buzzette","RopeDude","RopeDudeLollipop","true","","DEFAULT","COLLECTORS","SPECIAL","Buzz_Kill_VO","0","","","","","","","","","","",""
"emoji_darryl_cupcake","","","sc/emoji.sc","emoji_darryl_cupcake","BarrelBot","BarrelBotCupcake","true","","DEFAULT","COLLECTORS","SPECIAL","Darryl_Start_VO","3","","","","","","","","","","",""
"emoji_eve_arcade","","","sc/emoji.sc","emoji_eve_arcade","Flea","FleaBiker","true","","DEFAULT","COLLECTORS","SPECIAL","Flea_Start_VO","0","","","","","","","","","","",""
"emoji_griff_arcade","","","sc/emoji.sc","emoji_griff_arcade","AssaultShotgun","AssaultShotgunArcade","true","","DEFAULT","COLLECTORS","SPECIAL","Griff_Start_VO","0","","","","","","","","","","",""
"emoji_gus_wf","","","sc/emoji.sc","emoji_gus_wf","SoulCollector","SoulCollectorworldfinals","true","","DEFAULT","COLLECTORS","SPECIAL","Gus_Start_VO","0","","","","","","","","","","",""
"emoji_nita_gummy","","","sc/emoji.sc","emoji_nita_gummy","Shaman","ShamanGummybear","true","","DEFAULT","COLLECTORS","SPECIAL","Nita_start","0","","","","","","","","","","",""
"emoji_brawlentines_kiss1","","","sc/emoji.sc","emoji_brawlentines_kiss1","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","BRAWLENTINES","",""
"emoji_brawlentines_kiss2","","","sc/emoji.sc","emoji_brawlentines_kiss2","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","BRAWLENTINES","",""
"emoji_gray","","","sc/emoji.sc","emoji_gray","DoorMan","","","TRUE","DEFAULT","DEFAULT","DEFAULT","","0","","","","","","","","","","",""
"emoji_gray_angry","","","sc/emoji.sc","emoji_gray_angry","DoorMan","","","","ANGRY","COMMON","ANGRY","","2","","","","375","9","","","","","",""
"emoji_gray_happy","","","sc/emoji.sc","emoji_gray_happy","DoorMan","","","","HAPPY","COMMON","HAPPY","","5","","","","375","9","","","","","",""
"emoji_gray_gg","","","sc/emoji.sc","emoji_gray_gg","DoorMan","","","","SPECIAL","RARE","GG","","3","","","","750","19","","","","","",""
"emoji_gray_phew","","","sc/emoji.sc","emoji_gray_phew","DoorMan","","","","SPECIAL","EPIC","PHEW","","4","","","","1500","39","","","","","",""
"emoji_gray_sad","","","sc/emoji.sc","emoji_gray_sad","DoorMan","","","","SAD","COMMON","SAD","","1","","","","375","9","","","","","",""
"emoji_gray_special","","","sc/emoji.sc","emoji_gray_special","DoorMan","","","","SPECIAL","EPIC","SPECIAL","","0","","","","1500","39","","","","","",""
"emoji_gray_thanks","","","sc/emoji.sc","emoji_gray_thanks","DoorMan","","","","SPECIAL","EPIC","THANKS","","5","","","","1500","39","","","","","",""
"emoji_gray_clap","","","sc/emoji.sc","emoji_gray_clap","DoorMan","","","","SPECIAL","RARE","CLAP","Colt_Pin_Clap","0","","","","750","19","","","","","",""
"emoji_amber_delavega","","","sc/emoji.sc","emoji_amber_delavega","FireDude","FireDudeMasked","true","","DEFAULT","COLLECTORS","SPECIAL","Amber_Start_VO","0","","","","","","","","","","",""
"emoji_bea_bug","","","sc/emoji.sc","emoji_bea_bug","BeeSniper","BeeSniperLadyBug","true","","DEFAULT","COLLECTORS","SPECIAL","Bea_Start_VO","3","","","","","","","","","","",""
"emoji_barley_maple","","","sc/emoji.sc","emoji_barley_maple","Barkeep","BarkeepMaple","true","","DEFAULT","COLLECTORS","SPECIAL","Barley_Die","1","","","","","","","","","","",""
"emoji_barley_knight","","","sc/emoji.sc","emoji_barley_knight","Barkeep","BarkeepUnicorn","true","","DEFAULT","COLLECTORS","SPECIAL","Barley_Die","1","","","","","","","","","","",""
"emoji_edgar_quick","","","sc/emoji.sc","emoji_edgar_quick","Enrager","EnragerDuel","true","","DEFAULT","COLLECTORS","SPECIAL","Edgar_Start_VO","4","","","","","","","","","","",""
"emoji_crow_captain","","","sc/emoji.sc","emoji_crow_captain","Crow","CrowSuper","true","","DEFAULT","COLLECTORS","SPECIAL","Crow_Start","0","","","","","","","","","","",""
"emoji_bibi_vigilante","","","sc/emoji.sc","emoji_bibi_vigilante","Baseball","BaseballVigilante","true","","DEFAULT","COLLECTORS","SPECIAL","Bibi_kill_vo","1","","","","","","","","","","",""
"emoji_bibi_zombie","","","sc/emoji.sc","emoji_bibi_zombie","Baseball","BaseballZombibi","true","","DEFAULT","COLLECTORS","SPECIAL","Bibi_kill_vo","1","","","","","","","","","","",""
"emoji_8bit_classic","","","sc/emoji.sc","emoji_8bit_classic","Arcade","ArcadeClassic","true","","DEFAULT","COLLECTORS","SPECIAL","8bit_start_vo","0","","","","","","","","","","",""
"emoji_mandy_lava","","","sc/emoji.sc","emoji_mandy_lava","Beamer","BeamerLavaQueen","true","TRUE","SPECIAL","COLLECTORS","DEFAULT","Mandy_Start_VO","1","","","","","","","","","","",""
"emoji_mandy_lava_angry","","","sc/emoji.sc","emoji_mandy_lava_angry","Beamer","BeamerLavaQueen","","","SPECIAL","COLLECTORS","ANGRY","Mandy_Hurt_VO","4","","Mandy_lava","","","","","","","","",""
"emoji_mandy_lava_happy","","","sc/emoji.sc","emoji_mandy_lava_happy","Beamer","BeamerLavaQueen","","","SPECIAL","COLLECTORS","HAPPY","Mandy_Lead_VO","6","","Mandy_lava","","","","","","","","",""
"emoji_mandy_lava_gg","","","sc/emoji.sc","emoji_mandy_lava_gg","Beamer","BeamerLavaQueen","","","SPECIAL","COLLECTORS","GG","Mandy_Kill_VO","6","","Mandy_lava","","","","","","","","",""
"emoji_mandy_lava_phew","","","sc/emoji.sc","emoji_mandy_lava_phew","Beamer","BeamerLavaQueen","","","SPECIAL","COLLECTORS","PHEW","Mandy_Die_VO","2","","Mandy_lava","","","","","","","","",""
"emoji_mandy_lava_sad","","","sc/emoji.sc","emoji_mandy_lava_sad","Beamer","BeamerLavaQueen","","","SPECIAL","COLLECTORS","SAD","Mandy_Die_VO","1","","Mandy_lava","","","","","","","","",""
"emoji_mandy_lava_special","","","sc/emoji.sc","emoji_mandy_lava_special","Beamer","BeamerLavaQueen","","","SPECIAL","COLLECTORS","SPECIAL","Mandy_Ulti_VO","3","","Mandy_lava","","","","","","","","",""
"emoji_mandy_lava_thanks","","","sc/emoji.sc","emoji_mandy_lava_thanks","Beamer","BeamerLavaQueen","","","SPECIAL","COLLECTORS","THANKS","Mandy_Lead_VO","0","","Mandy_lava","","","","","","","","",""
"emoji_mandy_lava_clap","","","sc/emoji.sc","emoji_mandy_lava_clap","Beamer","BeamerLavaQueen","","","SPECIAL","COLLECTORS","CLAP","Colt_Pin_Clap","0","","Mandy_lava","","","","","","","","",""
"emoji_8bit_facepalm","","","sc/emoji.sc","emoji_8bit_facepalm","Arcade","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_amber_facepalm","","","sc/emoji.sc","emoji_amber_facepalm","FireDude","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_ash_facepalm","","","sc/emoji.sc","emoji_ash_facepalm","Knight","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_barley_facepalm","","","sc/emoji.sc","emoji_barley_facepalm","Barkeep","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_bea_facepalm","","","sc/emoji.sc","emoji_bea_facepalm","BeeSniper","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_belle_facepalm","","","sc/emoji.sc","emoji_belle_facepalm","ElectroSniper","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_bibi_facepalm","","","sc/emoji.sc","emoji_bibi_facepalm","Baseball","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_bo_facepalm","","","sc/emoji.sc","emoji_bo_facepalm","BowDude","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_bonnie_facepalm","","","sc/emoji.sc","emoji_bonnie_facepalm","CannonGirl","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_brock_facepalm","","","sc/emoji.sc","emoji_brock_facepalm","RocketGirl","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_bronson_facepalm","","","sc/emoji.sc","emoji_bronson_facepalm","WeaponThrower","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_bull_facepalm","","","sc/emoji.sc","emoji_bull_facepalm","BullDude","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_buzz_facepalm","","","sc/emoji.sc","emoji_buzz_facepalm","RopeDude","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_byron_facepalm","","","sc/emoji.sc","emoji_byron_facepalm","SnakeOil","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_cameron_facepalm","","","sc/emoji.sc","emoji_cameron_facepalm","ShieldTank","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_carl_facepalm","","","sc/emoji.sc","emoji_carl_facepalm","Whirlwind","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_chester_facepalm","","","sc/emoji.sc","emoji_chester_facepalm","Jester","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_colette_facepalm","","","sc/emoji.sc","emoji_colette_facepalm","Percenter","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_colt_facepalm","","","sc/emoji.sc","emoji_colt_facepalm","Gunslinger","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_crow_facepalm","","","sc/emoji.sc","emoji_crow_facepalm","Crow","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_darryl_facepalm","","","sc/emoji.sc","emoji_darryl_facepalm","BarrelBot","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_dynamike_facepalm","","","sc/emoji.sc","emoji_dynamike_facepalm","TntDude","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_edgar_facepalm","","","sc/emoji.sc","emoji_edgar_facepalm","Enrager","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_emz_facepalm","","","sc/emoji.sc","emoji_emz_facepalm","Mummy","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_eve_facepalm","","","sc/emoji.sc","emoji_eve_facepalm","Flea","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_fang_facepalm","","","sc/emoji.sc","emoji_fang_facepalm","KickerDude","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_frank_facepalm","","","sc/emoji.sc","emoji_frank_facepalm","HammerDude","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_gale_facepalm","","","sc/emoji.sc","emoji_gale_facepalm","Blower","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_gene_facepalm","","","sc/emoji.sc","emoji_gene_facepalm","HookDude","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_gray_facepalm","","","sc/emoji.sc","emoji_gray_facepalm","DoorMan","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_griff_facepalm","","","sc/emoji.sc","emoji_griff_facepalm","AssaultShotgun","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_grom_facepalm","","","sc/emoji.sc","emoji_grom_facepalm","CrossBomber","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_gus_facepalm","","","sc/emoji.sc","emoji_gus_facepalm","SoulCollector","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_jacky_facepalm","","","sc/emoji.sc","emoji_jacky_facepalm","Driller","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_janet_facepalm","","","sc/emoji.sc","emoji_janet_facepalm","JetpackGirl","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_jessie_facepalm","","","sc/emoji.sc","emoji_jessie_facepalm","Mechanic","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_leon_facepalm","","","sc/emoji.sc","emoji_leon_facepalm","Ninja","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_lola_facepalm","","","sc/emoji.sc","emoji_lola_facepalm","Duplicator","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_lou_facepalm","","","sc/emoji.sc","emoji_lou_facepalm","IceDude","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_mandy_facepalm","","","sc/emoji.sc","emoji_mandy_facepalm","Beamer","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_max_facepalm","","","sc/emoji.sc","emoji_max_facepalm","Speedy","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_meg_facepalm","","","sc/emoji.sc","emoji_meg_facepalm","MechaDude","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_mortis_facepalm","","","sc/emoji.sc","emoji_mortis_facepalm","Undertaker","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_mrp_facepalm","","","sc/emoji.sc","emoji_mrp_facepalm","SpawnerDude","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_nani_facepalm","","","sc/emoji.sc","emoji_nani_facepalm","Controller","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_nita_facepalm","","","sc/emoji.sc","emoji_nita_facepalm","Shaman","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_otto_facepalm","","","sc/emoji.sc","emoji_otto_facepalm","Silencer","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_pam_facepalm","","","sc/emoji.sc","emoji_pam_facepalm","MinigunDude","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_penny_facepalm","","","sc/emoji.sc","emoji_penny_facepalm","ArtilleryDude","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_piper_facepalm","","","sc/emoji.sc","emoji_piper_facepalm","Sniper","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_poco_facepalm","","","sc/emoji.sc","emoji_poco_facepalm","DeadMariachi","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_primo_facepalm","","","sc/emoji.sc","emoji_primo_facepalm","Luchador","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_rico_facepalm","","","sc/emoji.sc","emoji_rico_facepalm","TrickshotDude","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_rosa_facepalm","","","sc/emoji.sc","emoji_rosa_facepalm","Rosa","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_ruffs_facepalm","","","sc/emoji.sc","emoji_ruffs_facepalm","Ruffs","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_sandy_facepalm","","","sc/emoji.sc","emoji_sandy_facepalm","Sandstorm","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_shelly_facepalm","","","sc/emoji.sc","emoji_shelly_facepalm","ShotgunGirl","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_spike_facepalm","","","sc/emoji.sc","emoji_spike_facepalm","Cactus","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_sprout_facepalm","","","sc/emoji.sc","emoji_sprout_facepalm","Wally","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_squeak_facepalm","","","sc/emoji.sc","emoji_squeak_facepalm","StickyBomb","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_stu_facepalm","","","sc/emoji.sc","emoji_stu_facepalm","Roller","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_surge_facepalm","","","sc/emoji.sc","emoji_surge_facepalm","PowerLeveler","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_tara_facepalm","","","sc/emoji.sc","emoji_tara_facepalm","BlackHole","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_tick_facepalm","","","sc/emoji.sc","emoji_tick_facepalm","ClusterBombDude","","","","SPECIAL","COLLECTORS","FACEPALM","","0","","","","","","","","","","",""
"emoji_bea_archi_make","","","sc/emoji.sc","emoji_bea_archi_make","BeeSniper","BeeSniperArchvillain","true","","DEFAULT","COLLECTORS","SPECIAL","","0","","","","","","","","","","",""
"emoji_bo_demon_make","","","sc/emoji.sc","emoji_bo_demon_make","BowDude","BowDudeDemonic","true","","DEFAULT","COLLECTORS","SPECIAL","","","","","","","","","","","","",""
"emoji_bo_horus_make","","","sc/emoji.sc","emoji_bo_horus_make","BowDude","BowDudeHorus","true","","DEFAULT","COLLECTORS","SPECIAL","","","","","","","","","","","","",""
"emoji_bull_alleycat","","","sc/emoji.sc","emoji_bull_alleycat","BullDude","BullDudeAlleycat","true","","DEFAULT","COLLECTORS","SPECIAL","Bull_start","2","","","","","","","","","","",""
"emoji_carl_carpet","","","sc/emoji.sc","emoji_carl_carpet","Whirlwind","WhirlwindRamadan","true","","DEFAULT","COLLECTORS","SPECIAL","Carl_start_vo","0","","","","","","","","","","",""
"emoji_colette_gladiator_make","","","sc/emoji.sc","emoji_colette_gladiator_make","Percenter","PercenterGladiator","true","","DEFAULT","COLLECTORS","SPECIAL","","","","","","","","","","","","",""
"emoji_dynamike_mask","","","sc/emoji.sc","emoji_dynamike_mask","TntDude","TntDudeTengu","true","","DEFAULT","COLLECTORS","SPECIAL","Tnt_guy_start_vo","1","","","","","","","","","","",""
"emoji_emz_dj_make","","","sc/emoji.sc","emoji_emz_dj_make","Mummy","MummyDj","true","","DEFAULT","COLLECTORS","SPECIAL","","","","","","","","","","","","",""
"emoji_frank_knight_make","","","sc/emoji.sc","emoji_frank_knight_make","HammerDude","HammerDudeknight","true","","DEFAULT","COLLECTORS","SPECIAL","Frank_Gadget","0","","","","","","","","","","",""
"emoji_gale_nut_make","","","sc/emoji.sc","emoji_gale_nut_make","Blower","BlowerNutcracker","true","","DEFAULT","COLLECTORS","SPECIAL","","","","","","","","","","","","",""
"emoji_gray_detective","","","sc/emoji.sc","emoji_gray_detective","DoorMan","DoorManDetective","true","","DEFAULT","COLLECTORS","SPECIAL","","","","","","","","","","","","",""
"emoji_janet_pop","","","sc/emoji.sc","emoji_janet_pop","JetpackGirl","JetpackGirlPopstar","true","","DEFAULT","COLLECTORS","SPECIAL","Janet_Start_VO","0","","","","","","","","","","",""
"emoji_lola_mask","","","sc/emoji.sc","emoji_lola_mask","Duplicator","DuplicatorKitsune","true","","DEFAULT","COLLECTORS","SPECIAL","Lolla_Start_VO","2","","","","","","","","","","",""
"emoji_nani_easter","","","sc/emoji.sc","emoji_nani_easter","Controller","ControllerEaster","true","","DEFAULT","COLLECTORS","SPECIAL","Nani_Start_VO","0","","","","","","","","","","",""
"emoji_nita_whale_make","","","sc/emoji.sc","emoji_nita_whale_make","Shaman","ShamanSummer","true","","DEFAULT","COLLECTORS","SPECIAL","","","","","","","","","","","","",""
"emoji_otis_mask","","","sc/emoji.sc","emoji_otis_mask","Silencer","SilencerOni","true","","DEFAULT","COLLECTORS","SPECIAL","Otis_Start_VO","0","","","","","","","","","","",""
"emoji_piper_noir","","","sc/emoji.sc","emoji_piper_noir","Sniper","SniperMariposa","true","","DEFAULT","COLLECTORS","SPECIAL","Piper_Start","0","","","","","","","","","","",""
"emoji_primo_waiter","","","sc/emoji.sc","emoji_primo_waiter","Luchador","LuchadorButler","true","","DEFAULT","COLLECTORS","SPECIAL","El_primo_start","1","","","","","","","","","","",""
"emoji_ramadan_angry","","","sc/emoji.sc","emoji_ramadan_angry","","","","","ANGRY","COLLECTORS","SPECIAL","","","","","","1500","39","","","","LANTERN","",""
"emoji_ramadan_thanks","","","sc/emoji.sc","emoji_ramadan_thanks","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","LANTERN","",""
"emoji_clover_special","","","sc/emoji.sc","emoji_clover_special","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","MISC","",""
"emoji_popstar","","","sc/emoji.sc","emoji_popstar","","","","","HAPPY","COLLECTORS","SPECIAL","","","","","","1500","39","","","","MUSIC","",""
"emoji_easter2023","","","sc/emoji.sc","emoji_easter2023","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","BUNNY_BRIGADE","",""
"emoji_rt","","","sc/emoji.sc","emoji_rt","Splitter","","","TRUE","DEFAULT","DEFAULT","DEFAULT","RT_Lead_VO","7","","","","","","","","","","",""
"emoji_rt_angry","","","sc/emoji.sc","emoji_rt_angry","Splitter","","","","ANGRY","COMMON","ANGRY","RT_Hurt_VO","1","","","","375","9","","","","","",""
"emoji_rt_happy","","","sc/emoji.sc","emoji_rt_happy","Splitter","","","","HAPPY","COMMON","HAPPY","RT_Lead_VO","6","","","","375","9","","","","","",""
"emoji_rt_gg","","","sc/emoji.sc","emoji_rt_gg","Splitter","","","","SPECIAL","RARE","GG","RT_Kill_VO","6","","","","750","19","","","","","",""
"emoji_rt_phew","","","sc/emoji.sc","emoji_rt_phew","Splitter","","","","SPECIAL","EPIC","PHEW","RT_Die_VO","3","","","","1500","39","","","","","",""
"emoji_rt_sad","","","sc/emoji.sc","emoji_rt_sad","Splitter","","","","SAD","COMMON","SAD","RT_Hurt_VO","3","","","","375","9","","","","","",""
"emoji_rt_special","","","sc/emoji.sc","emoji_rt_special","Splitter","","","","SPECIAL","EPIC","SPECIAL","RT_Start_VO","4","","","","1500","39","","","","","",""
"emoji_rt_thanks","","","sc/emoji.sc","emoji_rt_thanks","Splitter","","","","SPECIAL","EPIC","THANKS","RT_Kill_VO","1","","","","1500","39","","","","","",""
"emoji_rt_clap","","","sc/emoji.sc","emoji_rt_clap","Splitter","","","","SPECIAL","RARE","CLAP","Colt_Pin_Clap","0","","","","750","19","","","","","",""
"emoji_rt_facepalm","","","sc/emoji.sc","emoji_rt_facepalm","Splitter","","","","SPECIAL","COLLECTORS","FACEPALM","","","","","","","","","","","","",""
"emoji_willow","","","sc/emoji.sc","emoji_willow","Puppeteer","","","TRUE","DEFAULT","DEFAULT","DEFAULT","Willow_Start_VO","0","","","","","","","","","","",""
"emoji_willow_angry","","","sc/emoji.sc","emoji_willow_angry","Puppeteer","","","","ANGRY","COMMON","ANGRY","Willow_Hurt_VO","0","","","","375","9","","","","","",""
"emoji_willow_happy","","","sc/emoji.sc","emoji_willow_happy","Puppeteer","","","","HAPPY","COMMON","HAPPY","Willow_Kill_VO","1","","","","375","9","","","","","",""
"emoji_willow_gg","","","sc/emoji.sc","emoji_willow_gg","Puppeteer","","","","SPECIAL","RARE","GG","Willow_Lead_VO","1","","","","750","19","","","","","",""
"emoji_willow_phew","","","sc/emoji.sc","emoji_willow_phew","Puppeteer","","","","SPECIAL","EPIC","PHEW","Willow_Hurt_VO","4","","","","1500","39","","","","","",""
"emoji_willow_sad","","","sc/emoji.sc","emoji_willow_sad","Puppeteer","","","","SAD","COMMON","SAD","Willow_Die_VO","1","","","","375","9","","","","","",""
"emoji_willow_special","","","sc/emoji.sc","emoji_willow_special","Puppeteer","","","","SPECIAL","EPIC","SPECIAL","Willow_Ulti_VO","2","","","","1500","39","","","","","",""
