"Name","Conf","Disabled","Campaigns","IconOverrideSWF","IconOverrideExportName","SkinGroupId","ObtainType","ObtainTypeCN","LastChance","MasterSkin","PetSkin","PetSkin2","PriceClubCoins","PriceStarPoints","PriceBling","CanDropWithoutBlingPrice","PriceGems","DiscountPriceGems","PriceCoins","Rarity","TID","ShopTID","Features","CommunityCredit","MaterialsFile","DiffuseTexture","SpecularTexture","OutlineShader","PackOfferAnimOverride","BattleIntroXOffset","BattleIntroZOffset","BattleIntroVFX","DisableCatalogRelease","CatalogPreRequirementSkin","CatalogNewDaysAdjustment","NotInCatalogTID"
"CannonGirlSmallGold","CannonGirlSmallGold","","GOLD","","","","","","","","","","","","","","","","","","","","","","gold_materials.scw","bonnie_gold_tex.sctx","bonnie_gold_tex.sctx","","","","","","","","",""
"CannonGirlSmallSilver","CannonGirlSmallSilver","","SILVER","","","","","","","","","","","","","","","","","","","","","","silver_materials.scw","bonnie_silver_tex.sctx","bonnie_silver_tex.sctx","","","","","","","","",""
"MinigunDudeBroker","MinigunDudeBroker","","CITY","","","","","","","","HealingStationBroker","","","","2750","","79","69","","SUPER_RARE","TID_BROKER_PAM_SKIN","TID_BROKER_PAM_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","NinjaGhost","","","","","","",""
"NinjaGhost","NinjaGhost","","BRAWLOWEEN","sc/emoji.sc","emoji_leon_ghost","","3","3","","","","","","","2750","","79","","","SUPER_RARE","TID_BRAWLOWEEN_LEON_SKIN","TID_BRAWLOWEEN_LEON_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","leon_ghost_tex.sctx","leon_ghost_tex.sctx","","","","","","","","",""
"UndertakerMecha","UndertakerMecha","","MECHA","","","","","","","","","","","","","true","299","","","LEGENDARY","TID_MECHA_MORIS_SKIN","TID_MECHA_MORTIS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE","","","","","","","500","","","","","",""
"WeaponThrowerDefault","WeaponThrowerDefault","","","","","","","","","","","","","","","","","","","","","","","","","bronson_tex.sctx","bronson_tex.sctx","","","","","","","","",""
"SoulCollectorDefault","SoulCollectorDefault","","","","","","","","","","","","","","","","","","","","","","","","","gus_tex.sctx","gus_tex.sctx","","","","","","","","",""
"CrowVulture","CrowVulture","","CALAMITY","sc/emoji.sc","emoji_crow_gang","","","","","","","","","","5000","","149","129","","EPIC","TID_OUTLAW_CROW","TID_OUTLAW_CROW_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","crow_outlaw_tex.sctx","crow_outlaw_tex.sctx","","","","","","","","",""
"DeadMariachiOutlaw","DeadMariachiOutlaw","","BRAWLPASS","sc/emoji.sc","emoji_poco_gang","","","","","","","","","","5000","","149","","","EPIC","TID_OUTLAW_POCO_SKIN","TID_OUTLAW_POCO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","poco_dark_horse_tex.sctx","poco_dark_horse_tex.sctx","","","-300","","","","","",""
"","","","CALAMITY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WeaponThrowerEmperor","WeaponThrowerEmperor","","BRAWLPASS","","","","","","","","","","","","5000","","149","","","EPIC","TID_CAESAR_BRONSON_SKIN","TID_CAESAR_BRONSON_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bronson_emperor_tex.sctx","bronson_emperor_tex.sctx","","","","","","","","",""
"","","","OLYMPUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BossBotOld","BossBotOld","","","","","","","","","","","","","","","","","","","","","","","","","bossbot_tex.sctx","bossbot_tex.sctx","","","","","","","","",""
"MeleeBotOld","MeleeBotOld","","","","","","","","","","","","","","","","","","","","","","","","","meleebot_tex.sctx","meleebot_tex.sctx","","","","","","","","",""
"RangedBotOld","RangedBotOld","","","","","","","","","","","","","","","","","","","","","","","","","rangedbot_tex.sctx","rangedbot_tex.sctx","","","","","","","","",""
"MeleeFastBotOld","MeleeFastBotOld","","","","","","","","","","","","","","","","","","","","","","","","","fastmeleebot_tex.sctx","fastmeleebot_tex.sctx","","","","","","","","",""
"DuplicatorOutlaw","DuplicatorOutlaw","","RANKED_OLD","sc/emoji.sc","emoji_lolla_gang","","","","","","DuplicatorOutlaw","","","","5000","","149","","","EPIC","TID_OUTLAW_LOLA_SKIN","TID_OUTLAW_LOLA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","lolla_outlow_tex.sctx","lolla_outlow_tex.sctx","","","","","","","","",""
"","","","CALAMITY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StickyBombRabbit","StickyBombRabbit","","LUNAREVENT","","","","","","","","","","","","2750","","79","69","","SUPER_RARE","TID_MOON_FESTIVAL_SQUEAK_SKIN","TID_MOON_FESTIVAL_SQUEAK_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","squeak_rabbit_tex.sctx","squeak_rabbit_tex.sctx","","","","","","","","",""
"AssaultShotgunGold","AssaultShotgunGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_GRIFF_SKIN","TID_TRUE_GOLD_GRIFF_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","griff_gold_tex.sctx","griff_gold_tex.sctx","","","","","","","","",""
"AssaultShotgunSilver","AssaultShotgunSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_GRIFF_SKIN","TID_TRUE_SILVER_GRIFF_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","griff_silver_tex.sctx","griff_silver_tex.sctx","","","","","","","","",""
"EnragerGold","EnragerGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_EDGAR_SKIN","TID_TRUE_GOLD_EDGAR_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","edgar_gold_tex.sctx","edgar_gold_tex.sctx","","","","","","","","",""
"EnragerSilver","EnragerSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_EDGAR_SKIN","TID_TRUE_SILVER_EDGAR_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","edgar_silver_tex.sctx","edgar_silver_tex.sctx","","","","","","","","",""
"SilencerGold","SilencerGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_OTIS_SKIN","TID_TRUE_GOLD_OTIS_SKIN_SHOP","MODEL,TEXTURE","","gold_materials_clip.scw","otis_gold_tex.sctx","otis_gold_tex.sctx","","","","","","","","",""
"SilencerSilver","SilencerSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_OTIS_SKIN","TID_TRUE_SILVER_OTIS_SKIN_SHOP","MODEL,TEXTURE","","silver_materials_clip.scw","otis_silver_tex.sctx","otis_silver_tex.sctx","","","","","","","","",""
"SnakeOilGold","SnakeOilGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_BYRON_SKIN","TID_TRUE_GOLD_BYRON_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","byron_gold_tex.sctx","byron_gold_tex.sctx","","","","","","","","",""
"SnakeOilSilver","SnakeOilSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_BRYON_SKIN","TID_TRUE_SILVER_BYRON_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","byron_silver_tex.sctx","byron_silver_tex.sctx","","","","","","","","",""
"StickyBombGold","StickyBombGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_SQUEAK_SKIN","TID_TRUE_GOLD_SQUEAK_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","squeak_gold_tex.sctx","squeak_gold_tex.sctx","","","","","","","","",""
"StickyBombSilver","StickyBombSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_SQUEAK_SKIN","TID_TRUE_SILVER_SQUEAK_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","squeak_silver_tex.sctx","squeak_silver_tex.sctx","","","","","","","","",""
"HealingStationBroker","HealingStationBroker","","","","","","","","","","","","","","","","","","","","","","","","","pam_broker_turret_tex.sctx","pam_broker_turret_tex.sctx","","","","","","","","",""
"UndertakerChromaLight","UndertakerChromaLight","","MECHA","","","","","","","","","","","","","","49","","","LEGENDARY","TID_LIGHT_MECHA_MORTIS_SKIN","TID_LIGHT_MECHA_MORTIS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE","","","","","","","","","","","UndertakerMecha","",""
"UndertakerChromaDark","UndertakerChromaDark","","MECHA","","","","","","","","","","","","","","49","","","LEGENDARY","TID_DARK_MECHA_MORTIS_SKIN","TID_DARK_MECHA_MORTIS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE","","","","","","","","","","","UndertakerMecha","",""
"KnightPizza","KnightPizza","","MEAL","","","","","","","","KnightPetPizza","","","","5000","","149","","","EPIC","TID_BRICK_OVEN_ASH_SKIN","TID_BRICK_OVEN_ASH_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","ash_pizza_tex.sctx","ash_pizza_tex.sctx","","","","","","","","",""
"KnightPetPizza","KnightPetPizza","","","","","","","","","","","","","","","","","","","","","","","","","ash_pizza_tex.sctx","ash_pizza_tex.sctx","","","","","","","","",""
"BarrelBotOmegabox","BarrelBotOmegabox","","LASTBOX","","","","4","4","true","","","","","","5000","","149","","","EPIC","TID_MEGA_MEGABOX_DARRYL_SKIN","TID_MEGA_MEGABOX_DARRYL_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","darryl_omegabox_tex.sctx","darryl_omegabox_tex.sctx","","","","","","","","",""
"ShieldTankDefault","ShieldTankDefault","","","","","","","","","","","","","","","","","","","","","","","","","buster_tex.sctx","buster_tex.sctx","","","","","","","","",""
"CrossBomberFranken","CrossBomberFranken","","BRAWLOWEEN","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_GHOST_TRAIN_GROM_SKIN","TID_GHOST_TRAIN_GROM_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","grom_franken_tex.sctx","grom_franken_tex.sctx","","","","","","","","",""
"PercenterInspector","PercenterInspector","","RANKED_OLD","","","","","","","","MechanicTurretTanuki","","","","5000","","149","","","EPIC","TID_GHOST_TRAIN_COLETTE_SKIN","TID_GHOST_TRAIN_COLETTE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","colette_ghost_tex.sctx","colette_ghost_tex.sctx","","","100","-700","","","","",""
"","","","BRAWLOWEEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArtilleryDudeZombie","ArtilleryDudeZombie","","BRAWLPASS","","","","","","","","ArtilleryDudeTurretZombie","ArtilleryDudeCoverDefault","","","5000","","149","","","EPIC","TID_GHOST_METRO_PENNY_SKIN","TID_GHOST_METRO_PENNY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","penny_ghost_tex.sctx","penny_ghost_tex.sctx","","","","","","","","",""
"","","","BRAWLOWEEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArtilleryDudeTurretZombie","ArtilleryDudeTurretZombie","","","","","","","","","","","","","","","","","","","","","","","","","penny_ghost_tex.sctx","penny_ghost_tex.sctx","","","","","","","","",""
"RocketGirlGhost","RocketGirlGhost","","BRAWLOWEEN","","","","3","3","","","","","","","1000","","29","","","RARE","TID_ZOMBIE_BROCK_SKIN","TID_ZOMBIE_BROCK_SKIN_SHOP","MODEL,TEXTURE","","","brock_ghost_tex.sctx","brock_ghost_tex.sctx","","","","","","","","",""
"BlackHoleWorldfinal","BlackHoleWorldfinal","","WF_2022","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_BSWF22_TARA_SKIN","TID_BSWF22_TARA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","tara_world_finals_tex.sctx","tara_world_finals_tex.sctx","","","","","","","","",""
"JetpackGirlTopgun","JetpackGirlTopgun","","MAXFORCE","","","","","","","","","","","","1000","","29","","","RARE","TID_TOPGUN_JANET_SKIN","TID_TOPGUN_JANET_SKIN_SHOP","MODEL,TEXTURE","","","janet_topgunny_tex.sctx","janet_topgunny_tex.sctx","","","","","","","","",""
"ShieldTankChainsaw","ShieldTankChainsaw","","BRAWLPASS","","","","","","","","","","","","5000","","149","","","EPIC","TID_CHAINSAW_BUSTER_SKIN","TID_CHAINSAW_BUSTER_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","buster_ash_tex.sctx","buster_ash_tex.sctx","","","","","","","","",""
"","","","BRAWLOWEEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JesterDefault","JesterDefault","","","","","","","","","","","","","","","","","","","","","","","","","chester_tex.sctx","chester_tex.sctx","","","","","","","","",""
"BarrelBotCupcake","BarrelBotCupcake","","CANDYLAND","sc/emoji.sc","emoji_darryl_cupcake","","","","","","","","","","5000","","149","129","","EPIC","TID_CUPCAKE_DARRYL_SKIN","TID_CUPCAKE_DARRYL_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","darryl_cupcake_tex.sctx","darryl_cupcake_tex.sctx","","","","","","","","",""
"FireDudeFrost","FireDudeFrost","","DARKMAS","sc/emoji.sc","emoji_amber_ice","","","","","","","","","","","true","299","","","LEGENDARY","TID_FROST_QUEEN_AMBER_SKIN","TID_FROST_QUEEN_AMBER_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","amber_frost_tex.sctx","amber_frost_tex.sctx","","","","","","","","",""
"DoorManDefault","DoorManDefault","","","","","","","","","","","","","","","","","","","","","","","","","gray_tex.sctx","gray_tex.sctx","","","","","","","","",""
"KnightPinata","KnightPinata","","RANKED_OLD","","","","","","","","KnightPetPinata","","","","5000","","149","","","EPIC","TID_PINATA_ASH_SKIN","TID_PINATA_ASH_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","ash_pinata_tex.sctx","ash_pinata_tex.sctx","","","","","","","","",""
"","","","CANDYLAND","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KnightPetPinata","KnightPetPinata","","","","","","","","","","","","","","","","","","","","","","","","","ash_pinata_tex.sctx","ash_pinata_tex.sctx","","","","","","","","",""
"BeamerDefault","BeamerDefault","","","","","","","","","","","","","","","","","","","","","","","","","mandy_tex.sctx","mandy_tex.sctx","","","","","","","","",""
"RopeDudeLollipop","RopeDudeLollipop","","CANDYLAND","sc/emoji.sc","emoji_buzz_buzzette","","","","","","","","","","5000","","149","129","","EPIC","TID_BUZZETTE_SKIN","TID_BUZZETTE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","-150","100","","","","",""
"KnightKrampus","KnightKrampus","","DARKMAS","sc/emoji.sc","emoji_ash_krampus","","","","","","KnightPetKrampus","","","","2750","","79","","","SUPER_RARE","TID_KRAMPUS_ASH_SKIN","TID_KRAMPUS_ASH_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","ash_krampus_tex.sctx","ash_krampus_tex.sctx","","","","","","","","",""
"KnightPetKrampus","KnightPetKrampus","","","","","","","","","","","","","","","","","","","","","","","","","ash_krampus_tex.sctx","ash_krampus_tex.sctx","","","","","","","","",""
"WeaponThrowerYeti","WeaponThrowerYeti","","DARKMAS","sc/emoji.sc","emoji_bronson_yeti","","","","","","","","","","5000","","149","","","EPIC","TID_YETI_SAM_SKIN","TID_YETI_SAM_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bronson_yeti_tex.sctx","bronson_yeti_tex.sctx","","","200","","","","","",""
"ShamanGummybear","ShamanGummybear","","BRAWLPASS","sc/emoji.sc","emoji_nita_gummy","","","","","","ShamanPetGummybear","","","","2750","","79","","","SUPER_RARE","TID_GUMMYBEAR_NITA_SKIN","TID_GUMMYBEAR_NITA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","nita_gummybear_tex.sctx","nita_gummybear_tex.sctx","","","","","","","","",""
"","","","CANDYLAND","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShamanPetGummybear","ShamanPetGummybear","","","","","","","","","","","","","","","","","","","","","","","","","nita_gummybear_bear_tex.sctx","nita_gummybear_bear_tex.sctx","","","","","","","","",""
"BeamerLavaQueen","BeamerLavaQueen","","BRAWLPASS","","","","","","","","","","","","5000","","149","","","EPIC","TID_MAGMA_MANDY_SKIN","TID_MAGMA_MANDY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","mandy_lava_tex.sctx","mandy_lava_tex.sctx","","","","","","","","",""
"","","","PHOENIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JesterGhost","JesterGhost","","BRAWLOWEEN","","","","","","","","","","","","1000","","29","","","RARE","TID_DARK_CHESTER_SKIN","TID_DARK_CHESTER_SKIN_SHOP","MODEL,TEXTURE","","","chester_ghostly_tex.sctx","chester_ghostly_tex.sctx","","","","","","","","",""
"AssaultShotgunArcade","AssaultShotgunArcade","","GAMING","","","","3","3","","","","","","","2750","","79","","","SUPER_RARE","TID_ARCADE_GRIFF_SKIN","TID_ARCADE_GRIFF_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","griff_arcade_tex.sctx","griff_arcade_tex.sctx","","","","","","","","",""
"FleaBiker","FleaBiker","","LNY","","","","3","3","","","FleaBigEggBiker","FleaPetBiker","","","5000","","149","","","EPIC","TID_RIDER_EVE_SKIN","TID_RIDER_EVE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","eve_biker_tex.sctx","eve_biker_tex.sctx","","","","","","","","",""
"ShotgunGirloldschool","ShotgunGirloldschool","","ANNIVERSARY2022","","","","4","4","","","","","","","1000","","29","","","RARE","TID_CLASSIC_SHELLY_SKIN","TID_CLASSIC_SHELLY_SKIN_SHOP","MODEL,TEXTURE","","","shelly_xmas_tex.sctx","shelly_xmas_tex.sctx","","","","","","","","",""
"BeamerMC","BeamerMC","","MUSIC","","","","","","","","","","","","1000","","29","","","RARE","TID_MC_MANDY_SKIN","TID_MC_MANDY_SKIN_SHOP","MODEL,TEXTURE","","","mandy_mc_tex.sctx","mandy_mc_tex.sctx","","","","","","","","",""
"DoorManRunaway","DoorManRunaway","","OUTLAWS","","","","","","","","","","","","1000","","29","","","RARE","TID_RUNAWAY_GRAY_SKIN","TID_RUNAWAY_GRAY_SKIN_SHOP","MODEL,TEXTURE","","","gray_runaway_tex.sctx","gray_runaway_tex.sctx","","","","","","","","",""
"SoulCollectorworldfinals","SoulCollectorworldfinals","","WC_2022","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_WF_GUS_SKIN","TID_WF_GUS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","gus_worldfinals_tex.sctx","gus_worldfinals_tex.sctx","","","","","","","","",""
"FleaPetBiker","FleaPetBiker","","","","","","","","","","","","","","","","","","","","","","","","","eve_biker_tex.sctx","eve_biker_tex.sctx","","","","","","","","",""
"FleaBigEggBiker","FleaBigEggBiker","","","","","","","","","","","","","","","","","","","","","","","","","eve_biker_tex.sctx","eve_biker_tex.sctx","","","","","","","","",""
"WeaponThrowerValentines","WeaponThrowerValentines","","BRAWLENTINES","","","","","","","","","","","","1000","","29","","","RARE","TID_TEDDY_SAM_SKIN","TID_TEDDY_SAM_SKIN_SHOP","MODEL,TEXTURE","","","bronson_valentines_tex.sctx","bronson_valentines_tex.sctx","","","","","","","","",""
"HammerDudeknight","HammerDudeknight","","SC_MAKE","","","","","","","","","","","","5000","","149","","","EPIC","TID_SPIRIT_KNIGHT_FRANK_SKIN","TID_SPIRIT_KNIGHT_FRANK_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","Winkyxsq","","frank_make_tex.sctx","frank_make_tex.sctx","","","","","","","","",""
"","","","ONCEUPON","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DuplicatorKitsune","DuplicatorKitsune","","MASKS","sc/emoji.sc","emoji_lola_mask","","","","","","DuplicatorKitsune","","","","5000","","149","","","EPIC","TID_KITSUNE_LOLA_SKIN","TID_KITSUNE_LOLA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","lolla_kitsune_tex.sctx","lolla_kitsune_tex.sctx","","","","","","","","",""
"SilencerOni","SilencerOni","","MASKS","sc/emoji.sc","emoji_otis_mask","","","","","","","","","","5000","","149","","","EPIC","TID_ONI_OTIS_SKIN","TID_ONI_OTIS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","otis_oni_tex.sctx","otis_oni_tex.sctx","","","","","","","","",""
"TntDudeTengu","TntDudeTengu","","MASKS","sc/emoji.sc","emoji_dynamike_mask","","","","","","","","","","5000","","149","","","EPIC","TID_TENGU_MIKE_SKIN","TID_TENGU_MIKE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","dynamike_tengu_tex.sctx","dynamike_tengu_tex.sctx","","","","","","","","",""
"SilencerOniAddonStarfish","SilencerOniAddonStarfish","","","","","","","","","","","","","","","","","","","","","","","","","otis_oni_tex.sctx","otis_oni_tex.sctx","","","","","","","","",""
"DoorManDetective","DoorManDetective","","HUB","sc/emoji.sc","emoji_gray_detective","","","","","","","","","","2750","","79","","","SUPER_RARE","TID_DETECTIVE_GRAY_SKIN","TID_DETECTIVE_GRAY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","gray_investigator_tex.sctx","gray_investigator_tex.sctx","","","-200","","","","","",""
"BullDudeAlleycat","BullDudeAlleycat","","HUB","sc/emoji.sc","emoji_bull_alleycat","","","","","","","","","","5000","","149","","","EPIC","TID_ALLEYCAT_BULL_SKIN","TID_ALLEYCAT_BULL_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bull_alleycat_redux_tex.sctx","bull_alleycat_redux_tex.sctx","","","","","","","","",""
"SniperMariposa","SniperMariposa","","RANKED_OLD","","","","","","","","","","","","5000","","149","","","EPIC","TID_MARIPOSA_PIPER_SKIN","TID_MARIPOSA_PIPER_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","piper_noir_tex.sctx","piper_noir_tex.sctx","","","-200","-100","","","","",""
"","","","HUB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SplitterDefault","SplitterDefault","","","","","","","","","","SplitterLegsDefault","","","","","","","","","","","","","","","rt_tex.sctx","rt_tex.sctx","","","","","","","","",""
"SplitterLegsDefault","SplitterLegsDefault","","","","","","","","","","","","","","","","","","","","","","","","","rt_tex.sctx","rt_tex.sctx","","","","","","","","",""
"PuppeteerDefault","PuppeteerDefault","","","","","","","","","","","","","","","","","","","","","","","","","willow_tex.sctx","willow_tex.sctx","","","","","","","","",""
"LuchadorButler","LuchadorButler","","BRAWLPASS","sc/emoji.sc","emoji_primo_waiter","","","","","","","","","","2750","","79","","","SUPER_RARE","TID_EL_MAYORDOMO_SKIN","TID_EL_MAYORDOMO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","primo_el_butler_tex.sctx","primo_el_butler_tex.sctx","","","200","200","","","","",""
"","","","HUB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JetpackGirlPopstar","JetpackGirlPopstar","","MUSIC","","","","","","","","","","","","2750","","79","","","SUPER_RARE","TID_POPSTAR_JANET_SKIN","TID_POPSTAR_JANET_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","janet_popstar_tex.sctx","janet_popstar_tex.sctx","","","","","","","","",""
"ControllerEaster","ControllerEaster","","BUNNY_BRIGADE","","","","","","","","","","","","2750","","79","","","SUPER_RARE","TID_BELL_NANI_SKIN","TID_BELL_NANI_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","nani_easter_tex.sctx","nani_easter_tex.sctx","","","","","","","","",""
"ControllerEasterAddon","ControllerEasterAddon","","","","","","","","","","ControllerEaster","","","","","","","","","","","","","","","nani_easter_tex.sctx","nani_easter_tex.sctx","","","","","","","","",""
"WhirlwindRamadan","WhirlwindRamadan","","LANTERN","","","","","","","","","","","","5000","","149","","","EPIC","TID_MAGIC_CARPET_CARL_SKIN","TID_MAGIC_CARPET_CARL_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","carl_ramandan_tex.sctx","carl_ramandan_tex.sctx","","","","","","","","",""
"DoorManDoorManDetectiveChroma","DoorManDoorManDetectiveChroma","","HUB","","","","","","","","","","","","1000","","29","","","RARE","TID_DETECTIVE_GRAY_NOIR_SKIN","TID_DETECTIVE_GRAY_NOIR_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","gray_investigator_chroma_tex.sctx","gray_investigator_chroma_tex.sctx","","","-200","","","","DoorManDetective","",""
"SplitterCultist","SplitterCultist","","BRAWLPASS","","","","","","","","SplitterLegsCultist","","","","5000","","149","","","EPIC","TID_CRIMSON_RT_SKIN","TID_CRIMSON_RT_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","rt_cultist_tex.sctx","rt_cultist_tex.sctx","","","","","","","","",""
"","","","ONCEUPON","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SplitterPolice","SplitterPolice","","MAXFORCE","","","","","","","","SplitterLegsPolice","","","","1000","","29","","","RARE","TID_ROTOCOP_SKIN","TID_ROTOCOP_SKIN_SHOP","MODEL,TEXTURE","","","rt_police_tex.sctx","rt_police_tex.sctx","","","","","","","","",""
"PuppeteerAxl","PuppeteerAxl","","MISC","","","","","","","","","","","","1000","","29","","","RARE","TID_AXL_WILLOW_SKIN","TID_AXL_WILLOW_SHOP","MODEL,TEXTURE","","","willow_axl_tex.sctx","willow_axl_tex.sctx","","","","","","","","",""
"BeamerGold","BeamerGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_MANDY_SKIN","TID_TRUE_GOLD_MANDY_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","mandy_gold_tex.sctx","mandy_gold_tex.sctx","","","","","","","","",""
"SplitterLegsCultist","SplitterLegsCultist","","","","","","","","","","","","","","","","","","","","","","","","","rt_cultist_tex.sctx","rt_cultist_tex.sctx","","","","","","","","",""
"SplitterLegsPolice","SplitterLegsPolice","","","","","","","","","","","","","","","","","","","","","","","","","rt_police_tex.sctx","rt_police_tex.sctx","","","","","","","","",""
"BeamerSilver","BeamerSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_MANDY_SKIN","TID_TRUE_SILVER_MANDY_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","mandy_silver_tex.sctx","mandy_silver_tex.sctx","","","","","","","","",""
"ShieldTankGold","ShieldTankGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_BUSTER_SKIN","TID_TRUE_GOLD_BUSTER_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","buster_gold_tex.sctx","buster_gold_tex.sctx","","","","","","","","",""
"ShieldTankSilver","ShieldTankSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_BUSTER_SKIN","TID_TRUE_SILVER_BUSTER_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","buster_silver_tex.sctx","buster_silver_tex.sctx","","","","","","","","",""
"SoulCollectorGold","SoulCollectorGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_GUS_SKIN","TID_TRUE_GOLD_GUS_SKIN_SHOP","MODEL,TEXTURE","","gold_materials_clip.scw","gus_gold_tex.sctx","gus_gold_tex.sctx","","","","","","","","",""
