"Name","Disabled","TileSetPrefix","BannerSWF","BannerExportName","Island","Music","GroundModel","EnvironmentModel","MaskedEnvironmentModel","CampaignGroundModel","Wall1Model","Wall1Submesh","Wall1AngleStep","Wall2Model","Wall2Submesh","Wall2AngleStep","CrateModel","CrateSubmesh","CrateAngleStep","BarrelModel","BarrelSubmesh","BarrelAngleStep","ThemedModel","ThemedSubmesh","ThemedAngleStep","Grass","ClutterModel","ClutterSubmesh","ClutterAngleStep","ClutterModel_CN","ClutterSubmesh_CN","ClutterAngleStep_CN","FragileModel","FragileSubmesh","FragileAngleStep","FragileModel_CN","FragileSubmesh_CN","FragileAngleStep_CN","WaterTileModel","FenceModel","RopeFenceModel","PayloadTrackModel","IndestructibleFenceModel","IndestructibleModel","IndestructibleSubmesh","Damageable1Model","Damageable1Submesh","Damageable1AngleStep","Damageable2Model","Damageable2Submesh","Damageable2AngleStep","Damageable3Model","Damageable3Submesh","Damageable3AngleStep","Damageable4Model","Damageable4Submesh","Damageable4AngleStep","IndestructibleDeco1Model","IndestructibleDeco1Submesh","IndestructibleDeco1AngleStep","IndestructibleDeco2Model","IndestructibleDeco2Submesh","IndestructibleDeco2AngleStep","IndestructibleDeco3Model","IndestructibleDeco3Submesh","IndestructibleDeco3AngleStep","IndestructibleDeco4Model","IndestructibleDeco4Submesh","IndestructibleDeco4AngleStep","GroundFillerModel","LaserBallSkinOverride","MineGemSpawnModelOverride","LootBoxSkinOverride","SafeSkinOverride","SafeCharacterOverride","ShowdownBoostModelOverride","MapPreviewBGColorRed","MapPreviewBGColorGreen","MapPreviewBGColorBlue","MapPreviewSkyColorRed","MapPreviewSkyColorGreen","MapPreviewSkyColorBlue","MapPreviewGemGrabSpawnHoleExportName","MapPreviewBallExportName","MapPreviewGoal1ExportName","MapPreviewGoal2ExportName","MapPreviewSafeExportName","MapPreviewCNOverrides","MapWidth","MapHeight"
"SnowtelXmas","true","snowtel_","sc/events.sc","event_snowtel_banner",,"Snowtel_Ingame","sc3d/bgr_snowtel_ground_geo.glb","sc3d/bgr_snowtel_geo.glb",,,"sc3d/snowtel_wall1_geo.glb","rock_snowtel",90,"sc3d/snowtel_wall2_geo.glb","rock_snowtel_2",90,"sc3d/snowtel_crate_xmas_geo.glb","crate_xmas",,"sc3d/snowtel_barrel_xmas_geo.glb","barrel_xmas",1,"sc3d/snowtel_themed_geo.glb","tree_fir_small",1,"sc3d/snowtel_grass_geo.glb","sc3d/snowtel_clutter_geo.glb",,1,,,,"sc3d/snowtel_fragile_geo.glb","snow_lantern",,,,,"sc3d/snowtel_water_geo.glb","sc3d/snowtel_fence_geo.glb","sc3d/snowtel_rope_geo.glb",,"sc3d/snowtel_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/snowtel_gem_spawn_geo.glb",,,,,50,70,115,69,136,255,"retropolis_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,"sc3d/bgr_siege_3v3_ground_lines_geo.glb","sc3d/bgr_snowtel_decos_xmas_geo.glb",,,"sc3d/snowtel_wall1_geo.glb","rock_snowtel_b",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snowtel","true","snowtel_","sc/events.sc","event_snowtel_banner",,"Snowtel_Ingame","sc3d/bgr_snowtel_ground.glb","sc3d/bgr_snowtel.glb",,,"sc3d/snowtel_rock.glb","rock_snowtel",90,"sc3d/snowtel_blocking2.glb","rock_snowtel_2",90,"sc3d/snowtel_crate.glb","crate_1",,"sc3d/snowtel_barrel.glb","barrel_1",1,"sc3d/snowtel_green.glb","tree_fir_small",1,"sc3d/snowtel_grass.glb","sc3d/snowtel_deco.glb",,1,,,,"sc3d/snowtel_fragile.glb","snow_lantern",,,,,"sc3d/snowtel_water_tile.glb","sc3d/snowtel_fence.glb","sc3d/snowtel_rope_fence.glb",,"sc3d/snowtel_fence.glb","sc3d/indestructible_metal_1.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/snowtel_mine_gem_spawn.glb",,,,,50,70,115,69,136,255,"retropolis_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/snowtel_rock.glb","rock_snowtel_b",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scrapyard","true","scrapyard_","sc/events.sc","event_robowars_banner",,"Scrapyard_ingame_music","sc3d/bgr_scrapyard_ground_geo.glb","sc3d/bgr_scrapyard_geo.glb",,,"sc3d/scrapyard_wall1_geo.glb","scrap_pile",90,"sc3d/scrapyard_wall2_geo.glb","concrete_block",90,"sc3d/scrapyard_crate_geo.glb","crate_1",,"sc3d/scrapyard_barrel_geo.glb","barrel_2",1,"sc3d/scrapyard_themed_geo.glb",,90,"sc3d/scrapyard_grass_geo.glb","sc3d/scrapyard_clutter_geo.glb","scrap_deco_a",1,,,,"sc3d/scrapyard_fragile_geo.glb","traffic_cone",1,,,,"sc3d/scrapyard_water_geo.glb","sc3d/scrapyard_fence_geo.glb","sc3d/scrapyard_rope_geo.glb",,"sc3d/scrapyard_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/scrapyard_gem_spawn_geo.glb",,,,,48,42,79,7,26,60,"retropolis_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,27,39
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/scrapyard_clutter_geo.glb","scrap_deco_b",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/scrapyard_clutter_geo.glb","scrap_deco_c",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"StarrForce","true","starrforce_","sc/events.sc","event_starr_force_banner",,"Space_Brawl_Ingame","sc3d/bgr_starr_force_ground_geo.glb","sc3d/bgr_starr_force_geo.glb","sc3d/bgr_starr_force_hold_geo.glb",,"sc3d/starr_force_wall1_geo.glb","wall_starr_force_1",90,"sc3d/starr_force_wall1_geo.glb","wall_starr_force_2",90,"sc3d/starr_force_crate_geo.glb","crate_starr_force",90,"sc3d/starr_force_barrel_geo.glb","barrel_starr_force",1,"sc3d/starr_force_themed_geo.glb","computer",,"sc3d/starr_force_grass_geo.glb","sc3d/starr_force_clutter_geo.glb",,,,,,"sc3d/starr_force_fragile_geo.glb",,90,,,,"sc3d/starr_force_water_geo.glb","sc3d/starr_force_fence_geo.glb","sc3d/starr_force_rope_geo.glb",,"sc3d/starr_force_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/starr_force_gem_spawn_geo.glb",,,,,28,57,99,69,136,255,"starrforce_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
"ActionShow","true","actionshow_","sc/events.sc","event_actionshow_banner",,"Action_Western_Ingame","sc3d/bgr_action_show_ground.scw","sc3d/bgr_action_show.scw",,,"sc3d/hay_bale.scw","hay_bale",90,"sc3d/hay_bale.scw","hay_bale",90,"sc3d/crate1.scw","crate_1",,"sc3d/barrel1.scw","barrel_1",1,"sc3d/ball_cactus.scw","ball_cactus",1,"sc3d/grass3.scw","sc3d/bone_single.scw","bone_single",1,"sc3d/plant_1_small_canyon.scw",,1,"sc3d/fragile_cactus.scw","fragile_cactus_1",1,,,,"sc3d/water_tile.scw","sc3d/wooden_fence.scw","sc3d/canyon_rope_fence.scw",,"sc3d/wooden_fence.scw","sc3d/indestructible_metal_1.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,166,117,148,187,255,"spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/hay_bale.scw","hay_bale_b",90,"sc3d/hay_bale.scw","hay_bale_b",90,,,,,,,,,,,"sc3d/bone_ribs.scw","bone_ribs",1,,,,"sc3d/fragile_cactus.scw","fragile_cactus_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WaterPark","true","waterpark_","sc/events.sc","event_velocirapids_banner",,"Summer_Brawl_Ingame_Music","sc3d/bgr_waterpark_ground_geo.glb","sc3d/bgr_waterpark_geo.glb",,,"sc3d/waterpark_wall1_geo.glb","rock_waterpark",90,"sc3d/waterpark_wall2_geo.glb","inflatable_blocker",90,"sc3d/waterpark_crate_geo.glb","crate_1",,"sc3d/waterpark_barrel_geo.glb","barrel_2",1,"sc3d/waterpark_themed_geo.glb","surfboard",,"sc3d/waterpark_grass_geo.glb","sc3d/waterpark_clutter_geo.glb",,1,,,1,"sc3d/waterpark_fragile_geo.glb","fragile_bucket",1,,,,"sc3d/waterpark_water_geo.glb","sc3d/waterpark_fence_geo.glb","sc3d/waterpark_rope_geo.glb",,"sc3d/waterpark_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/waterpark_gem_spawn_geo.glb",,,,,254,171,198,69,136,255,"town_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,"sc3d/waterpark_themed_geo.glb","surfboard_b",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,33
"ArcadeBasket","true","arcade_","sc/events.sc","event_arcade_banner",,"Brawlcade_Ingame","sc3d/bgr_arcade_ground.scw","sc3d/bgr_arcade.scw",,,"sc3d/concrete_block.scw","concrete_block",90,"sc3d/blocker_arcade.scw","blocker_arcade",,"sc3d/crate2.scw","crate_1",,"sc3d/barrel_arcade.scw","barrel_arcade",1,"sc3d/construction_sign.scw","construction_sign",180,"sc3d/grass7.scw","sc3d/pothole.scw","pothole",1,,,,"sc3d/traffic_cone.scw","traffic_cone",1,,,,"sc3d/water_tile_retropolis.scw","sc3d/fence_arcade.scw","sc3d/scrapyard_rope_fence.scw",,"sc3d/fence_arcade.scw","sc3d/indestructible_metal_1.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_retropolis.scw",,,,,50,44,79,69,136,255,"retropolis_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
"BBArenaVolley","true","bbarena_","sc/events.sc","event_brawlball_arena_banner",,"Footbrawl_ingame_muzak","sc3d/basketball_line.scw","sc3d/basketball_fence.scw",,,"sc3d/bb_arena_wall1_geo.glb","concrete_block",90,"sc3d/bb_arena_wall2_geo.glb",,90,"sc3d/bb_arena_crate_geo.glb","arena_blocker",90,"sc3d/bb_arena_barrel_geo.glb","barrel_2",1,"sc3d/bb_arena_themed_geo.glb","potted_plant_1",1,"sc3d/bb_arena_grass_geo.glb","sc3d/bb_arena_clutter_geo.glb",,1,,,,"sc3d/bb_arena_fragile_geo.glb","traffic_cone",1,,,,"sc3d/bb_arena_water_geo.glb","sc3d/bb_arena_fence_geo.glb","sc3d/bb_arena_rope_geo.glb",,"sc3d/bb_arena_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,"BallArena","sc3d/bb_arena_gem_spawn_geo.glb",,,,,60,150,87,69,136,255,"retropolis_spawn_hole","icon_hud_brawl_ball_football","brawl_ball_goal_football_red","brawl_ball_goal_football_blue","heist_safe",,21,33
,,,,,,,"sc3d/bgr_bb_arena_ground_decos_volley_geo.glb","sc3d/bgr_bb_arena_decos_default_geo.glb",,,,,,,,,,,,,,,"sc3d/bb_arena_themed_geo.glb","potted_plant_1b",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CastleCourtyard","true","castlecourtyard_","sc/events.sc","event_fairytale_banner",,"Courtyard_Ingame","sc3d/bgr_castle_courtyard_ground_geo.glb","sc3d/bgr_castle_courtyard_geo.glb",,,"sc3d/castle_courtyard_wall1_geo.glb","rock_1",90,"sc3d/castle_courtyard_wall1_geo.glb","rock_1",90,"sc3d/castle_courtyard_crate_geo.glb","crate_1",,"sc3d/castle_courtyard_barrel_geo.glb","barrel_1",1,"sc3d/castle_courtyard_themed_geo.glb","potted_plant_castle",90,"sc3d/castle_courtyard_grass_geo.glb","sc3d/castle_courtyard_clutter_geo.glb","deco1",1,,,1,"sc3d/castle_courtyard_fragile_geo.glb",,90,,,1,"sc3d/castle_courtyard_water_geo.glb","sc3d/castle_courtyard_fence_geo.glb","sc3d/castle_courtyard_rope_geo.glb",,"sc3d/castle_courtyard_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/castle_courtyard_gem_spawn_geo.glb",,,,,73,68,99,69,136,255,"castle_courtyard_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/castle_courtyard_clutter_geo.glb","deco2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/castle_courtyard_clutter_geo.glb","deco3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/castle_courtyard_clutter_geo.glb","deco4",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brawlywood","true","brawlywood_","sc/events.sc","event_brawlywood_banner",,"Brawlywood_Ingame","sc3d/bgr_brawlywood_ground.scw","sc3d/bgr_brawlywood.scw",,,"sc3d/rock_brawlywood.scw","rock_1",90,"sc3d/rock_brawlywood.scw","rock_1",90,"sc3d/crate_brawlywood.scw","crate_1",90,"sc3d/film_reels.scw","film_reels",1,"sc3d/potted_palm_tree.scw","potted_palm_1",90,"sc3d/grass_town.scw","sc3d/deco_brawlywood.scw","deco1",45,,,,"sc3d/traffic_cone.scw","traffic_cone",1,,,,"sc3d/water_tile_town.scw","sc3d/fence_brawlywood.scw","sc3d/brawlywood_rope_fence.scw",,"sc3d/fence_brawlywood.scw","sc3d/indestructible_metal_1.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_town.scw",,,,,175,116,135,69,136,255,"town_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,"sc3d/potted_palm_tree.scw","potted_palm_1b",90,,"sc3d/deco_brawlywood.scw","deco2",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deco_brawlywood.scw","deco3",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deco_brawlywood.scw","deco4",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FightingGame","true","fightinggame_","sc/events.sc","event_tigerpit_banner",,"Retro_Fight_Ingame","sc3d/bgr_fighting_game_ground_geo.glb","sc3d/bgr_fighting_game_geo.glb","sc3d/bgr_fighting_game_hold_geo.glb",,"sc3d/fighting_game_wall1_geo.glb","rock_1",,"sc3d/fighting_game_wall1_geo.glb","rock_1b",,"sc3d/fighting_game_crate_geo.glb","crate_1",,"sc3d/fighting_game_barrel_geo.glb","barrel_1",90,"sc3d/fighting_game_themed_geo.glb","potted_tree",90,"sc3d/fighting_game_grass_geo.glb","sc3d/fighting_game_clutter_geo.glb","deco1",,,,,"sc3d/fighting_game_fragile_geo.glb","vase_1",90,,,,"sc3d/fighting_game_water_geo.glb","sc3d/fighting_game_fence_geo.glb","sc3d/fighting_game_rope_geo.glb",,"sc3d/fighting_game_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/fighting_game_gem_spawn_geo.glb",,"SafeVoxel","SafeVoxel",,186,123,86,69,136,255,"fightinggame_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","fightinggame_heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/fighting_game_clutter_geo.glb","deco2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Biodome","true","biodome_","sc/events.sc","event_biodome_banner",,"Biodome_Ingame","sc3d/bgr_biodome_ground.scw","sc3d/bgr_biodome.scw",,,"sc3d/blocking_biodome.scw","blocking_1",180,"sc3d/blocking_biodome.scw","blocking_1b",180,"sc3d/crate1.scw","crate_1",,"sc3d/barrel_biodome.scw","barrel_2",,"sc3d/biodome_eye_plant.scw",,30,"sc3d/grass_spaceweed.scw","sc3d/biodome_deco.scw",,1,,,,"sc3d/fragile_biodome.scw","beahive",,,,,"sc3d/water_tile_biodome.scw","sc3d/fence_biodome.scw","sc3d/biodome_rope_fence.scw","sc3d/payload_track.scw","sc3d/fence_biodome.scw","sc3d/indestructible_metal_1.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_biodome.scw",,,,,36,69,126,,,,"biodome_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
"StuntShow",,"stuntshow_","sc/events.sc","event_stuntshow_banner",,"Brawl_Enchanted_Forest_Ingame","sc3d/bgr_stunt_show_ground_geo.glb","sc3d/bgr_stunt_show_geo.glb",,,"sc3d/stunt_show_wall1_geo.glb","rock_1",0,"sc3d/stunt_show_wall1_geo.glb","rock_1b",0,"sc3d/stunt_show_crate_geo.glb","crate_1",0,"sc3d/stunt_show_barrel_geo.glb","barrel_1",72,"sc3d/stunt_show_themed_geo.glb","blocking_1",90,"sc3d/stunt_show_grass_geo.glb","sc3d/stunt_show_clutter_geo.glb","deco_screw",1,,,,"sc3d/stunt_show_fragile_geo.glb","fragile",0,,,,"sc3d/stunt_show_water_geo.glb","sc3d/stunt_show_fence_geo.glb","sc3d/stunt_show_rope_geo.glb",,"sc3d/stunt_show_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/stunt_show_gem_spawn_geo.glb",,,,,47,44,96,15,24,70,"stuntshow_spawn_hole","icon_hud_pinball","brawl_ball_goal_stuntshow_red","brawl_ball_goal_stuntshow_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/stunt_show_wall1_geo.glb","rock_1_2",0,"sc3d/stunt_show_wall1_geo.glb","rock_1b_2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/stunt_show_wall1_geo.glb","rock_1_3",0,"sc3d/stunt_show_wall1_geo.glb","rock_1b_3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"StuntShowBB",,"stuntshow_","sc/events.sc","event_stuntshow_banner",,"Pinstuntbrawl_Ingame","sc3d/bgr_stunt_show_ground_bb_geo.glb","sc3d/bgr_stunt_show_geo.glb+sc3d/bgr_stunt_show_decos_bb_geo.glb",,,"sc3d/stunt_show_wall1_geo.glb","rock_1",0,"sc3d/stunt_show_wall1_geo.glb","rock_1b",0,"sc3d/stunt_show_crate_geo.glb","crate_1",0,"sc3d/stunt_show_barrel_geo.glb","barrel_1",72,"sc3d/stunt_show_themed_bb_geo.glb",,90,"sc3d/stunt_show_grass_geo.glb","sc3d/stunt_show_clutter_geo.glb","deco_screw",1,,,,"sc3d/stunt_show_fragile_geo.glb","fragile",0,,,,"sc3d/stunt_show_water_geo.glb","sc3d/stunt_show_fence_geo.glb","sc3d/stunt_show_rope_geo.glb",,"sc3d/stunt_show_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,"BallPinball","sc3d/stunt_show_gem_spawn_geo.glb",,,,,47,44,96,15,24,70,"stuntshow_spawn_hole","icon_hud_pinball","brawl_ball_goal_stuntshow_red","brawl_ball_goal_stuntshow_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/stunt_show_wall1_geo.glb","rock_1_2",0,"sc3d/stunt_show_wall1_geo.glb","rock_1b_2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/stunt_show_wall1_geo.glb","rock_1_3",0,"sc3d/stunt_show_wall1_geo.glb","rock_1b_3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DeepSea","true","deepsea_","sc/events.sc","event_deepsea_banner",,"Underwater_Braw_Ingame","sc3d/bgr_deepsea_ground_geo.glb","sc3d/bgr_deepsea_geo.glb",,,"sc3d/deepsea_wall1_geo.glb","jellyfish_1",90,"sc3d/deepsea_wall2_geo.glb","anemone",90,"sc3d/deepsea_crate_geo.glb","crate_1",,"sc3d/deepsea_barrel_geo.glb","barrel_2",1,"sc3d/deepsea_themed_geo.glb",,1,"sc3d/deepsea_grass_geo.glb","sc3d/deepsea_clutter_geo.glb","deco_bubbler",1,,,,"sc3d/deepsea_fragile_geo.glb","fragile_1",1,,,,"sc3d/deepsea_water_geo.glb","sc3d/deepsea_fence_geo.glb","sc3d/deepsea_rope_geo.glb",,"sc3d/deepsea_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deepsea_gem_spawn_geo.glb",,"SafeDeepsea","SafeDeepsea",,55,46,70,,27,60,"deepsea_spawn_hole","icon_hud_paintball","brawl_ball_goal_stuntshow_red","brawl_ball_goal_stuntshow_blue","deepsea_heist_safe",,21,33
,,,,,,,,,,,"sc3d/deepsea_wall1_geo.glb","jellyfish_1b",90,,,,,,,"sc3d/deepsea_barrel_geo.glb","barrel_2b",1,,,,,"sc3d/deepsea_clutter2_geo.glb","deco_starfish",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RobotFactory","true","robotfactory_","sc/events.sc","event_robotfactory_banner",,"Robotfactory_Ingame","sc3d/bgr_robot_factory_ground.glb","sc3d/bgr_robot_factory.glb","sc3d/bgr_robot_factory_hold.glb",,"sc3d/robot_factory_rock.glb","rock_1",180,"sc3d/robot_factory_rock.glb","rock_2",180,"sc3d/robot_factory_crate.glb","crate_1",,"sc3d/robot_factory_barrel.glb","barrel_2",1,"sc3d/robot_factory_exhaust.glb","exhaust",180,"sc3d/grass3.scw","sc3d/robot_factory_deco.glb","deco_1",1,,,1,"sc3d/robot_factory_fragile.glb","fragile",,,,,"sc3d/robot_factory_water_tile.glb","sc3d/robot_factory_fence.glb","sc3d/robot_factory_rope_fence.glb","sc3d/robot_factory_payload_track.glb","sc3d/robot_factory_fence.glb","sc3d/indestructible_metal_1.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/robot_factory_mine_gem_spawn.glb",,,,,127,53,83,25,25,50,"robotfactory_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,,"rock_1b",180,,"rock_2b",180,,,,,,,,,,,"sc3d/robot_factory_deco.glb","deco_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/robot_factory_deco.glb","deco_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RobotFactoryShowdown","true","robotfactory_","sc/events.sc","event_robotfactory_banner",,"Robotfactory_Ingame","sc3d/bgr_robot_factory_showdown_ground.glb","sc3d/bgr_robot_factory_showdown.glb","sc3d/bgr_robot_factory_showdown_hold.glb",,"sc3d/robot_factory_rock.glb","rock_1",180,"sc3d/robot_factory_rock.glb","rock_2",180,"sc3d/robot_factory_crate.glb","crate_1",,"sc3d/robot_factory_barrel.glb","barrel_2",1,"sc3d/robot_factory_exhaust.glb","exhaust",180,"sc3d/grass3.scw","sc3d/robot_factory_deco.glb","deco_1",1,,,1,"sc3d/robot_factory_fragile.glb","fragile",,,,,"sc3d/robot_factory_water_tile.glb","sc3d/robot_factory_fence.glb","sc3d/robot_factory_rope_fence.glb",,"sc3d/robot_factory_fence.glb","sc3d/indestructible_metal_1.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/robot_factory_mine_gem_spawn.glb",,,,,127,53,83,25,25,50,"robotfactory_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,60,60
,,,,,,,,,,,"sc3d/robot_factory_rock.glb","rock_1b",180,"sc3d/robot_factory_rock.glb","rock_2b",180,,,,,,,,,,,"sc3d/robot_factory_deco.glb","deco_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/robot_factory_deco.glb","deco_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GhostMetro","true","ghostmetro_","sc/events.sc","event_ghosttrain_banner",,"Ghosttrain_Ingame","sc3d/bgr_ghost_metro_ground_geo.glb","sc3d/bgr_ghost_metro_geo.glb",,,"sc3d/ghost_metro_wall1_geo.glb","rock",90,"sc3d/ghost_metro_wall1_geo.glb","rock_2",90,"sc3d/ghost_metro_crate_geo.glb","crate_1",,"sc3d/ghost_metro_barrel_geo.glb","barrel_1",1,"sc3d/ghost_metro_themed_geo.glb","ticket_machine",180,"sc3d/ghost_metro_grass_geo.glb","sc3d/ghost_metro_clutter_geo.glb","deco_1",1,,,1,"sc3d/ghost_metro_fragile_geo.glb",,1,,,,"sc3d/ghost_metro_water_geo.glb","sc3d/ghost_metro_fence_geo.glb","sc3d/ghost_metro_rope_geo.glb",,"sc3d/ghost_metro_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/ghost_metro_gem_spawn_geo.glb",,,,,55,57,112,24,27,57,"ghostmetro_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
