"Name","Disabled","Type","IntParam","GameplayGoal","TimesPerMatch","TicksCooldown","Tracker","TrackerIntParam","TrackerValue","RewardPoints","RewardType","Reward","FallbackCoins","TitleTID","DescriptionTID","TargetHero","TargetGameModes","PreviousTier","GameModeIcon","SortingOrder","Groupings","NoModifierOnly","IconAsset","IconScalePercent"
"DragonRiderWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","DragonRider",,,,29,,,,
"DragonRiderWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"DragonRider",,"DragonRiderWins1",,,,,,
"DragonRiderWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_draco_facepalm",,"TID_ACH_WINS_3_TITLE",,"DragonRider",,"DragonRiderWins2",,,,,,
"DragonRiderWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_draco1",,"TID_ACH_WINS_4_TITLE",,"DragonRider",,"DragonRiderWins3",,,,,,
"DragonRiderWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryDraco",,"TID_ACH_WINS_5_TITLE",,"DragonRider",,"DragonRiderWins4",,,,,,
"TntDudeWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","TntDude",,,,30,,,,
"TntDudeWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"TntDude",,"TntDudeWins1",,,,,,
"TntDudeWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_dynamike_facepalm",,"TID_ACH_WINS_3_TITLE",,"TntDude",,"TntDudeWins2",,,,,,
"TntDudeWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_dynamike1",,"TID_ACH_WINS_4_TITLE",,"TntDude",,"TntDudeWins3",,,,,,
"TntDudeWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryDynamike",,"TID_ACH_WINS_5_TITLE",,"TntDude",,"TntDudeWins4",,,,,,
"EnragerWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Enrager",,,,31,,,,
"EnragerWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Enrager",,"EnragerWins1",,,,,,
"EnragerWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_edgar_facepalm",,"TID_ACH_WINS_3_TITLE",,"Enrager",,"EnragerWins2",,,,,,
"EnragerWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_edgar1",,"TID_ACH_WINS_4_TITLE",,"Enrager",,"EnragerWins3",,,,,,
"EnragerWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryEdgar",,"TID_ACH_WINS_5_TITLE",,"Enrager",,"EnragerWins4",,,,,,
"EdgarTakedownBrawlersInSecondsShowdown",,"EdgardDefeatBrawlersOnTime",,2,1,100,"gameplay",,1,100,,,,"TID_ACH_EDGAR_TAKEDOWN_BRAWLERS_IN_SECONDS_TITLE_SHOWDOWN","TID_ACH_EDGAR_TAKEDOWN_BRAWLERS_IN_SECONDS_DESC","Enrager","Showdown",,"Showdown",31,"EdgarTakedownBrawlersInSecondsShowdown","TRUE",,
"EdgarTakedownBrawlersInSecondsDuoShowdown",,"EdgardDefeatBrawlersOnTime",,3,1,100,"gameplay",,1,100,,,,"TID_ACH_EDGAR_TAKEDOWN_BRAWLERS_IN_SECONDS_TITLE_SHOWDOWN","TID_ACH_EDGAR_TAKEDOWN_BRAWLERS_IN_SECONDS_DESC","Enrager","DuoShowdown",,"DuoShowdown",31,"EdgarTakedownBrawlersInSecondsShowdown","TRUE",,
"EdgarTakedownBrawlersInSecondsTrioShowdown",,"EdgardDefeatBrawlersOnTime",,3,1,100,"gameplay",,1,100,,,,"TID_ACH_EDGAR_TAKEDOWN_BRAWLERS_IN_SECONDS_TITLE_SHOWDOWN","TID_ACH_EDGAR_TAKEDOWN_BRAWLERS_IN_SECONDS_DESC","Enrager","TrioShowdown",,"TrioShowdown",31,"EdgarTakedownBrawlersInSecondsShowdown","TRUE",,
"EdgarTakedownBrawlersInSecondsKnockout",,"EdgardDefeatBrawlersOnTime",,3,1,100,"gameplay",,1,100,,,,"TID_ACH_EDGAR_TAKEDOWN_BRAWLERS_IN_SECONDS_TITLE","TID_ACH_EDGAR_TAKEDOWN_BRAWLERS_IN_SECONDS_DESC","Enrager","Knockout",,"Knockout",31,"EdgarTakedownBrawlersInSeconds","TRUE",,
"EdgarTakedownBrawlersInSecondsBounty",,"EdgardDefeatBrawlersOnTime",,3,1,100,"gameplay",,1,100,,,,"TID_ACH_EDGAR_TAKEDOWN_BRAWLERS_IN_SECONDS_TITLE","TID_ACH_EDGAR_TAKEDOWN_BRAWLERS_IN_SECONDS_DESC","Enrager","Bounty",,"Bounty",31,"EdgarTakedownBrawlersInSeconds","TRUE",,
"EdgarTakedownBrawlersInSecondsGemGrab",,"EdgardDefeatBrawlersOnTime",,3,1,100,"gameplay",,1,100,,,,"TID_ACH_EDGAR_TAKEDOWN_BRAWLERS_IN_SECONDS_TITLE","TID_ACH_EDGAR_TAKEDOWN_BRAWLERS_IN_SECONDS_DESC","Enrager","GemGrab",,"GemGrab",31,"EdgarTakedownBrawlersInSeconds","TRUE",,
"EdgarTakedownBrawlersInSecondsHeist",,"EdgardDefeatBrawlersOnTime",,3,1,100,"gameplay",,1,100,,,,"TID_ACH_EDGAR_TAKEDOWN_BRAWLERS_IN_SECONDS_TITLE","TID_ACH_EDGAR_TAKEDOWN_BRAWLERS_IN_SECONDS_DESC","Enrager","Heist",,"Heist",31,"EdgarTakedownBrawlersInSeconds","TRUE",,
"EdgarTakedownBrawlersInSecondsBrawlBall",,"EdgardDefeatBrawlersOnTime",,3,1,100,"gameplay",,1,100,,,,"TID_ACH_EDGAR_TAKEDOWN_BRAWLERS_IN_SECONDS_TITLE","TID_ACH_EDGAR_TAKEDOWN_BRAWLERS_IN_SECONDS_DESC","Enrager","BrawlBall",,"BrawlBall",31,"EdgarTakedownBrawlersInSeconds","TRUE",,
"LuchadorWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Luchador",,,,32,,,,
"LuchadorWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Luchador",,"LuchadorWins1",,,,,,
"LuchadorWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_primo_facepalm",,"TID_ACH_WINS_3_TITLE",,"Luchador",,"LuchadorWins2",,,,,,
"LuchadorWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_primo1",,"TID_ACH_WINS_4_TITLE",,"Luchador",,"LuchadorWins3",,,,,,
"LuchadorWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryPrimo",,"TID_ACH_WINS_5_TITLE",,"Luchador",,"LuchadorWins4",,,,,,
"MummyWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Mummy",,,,33,,,,
"MummyWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Mummy",,"MummyWins1",,,,,,
"MummyWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_emz_facepalm",,"TID_ACH_WINS_3_TITLE",,"Mummy",,"MummyWins2",,,,,,
"MummyWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_emz1",,"TID_ACH_WINS_4_TITLE",,"Mummy",,"MummyWins3",,,,,,
"MummyWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryEmz",,"TID_ACH_WINS_5_TITLE",,"Mummy",,"MummyWins4",,,,,,
"FleaWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Flea",,,,34,,,,
"FleaWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Flea",,"FleaWins1",,,,,,
"FleaWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_eve_facepalm",,"TID_ACH_WINS_3_TITLE",,"Flea",,"FleaWins2",,,,,,
"FleaWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_eve1",,"TID_ACH_WINS_4_TITLE",,"Flea",,"FleaWins3",,,,,,
"FleaWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryEve",,"TID_ACH_WINS_5_TITLE",,"Flea",,"FleaWins4",,,,,,
"KickerDudeWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","KickerDude",,,,35,,,,
"KickerDudeWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"KickerDude",,"KickerDudeWins1",,,,,,
"KickerDudeWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_fang_facepalm",,"TID_ACH_WINS_3_TITLE",,"KickerDude",,"KickerDudeWins2",,,,,,
"KickerDudeWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_fang1",,"TID_ACH_WINS_4_TITLE",,"KickerDude",,"KickerDudeWins3",,,,,,
"KickerDudeWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryFang",,"TID_ACH_WINS_5_TITLE",,"KickerDude",,"KickerDudeWins4",,,,,,
"ChronomancerWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Chronomancer",,,,36,,,,
"ChronomancerWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Chronomancer",,"ChronomancerWins1",,,,,,
"ChronomancerWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_finn_facepalm",,"TID_ACH_WINS_3_TITLE",,"Chronomancer",,"ChronomancerWins2",,,,,,
"ChronomancerWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_finx1",,"TID_ACH_WINS_4_TITLE",,"Chronomancer",,"ChronomancerWins3",,,,,,
"ChronomancerWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryFinx",,"TID_ACH_WINS_5_TITLE",,"Chronomancer",,"ChronomancerWins4",,,,,,
"HammerDudeWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","HammerDude",,,,37,,,,
"HammerDudeWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"HammerDude",,"HammerDudeWins1",,,,,,
"HammerDudeWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_frank_facepalm",,"TID_ACH_WINS_3_TITLE",,"HammerDude",,"HammerDudeWins2",,,,,,
"HammerDudeWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_frank1",,"TID_ACH_WINS_4_TITLE",,"HammerDude",,"HammerDudeWins3",,,,,,
"HammerDudeWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryFrank",,"TID_ACH_WINS_5_TITLE",,"HammerDude",,"HammerDudeWins4",,,,,,
"FrankStunEnemiesInOneMatchShowdown",,"FrankStun3BrawlersSameUlti",,3,1,20,"gameplay",,1,100,,,,"TID_ACH_FRANK_STUN_ENEMIES_IN_ONE_MATCH_TITLE_SHOWDOWN","TID_ACH_FRANK_STUN_ENEMIES_IN_ONE_MATCH_DESC","HammerDude","Showdown",,"Showdown",37,"FrankStunEnemiesInOneMatchShowdown","TRUE",,
"FrankStunEnemiesInOneMatchDuoShowdown",,"FrankStun3BrawlersSameUlti",,3,1,20,"gameplay",,1,100,,,,"TID_ACH_FRANK_STUN_ENEMIES_IN_ONE_MATCH_TITLE_SHOWDOWN","TID_ACH_FRANK_STUN_ENEMIES_IN_ONE_MATCH_DESC","HammerDude","DuoShowdown",,"DuoShowdown",37,"FrankStunEnemiesInOneMatchShowdown","TRUE",,
"FrankStunEnemiesInOneMatchTrioShowdown",,"FrankStun3BrawlersSameUlti",,3,1,20,"gameplay",,1,100,,,,"TID_ACH_FRANK_STUN_ENEMIES_IN_ONE_MATCH_TITLE_SHOWDOWN","TID_ACH_FRANK_STUN_ENEMIES_IN_ONE_MATCH_DESC","HammerDude","TrioShowdown",,"TrioShowdown",37,"FrankStunEnemiesInOneMatchShowdown","TRUE",,
"FrankStunEnemiesInOneMatchKnockout",,"FrankStun3BrawlersSameUlti",,3,1,20,"gameplay",,1,100,,,,"TID_ACH_FRANK_STUN_ENEMIES_IN_ONE_MATCH_TITLE","TID_ACH_FRANK_STUN_ENEMIES_IN_ONE_MATCH_DESC","HammerDude","Knockout",,"Knockout",37,"FrankStunEnemiesInOneMatch","TRUE",,
"FrankStunEnemiesInOneMatchBounty",,"FrankStun3BrawlersSameUlti",,3,1,20,"gameplay",,1,100,,,,"TID_ACH_FRANK_STUN_ENEMIES_IN_ONE_MATCH_TITLE","TID_ACH_FRANK_STUN_ENEMIES_IN_ONE_MATCH_DESC","HammerDude","Bounty",,"Bounty",37,"FrankStunEnemiesInOneMatch","TRUE",,
"FrankStunEnemiesInOneMatchGemGrab",,"FrankStun3BrawlersSameUlti",,3,1,20,"gameplay",,1,100,,,,"TID_ACH_FRANK_STUN_ENEMIES_IN_ONE_MATCH_TITLE","TID_ACH_FRANK_STUN_ENEMIES_IN_ONE_MATCH_DESC","HammerDude","GemGrab",,"GemGrab",37,"FrankStunEnemiesInOneMatch","TRUE",,
"FrankStunEnemiesInOneMatchHeist",,"FrankStun3BrawlersSameUlti",,3,1,20,"gameplay",,1,100,,,,"TID_ACH_FRANK_STUN_ENEMIES_IN_ONE_MATCH_TITLE","TID_ACH_FRANK_STUN_ENEMIES_IN_ONE_MATCH_DESC","HammerDude","Heist",,"Heist",37,"FrankStunEnemiesInOneMatch","TRUE",,
"FrankStunEnemiesInOneMatchBrawlBall",,"FrankStun3BrawlersSameUlti",,3,1,20,"gameplay",,1,100,,,,"TID_ACH_FRANK_STUN_ENEMIES_IN_ONE_MATCH_TITLE","TID_ACH_FRANK_STUN_ENEMIES_IN_ONE_MATCH_DESC","HammerDude","BrawlBall",,"BrawlBall",37,"FrankStunEnemiesInOneMatch","TRUE",,
"BlowerWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Blower",,,,38,,,,
"BlowerWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Blower",,"BlowerWins1",,,,,,
"BlowerWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_gale_facepalm",,"TID_ACH_WINS_3_TITLE",,"Blower",,"BlowerWins2",,,,,,
"BlowerWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_gale1",,"TID_ACH_WINS_4_TITLE",,"Blower",,"BlowerWins3",,,,,,
"BlowerWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryGale",,"TID_ACH_WINS_5_TITLE",,"Blower",,"BlowerWins4",,,,,,
"HookDudeWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","HookDude",,,,39,,,,
"HookDudeWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"HookDude",,"HookDudeWins1",,,,,,
"HookDudeWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_gene_facepalm",,"TID_ACH_WINS_3_TITLE",,"HookDude",,"HookDudeWins2",,,,,,
"HookDudeWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_gene1",,"TID_ACH_WINS_4_TITLE",,"HookDude",,"HookDudeWins3",,,,,,
"HookDudeWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryGene",,"TID_ACH_WINS_5_TITLE",,"HookDude",,"HookDudeWins4",,,,,,
"DoorManWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","DoorMan",,,,40,,,,
"DoorManWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"DoorMan",,"DoorManWins1",,,,,,
"DoorManWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_gray_facepalm",,"TID_ACH_WINS_3_TITLE",,"DoorMan",,"DoorManWins2",,,,,,
"DoorManWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_gray1",,"TID_ACH_WINS_4_TITLE",,"DoorMan",,"DoorManWins3",,,,,,
"DoorManWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryGray",,"TID_ACH_WINS_5_TITLE",,"DoorMan",,"DoorManWins4",,,,,,
"AssaultShotgunWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","AssaultShotgun",,,,41,,,,
"AssaultShotgunWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"AssaultShotgun",,"AssaultShotgunWins1",,,,,,
"AssaultShotgunWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_griff_facepalm",,"TID_ACH_WINS_3_TITLE",,"AssaultShotgun",,"AssaultShotgunWins2",,,,,,
"AssaultShotgunWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_griff1",,"TID_ACH_WINS_4_TITLE",,"AssaultShotgun",,"AssaultShotgunWins3",,,,,,
"AssaultShotgunWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryGriff",,"TID_ACH_WINS_5_TITLE",,"AssaultShotgun",,"AssaultShotgunWins4",,,,,,
"CrossBomberWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","CrossBomber",,,,42,,,,
"CrossBomberWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"CrossBomber",,"CrossBomberWins1",,,,,,
"CrossBomberWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_grom_facepalm",,"TID_ACH_WINS_3_TITLE",,"CrossBomber",,"CrossBomberWins2",,,,,,
"CrossBomberWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_grom1",,"TID_ACH_WINS_4_TITLE",,"CrossBomber",,"CrossBomberWins3",,,,,,
"CrossBomberWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryGrom",,"TID_ACH_WINS_5_TITLE",,"CrossBomber",,"CrossBomberWins4",,,,,,
"SoulCollectorWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","SoulCollector",,,,43,,,,
"SoulCollectorWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"SoulCollector",,"SoulCollectorWins1",,,,,,
"SoulCollectorWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_gus_facepalm",,"TID_ACH_WINS_3_TITLE",,"SoulCollector",,"SoulCollectorWins2",,,,,,
"SoulCollectorWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_gus1",,"TID_ACH_WINS_4_TITLE",,"SoulCollector",,"SoulCollectorWins3",,,,,,
"SoulCollectorWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryGus",,"TID_ACH_WINS_5_TITLE",,"SoulCollector",,"SoulCollectorWins4",,,,,,
"FishTankWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","FishTank",,,,44,,,,
"FishTankWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"FishTank",,"FishTankWins1",,,,,,
"FishTankWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_lilt_facepalm",,"TID_ACH_WINS_3_TITLE",,"FishTank",,"FishTankWins2",,,,,,
"FishTankWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_lilt1",,"TID_ACH_WINS_4_TITLE",,"FishTank",,"FishTankWins3",,,,,,
"FishTankWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryFishTank",,"TID_ACH_WINS_5_TITLE",,"FishTank",,"FishTankWins4",,,,,,
"DrillerWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Driller",,,,45,,,,
"DrillerWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Driller",,"DrillerWins1",,,,,,
"DrillerWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_jacky_facepalm",,"TID_ACH_WINS_3_TITLE",,"Driller",,"DrillerWins2",,,,,,
"DrillerWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_jacky1",,"TID_ACH_WINS_4_TITLE",,"Driller",,"DrillerWins3",,,,,,
"DrillerWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryJacky",,"TID_ACH_WINS_5_TITLE",,"Driller",,"DrillerWins4",,,,,,
"DrillerSurviveDamageSingleMatchShowdown",,"JackySurviveDamageNotDying",,25000,,,"gameplay",,1,100,,,,"TID_ACH_SURVIVE_MASSIVE_DAMAGE_IN_ONE_MATCH_WITHOUT_DYING_TITLE_SHOWDOWN","TID_ACH_SURVIVE_MASSIVE_DAMAGE_IN_ONE_MATCH_WITHOUT_DYING_DESC","Driller","Showdown",,"Showdown",45,"DrillerSurviveDamageSingleMatchShowdown","TRUE",,
"DrillerSurviveDamageSingleMatchDuoShowdown",,"JackySurviveDamageNotDying",,25000,,,"gameplay",,1,100,,,,"TID_ACH_SURVIVE_MASSIVE_DAMAGE_IN_ONE_MATCH_WITHOUT_DYING_TITLE_SHOWDOWN","TID_ACH_SURVIVE_MASSIVE_DAMAGE_IN_ONE_MATCH_WITHOUT_DYING_DESC","Driller","DuoShowdown",,"DuoShowdown",45,"DrillerSurviveDamageSingleMatchShowdown","TRUE",,
"DrillerSurviveDamageSingleMatchTrioShowdown",,"JackySurviveDamageNotDying",,25000,,,"gameplay",,1,100,,,,"TID_ACH_SURVIVE_MASSIVE_DAMAGE_IN_ONE_MATCH_WITHOUT_DYING_TITLE_SHOWDOWN","TID_ACH_SURVIVE_MASSIVE_DAMAGE_IN_ONE_MATCH_WITHOUT_DYING_DESC","Driller","TrioShowdown",,"TrioShowdown",45,"DrillerSurviveDamageSingleMatchShowdown","TRUE",,
"DrillerSurviveDamageSingleMatchKnockout",,"JackySurviveDamageNotDying",,25000,,,"gameplay",,1,100,,,,"TID_ACH_SURVIVE_MASSIVE_DAMAGE_IN_ONE_MATCH_WITHOUT_DYING_TITLE","TID_ACH_SURVIVE_MASSIVE_DAMAGE_IN_ONE_MATCH_WITHOUT_DYING_DESC","Driller","Knockout",,"Knockout",45,"DrillerSurviveDamageSingleMatch","TRUE",,
"DrillerSurviveDamageSingleMatchBounty",,"JackySurviveDamageNotDying",,25000,,,"gameplay",,1,100,,,,"TID_ACH_SURVIVE_MASSIVE_DAMAGE_IN_ONE_MATCH_WITHOUT_DYING_TITLE","TID_ACH_SURVIVE_MASSIVE_DAMAGE_IN_ONE_MATCH_WITHOUT_DYING_DESC","Driller","Bounty",,"Bounty",45,"DrillerSurviveDamageSingleMatch","TRUE",,
"DrillerSurviveDamageSingleMatchGemGrab",,"JackySurviveDamageNotDying",,25000,,,"gameplay",,1,100,,,,"TID_ACH_SURVIVE_MASSIVE_DAMAGE_IN_ONE_MATCH_WITHOUT_DYING_TITLE","TID_ACH_SURVIVE_MASSIVE_DAMAGE_IN_ONE_MATCH_WITHOUT_DYING_DESC","Driller","GemGrab",,"GemGrab",45,"DrillerSurviveDamageSingleMatch","TRUE",,
"DrillerSurviveDamageSingleMatchHeist",,"JackySurviveDamageNotDying",,25000,,,"gameplay",,1,100,,,,"TID_ACH_SURVIVE_MASSIVE_DAMAGE_IN_ONE_MATCH_WITHOUT_DYING_TITLE","TID_ACH_SURVIVE_MASSIVE_DAMAGE_IN_ONE_MATCH_WITHOUT_DYING_DESC","Driller","Heist",,"Heist",45,"DrillerSurviveDamageSingleMatch","TRUE",,
"DrillerSurviveDamageSingleMatchBrawlBall",,"JackySurviveDamageNotDying",,25000,,,"gameplay",,1,100,,,,"TID_ACH_SURVIVE_MASSIVE_DAMAGE_IN_ONE_MATCH_WITHOUT_DYING_TITLE","TID_ACH_SURVIVE_MASSIVE_DAMAGE_IN_ONE_MATCH_WITHOUT_DYING_DESC","Driller","BrawlBall",,"BrawlBall",45,"DrillerSurviveDamageSingleMatch","TRUE",,
"AlternatorWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Alternator",,,,46,,,,
"AlternatorWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Alternator",,"AlternatorWins1",,,,,,
"AlternatorWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_jae_facepalm",,"TID_ACH_WINS_3_TITLE",,"Alternator",,"AlternatorWins2",,,,,,
"AlternatorWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_jae1",,"TID_ACH_WINS_4_TITLE",,"Alternator",,"AlternatorWins3",,,,,,
"AlternatorWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryJae",,"TID_ACH_WINS_5_TITLE",,"Alternator",,"AlternatorWins4",,,,,,
"JaeHealHpSingleMatchShowdown",,"JaeHealHpSingleMatch",,7000,,,"gameplay",,1,100,,,,"TID_ACH_JAE_HEAL_HP_IN_ONE_MATCH_TITLE_SHOWDOWN","TID_ACH_JAE_HEAL_HP_IN_ONE_MATCH_DESC","Alternator","Showdown",,"Showdown",46,"JaeHealHpSingleMatchShowdown","TRUE",,
"JaeHealHpSingleMatchDuoShowdown",,"JaeHealHpSingleMatch",,10000,,,"gameplay",,1,100,,,,"TID_ACH_JAE_HEAL_HP_IN_ONE_MATCH_TITLE_SHOWDOWN","TID_ACH_JAE_HEAL_HP_IN_ONE_MATCH_DESC","Alternator","DuoShowdown",,"DuoShowdown",46,"JaeHealHpSingleMatchShowdown","TRUE",,
"JaeHealHpSingleMatchTrioShowdown",,"JaeHealHpSingleMatch",,10000,,,"gameplay",,1,100,,,,"TID_ACH_JAE_HEAL_HP_IN_ONE_MATCH_TITLE_SHOWDOWN","TID_ACH_JAE_HEAL_HP_IN_ONE_MATCH_DESC","Alternator","TrioShowdown",,"TrioShowdown",46,"JaeHealHpSingleMatchShowdown","TRUE",,
