"Name","Variation","Disabled","ShortName","TID","ChatSuggestionItemName","GameModeRoomIconName","GameModeIconName","BannerOverrideSWF","BannerOverrideExportName","SquareBannerOverrideSWF","SquareBannerOverrideExportName","MaxScore","ScoreSfx","OpponentScoreSfx","ScoreText","ScoreOpponentText","ScoreTextEnd","ScoreOpponentTextEnd","ScoreVO","OpponentScoreVO","VictoryVO","DefeatVO","DoubleTakedownVO","TripleTakedownVO","QuadTakedownVO","TeamTakedownVO","FirstBloodVO","PointsLeftMediumVO","PointsLeftLowVO","FriendlyMenuOrder","IntroText","IntroDescText","IntroDescText2","OvertimeText","OvertimeVO","PlayerCountInfo","StartNotification","EndNotification","Color","BgColor","FallbackPlayerMapEnvironment","TeamEntryItemName","PanelTeamOnlineName","SpecificEmote1","SpecificEmote2","SpecificEmote3","ScorePanelIconFrame","HasModeSpecificQuest","MaxDamage","MaxHealing","CustomValue1","PlayerCollectBountyStars","PlayersCollectPowerCubes","MaxPowerCubesToDrop","PlayersCollectBolts","ItemClaimDelaySeconds","IsPlayedOnVeryLargeMap","SpectateAfterGameOver","SpectateAfterDeath","SpectateFriendAfterDeath","HasCornerScoreNumbers","HasCornerScoreForBothTeams","IsBattleRoyale","HasAntiTeamingFeatures","HasBoxesWithPowerCubes","HasOffScreenIndicator","HasOffScreenBossIndicator","IsCoop","HasDownwardsTickingClock","DisplayOneHealthbar","DisplayOneHealthbarForBothTeams","DisplayOneBlueHealthbar","DisplayHealthbarForBothTeams","HealthbarsAreInOneCorner","HealthBarsFillUp","HasTwoBases","IsSoloModeWithRespawns","IsSoloMode","GetHeroSelectionCount","HasTimerAndCanEndBeforeTimerRunsOut","ShouldSpawnCloseToTeammate","HasSpawnProtectionInTheStart","GiveMVPAtGameEnd","HasWinBasedExp","PanCameraToCenterWhenGameOver","RevealMapWhenGameOver","FlashHealthBar","IsGoalBasedMode","ShowTextOnScore","ModeHasCarryables","AllowAttackWhileCarrying","IsHorizontalMode","BattleTicks","HasOvertime","OvertimeHasGoldenGoal","RespawnSeconds","ModeHasSecondaryRespawnPoints","ModeGameObjectCount","RoundResetsWhenObjectiveIsMissing","DroppedItemOnDeath","BotGoalAreaEffect","BotItemPickup","BotItemPickup2","BotItemPickupRadius","HasTeamItems","PreventWallsOnBase","HasMultipleDifficulties","IsTypeOfBossFight","IsSpecialEvent","IsBlockedFromFriendlyRoom","AreTeamsDisabledIn","BossCharacterData","BossCharacterData2","BossCharacterData3","BossShareHP","NumberOfRounds","MoveDeathNotificationsDown","ModeCarryable","TeamSize","TeamCount","ModeHasFillingPoison","BattleLoad","BattleLoadCoop","HasTokensToHold","IsMatchmakingBasedOnAverageHeroScore","IsNotRewardingTrophies","IsAllowDuplicateHeroes","TrophyGainedMultiplierPercent","TrophyLostMultiplierPercent","BattleMusicOverride"
"PayloadSingle2v2",54,,"PayloadSingle2v2","TID_GAME_MODE_54","chat_letsplay_payload_single_2v2","event_gameroom_payload_single_2v2","event_icon_payload_single_2v2",,,,,100,,,,,,,,,,,,,,,,,,21,"TID_GAME_MODE_54","TID_GAME_MODE_47_INTRO_TEXT",,"TID_OVERTIME_PAYLOAD_SINGLE","Announcer_overtime_vo","TID_EVENT_POPUP_GMV_LABEL_2V2","PayloadStart",,"0xffff4343","0xffE33B50",,"event_teamentry_payload_single_2v2","panel_team_online_payload_single_2v2",,,,,,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,,,,,,1,"TRUE",,,"TRUE","TRUE",,"TRUE","TRUE",,,,,,210,"TRUE",,7,,,,,"PayloadSingleMoveArea",,,900,,,,,,"TRUE",,,,,,1,"TRUE",,2,2,,8,7,,,,,,,
"UNO",55,,"UNO","TID_GAME_MODE_55","chat_letsplay_uno","event_gameroom_uno","event_icon_uno",,,"sc/events.sc","event_uno_banner_square",7,"Brawlbawl_goal","Brawlbawl_other_goal",,,"TID_VICTORY_MATCH_OVER","TID_LOSS_MATCH_OVER",,,"Deathmatch_Victory_VO","Deathmatch_Defeat_VO","Token_Action_Draw_Two","Token_Action_Skip","Token_Action_Reverse",,,,"Token_One_Left_VO",28,"TID_GAME_MODE_55","TID_UNO_INTRO_TEXT",,"TID_OVERTIME","Announcer_overtime_vo","TID_EVENT_POPUP_GMV_LABEL_TEAM","CTFStart",,"0xff2ef3e0","0xff00DA48",,"event_teamentry_ctf","panel_team_online_ctf",,,,,,,,,,,,,,,,,,,,,,,"TRUE",,,"TRUE",,,,,,,,,,1,"TRUE",,,"TRUE","TRUE",,,,"TRUE","TRUE","TRUE","FALSE",,210,"TRUE","TRUE",7,,1,,,,,,,,,,,,"TRUE",,,,,,1,,"UNOCard",3,2,,10,8,,,,,,,
"TreasureHunt",56,,"TreasureHunt","TID_GAME_MODE_56","chat_letsplay_treasurehunt","event_gameroom_treasurehunt","event_icon_treasurehunt",,,"sc/events.sc","event_treasurehunt_banner_square",10,,,,,,,,,"Deathmatch_Victory_VO","Deathmatch_Defeat_VO",,,,,,,,29,"TID_GAME_MODE_56","TID_TREASURE_HUNT_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_TEAM","CoinRushStart",,"0xff24d6ff","0xff9A3DF3","MineEnvironment","event_teamentry_gemgrab","panel_team_online_gemgrab",,,,,,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,,,,,,1,"TRUE",,,"TRUE","TRUE",,,,,"TRUE",,,,180,,,5,,1,,,,"TreasureSpawner","Treasure",,,,,,,"TRUE",,,,,,1,,,3,2,,10,8,,,,,,,
"AirHockey5v5",57,,"AirHockey5v5","TID_GAME_MODE_57","chat_letsplay_air_hockey_5v5","event_gameroom_air_hockey_5v5","event_icon_air_hockey_5v5",,,,"event_gameroom_air_hockey_5v5_square",3,"Brawlbawl_goal","Brawlbawl_other_goal","TID_GOAL","TID_GOAL","TID_GOAL_MATCH_OVER","TID_GOAL_MATCH_OVER","Announcer_goal_vo","Announcer_goal_vo","Deathmatch_Victory_VO","Deathmatch_Defeat_VO",,,,,,,,28,"TID_GAME_MODE_57","TID_AIR_HOCKEY_INTRO_TEXT",,"TID_OVERTIME","Announcer_overtime_vo","TID_EVENT_POPUP_GMV_LABEL_5V5","LaserBallStart",,"0xff9ab1fd","0xff8CA0E0",,"event_teamentry_air_hockey_5v5","panel_team_online_air_hockey_5v5",,,,9,,,,,,,,,,"TRUE",,,,"TRUE","TRUE",,,,"TRUE",,,"TRUE",,,,,,,,,,1,"TRUE",,,"TRUE","TRUE",,"TRUE",,"TRUE","TRUE","TRUE","FALSE","TRUE",210,"TRUE","TRUE",7,"TRUE",1,"TRUE",,,,,,,,,,,,,,,,,1,,"AirDisc",5,2,,20,16,,,,,,,
"KingHunt",58,"TRUE","KingHunt","TID_GAME_MODE_59","chat_letsplay_teamdeathmatch","event_gameroom_teamdeathmatch","event_icon_teamdeathmatch",,,,,3,,,,,,,,,"Deathmatch_Victory_VO","Deathmatch_Defeat_VO",,,,,"Deathmatch_FirstTD_VO","Deathmatch_FourTD_left_VO","Deathmatch_OneTD_left_VO",30,"TID_GAME_MODE_59","TID_KINGHUNT_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_TEAM","DeathmatchStart",,"0xff24d6ff","0xff00CFFF",,"event_teamentry_king_hunt","panel_team_online_king_hunt",,,,,,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,,,,,,1,"TRUE",,,"TRUE","TRUE",,"TRUE",,,"TRUE",,,,180,,,3,,,,,,,,,,,,,,"TRUE",,,,,,1,"TRUE",,3,2,,10,8,,,,,,,
"KingHuntShowdown",59,"TRUE","KingHunt SD","TID_GAME_MODE_59","chat_letsplay_triosurvival","event_gameroom_triosurvival","event_icon_triosurvival",,,,,,,,,,,,,,,,,,,,,,,31,"TID_GAME_MODE_59","TID_KINGHUNT_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM",,,"0xff91e136","0xff81D621",,"event_teamentry_triosurvival","panel_team_online_triosurvival",,,,,,,,,,"TRUE",,,,"TRUE",,"TRUE","TRUE",,,"TRUE","TRUE",,"TRUE",,,,,,,,,,,,,1,,"TRUE","TRUE",,,,,,,,,,,800,,,10,,1,,"BattleRoyaleBuff",,,,,,,,,,"TRUE","TRUE",,,,,1,,,3,4,"TRUE",25,20,,,,,,,
"SamuraiSmash",60,,"SamuraiSmash","TID_GAME_MODE_60","chat_letsplay_samuraismash","event_gameroom_samuraismash","event_icon_samuraismash_small",,,"sc/ui.sc","event_gameroom_samuraismash_square",60,,,,,"TID_VICTORY_MATCH_OVER","TID_LOSS_MATCH_OVER",,,"Deathmatch_Victory_VO","Deathmatch_Defeat_VO",,,,,,,,23,"TID_GAME_MODE_60","TID_SAMURAI_SMASH_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_TEAM","DeathmatchStart",,"0xfffd9b0e","0xffE337C1",,"event_teamentry_wipeoutmax","panel_team_online_wipeoutmax",,,,10,,,,,,,,,,"TRUE",,,,,,,,,"TRUE","TRUE",,"TRUE",,,,,,,,,,1,"TRUE",,"TRUE","TRUE",,,,,,,,,,210,,,5,,,,,,"SamuraiPoint",,,"TRUE",,,,,"TRUE",,,,,,1,,,3,2,,20,16,,,,,,,
"MegaBoss",61,,"MegaBoss","TID_GAME_MODE_61","chat_letsplay_megaboss","event_gameroom_megaboss","event_icon_bossmode",,,"sc/ui.sc","event_gameroom_megaboss_square",,,,,,,,,,,,,,,,,,,12,"TID_GAME_MODE_61","TID_MEGA_BOSS_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_MEGA_BOSS","RaidBossStart",,"0xff7FFB50","0xffDC2423",,"event_teamentry_raid","panel_team_online_raid",,,,,,,,,,,,,,"TRUE",,"TRUE","TRUE",,,,,,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",,,,,,,,1,"TRUE","TRUE",,,,,,,,,,,,300,,,22,,1,,,,,,,,,"TRUE","TRUE","TRUE","TRUE",,"MegaBossCrow","MegaBossCrowWhite","MegaBossCrowRed",,1,,,3,1,,10,8,,,,,,,
"SamuraiSmash5v5",62,,"SamuraiSmash5v5","TID_GAME_MODE_60","chat_letsplay_samuraismash_5v5","event_gameroom_samuraismash_5v5","event_icon_samuraismash_small_5v5",,,"sc/ui.sc","event_gameroom_samuraismash_square",100,,,,,"TID_VICTORY_MATCH_OVER","TID_LOSS_MATCH_OVER",,,"Deathmatch_Victory_VO","Deathmatch_Defeat_VO",,,,,,,,23,"TID_GAME_MODE_60","TID_SAMURAI_SMASH_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_5V5","DeathmatchStart",,"0xfffd9b0e","0xffE337C1",,"event_teamentry_samuraismash_5v5","panel_team_online_samuraismash_5v5",,,,10,,,,,,,,,,"TRUE",,,,,,,,,"TRUE","TRUE",,"TRUE",,,,,,,,,,1,"TRUE",,"TRUE","TRUE",,,,,,,,,,210,,,5,,,,,,"SamuraiPoint",,,"TRUE",,,,,"TRUE",,,,,,1,,,5,2,,25,20,,,,,,,
"Dodgeball",63,,"Dodgeball","TID_GAME_MODE_63","chat_letsplay_dodge_ball","event_gameroom_dodge_ball","event_icon_dodge_ball",,,,"event_brawlball_banner_square",10,"Brawlbawl_goal","Brawlbawl_other_goal",,,"TID_VICTORY_MATCH_OVER","TID_LOSS_MATCH_OVER",,,"Deathmatch_Victory_VO","Deathmatch_Defeat_VO",,,,,,,"Token_One_Left_VO",32,"TID_GAME_MODE_63","TID_DODGEBALL_INTRO_TEXT",,"TID_OVERTIME","Announcer_overtime_vo","TID_EVENT_POPUP_GMV_LABEL_TEAM","LaserBallStart",,"0xff2ef3e0","0xff00DA48",,"event_teamentry_dodgeball","panel_team_online_dodgeball",,,,,,,,,,,,,,,,,,,,,,,"TRUE",,,"TRUE",,,,,,,,,,1,"TRUE",,,"TRUE","TRUE",,,,"TRUE","TRUE","TRUE","FALSE",,210,"TRUE","TRUE",3,,,,,,,,,,,,,,,,,,,,1,"TRUE","DodgeBall",3,2,,10,8,,,,,,,
"TrailRun",64,,"TrailRun","TID_GAME_MODE_64","chat_letsplay_trail_run","event_gameroom_trail_run","event_icon_trail_run",,,,"event_brawlball_banner_square",10,"Brawlbawl_goal","Brawlbawl_other_goal",,,,,,,,,,,,,,"Subway_Three_Left","Subway_One_Left",33,"TID_GAME_MODE_64","TID_TRAIL_RUN_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_ALL_VS_ALL","DeathmatchStart",,"0xff2ef3e0","0xff00DA48",,"event_teamentry_trail_run","panel_team_online_trail_run",,,,,,,,,,,,,,"TRUE",,,,,,,,,"TRUE",,,"TRUE",,,,,,,,"TRUE","TRUE",1,"TRUE",,"TRUE",,,,,,,,,,,210,,,1,,,,,,,,,,,,,,,"TRUE",,,,,1,,,1,10,,20,16,,,,,,,
"BrawloweenBoss",65,,"BrawloweenBoss","TID_GAME_MODE_65","chat_letsplay_brawloweenboss","event_gameroom_brawloweenboss","event_icon_brawloweenboss",,,"sc/ui.sc","event_gameroom_brawloweenboss_square",,,,,,,,,,,,,,,,,,,12,"TID_GAME_MODE_65","TID_BRAWLOWEEN_BOSS_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_MEGA_BOSS","RaidBossStart",,"0xffff6847","0xffDC2423",,"event_teamentry_raid","panel_team_online_raid",,,,,,,,,,,,,,"TRUE",,"TRUE","TRUE",,,,,,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",,,,,,,,1,"TRUE","TRUE",,,,,,,,,,,,300,,,22,,1,,,,,,,,,"TRUE","TRUE","TRUE","TRUE",,"MegaBossCrow",,,,1,,,3,1,,10,8,,,,,,,
