"TID","TR"
"TID_CATALOG_PREVIEW_DESC_SPRAY_TYPE_ALL_BRAWLERS","Tüm savaşçılar için sprey"
"TID_CATALOG_PREVIEW_DESC_SPRAY_TYPE_HERO","<HERO> için sprey"
"TID_CATALOG_PREVIEW_DESC_SPRAY_SKIN_INFO","\n\nŞu kostümde: <SKIN>"
"TID_CATALOG_CATEGORY_SEE_BUTTON","KOLEKSİYONU GÖR"
"TID_CATALOG_BRAWLER_UNLOCK_TITLE","BU SAVAŞÇIYI AÇ"
"TID_CATALOG_ITEM_BRAWLER_REQUIRED_TO_UNLOCK_DESC","Bu öğeyi almak için <HERO> gerekli."
"TID_CATALOG_ITEM_BRAWLER_REQUIRED_TO_UNLOCK_BUTTON","Savaşçıyı aç: <HERO>"
"TID_CATALOG_GOLD_REQUIRES_SILVER","Bu kostüm için önce <SILVERSKIN> açılmalı."
"TID_CATALOG_SILVER_SKIN_FALLBACK","SAF GÜMÜŞ kostüm"
"TID_CATALOG_ITEM_REQUIRES_SKIN","Bu öğe için önce <SKIN> açılmalı."
"TID_CATALOG_ITEM_REQUIRES_OTHER_SKIN_FIRST","Bu kostüm için önce <SKIN> açılmalı."
"TID_CATALOG_ITEM_UNLOCKS_WITH_HERO","Bu öğe <HERO> ile birlikte açılır."
"TID_CATALOG_ITEM_UNLOCKS_WITH_TROPHIES","Bu öğe toplam <TROPHIES> kupaya ulaştığında açılır."
"TID_CATALOG_ITEM_UNLOCKS_FROM_MASTERY","Bu öğe şu savaşçının ustalık yolundan açılır: <HERO>."
"TID_CATALOG_MORE","DİĞER..."
"TID_BRAWL_PASS_SEASON_16","MERKEZDE GİZEM"
"TID_SKIN_INFO_CAMPAIGN_BUNNY","TAVŞAN TUGAYI"
"TID_TITLES_DESCRIPTION","Bu ünvan artık savaş kartında gösterilebilir."
"TID_SKIN_INFO_CAMPAIGN_JUNGLE","ORMANDA KARGAŞA KAHRAMANLARI"
"TID_SKIN_INFO_CAMPAIGN_OLYMPUS","OLİMPOS EFSANELERİ"
"TID_SHOP_JUNGLE_SKINS","ORMANDA KARGAŞA KOSTÜMLERİ"
"TID_SHOP_OLYMPUS_SKINS","OLİMPOS EFSANELERİ"
"TID_SKIN_INFO_CAMPAIGN_JUNGLE_TITLE","ORMANDA KARGAŞA"
"TID_SKIN_INFO_CAMPAIGN_OLYMPUS_TITLE","OLİMPOS EFSANELERİ"
"TID_JUNGLE_SKINS_INFO","Kostüm seti"
"TID_OLYMPUS_SKINS_INFO","Kostüm seti"
"TID_TENCENT_DOLPHIN_DOWNLOADING_69","获取版本信息"
"TID_CAT_LEON_SKIN","SOKAK KEDİSİ LEON"
"TID_CAT_LEON_SKIN_SHOP","SOKAK KEDİSİ LEON"
"TID_BUBBLEGUM_BIBI_SKIN","LOLİPOP BIBI"
"TID_BUBBLEGUM_BIBI_SKIN_SHOP","LOLİPOP\nBİBİ"
"TID_ARES_NANI_SKIN","ARES NANI"
"TID_ARES_NANI_SKIN_SHOP","ARES NANI"
"TID_CERBERUS_TICK_SKIN","KERBEROS TICK"
"TID_CERBERUS_TICK_SKIN_SHOP","KERBEROS TICK"
"TID_ZEUS_BROCK_SKIN","ZEUS BROCK"
"TID_ZEUS_BROCK_SKIN_SHOP","ZEUS BROCK"
"TID_CROCODILE_BUSTER_SKIN","TİMSAH DOSTU BUSTER"
"TID_CROCODILE_BUSTER_SKIN_SHOP","TİMSAH DOSTU\nBUSTER"
"TID_LEOPARD_MAX_SKIN","LEOPAR MAX"
"TID_LEOPARD_MAX_SKIN_SHOP","LEOPAR MAX"
"TID_PANTHER_MAX_SKIN","PANTER MAX"
"TID_PANTHER_MAX_SKIN_SHOP","PANTER MAX"
"TID_MONKEY_COLT_SKIN","MAYMUN COLT"
"TID_MONKEY_COLT_SKIN_SHOP","MAYMUN COLT"
"TID_JAGUAR_MEG_SKIN","JAGUAR TOTEMİ MEG"
"TID_JAGUAR_MEG_SKIN_SHOP","JAGUAR TOTEMİ\nMEG"
"TID_GOBLIN_CARL_SKIN","GOBLİN CARL"
"TID_GOBLIN_CARL_SKIN_SHOP","GOBLİN CARL"
"TID_KAIJU_BUZZ_SKIN","KAIJU BUZZ"
"TID_KAIJU_BUZZ_SKIN_SHOP","KAIJU BUZZ"
"TID_VIGILANTE_EDGAR_SKIN","KARA MASKELİ EDGAR"
"TID_VIGILANTE_EDGAR_SKIN_SHOP","KARA MASKELİ\nEDGAR"
"TID_HARAJUKU_EMZ_SKIN","HARAJUKU EMZ"
"TID_HARAJUKU_EMZ_SKIN_SHOP","HARAJUKU EMZ"
"TID_SKIN_INFO_CAMPAIGN_CLASHIP","CLASH ÖYKÜLERİ"
"TID_SKIN_INFO_CAMPAIGN_GREEK","OLİMPOS EFSANELERİ"
"TID_SKIN_INFO_CAMPAIGN_LUNAREVENT","AY YILI ÖYKÜLERİ"
"TID_SKIN_INFO_CAMPAIGN_SUMMER","SÜPER ŞEHİRDE YAZ"
"TID_SKIN_INFO_CAMPAIGN_ONCEUPON","BİR VARMIŞ BİR YOKMUŞ"
"TID_SKIN_INFO_CAMPAIGN_ROBOTSMONSTERS","ROBOTLAR VE YARATIKLAR"
"TID_SKIN_INFO_CAMPAIGN_OUTLAWS","HAYDUTLAR"
"TID_COSMETIC_COINS_INFO_TITLE","MÜCEVHER"
"TID_COSMETIC_COINS_INFO_TXT1","Mücevher kullanarak kostüm, rozet, sprey ve profil simgesi alabilirsin."
"TID_MAISIE","MAISIE"
"TID_MAISIE_SHORT_DESC","KESKİN NİŞANCI"
"TID_MAISIE_DESC","Maisie, bir güvenlik şefi. Ama gizliden gizliye tehlikelerden keyif alıyor. Öyle ki bazen yaşanan tehlikeli durumlarda bir parmağı olabileceği düşünülüyor."
"TID_MAISIE_WEAPON","BASINÇLI ROKET"
"TID_MAISIE_WEAPON_DESC","Maisie'nin roket atışı düşmanla arası açıldıkça hızlanır."
"TID_MAISIE_ULTI","ŞOK DALGASI"
"TID_MAISIE_ULTI_DESC","Kişisel alanına düşkün olan Maisie, fazla yaklaşanlara bunu göstermekten çekinmez."
"TID_SPEC_ABI_MAISIE_1","TAM İSABET"
"TID_SPEC_ABI_MAISIE_1_DESC","Maksimum uzaklıktayken basınçlı roket saldırıları <c00cc00>%<VALUE1></c> daha fazla hasar verir."
"TID_SPEC_ABI_MAISIE_2","SARSINTI"
"TID_SPEC_ABI_MAISIE_2_DESC","Şok dalgasına yakalanan düşmanlar <c00cc00><VALUE2></c> saniye boyunca yavaşlar."
"TID_ACCESSORY_MAISIE_GADGET_1","İTİCİ GÜÇ"
"TID_ACCESSORY_MAISIE_GADGET_1_DESC","Maisie zemini patlatarak düşmanları geri püskürtür ve ileri atılırken <c00cc00><VALUE1></c> saniyeliğine sersemletir."
"TID_ACCESSORY_MAISIE_GADGET_2","SON DARBE"
"TID_ACCESSORY_MAISIE_GADGET_2_DESC","Maisie anında <c00cc00><VALUE1></c> atış doldurur ve bir sonraki basınçlı roket saldırısının verdiği hasar, hedefinin eksik sağlığına oranla <c00cc00>%<VALUE2></c> artar."
"TID_FISHTANK","HANK"
"TID_FISHTANK_SHORT_DESC","TANK"
"TID_FISHTANK_DESC","Hank tek karides, tek tanktan oluşan bir ordu. Amacı deniz ürünlerini tüm mutfaklardan ve marketlerden kurtarmak. Aşçılar, bu son uyarınız!"
"TID_FISHTANK_WEAPON","BALON PATLAMASI"
"TID_FISHTANK_WEAPON_DESC","Basılı tuttukça patlamanın şiddeti artar."
"TID_FISHTANK_ULTI","BALIK TORPİDOLARI"
"TID_FISHTANK_ULTI_DESC","Hank her tarafa balık torpidoları atar ve kendini bir miktar iyileştirir."
"TID_SPEC_ABI_FISHTANK_1","PATLAMAK ÜZERE"
"TID_SPEC_ABI_FISHTANK_1_DESC","Balon patlaması <c00cc00>%<VALUE1></c> ve üzeri dolduğunda Hank <c00cc00>%<VALUE2></c> ekstra hareket hızı kazanır."
"TID_SPEC_ABI_FISHTANK_2","SİPER AL"
"TID_SPEC_ABI_FISHTANK_2_DESC","Hank duvarların yakınındayken <c00cc00>%<VALUE1></c> daha az hasar alır."
"TID_ACCESSORY_FISHTANK_GADGET_1","SU BALONLARI"
"TID_ACCESSORY_FISHTANK_GADGET_1_DESC","Etkinleştirildikten sonraki balon patlaması saldırısı düşmanları <c00cc00><VALUE1></c> saniye yavaşlatır."
"TID_ACCESSORY_FISHTANK_GADGET_2","BARİKAT"
"TID_ACCESSORY_FISHTANK_GADGET_2_DESC","Hank <c00cc00><VALUE2></c> saniyeliğine <c00cc00>%<VALUE1></c> daha az hasar alır."
"TID_FISHTANK_OVERCHARGE","KOVALAYAN BALIKLAR"
"TID_FISHTANK_OVERCHARGE_DESC","Hank'in süperiyle ateşlediği balık torpidoları, hedefe doğru yönelecek şekilde yenilendi!"
"TID_STAR_POINTS_TO_COSMETIC_COINS_POPUP_NEW_GEAR","YENİ \qKOLEKSİYON\q ÖZELLİĞİNE GÖZ AT"
"TID_STAR_POINTS_TO_COSMETIC_COINS_POPUP_NEW_GEAR_DESCRIPTION","Mücevher kullanarak kostüm, rozet, sprey ve profil simgeleri alabilirsin."
"TID_STAR_POINTS_TO_COSMETIC_COINS_POPUP_INFO","İşte görsel öğeler almak için kullanabileceğin yepyeni bir birim: mücevher. Bundan böyle oyunda yıldız puanı kullanılmayacak. Mevcut tüm yıldız puanların mücevhere dönüştürüldü.\n\nSatın alabileceğin tüm görsel öğeleri görmek için dükkandaki yeni \qKoleksiyonlar\q özelliğine göz at."
"TID_STAR_POINTS_TO_COSMETIC_COINS_POPUP_REIMBURSEMENT","İADE:"
"TID_STAR_POINTS_TO_COSMETIC_COINS_POPUP_AMOUNTS_DESC","<STAR_POINTS> YILDIZ PUANI"
"TID_STAR_POINTS_TO_COSMETIC_COINS_POPUP_CLAIM","AL"
"TID_STAR_POINTS_TO_COSMETIC_COINS_POPUP_TITLE","GÖRSEL ÖĞELERİ MÜCEVHER İLE AÇ!"
"TID_BLING","Mücevher"
"TID_SHOP_OFFER_TITLE_45","MÜCEVHER"
"TID_SHOP_OFFER_INFO_45","<AMOUNT> mücevher içerir. Mücevher toplayarak kostüm, rozet, sprey ve profil simgeleri satın alabilirsin."
"TID_GATCHA_SCREEN_BLING_DROP_TITLE","MÜCEVHER"
"TID_GATCHA_SCREEN_BLING_DROP_DESC","Mücevher kullanarak kostüm, rozet, sprey ve profil simgesi satın alabilirsin."
"TID_BLING_CAP_REACHED_TITLE","MÜCEVHER LİMİTİNE ERİŞİLDİ"
"TID_BLING_CAP_REACHED_DESC","Daha fazla toplamadan önce mevcut mücevherlerini kullanarak kostüm, rozet, sprey veya profil simgesi almalısın."
"TID_BLING_CAP_REACHED_DESC_OFFER","Daha fazla toplamadan önce mevcut mücevherlerini kullanarak kostüm, rozet, sprey veya profil simgesi almalısın.\n\nSINIRA ULAŞTIKTAN SONRA TOPLANAN MÜCEVHERLER SONSUZA KADAR KAYBEDİLİR!"
"TID_BLING_CAP_REACHED_AMOUNT","<NUM>/<MAX>"
"TID_BLING_CAP_REACHED_SHOP_BUTTON","DÜKKANI AÇ"
"TID_TOP_TOOL_TIP_BLING","<c53C5F7>Mücevher</c>; kostüm, rozet, sprey ve profil simgeleri almak için kullanılır.\n\nBrawl Pass, kupa sıfırlaması, aşamalı mod, Starr hediyeleri ve savaşçı rütbe atlamalarından mücevher kazanabilirsin.\n\nMaksimum: <c53C5F7><MAX></c><EXTRAINFO>"
"TID_TOP_TOOL_TIP_BLING_GENERIC","<c53C5F7>Mücevher</c>; kostüm, rozet, sprey ve profil simgeleri almak için kullanılır.\n\nBrawl Pass, kupa sıfırlaması, aşamalı mod, Starr hediyeleri ve savaşçı rütbe atlamalarından mücevher kazanabilirsin."
"TID_STAR_POINTS_TO_BLING_NOTIFICATION","Tüm yıldız puanların <AMOUNT> mücevhere dönüştürüldü. Mücevher kullanarak kostüm, rozet, sprey ve profil simgesi gibi görsel öğeler satın alabilirsin."
"TID_STAR_POINTS_TO_BLING_POPUP_TITLE","ALIŞVERİŞİN YENİ BİR YOLU!"
"TID_LOGIN_RESTRICTED_BY_LOCATION","Bulunduğunuz konumdan giriş desteklenmiyor."
"TID_CATALOGUE_BROWSE_COLLECTIONS","KOLEKSİYONLARA GÖZ AT"
"TID_NOT_ENOUGH_BLING","Mücevher yetersiz!"
"TID_HERO_INFO_BUY_MISSING_BLING1","<MISSINGBLING> MÜCEVHER DAHA GEREKİYOR"
"TID_HERO_INFO_BUY_MISSING_BLING2","Bu öğeyi mücevher ve elmas karşılığı hemen satın almak ister misin?"
"TID_HERO_INFO_BUY_MISSING_BLING_GEMS_ONLY","Bu öğeyi <GEMS> elmas karşılığı hemen satın almak ister misin?"
"TID_HERO_INFO_BUY_MISSING_BLING_GEMS2","Eksik mücevherleri satın almak için <MISSINGGEMS> elmas daha gerekiyor."
"TID_NOT_ENOUGH_BLING_TITLE","Eksik mücevherleri satın almak için daha fazla elmas gerekiyor."
"TID_HERO_INFO_BUY_MISSING_GEMS1","<MISSINGGEMS> ELMAS DAHA GEREKİYOR"
"TID_HERO_INFO_BUY_MISSING_GEMS2","Bu öğeyi satın almak için <MISSINGGEMS> elmas daha gerekiyor."
"TID_HERO_INFO_BUY_MISSING_COINS1","<MISSINGCOINS> ALTIN DAHA GEREKİYOR"
"TID_HERO_INFO_BUY_MISSING_COINS2","Eksik altınları satın almak için <MISSINGCOINS> elmas daha gerekiyor."
"TID_DIRECT_PURCHASE_GEM_PACKS_DESC_GEMS","Bu öğeyi satın almak için <cC5F724><REQUIREDGEMS> elmas daha</c> gerekiyor."
"TID_DIRECT_PURCHASE_GEM_PACKS_DESC_BLING","Eksik mücevherleri satın almak için <cC5F724><REQUIREDGEMS> elmas daha</c> gerekiyor."
"TID_DIRECT_PURCHASE_GEM_PACKS_DESC_BRAWLER","Eksik kaynakları satın almak için <cC5F724><REQUIREDGEMS> elmas daha</c> gerekiyor."
"TID_DIRECT_PURCHASE_GEM_PACKS_DESC_COLLAB_POINTS","Eksik şekerleri satın almak için <cC5F724><REQUIREDGEMS> elmas daha</c> gerekiyor."
"TID_DIRECT_PURCHASE_GEM_PACKS_DESC_COINS","Bu öğeyi satın almak için <cC5F724><REQUIREDCOINS> altın daha</c> gerekiyor."
"TID_DIRECT_PURCHASE_COIN_PACKS_TITLE","DAHA FAZLA ALTIN AL"
"TID_OFFER_POPUP_CONFIRMATION_POPUP_BLING","Bu öğeyi şimdi satın almak istediğine emin misin?"
"TID_CATALOG_OWNED","Bu öğe sende var."
"TID_CATALOG_REQUIRES_BRAWLER","Bu öğe için önce <BRAWLER> açılmalı."
"TID_CATALOG_NOT_AVAILABLE_FOR_SALE","Bu öğe satışta değil."
"TID_CATALOG_BUY_OPTION_NOT_UNLOCKED_PL_SKIN","Bu kostüm aşamalı moda özel olarak açılır."
"TID_CATALOG_BUY_OPTION_NOT_UNLOCKED","Satın alma seçeneği açılmadı."
"TID_CATALOG_UNLOCK_WITH_SCID","Supercell ID'ye bağlanarak açabilirsin!"
"TID_CATALOG_UNLOCK_FROM_BRAWLPASS","Brawl Pass'ten açılır."
"TID_CATALOG_UNLOCK_FROM_BRAWLPASS_AND_REQUIRES_HERO","Brawl Pass'ten açılır; <BRAWLER> gerektirir."
"TID_CATALOG_ITEM_BRAWLPASS_ONLY","Bu öğe Brawl Pass'e aittir ve daha sonra alınabilir."
"TID_CATALOG_BUTTON_BRAWLPASS_GO","HAYDİ!"
"TID_SHOP_OFFER_PURCHASE_ERROR_10","Bu satın alım şu anda yapılamıyor."
"TID_SHOP_OFFER_PURCHASE_ERROR_11","Henüz mücevherle satın alım yapılamıyor."
"TID_SHOP_OFFER_PURCHASE_ERROR_12","Hiperşarj satın almak için <HERONAME> <LEVEL>. seviye olmalı."
"TID_SHOP_OFFER_PURCHASE_ERROR_14","İlk olarak önceki teklifi almalısın!"
"TID_SHOP_OFFER_PURCHASE_ERROR_15","Önceki teklif olmadığından kullanılamıyor. Lütfen daha sonra tekrar dene."
"TID_SHOP_OFFER_REQUIRED_HERO_LEVEL","<LEVEL>. seviye <HERONAME> gerekiyor."
"TID_CATALOG_BLING_PRICE_NOT_YET_AVAILABLE","Bu öğe daha sonra mücevherle satın alınabilir."
"TID_CATALOG_GEM_PRICE_DISCOUNT_TIME","Özel Teklif: <TIME>"
"TID_SHOP_TOP_UP_WITH_GEMS","<GEMS> elmasla tamamla."
"TID_BATTLE_END_REPLAY_TITLE","MAÇTA ÖNE ÇIKANLAR"
"TID_FEAT_MOST_KILLS","En çok alaşağı"
"TID_FEAT_MOST_DAMAGE","En çok hasar"
"TID_FEAT_MOST_HEAL","En çok iyileşme"
"TID_EVENT_MODIFIER_19","SÜPER SOSİSLİ"
"TID_EVENT_MODIFIER_DESC_19","Pasif iyileşme devre dışı bırakıldı. Haritanın farklı yerlerinde iyileştiren sosisli sandviçler olacak; ayrıca yok edilen düşmanlar da bu sosislilerden düşürecek."
"TID_EVENT_MODIFIER_22","ZAMANLI PATLAMA"
"TID_EVENT_MODIFIER_DESC_22","Haritadaki engeller yavaş yavaş yok olur."
"TID_SHARK_HANK_SKIN","KÖPEKBALIĞI TANKI HANK"
"TID_SHARK_HANK_SKIN_SHOP","KÖPEKBALIĞI TANKI\nHANK"
"TID_TECH_MAISIE_SKIN","MEKANİK MAISIE"
"TID_TECH_MAISIE_SKIN_SHOP","MEKANİK MAISIE"
"TID_BRAWL_PASS_SEASON_17","KURTARMA OPERASYONU"
"TID_TITLE_MASTERY_HANK","Kararlı Karides!"
"TID_TITLE_MASTERY_MAISIE","Felaket ustası"
"TID_HOW_TO_GET_COSMETIC_COINS_INFO_TITLE","MÜCEVHER TOPLAMA YOLLARI"
"TID_HOW_TO_GET_COSMETIC_COINS_INFO_TXT1","Her beş rütbede mücevher kazanırsın."
"TID_HOW_TO_GET_COSMETIC_COINS_INFO_TXT2","Kupa ligi sonunda elinde kalan fazla kupalar mücevhere dönüştürülür!"
"TID_HOW_TO_GET_COSMETIC_COINS_INFO_TXT3","Aşamalı modda üst aşamalara tırmandıkça mücevher kazanırsın."
"TID_HOW_TO_GET_COSMETIC_COINS_INFO_SUBTITLE1","SAVAŞÇI RÜTBE ATLAMASI"
"TID_HOW_TO_GET_COSMETIC_COINS_INFO_SUBTITLE2","KUPA SIFIRLAMASI"
"TID_HOW_TO_GET_COSMETIC_COINS_INFO_SUBTITLE3","AŞAMALI"
"TID_BATTLE_END_REPLAY_FOLLOWING","TAKİP EDİYOR"
"TID_JUNGLE_QUEEN_MAISIE_SKIN","ORMAN KRALİÇESİ MAISIE"
"TID_JUNGLE_QUEEN_MAISIE_SKIN_MAISIE","ORMAN KRALİÇESİ\nMAISIE"
"TID_DUELIST","CORDELIUS"
"TID_DUELIST_SHORT_DESC","SUİKASTÇI"
"TID_DUELIST_DESC","Sihirli ormanın bakıcısı ve bekçisi. Mantarlara bayılır, yabancılarıysa hiç sevmez."
"TID_DUELIST_WEAPON","MANTARLAR"
"TID_DUELIST_WEAPON_DESC","Cordelius, bahçe aletinden iki mantar ateşler. Mantarlar isabet ettikleri düşmanlara hasar verir."
"TID_DUELIST_ULTI","BURANIN SAHİBİ BENİM"
"TID_DUELIST_ULTI_DESC","Cordelius'un ateşlediği gölge mantarı, duvarlardan geçip hem isabet ettiği hedefi hem de kendini <c00cc00><VALUE1></c> saniyeliğine gölge alemine ışınlar. Gölge aleminde Cordelius'un hareket hızı <c00cc00>%<VALUE2></c> artar ve atışları <c00cc00>%<VALUE3></c> daha hızlı dolar."
"TID_SPEC_ABI_DUELIST_1","MANTAR KOMBOSU"
"TID_SPEC_ABI_DUELIST_1_DESC","İkinci mantar da ilk mantarla aynı hedefe isabet ederse <c00cc00>%<VALUE1></c> fazla hasar verir."
"TID_SPEC_ABI_DUELIST_2","MANTAR KRALLIĞI"
"TID_SPEC_ABI_DUELIST_2_DESC","Cordelius, süper özelliğini kullandığında gölge aleminde <c00cc00><VALUE1></c> mantar oluşturur. Bu mantarlar takım arkadaşlarını <c00cc00><VALUE2></c> puan iyileştirir, düşmanlara ise aynı miktarda hasar verir."
"TID_ACCESSORY_DUELIST_GADGET_1","YENİDEN EKİM"
"TID_ACCESSORY_DUELIST_GADGET_1_DESC","Cordelius, hızla bir miktar ileri atlar."
"TID_ACCESSORY_DUELIST_GADGET_2","ZEHİRLİ MANTAR"
"TID_ACCESSORY_DUELIST_GADGET_2_DESC","Cordelius, bir sonraki saldırısında düşmanların <c00cc00><VALUE1></c> saniyeliğine saldırı yapmasını engelleyen zehirli bir mantar ateşler."
"TID_REVIVER","DOUG"
"TID_REVIVER_SHORT_DESC","DESTEK"
"TID_REVIVER_DESC","Doug'ın sosisli sandviçleri, takım arkadaşlarının ömrünü uzatır."
"TID_REVIVER_WEAPON","SOSİS SALDIRISI"
"TID_REVIVER_WEAPON_DESC","Dostlara taze, düşmanlara bayat sosisler. Takım arkadaşlarını iyileştirir, rakiplere hasar verir."
"TID_REVIVER_ULTI","EK PORSİYON"
"TID_REVIVER_ULTI_DESC","Doug'ın kendisi veya dostları için özel hazırladığı bir sosisli sandviç. Bu sandviçle güçlendirilen takım arkadaşları, yok edildikten kısa bir süre sonra <c00cc00>%<VALUE1></c> sağlıkla canlanırlar."
"TID_SPEC_ABI_REVIVER_1","FAST FOOD"
"TID_SPEC_ABI_REVIVER_1_DESC","Doug bir dostunu canlandırdığında toplam sağlığının <c00cc00>%<VALUE1></c> kadarı iyileşir."
"TID_SPEC_ABI_REVIVER_2","SELF SERVİS"
"TID_SPEC_ABI_REVIVER_2_DESC","Sosis saldırısı, Doug'ı ayrıca <c00cc00>%<VALUE1></c> iyileştirir."
"TID_ACCESSORY_REVIVER_GADGET_1","ÇİFT SOSİS"
"TID_ACCESSORY_REVIVER_GADGET_1_DESC","Bir sonraki sosis saldırısı yalnızca dostları iyileştirir ama iki kat etkili olur."
"TID_ACCESSORY_REVIVER_GADGET_2","EKSTRA HARDAL"
"TID_ACCESSORY_REVIVER_GADGET_2_DESC","Bir sonraki sosis saldırısı yalnızca düşmanlara hasar verir ama iki kat etkili olur."
"TID_REVIVER_OVERCHARGE","ÜCRETSİZ İLAVE"
"TID_REVIVER_OVERCHARGE_DESC","Doug'ın sosis saldırısı, ek porsiyonla güçlendirilen dost savaşçıyı da etkiler."
"TID_SKIN_INFO_CAMPAIGN_LUNAR_BRAWL","YENİ AY YILI"
"TID_ERROR_POP_UP_LOGIN_BLOCKED_TITLE","GİRİŞ KISITLANDI"
"TID_BUTTON_READ_MORE","DAHA FAZLA BİLGİ"
"TID_SAVE_FROGS_EVENT_TITLE","KURBAĞA KURTARMA ETKİNLİĞİ"
"TID_SAVE_FROGS_COLLECTED","KURTARILAN KURBAĞA"
"TID_POWER_LEAGUE_SEASON_RESET_REWARD","Sezon sıfırlama ödülü:"
"TID_SHOP_OFFER_TITLE_46","BRAWL PASS PAKETİ"
"TID_TROPHY_ROAD_BLING_DESCRIPTION","Daha fazla mücevher kazan!"
"TID_BRAWL_PASS_INFO_TEXT_17","Bir sürü ekstra ödül seni bekliyor!\n\nYeni kromatik savaşçı <BRAWLER>!\n\nSINIRLI SÜRELİ ÖZEL KOSTÜM: <SKIN_1>!\n\n<BRAWLER> için SINIRLI SÜRELİ ÖZEL ve HAVALI ROZETLER\n\nSINIRLI SÜRELİ SPREY ve PROFİL SİMGESİ\n\nEKSTRA ALTIN, GÜÇ PUANI ve MÜCEVHER!\n\nBrawl Pass'i daha hızlı tamamlaman için EKSTRA GÖREVLER!\n\nSezon boyunca ÖZEL KROMATİK İSİM!"
"TID_RANKED_BLING_TUTORIAL","Sezon sonu yıldız puanı ödüllerin otomatik olarak mücevhere dönüştürüldü.\n\nMücevher, çoğu görsel ürünü almak için kullanabileceğin yeni bir para birimidir!"
"TID_RANKED_BLING_TITLE","MÜCEVHER"
"TID_VOLLEY_491","İzolasyon Taktiği"
"TID_VOLLEY_492","Zafer Yolu"
"TID_VOLLEY_493","Çarpışma Diyarı"
"TID_VOLLEY_494","Hızlı Saldırı"
"TID_VOLLEY_495","Derin Çapraz Smaç"
"TID_TAGTEAM_491","Ölüm Döngüsü"
"TID_TAGTEAM_492","Yerin Gözleri"
"TID_TAGTEAM_493","Gamsız Geçit"
"TID_TAGTEAM_494","Şeytan Koridoru"
"TID_TAGTEAM_495","Savruk Savaş Sahası"
"TID_CATALOG_PREVIEW_DESC_EMOTE_SKIN_INFO_SHORT","Şu kostümde: <SKIN>"
"TID_CATALOG_PREVIEW_DESC_EMOTE_SHORT","<SKIN_INFO>"
"TID_TOPDOG_WIN","KAZANDIN!"
"TID_RANKED_REWARD_TRACK_OVERLAY_PAST","Bu ödülü zaten aldın!"
"TID_RANKED_SEASON_START_NOTIFICATION","AŞAMALI SEZON SIFIRLAMA ÖDÜLÜ: <AMOUNT> MÜCEVHER kazandın!"
"TID_TOP_TOOL_TIP_COSMETIC_COINS_EXTRAINFO_MAX_REACHED","\n\n<cFF0000>Maksimum sınıra ulaştın. Daha fazla toplamadan önce elindeki mücevherleri harcamalısın.</c>"
"TID_RANKED_RANK_UP_REWARD_NOTIFICATION","AŞAMALI MOD ÖDÜLÜ: <MODE> modunda <RANK> aşamasına ulaştığın için <AMOUNT> MÜCEVHER kazandın!"
"TID_ACCESSORY_BLOCKED_SHADOW_REALM","Gölge aleminde kullanılamaz!"
"TID_LOGIN_CALENDAR_REWARD_HERO_LVL_UP_MATERIAL","ALTIN"
"TID_LOGIN_CALENDAR_REWARD_DESC_HERO_LVL_UP_MATERIAL","Altın kullanarak savaşçılarını yükseltirsin."
"TID_LOGIN_CALENDAR_REWARD_POWER_POINTS","GÜÇ PUANI"
"TID_LOGIN_CALENDAR_REWARD_DESC_POWER_POINTS","Güç puanlarıyla savaşçılarını yükseltirsin."
"TID_LOGIN_CALENDAR_REWARD_RECRUIT_TOKEN","KREDİ"
"TID_LOGIN_CALENDAR_REWARD_DESC_RECRUIT_TOKEN","Kredilerle savaşçılarını yükseltirsin."
"TID_LOGIN_CALENDAR_REWARD_BLING","MÜCEVHER"
"TID_LOGIN_CALENDAR_REWARD_DESC_BLING","Mücevher kullanarak kostüm, rozet, sprey ve profil simgesi alabilirsin."
"TID_LOGIN_CALENDAR_CHRONOS_REWARD_BRAWLER_CHOICE","SAVAŞÇI"
"TID_LOGIN_CALENDAR_CHRONOS_REWARD_DESC_BRAWLER","Savaşçıyı aç: <HERONAME1>"
"TID_LOGIN_CALENDAR_CHRONOS_LEFT_TITLE","GÜNLÜK HEDİYELER"
"TID_LOGIN_CALENDAR_CHRONOS_LEFT_SUBTITLE","<cfffc11><NUM> GÜN BOYUNCA HER GÜN GİRİŞ YAP</c> ve <cfffc11>ÜCRETSİZ HEDİYELER</c> kazan!"
"TID_LOGIN_CALENDAR_WELCOME_POPUP_TITLE","SAVAŞA HAZIR OL!"
"TID_LOGIN_CALENDAR_WELCOME_POPUP_DESCRIPTION","Oynayacağın savaşçıyı seç"
"TID_LOGIN_CALENDAR_WELCOME_POPUP_BUTTON_BRAWL","OYNA"
"TID_LOGIN_CALENDAR_WELCOME_POPUP_HERO_LEVEL_UPGRADE","+ <AMOUNT>"
"TID_BUTTON_QUESTS","GÖREVLER"
"TID_SKIN_INFO_CAMPAIGN_CURSED","LANETLİ KORSANLAR"
"TID_SKIN_INFO_CAMPAIGN_ENCHANTED","SİHİRLİ ORMAN"
"TID_SKIN_INFO_CAMPAIGN_GOLDENBALL","ALTIN SAVAŞ TOPU"
"TID_SHOP_CURSED_SKINS","LANETLİ KORSANLAR"
"TID_SKIN_INFO_CAMPAIGN_CURSED_TITLE","LANETLİ KORSANLAR"
"TID_SKIN_SET_INFO","Kostüm seti"
