TID,PT
TID_ACCESSORY_GUNSLINGER_BIG_BULLET_DESC,"O próximo ataque de Colt é um tiro poderoso que atravessa obstáculos e inimigos, infligindo o dano de <c00cc00><VALUE1></c> das suas balas normais."
TID_MULTIPLE_PURCHASE_RESTART_WARNING_TITLE,Reiniciar transação?
TID_MULTIPLE_PURCHASE_RESTART_WARNING,"A compra desta oferta já foi iniciada e só pode ser realizada uma vez. Compras acidentais não concederão os mesmos itens novamente. Caso tenha certeza de que a transação anterior foi cancelada, você pode fazer a compra novamente por sua conta e risco. Continuar?"
TID_FIRE_DUDE,AMBER
TID_FIRE_DUDE_SHORT_DESC,CONTROLE
TID_FIRE_DUDE_DESC,Amber ama aquecer corações gélidos... e inimigos que cruzem o seu caminho!
TID_FIRE_DUDE_WEAPON,COSPE-FOGO
TID_FIRE_DUDE_WEAPON_DESC,"Amber cospe chamas infernais nos adversários. Um verdadeiro espetáculo, mas cuidado para não se queimar!"
TID_FIRE_DUDE_ULTI,INCINERAÇÃO
TID_FIRE_DUDE_ULTI_DESC,"Amber lança um frasco de líquido inflamável por vez para, em seguida, incendiá-lo. Arbustos e inimigos vão virar torrada!"
TID_SPEC_ABI_FIRE_DUDE_1,LABAREDA INFERNAL
TID_SPEC_ABI_FIRE_DUDE_1_DESC,"Amber pode fazer duas poças de combustível no chão. Ao ficar perto de uma delas, ela recarrega seu Super automaticamente."
TID_SPEC_ABI_FIRE_DUDE_2,SIFÃO ESCALDANTE
TID_SPEC_ABI_FIRE_DUDE_2_DESC,"Perto de uma poça de líquido inflamável, Amber recarrega seu ataque <c00cc00><VALUE1>%</c> mais depressa."
TID_ACCESSORY_FIRE_DUDE_SPILL,IGNIÇÃO
TID_ACCESSORY_FIRE_DUDE_SPILL_DESC,"Amber corre rapidamente por <c00cc00><VALUE1></c> segundos enquanto derrama líquido inflamável para, em seguida, incendiá-lo."
TID_EMOTE_EQUIP_ALREADY_IN_USE,Esta reação já está em uso!
TID_ALLIANCE_CHAT_DISABLED_FOR_YP_IN_NON_FF,Você só pode conversar em clubes para todas as idades.
TID_KING_OF_HILL_15F,Bate-cabeça
TID_KING_OF_HILL_16F,Anel de fogo
TID_KING_OF_HILL_17F,Ponto de padecimento
TID_KING_OF_HILL_18F,Funil
TID_KING_OF_HILL_19F,Inspeção
TID_WANTED_30T,Salto súbito
TID_BANKHEIST_29T,Reviravolta
TID_EMOTE_BUNDLE_ROSALLOWEEN,REAÇÕES DA ROSA ESQUELETO
TID_EMOTE_BUNDLE_WF,REAÇÕES DA FINAL MUNDIAL
TID_EMOTE_PLAYERS,ESPECIAL
TID_SPRAY_PLAYERS,SPRAY
TID_KING_OF_HILL_30,Cuidado
TID_KING_OF_HILL_31,Surpresa abrasadora
TID_PLAYER_MAP_SLOT_CREATE_NEW_TITLE,CRIAR NOVO!
TID_PLAYER_MAP_SLOT_CREATE_NEW_DESC,Criador de mapas
TID_KING_OF_HILL_20F,Besouros brigões
TID_CONTEXT_MENU_EDIT,EDITAR
TID_CONTEXT_MENU_RENAME,RENOMEAR
TID_CONTEXT_MENU_DELETE,EXCLUIR
TID_CONTEXT_MENU_SUBMIT,ENVIAR
TID_MAP_EDITOR_RENAME_MAP_TITLE,RENOMEAR MAPA
TID_MAP_EDITOR_PENDING,Operação pendente. Tente de novo depois.
TID_MAP_EDITOR_RENAME_OK,Mapa renomeado
TID_MAP_EDITOR_UNAVAILABLE_TROPHY_LIMIT,É preciso ter <NUM> troféus para usar o criador de mapas.
TID_MAP_EDITOR_NAME_ERROR,Falha ao renomear mapa
TID_MAP_EDITOR_NAME_EMPTY_NAME,É preciso dar um nome ao mapa.
TID_MAP_EDITOR_NAME_SHORT_NAME,O nome do mapa é muito curto.
TID_MAP_EDITOR_NAME_LONG_NAME,O nome do mapa é muito longo.
TID_MAP_EDITOR_NAME_INVALID_NAME,O nome do mapa não foi aceito.
TID_MAP_EDITOR_NAME_OK,O mapa foi renomeado.
TID_MAP_EDITOR_MAP_DELETE_TITLE,EXCLUIR MAPA
TID_MAP_EDITOR_MAP_DELETE_TEXT,Quer mesmo excluir\n<NAME>?
TID_MAP_EDITOR_MAP_DELETE_OK,Mapa excluído
TID_MAP_EDITOR_MAP_DELETE_ERROR,Falha ao excluir mapa
TID_MAP_EDITOR_QUIT_TITLE,Sair do criador de mapas?
TID_MAP_EDITOR_QUIT_TEXT,As mudanças realizadas não serão salvas.
TID_MAP_EDITOR_PLACEMENT_MODE_NORMAL,Modo de inserção: único
TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_X,Modo de inserção: espelho horizontal
TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_Y,Modo de inserção: espelho vertical
TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_DIAGONAL,Modo de inserção: espelho diagonal
TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_BOTH,Modo de inserção: espelho total
TID_MAP_EDITOR_BUTTON_QUIT,Sair
TID_MAP_EDITOR_BUTTON_UNDO,Desfazer
TID_MAP_EDITOR_BUTTON_REDO,Refazer
TID_MAP_EDITOR_BUTTON_LOAD,Carregar
TID_MAP_EDITOR_BUTTON_SAVE,Salvar
TID_MAP_EDITOR_BUTTON_CLEAR_ALL,Excluir tudo
TID_MAP_EDITOR_BUTTON_GRID,Grade
TID_MAP_EDITOR_BUTTON_MODIFIERS,Modificadores
TID_MAP_EDITOR_CANNOT_SAVE,Não é possível salvar o mapa. Inserção inadequada de item.
TID_MAP_EDITOR_CANNOT_SAVE_BLOCK_SPACING,O espaço entre os objetos é muito pequeno.
TID_MAP_EDITOR_CANNOT_SAVE_WATER,É preciso inserir mais de um bloco de água.
TID_MAP_EDITOR_CANNOT_SAVE_CLOSED_AREA,Não é possível criar áreas fechadas.
TID_MAP_EDITOR_CANNOT_SAVE_RESTRICTED_AREA,Não é possível inserir objetos aqui.
TID_MAP_EDITOR_CANNOT_SAVE_MAX_OBJECTS,O limite permitido desses objetos foi atingido.
TID_MAP_EDITOR_SAVE_ERROR,Falha ao salvar mapa
TID_MAP_EDITOR_SAVE_OK,Mapa salvo com sucesso
TID_MAP_EDITOR_HEIST_SAFE,Cada equipe deve ter um cofre no seu lado do mapa.
TID_MAP_EDITOR_SECOND_TELEPORT,Coloque o segundo teletransportador.
TID_MAP_EDITOR_SECOND_SPAWN_POINT,Ponto de partida inválido
TID_MAP_EDITOR_BUTTON_REMOVE,REMOVER
TID_MAP_EDITOR_HOT_ZONE_AREA,É preciso posicionar zonas estratégicas.
TID_MAP_EDITOR_SIEGE_BOLT,É preciso posicionar áreas geradoras de peças.
TID_MAP_EDITOR_MODIFIERS_TITLE,Modificadores
TID_PLAYER_MAP_SLOT_MAPS_MADE,Mapas criados: <NUM>/<MAX>
TID_PLAYER_MAP_SLOT_DRAFT_MAPS,Rascunhos: <NUM>/<MAX>
TID_PLAYER_MAP_SLOT_STATUS,Status: <STATUS>
TID_PLAYER_MAP_SLOT_STATUS_UNKNOWN,Desconhecido
TID_PLAYER_MAP_SLOT_STATUS_DRAFT,Rascunho
TID_PLAYER_MAP_SLOT_STATUS_SUBMITTED,Enviado: <APPROVAL>
TID_PLAYER_MAP_SLOT_STATUS_GREENLIGHTED,Aprovado
TID_PLAYER_MAP_SLOT_STATUS_PUBLISHED,Publicado
TID_PLAYER_MAP_SLOT_STATUS_PUBLISHED_VOTE,Publicado. <VOTE>
TID_PLAYER_MAP_SLOT_STATUS_BANNED,Banido
TID_PLAYER_MAP_SLOT_STATUS_WINNER,Vencedor
TID_PLAYER_MAP_SLOT_STATUS_REJECTED,Recusado
TID_PLAYER_MAP_SLOT_STATUS_FEATURED,Em destaque. <VOTE>
TID_PLAYER_MAP_STATUS_INFO_TITLE,Situação dos mapas
TID_PLAYER_MAP_STATUS_INFO_DRAFT,"Você pode enviar um novo mapa para avaliação nas batalhas amistosas. Caso seja aprovado, você poderá publicar o mapa entre os concorrentes do dia."
TID_PLAYER_MAP_STATUS_INFO_SUBMITTED,"Se um mapa for aprovado por um número suficiente de jogadores durante as batalhas amistosas, ele poderá participar da competição de mapas. Editar um mapa anula a sua aprovação prévia e o categoriza como rascunho novamente."
TID_PLAYER_MAP_STATUS_INFO_GREENLIGHTED,"Se um mapa for aprovado por outros jogadores, ele poderá participar da competição de mapas. Atenção! Editar um mapa anula as aprovações anteriores."
TID_PLAYER_MAP_STATUS_INFO_PUBLISHED,Mapas publicados participam da competição de mapas e podem ser acessados por outros participantes. Os mapas mais votados participarão do evento dos vencedores.
TID_PLAYER_MAP_STATUS_INFO_BANNED,"Mapas banidos não podem ser editados, apenas excluídos."
TID_PLAYER_MAP_STATUS_INFO_REJECTED,"Caso seu mapa tenha sido recusado, não se preocupe. Você pode fazer alterações e enviá-lo novamente."
TID_PLAYER_MAP_STATUS_INFO_WINNER,Parabéns aos vencedores! Os mapas mais votados participarão do evento dos vencedores.
TID_PLAYER_MAP_STATUS_INFO_FEATURED,"Mapas em destaque são apresentados no espaço de concorrentes do dia. Dependendo do número de votos, os mapas ganharão uma vaga no evento dos campeões."
TID_PLAYER_MAP_STATUS_INFO_DRAFT_AUTOREVIEW,"Você pode enviar mais mapas para participar da competição. Antes de serem aprovados, mapas enviados são analisados para evitar conteúdo inadequado."
TID_PLAYER_MAP_STATUS_INFO_SUBMITTED_AUTOREVIEW,"Mapas enviados precisam ser avaliados e aprovados para serem publicados. Depois desse processo, um mapa poderá participar da competição de mapas. Editar um mapa anula a sua aprovação prévia e o categoriza como rascunho novamente."
TID_PLAYER_MAP_STATUS_INFO_GREENLIGHTED_AUTOREVIEW,"Se um mapa for aprovado, ele poderá participar da competição de mapas. Atenção! Editar um mapa anula a sua aprovação."
TID_PLAYER_MAP_STATUS_INFO_REJECTED_AUTOREVIEW,"Caso seu mapa tenha sido recusado, não se preocupe. Você pode fazer alterações e enviá-lo novamente."
TID_PLAYER_MAP_CREATE_POPUP_TITLE,CRIAR NOVO MAPA
TID_PLAYER_MAP_CREATE_POPUP_MAP_NAME,NOME DO MAPA
TID_PLAYER_MAP_CREATE_POPUP_SELECT_MODE,SELECIONAR MODO DE JOGO
TID_PLAYER_MAP_CREATE_POPUP_SELECT_MODE_WARNING,Escolha o modo de jogo primeiro!
TID_PLAYER_MAP_CREATE_POPUP_SELECT_ENVIRONMENT,SELECIONAR AMBIENTE
TID_PLAYER_MAP_CREATE_POPUP_SELECT_ENVIRONMENT_WARNING,Escolha o ambiente primeiro!
TID_PLAYER_MAP_CREATE_POPUP_BUTTON_CREATE,CRIAR
TID_BUTTON_MAP_EDITOR,CRIADOR DE MAPAS
TID_PLAYER_MAP_LIST_TITLE,CRIADOR DE MAPAS
TID_PLAYER_MAP_UNNAMED,Sem nome
TID_CREATE_MAP_ERROR_INTERNAL,Erro interno na criação de mapa. Tente de novo depois.
TID_CREATE_MAP_ERROR_MISSING_NAME,É preciso dar um nome ao mapa.
TID_CREATE_MAP_ERROR_EXISTING_NAME,O nome do mapa já existe.
TID_CREATE_MAP_ERROR_NAME_TOO_SHORT,O nome do mapa é muito curto.
TID_CREATE_MAP_ERROR_NAME_TOO_LONG,O nome do mapa é muito longo.
TID_CREATE_MAP_ERROR_INVALID_NAME,O nome do mapa é inválido.
TID_CREATE_MAP_ERROR_GAME_MODE_VARIATION_NOT_SUPPORTED,O modo de jogo escolhido não está disponível.
TID_CREATE_MAP_ERROR_INELIGIBLE,Você não tem autorização para criar um mapa.
TID_CREATE_MAP_ERROR_DRAFT_MAP_NUMBER_LIMIT,Você já atingiu o limite de rascunhos de mapas.
TID_CREATE_MAP_ERROR_TOTAL_MAP_NUMBER_LIMIT,Você já atingiu a quantidade máxima de mapas.
TID_CREATE_MAP_ERROR_INVALID_MAP_ENV,O ambiente escolhido não está disponível.
TID_CREATE_MAP_ERROR_UNKNOWN,Falha ao criar mapa. Tente de novo depois.
TID_CREATE_MAP_TROPHY_REQUIREMENTS,O criador de mapas fica disponível com <TROPHIES> troféus.
TID_TRUE_SILVER_BULL_SKIN,BULL PRATEADO
TID_TRUE_SILVER_BULL_SKIN_SHOP,BULL\nPRATEADO
TID_TRUE_GOLD_BULL_SKIN,BULL DOURADO
TID_TRUE_GOLD_BULL_SKIN_SHOP,BULL\nDOURADO
TID_TRUE_SILVER_BARLEY_SKIN,BARLEY PRATEADO
TID_TRUE_SILVER_BARLEY_SKIN_SHOP,BARLEY\nPRATEADO
TID_TRUE_GOLD_BARLEY_SKIN,BARLEY DOURADO
TID_TRUE_GOLD_BARLEY_SKIN_SHOP,BARLEY\nDOURADO
TID_TRUE_SILVER_RICO_SKIN,RICO PRATEADO
TID_TRUE_SILVER_RICO_SKIN_SHOP,RICO\nPRATEADO
TID_TRUE_GOLD_RICO_SKIN,RICO DOURADO
TID_TRUE_GOLD_RICO_SKIN_SHOP,RICO\nDOURADO
TID_TRUE_SILVER_FRANK_SKIN,FRANK PRATEADO
TID_TRUE_SILVER_FRANK_SKIN_SHOP,FRANK\nPRATEADO
TID_TRUE_GOLD_FRANK_SKIN,FRANK DOURADO
TID_TRUE_GOLD_FRANK_SKIN_SHOP,FRANK\nDOURADO
TID_TRUE_SILVER_MORTIS_SKIN,MORTIS PRATEADO
TID_TRUE_SILVER_MORTIS_SKIN_SHOP,MORTIS\nPRATEADO
TID_TRUE_GOLD_MORTIS_SKIN,MORTIS DOURADO
TID_TRUE_GOLD_MORTIS_SKIN_SHOP,MORTIS\nDOURADO
TID_CHALLENGER_COLT_SKIN,COLT DESAFIANTE
TID_CHALLENGER_COLT_SKIN_SHOP,COLT\nDESAFIANTE
TID_ZOMBIBI_SKIN,ZUMBIBI
TID_ZOMBIBI_SKIN_SHOP,ZUMBIBI
TID_UNDERWORLD_BO_SKIN,BO DIABÓLICO
TID_UNDERWORLD_BO_SKIN_SHOP,BO\nDIABÓLICO
TID_BRAWLOWEEN_ROSA_SKIN,ROSA ESQUELETO
TID_BRAWLOWEEN_ROSA_SKIN_SHOP,ROSA\nESQUELETO
TID_ENVIRONMENT_MINE,Mina
TID_ENVIRONMENT_DEFAULT,Deserto
TID_ENVIRONMENT_OLDTOWN,Cidade antiga
TID_ENVIRONMENT_WAREHOUSE,Depósito
TID_ENVIRONMENT_OASIS,Oásis
TID_ENVIRONMENT_MORTUARY,Mortuário do Mortis
TID_ENVIRONMENT_GRASSFIELD,Campo gramado
TID_ENVIRONMENT_BEACHBALL,Bola na orla
TID_ENVIRONMENT_ARCADE,Salão de jogos
TID_ENVIRONMENT_BBARENA,Arena de Fute-brawl
TID_ENVIRONMENT_BAZAAR,Bazar da Tara
TID_ENVIRONMENT_MINICITY,Minicidade
TID_ENVIRONMENT_GIFTSHOP,Loja de lembrancinhas
TID_ENVIRONMENT_SCRAPYARD,Ferro-velho
TID_PERCENT_DAMAGE_STAT_DESC,<PERCENT>% (mín.: <MIN_DAMAGE>)
TID_VOTE_MAP_TO_CONTINUE,VOTE PARA CONTINUAR
TID_VOTE_MAP_TO_CONTINUE_2,VOTE PARA\nCONTINUAR
TID_VOTE_PLAYED_MAP_TITLE,MAPA CONCORRENTE CONCLUÍDO!
TID_VOTE_PLAYED_MAP_TITLE_2,TESTE DE MAPA CONCLUÍDO!
TID_VOTE_PLAYED_MAP_DESC,Gostou deste mapa?
TID_VOTE_PLAYED_MAP_DESC_2,O mapa tem potencial?
TID_BATTLE_END_MAP_TEST_COMPLETE,TESTE DE MAPA\nCONCLUÍDO
TID_BATTLE_END_MAP_TEST_CREATOR_DESC,por <NAME>
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY,CONCORRENTES DO DIA
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_2,TESTE E VOTE EM UM MAPA!
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_3,ETAPA EXPERIMENTAL
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_DESC,Teste este mapa e vote nele na competição de mapas!
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_DESC_2,Teste e vote nos mapas!
TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_DESC_3,Jogue e vote nos mapas feitos pelos jogadores!
TID_PLAYER_MAP_SLOT_COMPETITION_WINNER,VENCEDOR DO DIA
TID_PLAYER_MAP_SLOT_COMPETITION_WINNER_MODE,MAPA VENCEDOR (<MODE>)
TID_PLAYER_MAP_SLOT_COMPETITION_WINNER_DESC,Este mapa venceu a competição anterior!
TID_PLAYER_MAP_SLOT_COMPETITION_WINNER_DESC_2,Teste os mapas que receberam mais votos!
TID_PLAYER_MAP_SLOT_COMPETITION_WINNER_MODE_DESC,Vencedor da competição de mapas (<MODE>)
TID_PLAYER_MAP_SLOT_COMING_SOON,EM BREVE
TID_PLAYER_MAP_FRIENDLY_REQUIRES_GREENLIGHT,O mapa precisa ser aprovado para ser usado em partidas amistosas.
TID_PLAYER_MAP_FRIENDLY_INVITE_REQUIRES_GREENLIGHT,O mapa selecionado precisa ser aprovado antes de ser usado em partidas amistosas.
TID_PLAYER_MAP_TAG_BETA,BETA
TID_DRAFT_MAP_WATERMARK,MAPA NÃO PUBLICADO <TAG>
TID_SKIN_INFO_CAMPAIGN_15_NOT_AVAILABLE,Visual da final mundial 2020
TID_CONTEXT_MENU_PUBLISH,PUBLICAR
TID_CONTEXT_MENU_INFO,DETALHES
TID_CONTEXT_MENU_REPORT_MAP,DENUNCIAR MAPA
TID_CONTEXT_MENU_STATUS_INFO,SITUAÇÃO
TID_CONTEXT_MENU_FRIENDLY_GAME,BATALHA AMISTOSA
TID_SUBMIT_MAP_TITLE,Enviar mapa?
TID_SUBMIT_MAP_DESC,"Mapas enviados devem ser aprovados por outros jogadores em batalhas amistosas. Caso seu mapa seja aprovado, você poderá publicá-lo. Gostaria de enviar o mapa '<NAME>'?"
TID_SUBMIT_MAP_DESC_AUTOREVIEW,"Mapas enviados devem aguardar o processo de aprovação, em que será analisada a existência de conteúdo impróprio. Caso seu mapa seja aprovado, você poderá publicá-lo. Gostaria de enviar o mapa '<NAME>'?"
TID_EDIT_SUBMITTED_MAP_TITLE,Editar o mapa enviado?
TID_EDIT_SUBMITTED_MAP_DESC,O mapa '<NAME>' já foi enviado. Salvar alterações no mapa anulará a sua aprovação prévia e o tornará um rascunho novamente. Continuar?
TID_SUBMIT_MAP_ERROR_GENERIC,Este mapa não pode ser enviado no momento.
TID_SUBMIT_MAP_ERROR_NUM_LIMIT,Limite de mapas enviados atingido
TID_SUBMIT_MAP_ERROR_GREENLIT_NUM_LIMIT,Mapas aprovados precisam ser publicados antes!
TID_FEATURE_NOT_AVAILABLE_TO_UNDERAGE,Indisponível para menores de idade
TID_SUBMIT_MAP_ERROR_NOT_ENOUGH_TROPHY,É preciso ter <TROPHIES> troféus para enviar um mapa.
TID_PUBLISH_MAP_TITLE,Publicar mapa?
TID_PUBLISH_MAP_DESC,Quer publicar o mapa '<NAME>'?
TID_PUBLISH_MAP_ERROR_GENERIC,Este mapa não pode ser publicado no momento.
TID_PUBLISH_MAP_ERROR_NOT_GREENLIGHTED,Apenas mapas aprovados podem ser publicados.
TID_PUBLISH_MAP_ERROR_NUM_LIMIT,Limite de mapas atingido
TID_MAP_EDITOR_UNAVAILABLE,O criador de mapas está indisponível no momento.
TID_MAP_EDITOR_BLOCKED_WITH_GUEST_LOGIN,Não é possível acessar o criador de mapas com uma conta de convidado.
TID_MAP_EDITOR_MENU_BLOCKED_IN_HOMESCREEN_TEAM,"Durante a formação de equipe, não é possível acessar o criador de mapas."
TID_MAP_EDITOR_MENU_BLOCKED_IN_FRIENDLY_TEAM_OWNER,Use a seleção de eventos para acessar mapas e jogar em equipe com os amigos!
TID_MAP_EDITOR_MENU_BLOCKED_IN_FRIENDLY_TEAM,Não é possível acessar o criador de mapas ao criar uma equipe com os amigos.
TID_MAP_FEATURE_UNAVAILABLE,Este recurso está indisponível no momento.
TID_MAP_SUBMITTED_INFO_TITLE,Mapa enviado
TID_MAP_SUBMITTED_INFO,O mapa '<NAME>' foi enviado.
TID_MAP_GREENLIGHTED_INFO_TITLE,Mapa aprovado
TID_MAP_GREENLIGHTED_INFO,O mapa '<NAME>' foi aprovado para publicação.
TID_MAP_PUBLISHED_INFO_TITLE,Mapa publicado
TID_MAP_PUBLISHED_INFO,O mapa '<NAME>' foi publicado.
TID_MAP_WINNER_INFO_TITLE,Seu mapa é o vencedor!
TID_MAP_WINNER_INFO,O mapa '<NAME>' é o vencedor da votação!
TID_MAP_BANNED_INFO_TITLE,Mapa banido
TID_MAP_BANNED_INFO,O mapa '<NAME>' foi banido.
TID_SIGNOFF_MAP_TITLE,Aprovar a publicação do mapa?
TID_SIGNOFF_MAP_DESC,Aprovar a publicação do mapa '<NAME>' aos outros jogadores?
TID_SIGNOFF_MAP_BUTTON_YES,SIM
TID_SIGNOFF_MAP_BUTTON_NO,NÃO
TID_SIGNOFF_MAP_BUTTON_REPORT,DENUNCIAR CONTEÚDO
TID_MAP_GREENLIGHT_APPROVE_RATE,Taxa de aprovação: <NUM>/<TOTAL>
TID_MAP_GREENLIGHT_APPROVE_PERCENT,Taxa de aprovação: <PERCENT>%
TID_MAP_GREENLIGHT_APPROVE_FULL,"<NUM>/<LIMIT> aprovações, <c<COLOR>><PERCENT>%</c> positivo"
TID_MAP_GREENLIGHT_APPROVE_AUTOREVIEW,Esperando avaliação
TID_MAP_VOTE_PERCENT,Votação: <c<COLOR>><PERCENT>%</c> de curtidas
TID_REPORT_MAP_BUTTON,DENUNCIAR
TID_MAP_REPORT_CONFIRMATION_TITLE,Denunciar o mapa?
TID_MAP_REPORT_CONFIRMATION,Tem certeza de que deseja denunciar o mapa '<NAME>' (<TAG>) por conteúdo inadequado?
TID_MAP_REPORT_CONFIRMATION_UNAPPROVED,O mapa '<NAME>' não foi aprovado. Havia nele algum conteúdo considerado ofensivo?
TID_MAP_REPORTED_INFO_TITLE,Mapa denunciado
TID_MAP_REPORTED_INFO,O mapa '<NAME>' foi denunciado por conteúdo inadequado.
TID_MAP_REPORTED_INFO_NONAME,O mapa foi denunciado por conteúdo inadequado.
TID_MAP_REPORT_ERROR_MAP_NOT_FOUND,O mapa denunciado não foi encontrado.
TID_MAP_REPORT_ERROR_TOO_MANY_REPORTS_SENT,Já foram feitas muitas denúncias.
TID_MAP_REPORT_ERROR_MAP_ALREADY_REPORTED,O mapa '<NAME>' já foi denunciado!
TID_MAP_REPORT_ERROR_UNKNOWN,Não é possível denunciar o mapa.
TID_PLAYER_MAP_ERROR_INVALID_CONTENT,Conteúdo de mapa inválido!
TID_PLAYER_MAP_ERROR_NOT_FOUND,Mapa não encontrado!
TID_SPAWN_POINTS_MISSING,Escolha o ponto de partida dos jogadores!
TID_MAP_OBJECTIVES_MISSING,Defina os objetivos do mapa!
TID_PLAYER_OPPONENT,Adversário
TID_TEAM_MEMBER_STATUS_14,<c999999>CRIADOR DE MAPAS</c>
TID_TEAM_MEMBER_STATUS_NEW_14,CRIADOR DE MAPAS
TID_FRIEND_STATUS_MAP_MAKER,Criador de mapas
TID_CLAN_MEMBER_ONLINE_STATUS_14,CRIADOR DE MAPAS
TID_ICE_DUDE,LOU
TID_ICE_DUDE_SHORT_DESC,CONTROLE
TID_ICE_DUDE_DESC,"Lou é um cuca-fresca, literalmente! É melhor se agasalhar, pois sua frieza é contagiante (e escorregadia)!"
TID_ICE_DUDE_WEAPON,BARRAGEM DE GELO
TID_ICE_DUDE_WEAPON_DESC,"Lou bombardeia os inimigos com sorvete em casquinhas, congelando-os por <accumulatedStun> segundo."
TID_ICE_DUDE_ULTI,GELO INSTANTÂNEO
TID_ICE_DUDE_ULTI_DESC,Lou lança uma latinha de líquido congelante que cria uma área escorregadia no chão e congela lentamente os adversários. Os inimigos serão forçados a patinar sem o equipamento necessário!
TID_SPEC_ABI_ICE_DUDE_1,SUPERCONGELAMENTO
TID_SPEC_ABI_ICE_DUDE_1_DESC,Inimigos na área do Super do Lou são congelados <c00cc00><VALUE1>%</c> mais rapidamente.
TID_SPEC_ABI_ICE_DUDE_2,HIPOTERMIA
TID_SPEC_ABI_ICE_DUDE_2_DESC,Os inimigos atingidos pelos ataques de Lou perdem até <c00cc00><VALUE1>%</c> de dano de acordo com o nível de congelamento sofrido.
TID_ACCESSORY_ICE_DUDE_GADGET,ESCUDO DE GELO
TID_ACCESSORY_ICE_DUDE_GADGET_DESC,Lou cria uma proteção de gelo e fica invulnerável por <c00cc00><VALUE1></c> segundo.
TID_INVITE_CLAN_TOKEN_ERROR_FULL,Não é possível enviar convites. O clube está cheio.
TID_INVITE_CLAN_TOKEN_ERROR_TOO_MANY_INVITES,Não é possível enviar convites. Você já convidou muitos jogadores.
TID_INVITE_CLAN_TOKEN_ERROR_NO_PERMISSION,Não é possível enviar convites. Só o presidente do clube pode convidar novos integrantes.
TID_BRAWLPASS_PROMO_POPUP_TITLE,A NOVA TEMPORADA COMEÇOU!
TID_BRAWLPASS_PROMO_POPUP_TEXT,Bem-vindos à temporada <NUM>: <SEASON>!
TID_QUESTS_RECOMMENDED,Recomendações
TID_KING_LOU_SKIN,REI LOU
TID_KING_LOU_SHOP,REI\nLOU
TID_BELLHOP_MIKE_SKIN,MIKE CARREGADOR
TID_BELLHOP_MIKE_SHOP,MIKE\nCARREGADOR
TID_CHOCO_PIPER_SKIN,PIPER CHOCO
TID_CHOCO_PIPER_SHOP,PIPER\nCHOCO
TID_SALLY_NANI_SKIN,SALLY NANI
TID_SALLY_NANI_SHOP,SALLY\nNANI
TID_CONY_MAX_SKIN,MAX CONY
TID_CONY_MAX_SKIN_SHOP,MAX\nCONY
TID_WANTED_17B,Cordilheira paradoxal
TID_BANKHEIST_17B,Gemas trançadas
TID_WANTED_3B,Forte de gemas
TID_BOSS_7,Fósforo aceso
TID_BOSS_8,Temporada de caça
TID_COOP_7,Absoluto
TID_COOP_8,Última investida
TID_HERO_INFO_LOCKED_BP_TIER_INFO_SHORT,Disponível após o patamar <NUM> da temporada
TID_HERO_INFO_LOCKED_BP_TIER_INFO,Disponível após o patamar <NUM> da temporada
TID_HERO_INFO_LOCKED_BP_INFO_SHORT,Obtenha o Brawl Pass para liberar!
TID_HERO_INFO_LOCKED_BP_INFO,Obtenha o Brawl Pass para liberar!
TID_HERO_INFO_LOCKED_BP_TIER_OWNED_INFO_SHORT,Libere no patamar <NUM> da temporada.
TID_HERO_INFO_LOCKED_BP_TIER_OWNED_INFO,Libere no patamar <NUM> da temporada.
TID_HERO_INFO_LOCKED_BP_FUTURE_SEASON_INFO,Chega na temporada <SEASON>
TID_HERO_INFO_LOCKED_BP_FUTURE_SEASON_INFO_SHORT,Chega na temporada <SEASON>
TID_RAID_4,Luta na selva
TID_RAID_5,De encontro às cordas
TID_BRAWLPASS_AUTOCOLLECT_INFO,"Você tem recompensas da temporada <NUM> a serem coletadas! Caso não as colete em breve, as recompensas da temporada <NUM> serão resgatadas automaticamente. Pontos de poder não coletados e que excedam o limite máximo serão convertidos em moedas no fim da temporada atual."
TID_BRAWLPASS_AUTOCOLLECT_INFO_TITLE,AVISO IMPORTANTE!
TID_BRAWLPASS_ALREADY_UNLOCKED_COMPENSATION_INFO,"O Brawl Pass já estava desbloqueado quando a sua compra foi processada. Para compensar, foram adicionadas <NUM> gemas à sua conta."
TID_BRAWLPASS_ALREADY_UNLOCKED_COMPENSATION_INFO_TITLE,BRAWL PASS JÁ DESBLOQUEADO!
TID_MSG_PLAYER_MAP_WON,Parabéns! O mapa '<NAME>' venceu e estará disponível para todos os jogadores no evento dos mapas campeões.
TID_MSG_PLAYER_MAP_REJECTED,"Infelizmente, o mapa '<NAME>' não foi aprovado por jogadores o suficiente. Você pode fazer alterações e enviá-lo de novo!"
