"TID","AR"
"TID_SHOP_PURCHASED","خریداری شد"
"TID_SHOP_ACTIVE","فعال"
"TID_SHOP_COIN_BOOST_PURCHASE_ERROR_2","جواهر کافی نیست"
"TID_SHOP_DOUBLE_COINS_TITLE","دو برابر کننده‌ی سکه"
"TID_SHOP_DOUBLE_COINS_INFO","بعدی را دو برابر می‌کند"
"TID_SHOP_DOUBLE_COINS_INFO_2","درآمد شما از جنگ‌ها"
"TID_SHOP_DOUBLE_COINS_COINS_REMAINING","سکه‌های باقی‌مانده:"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","جواهر کافی نیست"
"TID_SHOP_GEM_PACK_1_TITLE","یک مشت جواهر"
"TID_SHOP_GEM_PACK_2_TITLE","کیسه جواهر"
"TID_SHOP_GEM_PACK_3_TITLE","خورجین جواهر"
"TID_SHOP_GEM_PACK_4_TITLE","سطل جواهر"
"TID_SHOP_GEM_PACK_5_TITLE","جعبه بزرگ جواهر"
"TID_SHOP_GEM_PACK_6_TITLE","بار جواهر"
"TID_SHOP_HERO_OF_RARITY_TITLE","<c<COLOR>><NAME></c>"
"TID_SHOP_HERO_OF_RARITY_BOX","جعبه‌ی جنگجو"
"TID_SHOP_GATCHA_BOXES","جعبه‌ها"
"TID_SHOP_GATCHA_BOX_2","جعبه‌ی جنگ"
"TID_SHOP_GATCHA_BOX_3","جعبه بزرگ"
"TID_GATCHA_BOX_TITLE_2","جعبه‌ی جنگ"
"TID_GATCHA_BOX_TITLE_3","جعبه بزرگ"
"TID_GATCHA_BOX_INFO_3","\n\nشامل<AMOUNT> جعبه‌ی جنگ."
"TID_HERO_OF_RARITY_POPUP_TITLE","<c<COLOR>><NAME></c> جعبه‌ی جنگجو"
"TID_HERO_OF_RARITY_POPUP_INFO","\nشامل یک جنگجوی <RARITY> تصادفی."
"TID_HERO_OF_RARITY_MAXED","قبلا قفل تمام جنگجوها با این درجه کمیابی رو باز کردی."
"TID_TERMS_OF_SERVICE_BUTTON","شرایط خدمات"
"TID_IMMUNE","ایمنی"
"TID_SETTINGS_CONTROL_MODE_VALUE_4","پیش فرض معکوس"
"TID_SETTINGS_CONTROL_MODE_INFO_4","به طرفی بکش که می‌خوای جنگجوت به اون سمت بره. برای شلیک ضربه بزن."
"TID_BATTLE_END_PROCEED","ادامه"
"TID_TUTORIAL_1_1","سلام، من شلی هستم! وقتشه به خودمون بجنبیم.\n\nبرای رسوندن من به اون دایره زرد، دسته‌ی آبی رو فشار بده."
"TID_TUTORIAL_5_1","برای حمله، روی اهداف ضربه بزن. به اون هدف شلیک کن!"
"TID_HINT_TAP_TO_MOVE_1","برای حرکت کردن از دسته مجازی استفاده کن\nبا تیمت حرکت کن"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1","برای شلیک فوق‌حمله، روی دشمن‌هات ضربه بزن!"
"TID_HINT_SHOOT_1","ضربه برای شلیک"
"TID_HINT_DRAG_TO_ULTI_1","برای شلیک فوق‌حمله، ضربه بزن!"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","ورود به Game Center با نام کاربری جدید"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","آیا می‌خواهی بازی کنونیت رو در این حساب Game Center ذخیره کنی؟"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","هشدار حساب Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","می‌خوای بازی <name> رو با سطح تجربه <number> بارگیری کنی؟ هشدار: پیشرفت بازی فعلی از دست میره."
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","بارگذاری مجدد بازی؟"
"TID_BUTTON_VILLAGE_LOAD","بارگذاری"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","هشدار Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","می‌خوای بازی <name> رو با سطح تجربه <number> بارگیری کنی؟ هشدار: پیشرفت بازی فعلی از دست میره."
"TID_BUTTON_AVATAR_LOAD","بارگذاری"
"TID_SETTINGS_SCREEN_TITLE","تنظیمات"
"TID_SETTINGS_MUSIC","موسیقی"
"TID_SETTINGS_SFX","جلوه‌های صوتی"
"TID_SETTINGS_OFF","خاموش"
"TID_SETTINGS_ON","روشن"
"TID_SETTINGS_LANGUAGE","زبان"
"TID_ACCOUNT","دستگاه‌ها"
"TID_LINK_DEVICE_BUTTON","اتصال یک دستگاه"
"TID_SETTINGS_FACEBOOK","Facebook"
"TID_CHANGE_NAME_BUTTON","تغییر اسم"
"TID_CREDITS_BUTTON","دست اندرکاران"
"TID_PRIVACY_POLICY_BUTTON","خط‌مشی حریم خصوصی"
"TID_PARENTS_GUIDE_BUTTON","راهنمای والدین"
"TID_MULTIDEVICE_INFO","برای محافظت از پیشرفت خود و بازی با چندین دستگاه iOS، با استفاده از حساب Game Center خود وارد سیستم شوید."
"TID_SETTINGS_GOOGLE","ورودی Google Play"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","متصل شد"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","اتصال قطع شد"
"TID_FAQ_BUTTON","راهنمایی و پشتیبانی"
"TID_ABOUT","اعتبارها\n\n<names>\n\nBrawl Stars ™<version>\nحق نسخه‌برداری 2016-2017 Supercell Ltd. همه حقوق محفوظ است.\nتقاضای ثبت اختراع در ایالات متحده تسلیم شده‌است\nکلیه استفاده از این نرم‌افزار منوط به رعایت شرایط و مقررات و خط‌مشی حریم خصوصی موجود در آدرس www.supercell.com است."
"TID_IAP_TRANSACTION_PENDING","لطفاً منتظر بمانید. تراکنش در حال بررسی است."
"TID_RATE_APP_TITLE","به براول استارز امتیاز بده"
"TID_RATE_APP_MESSAGE","لطفاً براول استارز رو در App Store ارزیابی کن یا امتیاز بده تا از نظرات ارزشمندت مطلع بشیم!"
"TID_BUTTON_RATE_APP_LATER","بعداً"
"TID_BUTTON_RATE_APP_REVIEW","امتیاز دادن"
"TID_BUTTON_RATE_APP_NEVER","هرگز"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","بازگشایی قفل حساب امکانپذیر نیست."
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","بازگشایی قفل حساب اکنون امکانپذیر نیست. لطفاً بعداً دوباره امتحان کن!"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","دوباره امتحان کن"
"TID_ACCOUNT_LOCKED_INVALID_CODE","کد بازگشایی قفل نامعتبر!"
"TID_ACCOUNT_LOCKED_TITLE","حساب قفل شد"
"TID_ACCONT_LOCKED_TEXT","حسابت به دلایل امنیتی قفل شده است. برای بازیابی حساب خود، کد بازگشایی قفل رو وارد کن."
"TID_ACCOUNT_LOCKED_TEXT2","کد بازگشایی قفل رو اینجا وارد کن:"
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","برای تایید ضربه بزن"
"TID_NOT_ENOUGH_GEMS_TITLE","جواهر کافی نیست"
"TID_NOT_ENOUGH_GEMS_INFO","جواهراتت تموم شده. برای گرفتن جواهر بیشتر، به فروشگاه سر بزن!"
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","برو به فروشگاه"
"TID_COIN_DOUBLER_TITLE","خرید دو برابر کننده‌ی سکه"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","اضافه کردن سکه به دو برابر کننده‌ی سکه"
"TID_COIN_DOUBLER_INFO_WITH_COINS","<c009900><AMOUNT></c> سکه به دو برابر کننده‌ی سکه‌ات اضافه کن.\n\nدوبرابر کننده‌ی سکه، سکه‌هایی که از جنگ می‌گیری دوبرابر می‌کنه."
"TID_COIN_BOOST_TITLE","خرید تقویتی سکه"
"TID_COIN_BOOST_TITLE_WITH_TIME","اضافه کردن زمان به تقویتی سکه"
"TID_COIN_BOOST_INFO_WITH_TIME","<c0000ff><DAYS></c> روز به تقویتی سکه‌ات اضافه کن.\n\nتقویتی سکه از تمام منابع، بهت <c009900><BOOST> %</c> سکه بیشتر می‌ده."
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","آسیب هر دینامیت"
"TID_STARS_1","مراقب باش: یک کریستال داری!"
"TID_STARS_2","مراقب باش: کریستال داری!"
"TID_STARS_3","مراقب باش: خیلی کریستال داری!"
"TID_STARS_4","مراقب باش: یک خروار کریستال داری!"
"TID_EVENT_LOCKED","قفل شده"
"TID_SPECIAL_EVENT_TITLE_TOP","رویداد ویژه"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","فعال به مدت"
"TID_SPECIAL_EVENT_STATUS_FUTURE","شروع می‌شه در"
"TID_EVENT_COMING_UP_INFO","این رویداد در <TIME> باز می‌شه"
"TID_SHOTGUN_DEFAULT_SKIN","پیش فرض"
"TID_GUNSLINGER_DEFAULT_SKIN","پیش فرض"
"TID_BULL_DEFAULT_SKIN","پیش فرض"
"TID_ROCKET_DEFAULT_SKIN","پیش فرض"
"TID_ROCKET_BEACH_SKIN","ساحلی"
"TID_TNT_DEFAULT_SKIN","پیش فرض"
"TID_LUCHADOR_DEFAULT_SKIN","پیش فرض"
"TID_TRICKSHOT_DEFAULT_SKIN","پیش فرض"
"TID_CACTUS_DEFAULT_SKIN","پیش فرض"
"TID_CACTUS_PINK_SKIN","صورتی"
"TID_BARKEEP_DEFAULT_SKIN","پیش فرض"
"TID_MECHANIC_DEFAULT_SKIN","پیش فرض"
"TID_SHAMAN_DEFAULT_SKIN","پیش فرض"
"TID_SHAMAN_PANDA_SKIN","پاندا"
"TID_UNDERTAKER_DEFAULT_SKIN","پیش فرض"
"TID_CROW_DEFAULT_SKIN","پیش فرض"
"TID_CROW_WHITE_SKIN","کلاغ سفید"
"TID_DEADMARIACHI_DEFAULT_SKIN","پیش فرض"
"TID_BOW_DEFAULT_SKIN","پیش فرض"
"TID_SNIPER_DEFAULT_SKIN","پیش فرض"
"TID_MINIGUN_DEFAULT_SKIN","پیش فرض"
"TID_BULL_HAIR_SKIN","وایکینگ"
"TID_TRICKSHOT_GOLD_SKIN","طلایی"
"TID_BARKEEP_GOLD_SKIN","طلایی"
"TID_GUNSLINGER_ROCKSTAR_SKIN","ستاره‌ی راک"
"TID_STAT_HEAL","درمان"
"TID_LUCHADOR_RUDO_SKIN","ال رودو"
"TID_EVENTS_NEW_EVENT","رویداد جدید!"
"TID_SETTINGS_BRAWLHINTS","نکات نبرد"
"TID_COLLECTED_COINS_INFO","<CURRENT> سکه از مقدار حداکثری <MAX> رو، در <PLANET> جمع کردی."
"TID_COLLECTED_COINS_INFO_CAPPED","تمام سکه‌های موجود در <PLANET> رو جمع کردی."
"TID_FIRST_WIN_ON_PLANET_INFO","اولین پیروزی در برابر بازیکن دیگر در <PLANET>، <AMOUNT> سکه اضافی می‌ارزه"
"TID_NOT_ENOUGH_TICKETS","بلیت کافی نیست"
"TID_EVENT_LIST_GAME_ROOMS","اتاق‌های بازی"
"TID_COOP","جنگ مشارکتی"
"TID_COOP_NOT_SUPPORTED","این رویداد از جنگ مشارکتی پشتیبانی نمی‌کنه"
"TID_PRACTISE_NOT_SUPPORTED","این رویداد از جنگ با ربات پشتیبانی نمی‌کنه"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","ورود به Facebook با نام کاربری جدید"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","آیا می‌خواهی بازی کنونیت رو به این حساب Facebook متصل کنی؟"
"TID_BUTTON_OKAY","تایید"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","این نماد نیازمنده <HERO>"
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","دوستات رو دعوت کن\nبا هم بازی کنین"
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 به 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","تنها بازمانده"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","3 به ربات"
"TID_HIGHSTAKES_TITLE","ریسک بالا"
"TID_HIGHSTAKES_REWARDS","پاداش <COUNT>برابر می‌ده"
"TID_POPUP_ANDROID_EXIT_TITLE","خروج از براول استارز؟"
"TID_POPUP_ANDROID_EXIT","واقعاً مطمئنی که می‌خوای از براول استارز خارج بشی؟"
"TID_ROOM_NOT_SUPPORTED","این رویداد از اتاق بازی پشتیبانی نمی‌کنه"
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","خرید ناموفق"
"TID_ERROR_POP_UP_PURCHASE_FAILED","سرور صورتحساب پاسخ نمی‌ده. لطفاً بعداً دوباره امتحان کن."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","تایید"
"TID_IAP_NOT_AVAILABLE","لطفاً خریدهای درون‌برنامه‌ای رو در تنظیمات محدودیت‌های دستگاهت فعال کن."
"TID_STAT_DAMAGE_PER_ARROW","آسیب هر تیر"
"TID_STAT_DAMAGE_PER_MINE","آسیب هر تله"
"TID_STAT_DAMAGE_PER_SPIKE","آسیب هر تیغ"
"TID_STAT_DAMAGE_PER_DAGGER","آسیب هر خنجر"
"TID_FRIENDS_FACEBOOK_CONNECTED","Facebook وصل شد"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","برای دیدن دوستان فیسبوکی خود به Facebook متصل شوید!"
"TID_FRIENDS_NO_FRIENDS","بدون دوست"
"TID_UNLOCK_SKIN_CONTENT","خرید جلد <NAME>"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","ارتباط قطع شد"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","یک دستگاه دیگه به این بازی متصل شده."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","بارگیری مجدد"
"TID_BAD_CONNECTION","اتصال شبکه نامناسب"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","هشدار Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","این حساب Facebook قبلاً به یک بازی براول استارز دیگر وصل شده است. آیا می‌خواهید آن را به بازی کنونی‌تان وصل کنید؟"
"TID_TEAM_FREE_EVENT_REWARD_CLAIMED","جایزه رایگان رویداد مطالبه شد"
"TID_GEM_BUY_CONFIRMATION","<AMOUNT> دریافت شد!"
"TID_BLOCKED_TEAM_READY","وقتی آماده‌ای، نمی‌شه نشونش داد"
"TID_SHOTGUN_BANDITA_SKIN","راهزن باجی"
"TID_SHUTDOWN_STARTED","بازی برای یک استراحت کوتاه نگهداری تا 5 دقیقه دیگه بسته می‌شه."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","متأسفیم، سرورها در دست تعمیرند. لطفاً پس از چند ساعت دوباره امتحان کن."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","متأسفیم، سرورها در دست تعمیرند. لطفاً پس از دو ساعت دوباره امتحان کن."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","متأسفیم، سرورها در دست تعمیرند. لطفاً پس از یک ساعت و نیم دوباره امتحان کن."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","متأسفیم، سرورها در دست تعمیرند. لطفاً پس از یک ساعت دوباره امتحان کن."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","متأسفیم، سرورها در دست تعمیرند. لطفاً پس از <value> دقیقه دوباره امتحان کن."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","متأسفیم، سرورها در دست تعمیرند. لطفاً پس از چند دقیقه دوباره امتحان کن."
"TID_SHUTDOWN_BATTLE_DISABLED","بازی برای تعمیر و نگهداری تا چند دقیقه بسته می‌شه. تا تمام شدن وقفه نگهداری، بازی کردن ممکن نیست."
"TID_TEAM_SEARCH_NO_TEAM_CODE","کد اتاق رو وارد کن."
"TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ","نمی‌تونی درخواست‌های عضویت رو رد یا قبول کنی."
"TID_CLAN_RESPONSE_71","برای پیشکسوت‌ها بین هر بار بیرون انداختن اعضا زمان انتظار تعیین شده"
"TID_STAT_MAX_DAMAGE","آسیب در محدوده حداکثری"
"TID_STAT_DAMAGE_PER_BOMB","آسیب هر نارنجک"
"TID_ELDER_KICK_FAIL_COOLDOWN","اخیراً یک عضو قبیله رو بیرون انداختی. پس از <time> دوباره امتحان کن."
"TID_LUCHADOR_KING_SKIN","ال ری"
"TID_PLAYER_DEFEATED_BR","جنگجو شکست خورد"
"TID_BALL_1","جنجگوی حیاط پشتی"
"TID_HINT_GET_BALL","توپ رو بگیر!"
"TID_LASER_BALL_INTRO_TEXT","دو تا گل بزن تا برنده بشی!"
"TID_AFK_WARNING","هشدار بیکاری! لطفا حرکت کن!"
"TID_AFK_DISCONNECTED_MSG","چون هیچ کاری نکردید یا به خاطر اتصال بد، ارتباطتون با نبرد قطع شد"
"TID_AFK_BANNED_MSG","چون هیچ کاری نکردید یا به خاطر اتصال بد، از نبرد فعلی تحریم شدی. وقتی نبرد تموم شد دوباره به بازی برمی‌گردی."
"TID_AFK_DISCONNECTED_TITLE","قطع برای بیکاری"
"TID_AFK_BANNED_TITLE","تحریم از نبرد"
"TID_AFK_RELOAD","بارگیری مجدد"
"TID_BOSS_INTRO_TEXT_ATTACK","هر چه سریعتر رئیس رو شکست بده"
"TID_BOSS_INTRO_TEXT_DEFEND","تو رئیسی! تا جایی که می‌تونی دوام بیار!"
"TID_STAT_HEALING_PER_SEC","درمان در ثانیه"
"TID_STAT_DAMAGE_PER_CARD","آسیب هر کارت"
"TID_OVERTIME","وقت اضافه!"
"TID_COIN_DOUBLER_EXPIRED","دو برابر کننده‌ی سکه مصرف شد"
"TID_COIN_DOUBLER_EXPIRED_INFO","شارژ دو برابر کننده‌ی سکه‌ات تموم شد. می‌تونی از طریق فروشگاه تمدیدش کنی.\n\n<ccc7700>دو برابر کننده‌ی سکه بهترین قیمت (<c009900>2برابر</c><ccc7700>) برای جواهراتت رو ارائه می‌ده.</c>"
"TID_COIN_DOUBLER_EXPIRED_GO_TO_SHOP","به فروشگاه سر بزن!"
"TID_COIN_BOOSTER_EXPIRED","تقویتی سکه منقضی شد!"
"TID_COIN_BOOSTER_EXPIRED_INFO","تقویت کننده سکه‌ات منقضی شده. می‌تونی از طریق فروشگاه تمدیدش کنی.\n\n<ccc7700>اگر زیاد بازی کنی، تقویت کننده سکه خیلی برات می‌ارزه. با دو برابر کننده‌ی سکه ترکیبش کن تا تعداد سکه‌هات به آسمون برسه!</c>"
"TID_COIN_BOOSTER_EXPIRED_GO_TO_SHOP","به فروشگاه سر بزن!"
"TID_STARTER_PACK_XP_REQ","پیشنهاد ویژه برای رسیدن به سطح تجربه <XPLEVEL>"
"TID_VALUE","ارزش"
"TID_SHOP_ONE_TIME_PURCHASE","این پیشنهاد محدود رو، فقط می‌تونی یک‌بار بخری!"
"TID_HINT_MAKE_GOAL_1","ضربه بزن تا به توپ لگد بزنی"
"TID_BALL_2","دریبل سه‌برابر"
"TID_BALL_3","شوت پین‌هولی"
"TID_STARTER_PACK_1","انبار شلی"
"TID_STARTER_PACK_2","خورجین بوفالو"
"TID_STARTER_PACK_3","كيسه پوکو"
"TID_BLACKHOLE_DEFAULT_SKIN","پیش فرض"
"TID_GOLD_CAP_HIT","به محدودیت سکه رسیدی."
"TID_COOP_INTRO_TEXT","تا هر وقت که می‌تونی از گاو صندوق دفاع کن!"
"TID_SELECT_EVENT_POPUP_TITLE","انتخاب رویداد"
"TID_ARTILLERY_DUDE","توپخونه‌چی"
"TID_ARTILLERY_DUDE_DESC","توضیح توپخونه‌چی"
"TID_ARTILLERY_DUDE_WEAPON","اسلحه توپخونه‌چی"
"TID_ARTILLERY_DUDE_WEAPON_DESC","توضیح اسلحه توپخونه‌چی"
"TID_ARTILLERY_DUDE_ULTI","فوق‌حمله توپخونه‌چی"
"TID_ARTILLERY_DUDE_ULTI_DESC","توضیح فوق‌حمله توپخونه‌چی"
"TID_ITEM_NAME_1_0_0","جوراب"
"TID_ITEM_NAME_1_0_1","شلوار"
"TID_ITEM_NAME_1_0_2","دوبنده شلوار"
"TID_ITEM_NAME_2_0_0","هویج"
"TID_ITEM_NAME_2_0_1","هلو"
"TID_ITEM_NAME_2_0_2","هندوانه"
"TID_ITEM_NAME_3_0_0","آدامس بادکنکی"
"TID_ITEM_NAME_3_0_1","برچسب"
"TID_ITEM_NAME_3_0_2","دیلم"
"TID_ITEM_NAME_1_1_0","کلاه ایمنی"
"TID_ITEM_NAME_1_1_1","زره"
"TID_ITEM_NAME_2_1_0","گوجی‌بری"
"TID_ITEM_NAME_2_1_1","آناناس"
"TID_ITEM_NAME_3_1_0","منگنه"
"TID_ITEM_NAME_3_1_1","قیچی"
"TID_ITEM_NAME_1_2_0","استخون‌بندی بیرونی"
"TID_ITEM_NAME_2_2_0","ماده لزج سبز"
"TID_ITEM_NAME_3_2_0","میخ‌کوب"
"TID_ITEM_NAME_COMBO_1","نیترو اسب بخار"
"TID_ITEM_NAME_COMBO_2","نیترو حمله"
"TID_ITEM_NAME_COMBO_3","فوق نیترو"
"TID_ITEM_RARITY_COLOR_0","3fc396"
"TID_ITEM_RARITY_COLOR_1","a9f25d"
"TID_ITEM_RARITY_COLOR_2","4db3ff"
"TID_ITEM_RARITY_COLOR_3","e795ff"
"TID_ITEM_RARITY_COLOR_4","ff786c"
"TID_SPEC_ABI_PET","همراه"
"TID_SPEC_ABI_BERSERKER","پهلوان دیوانه"
"TID_SPEC_SELF_DESTRUCT","انتقام"
"TID_SPEC_ABI_CACTUS_HEAL","درمان کاکتوس"
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK","دیوانگی مستی"
"TID_SPEC_ABI_REPAIR_TURRET","تعمیر برجک شلیک"
"TID_SPEC_ABI_PET_LIFESTEAL","حلقه وحدت"
"TID_SPEC_ABI_STEAL_SOULS","عینک میت"
"TID_SPEC_ABI_SPOT","نقطه"
"TID_SPEC_ABI_AMBUSH","کمین"
"TID_SPEC_ABI_BLACK_HOLE_MONSTER","درگاه تاریکی"
"TID_SPEC_ABI_SPEED","چکمه‌های براق"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK","ترغیب!"
"TID_SPEC_BOUNCED_BULLETS_STRONGER","جهنم فنری"
"TID_SPEC_ABI_FIRE_DOT_ULTI","سیارکککک"
"TID_SPEC_LAST_STAND","آخرین مقاومت"
"TID_SPEC_ABI_PET_DESC","حیوان همراه شلی بعد از شکست باز تولید نمی‌کنه"
"TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC","+<c00cc00><VALUE2></c> آسیب حاصل از سلاح و فوق‌حمله در برابر جنگجوهایی با <VALUE1>% سلامت یا کمتر"
"TID_SPEC_SELF_DESTRUCT_DESC","وقتی داینامایک شکست می‌خوره، شیش تا دینامیت پرت می‌کنه که هر کدوم، <c00cc00><VALUE1></c> آسیب وارد می‌کنن."
"TID_SPEC_SPOT_FROM_AIR_DESC","کلاغ وقتی از قدرت فوق‌العاده‌اش استفاده می‌کنه، می‌تونه از اون بالا همه دشمنان پنهان شده رو ببینه. هم‌تیمی‌هاش هم می‌تونن ببینن!"
"TID_SPEC_HEAL_MAIN_ATTACK_DESC","حالا حمله اصلی جنگ‌های دوستانه رو هم با <c00cc00><VALUE1></c> سلامت، درمان می‌کنه"
"TID_SPEC_ABI_AMBUSH_DESC","وقتی از پشت بوته‌ها شلیک کنی +<c00cc00><VALUE1></c> آسیب(در محدوده حداکثری) می‌زنه"
"TID_SPEC_ABI_TODO_DESC","توانایی های ویژه تعریف نشده"
"TID_SPEC_ABI_PUSHBACK_SELF_DESC","با این بسته‌های «عملیات تی‌ان‌تی» داینامایک روی دیوارها پادشاهی می‌کنه."
"TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC","گلوله‌های شلیک‌شده از اسلحه و فوق‌حمله وقتی به یک چیزی بخورن و برگردن <c00cc00><VALUE1></c> آسیب ایجاد می‌کنن"
"TID_SPEC_ABI_FIRE_DOT_ULTI_DESC","هر کس که در فوق‌حمله گیر بیوفته با آسیب <c00cc00><VALUE1></c> تا 5 ثانیه می‌سوزه."
"TID_SPEC_LAST_STAND_DESC","وقتی پوکو شکست می‌خوره، در همه جهات درمان می‌تابونه (<c00cc00><VALUE1></c> درمان)"
"TID_BOSS_APPROACHING","موج <number>: <ccc0000>درآمد رئیس!</c>"
"TID_SPEC_BURN","موشک‌های ناپالم"
"TID_SPEC_CRIPPLE","فلج"
"TID_SEASON_ENDED_NOTI","فصل به پایان رسیده! پاداش فصل منتظرته."
"TID_WAVE_APPROACHING","موج <number>"
"TID_TEAMS_LEFT","تیم های باقی مونده: <num>"
"TID_TEAM_MATE_RESPAWNING","بازتولید هم‌تیمی در: <num>"
"TID_SPEC_ABI_BARREL_DEFENSE","دفاع بشکه‌ای"
"TID_TURRET_DAMAGE",
"TID_TURRET_HEALTH",
"TID_TEAM_JOIN_ROOM_CODE",
"TID_TEAM_TYPE_INFO_0",
"TID_TEAM_TYPE_INFO_1",
"TID_SELECT_LOCATION_LOCATIONS",
"TID_SELECT_LOCATION_EVENTS",
"TID_TEAM_LEAVE",
"TID_TEAM_READY_BUTTON_LABEL",
"TID_TEAM_QUIT",
"TID_TEAM_PRACTISE_BUTTON_LABEL",
"TID_NAVI_2",
"TID_NAVI_57",
"TID_GATCHA_ERROR_NOT_ENOUGH_GOLD",
"TID_GATCHA_INFO",
"TID_HERO_INFO_RARITY",
"TID_HERO_LIST_UNLOCKED",
"TID_GATCHA_SCREEN_NEW_ITEM",
"TID_GATCHA_SCREEN_BOLTS_DROP_HEADER",
"TID_BOLTS_GATCHA_DESC",
"TID_ITEM_CRAFT_ERROR_2",
"TID_TOP_TOOL_TIP_3",
"TID_TOP_TOOL_TIP_2",
"TID_CLAN_INTRO_AD_TITLE",
"TID_CLAN_INTRO_AD_DESC",
"TID_CLAN_INTRO_CREATE_GO",
"TID_CLAN_INTRO_SEARCH_GO",
"TID_PLAYER_STAT_1",
"TID_PLAYER_STAT_4",
"TID_PLAYER_STAT_8",
"TID_PLAYER_STAT_9",
"TID_TEAM_AD_BUTTON_LABEL",
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM",
"TID_TEAM_MEMBER_STATUS_0",
"TID_TEAM_MEMBER_STATUS_1",
"TID_TEAM_MEMBER_STATUS_2",
"TID_TEAM_MEMBER_STATUS_3",
"TID_TEAM_MEMBER_STATUS_4",
"TID_HERO_INFO_ITEMS",
"TID_SHOP_HEROES_OF_RARITY",
"TID_GATCHA_BOX_INFO_2",
"TID_COIN_DOUBLER_INFO",
"TID_COIN_BOOST_INFO",
"TID_SPECIAL_EVENT_UNLOCK",
"TID_HERO_INFO_PURCHASE_SKIN_LABEL",
"TID_TICKET_COUNTER_INFO",
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT",
"TID_NEWS_TITLE",
"TID_GAME_MODE_7",
"TID_GAME_MODE_7_DESC",
"TID_BOSS_1",
"TID_COOP_1",
"TID_GAME_MODE_8",
"TID_GAME_MODE_8_DESC",
"TID_BARREL_BOT",
"TID_BARREL_BOT_DESC",
"TID_BARREL_BOT_WEAPON",
"TID_BARREL_BOT_WEAPON_DESC",
"TID_BARREL_BOT_ULTI",
"TID_BARREL_BOT_ULTI_DESC",
"TID_ITEM_TYPE_INFO_1",
"TID_ITEM_TYPE_INFO_2",
"TID_ITEM_TYPE_INFO_3",
