"TID","EN"
"TID_SPEC_ABI_RUFFS_1","AIR SUPERIORITY"
"TID_SPEC_ABI_RUFFS_1_DESC","Supply Drop now includes a bomb that adds <c00cc00><VALUE1>%</c> more damage to the drop and also allows it to destroy walls."
"TID_SPEC_ABI_RUFFS_2","FIELD PROMOTION"
"TID_SPEC_ABI_RUFFS_2_DESC","Friendly Brawlers have their maximum health increased by <c00cc00><VALUE1></c> every second that they are in range of this ability while it's active."
"TID_ACCESSORY_RUFFS_COVER","TAKE COVER"
"TID_ACCESSORY_RUFFS_COVER_DESC","Ruffs throws down <c00cc00><VALUE1></c> sandbags as cover. Each one has <c00cc00><VALUE2>%</c> of Ruffs' max health."
"TID_SKIN_INFO_CAMPAIGN_ANNIVERSARY_2019","ANNIVERSARY 2019"
"TID_SKIN_INFO_CAMPAIGN_ANNIVERSARY_2020","ANNIVERSARY 2020"
"TID_ENTER_AGE_TIP_NUM_PAD","Invalid age entered, please try again"
"TID_ACCESSORY_ROSA_BUSH_CONTROL","UNFRIENDLY BUSHES"
"TID_ACCESSORY_ROSA_BUSH_CONTROL_DESC","All opponents hiding in bushes take <c00cc00><VALUE2></c> damage and get slowed down for <c00cc00><VALUE1></c> seconds."
"TID_ACCESSORY_SPAWNER_DUDE_EXTRA_PORTER","PORTER REINFORCEMENTS"
"TID_ACCESSORY_SPAWNER_DUDE_EXTRA_PORTER_DESC","The next attack will spawn a weak porter where the attack lands."
"TID_ACCESSORY_POCO_CLEANSE","PROTECTIVE TUNES"
"TID_ACCESSORY_POCO_CLEANSE_DESC","Removes active adverse effects from friendly Brawlers in a large area and gives a <c00cc00><VALUE2></c> second immunity."
"TID_ACCESSORY_FRANK_PULL","IRRESISTIBLE ATTRACTION"
"TID_ACCESSORY_FRANK_PULL_DESC","Frank's next attack deals an extra <c00cc00><VALUE1>%</c> damage and pulls opponents towards him."
"TID_ACCESSORY_GENE_HOMING","VENGEFUL SPIRITS"
"TID_ACCESSORY_GENE_HOMING_DESC","Gene shoots a homing missile at all visible opponents within a large area, dealing up to <c00cc00><VALUE2></c> damage based on distance."
"TID_ACCESSORY_CONTROLLER_BOUNCE_BACK","RETURN TO SENDER"
"TID_ACCESSORY_CONTROLLER_BOUNCE_BACK_DESC","For the next <c00cc00><VALUE2></c> seconds, the first time Nani takes damage from an enemy, <c00cc00><VALUE1>%</c> of the damage is returned to the enemy."
"TID_ACCESSORY_TICK_EXPLOSION","LAST HURRAH"
"TID_ACCESSORY_TICK_EXPLOSION_DESC","Tick gains a <c00cc00><VALUE3>%</c> shield for <c00cc00><VALUE1></c> seconds. After that, it bursts out for <c00cc00><VALUE2></c> damage."
"TID_ACCESSORY_TARA_SHADOWS","SUPPORT FROM BEYOND"
"TID_ACCESSORY_TARA_SHADOWS_DESC","Tara surrounds herself with three weak shadows that attack opponents and disappear after <c00cc00><VALUE1></c> seconds."
"TID_ACCESSORY_ICE_DUDE_AREA_FREEZE","CRYO SYRUP"
"TID_ACCESSORY_ICE_DUDE_AREA_FREEZE_DESC","Instantly adds <c00cc00><VALUE1>%</c> freeze meter to opponents inside Lou's Super."
"TID_ACCESSORY_ROLLER_MEGA_STUNT","BREAKTHROUGH"
"TID_ACCESSORY_ROLLER_MEGA_STUNT_DESC","Stu's next Super can bash through obstacles, making debris fly forward. Each piece of debris deals <c00cc00><VALUE1></c> damage to any opponent it hits."
"TID_ACCESSORY_RUFFS_AIR_STRIKE","AIR SUPPORT"
"TID_ACCESSORY_RUFFS_AIR_STRIKE_DESC","Ruffs calls a barrage around the nearest opponent, dealing <c00cc00><VALUE1></c> damage with each hit."
"TID_ACCESSORY_ENRAGER_PROTECTION","HARDCORE"
"TID_ACCESSORY_ENRAGER_PROTECTION_DESC","Edgar gets a shield that protects him from the next <c00cc00><VALUE1></c> damage. The shield gets weaker over time."
"TID_ACCESSORY_MINIGUN_DUDE_AMMO_SINK","SCRAPSUCKER"
"TID_ACCESSORY_MINIGUN_DUDE_AMMO_SINK_DESC","Each hit from Pam's next attack removes <c00cc00><VALUE1>%</c> of opposing Brawlers' maximum ammo. Pam reclaims <c00cc00><VALUE2>%</c> of the ammo for herself."
"TID_ACCESSORY_SANDSTORM_STUN_SLEEP","SWEET DREAMS"
"TID_ACCESSORY_SANDSTORM_STUN_SLEEP_DESC","Sandy's next attack lulls opponents to sleep for <c00cc00><VALUE1></c> seconds. They will, however, wake up from any damage."
"TID_ACCESSORY_CACTUS_COVER","LIFE PLANT"
"TID_ACCESSORY_CACTUS_COVER_DESC","Spike grows a large cactus with <c00cc00><VALUE1></c> health to give cover to friendlies. If destroyed, the cactus bursts, and all nearby friendlies recover <c00cc00><VALUE2></c> health."
"TID_ACCESSORY_BLOWER_STOPPER","TWISTER"
"TID_ACCESSORY_BLOWER_STOPPER_DESC","Gale uses his leaf blower to create a local tornado, which will push away any opponents that try to pass through."
"TID_ACCESSORY_NINJA_INVISIBLE_AREA","LOLLIPOP DROP"
"TID_ACCESSORY_NINJA_INVISIBLE_AREA_DESC","Leon creates a stealthy area for his team to hide in. The lollipop slowly loses its health over time."
"TID_ACCESSORY_TRICKSHOT_DUDE_BOUNCE_HEAL","BOUNCY CASTLE"
"TID_ACCESSORY_TRICKSHOT_DUDE_BOUNCE_HEAL_DESC","Rico's next basic attack will heal him for <c00cc00><VALUE1></c> health from each projectile bounce."
"TID_TRAITS_HEADER","TRAITS:"
"TID_TRAIT_CHARGE_SUPER_FROM_DAMAGE","This Brawler charges Super from damage received"
"TID_TRAIT_CHARGE_SUPER_AUTOMATIC","This Brawler charges Super over time"
"TID_TRAIT_CHARGE_SUPER_FROM_DISTANCE","This Brawler charges Super from staying close to opposing Brawlers"
"TID_TRAIT_MOVE_ON_WATER","This Brawler can move over water"
"TID_TRAIT_RT_MOVE_ON_WATER","R-T can move over water when split from the legs"
"TID_SECTION_SHORTCUT_0","SPECIAL"
"TID_SECTION_SHORTCUT_1","RANKED"
"TID_SECTION_SHORTCUT_2","TROPHIES"
"TID_SECTION_SHORTCUT_3","COMMUNITY"
"TID_SECTION_SHORTCUT_4","POWER PLAY"
"TID_SECTION_SHORTCUT_5","SPECIAL"
"TID_SECTION_SHORTCUT_6","RANKED"
"TID_SECTION_SHORTCUT_CONTEST","CONTEST"
"TID_SECTION_HEADER_0","SPECIAL EVENTS"
"TID_SECTION_HEADER_1","RANKED"
"TID_SECTION_HEADER_2","TROPHY EVENTS"
"TID_SECTION_HEADER_3","MAP MAKER"
"TID_SECTION_HEADER_4","POWER PLAY"
"TID_SECTION_HEADER_5","SPECIAL EVENTS"
"TID_SECTION_HEADER_6","RANKED"
"TID_SECTION_HEADER_OWN","YOUR MAPS"
"TID_SECTION_HEADER_CLUB_LEAGUE","CLUB LEAGUE"
"TID_SECTION_SHORTCUT_CLUB_LEAGUE","CLUB LEAGUE"
"TID_RANKED2_ROUNDS_HEADER","Brawl Rounds"
"TID_RANKED2_ROUNDS_INFO","The first team that wins <NUM> battles wins the match!"
"TID_RANKED2_ROUNDS_NEXT_TIMER","Round <NUM> starts in:"
"TID_RANKED2_ROUNDS_NEXT_TIMER_TIME","<SECONDS>"
"TID_RONIN_RUFFS_SKIN","RONIN RUFFS"
"TID_RONIN_RUFFS_SKIN_SHOP","RONIN\nRUFFS"
"TID_DARK_LORD_SPIKE_SKIN","DARK LORD SPIKE"
"TID_DARK_LORD_SPIKE_SKIN_SHOP","DARK LORD\nSPIKE"
"TID_SPACE_OX_BULL_SKIN","SPACE OX BULL"
"TID_SPACE_OX_BULL_SKIN_SHOP","SPACE OX\nBULL"
"TID_NAVIGATOR_COLETTE_SKIN","NAVIGATOR COLETTE"
"TID_NAVIGATOR_COLETTE_SHOP","NAVIGATOR\nCOLETTE"
"TID_DARK_TIDE_CARL_SKIN","DARK TIDE CARL"
"TID_DARK_TIDE_CARL_SKIN_SHOP","DARK TIDE\nCARL"
"TID_SMOOTH_LOU_SKIN","SMOOTH LOU"
"TID_SMOOTH_LOU_SKIN_SHOP","SMOOTH\nLOU"
"TID_D4R-RY1_SKIN","D4R-RY1"
"TID_D4R-RY1_SKIN_SHOP","D4R-RY1"
"TID_EMOTE_BUNDLE_LUNARBRAWL21_GIFT","LUNAR BRAWL PINS"
"TID_JAN2021MAPS_1","Take Over 2"
"TID_JAN2021MAPS_2","Winter Party"
"TID_JAN2021MAPS_3","Arène en folie"
"TID_JAN2021MAPS_4","Rustic Arcade"
"TID_JAN2021MAPS_5","Encirclement"
"TID_JAN2021MAPS_6","Jumping Beans"
"TID_JAN2021MAPS_7","Clean Shot"
"TID_JAN2021MAPS_8","Boxing Day"
"TID_JAN2021MAPS_9","Triumvirate"
"TID_JAN2021MAPS_10","Quick Travel"
"TID_JAN2021MAPS_11","Toxic Grounds"
"TID_JAN2021MAPS_12","Risky Cliffs"
"TID_JAN2021MAPS_13","Flooded Lowlands"
"TID_JAN2021MAPS_14","Canyon Fever"
"TID_JAN2021MAPS_15","Conveyor Clash"
"TID_JAN2021MAPS_16","Quick Travel"
"TID_JAN2021MAPS_17","Red Herring"
"TID_JAN2021MAPS_18","Tunnel Vision"
"TID_JAN2021MAPS_19","Central Traffic"
"TID_JAN2021MAPS_20","Snaked Assault"
"TID_JAN2021MAPS_21","Bot Riot"
"TID_JAN2021MAPS_22","Open Plaza"
"TID_JAN2021MAPS_23","Space Gems"
"TID_JAN2021MAPS_24","Class Act"
"TID_JAN2021MAPS_25","Clean Sheet"
"TID_JAN2021MAPS_26","Flip Flap"
"TID_JAN2021MAPS_27","Hard Man"
"TID_JAN2021MAPS_28","Midfield Anchor"
"TID_JAN2021MAPS_29","Circle of Ooof"
"TID_JAN2021MAPS_30","Hard to Keep"
"TID_JAN2021MAPS_31","Fast Fork"
"TID_JAN2021MAPS_32","Magnetic Field"
"TID_JAN2021MAPS_33","The Galaxy"
"TID_ROLLER","STU"
"TID_ROLLER_SHORT_DESC","ASSASSIN"
"TID_ROLLER_DESC","A little punch-drunk from too many bumps, bruises, and gasoline fumes over his long stunt performing career, Stu is a bit wobbly on his wheel these days."
"TID_ROLLER_WEAPON","RAZZLE DAZZLE"
"TID_ROLLER_WEAPON_DESC","Stu fires out two pyrotechnic shots that pack quite a wallop."
"TID_ROLLER_ULTI","NITRO BOOST"
"TID_ROLLER_ULTI_DESC","Hitting an opponent with Razzle Dazzle charges up Stu's Nitro Boost, a short dash that leaves a trail of burning rubber on the ground. The trail will set fire to any opponents that touch it."
"TID_SPEC_ABI_ROLLER_1","ZERO DRAG"
"TID_SPEC_ABI_ROLLER_1_DESC","Stu's Nitro Boost Super dash distance increases by <c00cc00><VALUE1>%</c>."
"TID_SPEC_ABI_ROLLER_2","GASO-HEAL"
"TID_SPEC_ABI_ROLLER_2_DESC","Using his Nitro Boost Super restores <c00cc00><VALUE1></c> of Stu's health."
"TID_ACCESSORY_ROLLER_SPEED","SPEED ZONE"
"TID_ACCESSORY_ROLLER_SPEED_DESC","Stu drops a booster that makes himself, his teammates and other allies move faster while inside its area of effect."
"TID_RANKED2_PICK_NEXT","NEXT"
"TID_RANKED2_BAN","BAN"
"TID_RANKED2_BANNED","BANNED"
"TID_RANKED2_BAN_QUESTION","BAN?"
"TID_RANKED2_COIN_FLIP_HEADER","Which team starts with Brawler selection?"
"TID_RANKED2_COIN_FLIP_TITLE","COIN FLIP"
"TID_RANKED2_CON_FLIP_RED","RED TEAM STARTS"
"TID_RANKED2_CON_FLIP_BLUE","BLUE TEAM STARTS"
"TID_EVENT_NAME_POWER_LEAGUE","RANKED"
"TID_EVENT_LOCATION_POWER_LEAGUE","3v3 Events"
"TID_RANKED_SOLO","SOLO"
"TID_RANKED_TEAM","TEAM"
"TID_RANKED_LEADERBOARDS_POPUP_LEADERBOARDS_LABEL","LEADERBOARDS"
"TID_RANKED_LEADERBOARDS_POPUP_TITLE","RANKED LEADERBOARDS"
"TID_RANKED_LEADERBOARDS_POPUP_INFO","Put your skills to the test in RANKED! Rise up the ranks and become a Brawl Stars master!"
"TID_RANKED_LEADERBOARDS_POPUP_CURRENT_SEASON","CURRENT LEAGUE"
"TID_RANKED_LEADERBOARDS_POPUP_PREVIOUS_SEASON","PREVIOUS LEAGUE"
"TID_RANKED_LEADERBOARDS_POPUP_SOLO","SOLO"
"TID_RANKED_LEADERBOARDS_POPUP_TEAM","TEAM"
"TID_RANKED_SOLO_MODE","Solo Mode"
"TID_RANKED_TEAM_MODE","Team Mode"
"TID_BATTLE_END_RANKED_RANK_UP_TITLE","RANKED"
"TID_BATTLE_END_RANKED_RANK_UP_TITLE_NEW_HIGH","RANKED - <cFFEF49>NEW HIGHEST RANK!</c>"
"TID_BATTLE_END_RANKED_RANK_UP","RANK UP!"
"TID_RANKED_EVENT_GAMEMODE_INFO","RANKED"
"TID_RANKED_EVENT_LOCATION_INFO","Random Game Mode and Map"
"TID_RANKED_EVENT_DESC_1","Compete in 3vs3 battles with your own team or with other players of your similar level."
"TID_RANKED_EVENT_DESC_2","The first team to win two battles wins the match."
"TID_RANKED_EVENT_DESC_3","Game modes and maps rotate randomly and frequently, be ready!"
"TID_RANKED_EVENT_DESC_4","When the season ends, you get rewards based on your highest rank reached during the season."
"TID_RANKED_CLUB_LEAGUE_EVENT_GAMEMODE_INFO","POWER MATCH"
"TID_RANKED_CLUB_LEAGUE_EVENT_LOCATION_INFO","Random Game Mode and Map"
"TID_RANKED_CLUB_LEAGUE_EVENT_DESC_1","Compete in 3vs3 battles in a Team or with other players at a similar skill level to your own."
"TID_RANKED_CLUB_LEAGUE_EVENT_DESC_2","The first team to win two battles wins the match."
"TID_RANKED_CLUB_LEAGUE_EVENT_DESC_3","Game modes and maps rotate randomly and frequently, be ready!"
"TID_RANKED_CLUB_LEAGUE_EVENT_DESC_4","When the week ends, you get rewards based on how many Tickets you played and how your Club ranked in the season."
"TID_RANKED_EVENT_SEASON_REWARDS_BUTTON","SEASON REWARDS"
"TID_RANKED_EVENT_SOLO","RANKED"
"TID_RANKED_EVENT_TEAMS","RANKED"
"TID_RANKED_BUTTON_WARNING_TEAMS","Team Match: need three players Teamed up"
"TID_RANKED_BUTTON_WARNING_SOLO","Solo Match: single player only"
"TID_RANKED_START_MATCH_WARNING_TEXT_SOLO","SOLO Matches can't be played in a Team!"
"TID_RANKED_START_MATCH_WARNING_TEXT_TEAMS","TEAM Matches require a full Team of three players!"
"TID_CHROMA_CAP_PLAY_WARNING_QUEST","Quest rewards Chroma Credits"
"TID_CHROMA_CAP_PLAY_WARNING_CHALLENGE","Challenge rewards Chroma Credits"
"TID_GAME_INTRO_ROUND","ROUND <NUM>"
"TID_RANKED_LOOKING_FOR_EVENT","Selecting Event"
"TID_GACHA_HERO_DROP_NEW_BRAWLER","NEW BRAWLER!"
"TID_GACHA_HERO_DROP_NEW_SKIN","NEW SKIN!"
"TID_RANKED_SEASON_ENDS_IN","Season Ends in: <TIME>"
"TID_RANKED_SEASON_END_POPUP_TITLE","RANKED SEASON ENDED"
"TID_RANKED_SEASON_END_POPUP_HIGHEST_RANK","HIGHEST RANK THIS SEASON"
"TID_RANKED_SEASON_END_POPUP_CLAIM","CLAIM"
"TID_RANKED_SEASON_END_NOTIFICATION","RANKED SEASON END REWARD: <AMOUNT> BLING gained!"
"TID_RANKED_SEASON_END_REWARD_DESC","YOUR END OF SEASON REWARD"
"TID_RANKED_MIDSEASON_REWARD_POPUP_TITLE","RANKED REWARD"
"TID_RANKED_MIDSEASON_REWARD_POPUP_CLAIM","CLAIM"
"TID_RANKED_MIDSEASON_REWARD_POPUP_SHOW_OFFER","SHOW OFFER"
"TID_RANKED_MIDSEASON_NOTIFICATION_RANK","RANKED REWARD FOR REACHING RANK <RANK>"
"TID_RANKED_MIDSEASON_NOTIFICATION","RANKED REWARD"
"TID_RANKED_MIDSEASON_REWARD_NEEDS_BRAWLER","You need to unlock <BRAWLER> first!"
"TID_RANKED_QUEST_PROGRESS",""
"TID_RANKED_REWARD_QUEST_DESC_26","SKIN PURCHASE OPTION"
"TID_REWARD_DESC_PURCHASE_OPTION_SKIN","EXCLUSIVE SKIN PURCHASE OPTION"
"TID_REWARD_DESC_PURCHASE_OPTION","EXCLUSIVE PURCHASE OPTION"
"TID_REWARD_DESC_PLAYER_ICON","NEW PLAYER ICON"
"TID_RANKED_GOAL_REWARD_NEW","NEW!"
"TID_SKIN_INFO_CAMPAIGN_RANKED","RANKED"
"TID_RANKED_MATCH_VICTORY","VICTORY!"
"TID_RANKED_BRONZE_I","BRONZE I"
"TID_RANKED_BRONZE_II","BRONZE II"
"TID_RANKED_BRONZE_III","BRONZE III"
"TID_RANKED_SILVER_I","SILVER I"
"TID_RANKED_SILVER_II","SILVER II"
"TID_RANKED_SILVER_III","SILVER III"
"TID_RANKED_GOLD_I","GOLD I"
"TID_RANKED_GOLD_II","GOLD II"
"TID_RANKED_GOLD_III","GOLD III"
"TID_RANKED_DIAMOND_I","DIAMOND I"
"TID_RANKED_DIAMOND_II","DIAMOND II"
"TID_RANKED_DIAMOND_III","DIAMOND III"
"TID_RANKED_MYTHIC_I","MYTHIC I"
"TID_RANKED_MYTHIC_II","MYTHIC II"
"TID_RANKED_MYTHIC_III","MYTHIC III"
"TID_RANKED_LEGENDARY_I","LEGENDARY I"
"TID_RANKED_LEGENDARY_II","LEGENDARY II"
"TID_RANKED_LEGENDARY_III","LEGENDARY III"
"TID_RANKED_MASTERS","MASTERS"
"TID_RANKED_GOAL_PLAY_MATCHES","PLAY <NUM> MATCHES THIS SEASON"
"TID_RANKED_GOAL_REACH_RANK","REACH <RANK> RANK THIS SEASON"
"TID_RANKED_GOAL_WIN_MATCHES","WIN <NUM> MATCHES THIS SEASON"
"TID_RANKED_GOAL_WIN_BATTLES","WIN <NUM> ROUNDS THIS SEASON"
"TID_RANKED_GET_READY_TURN","GET READY!"
"TID_RANKED_BAN_TURN","<cfcbc21>TEAM LEADERS BAN</c> TURN"
"TID_RANKED_YOU_BAN_TURN","<cfcbc21>BAN A BRAWLER</c> TURN"
"TID_RANKED_OWN_TEAM_PICK_TURN","<c94d7f4><PLAYER> PICK</c> TURN"
"TID_RANKED_ENEMY_TEAM_PICK_TURN","<cf75252><PLAYER> PICK</c> TURN"
"TID_RANKED_OWN_PICK_TURN","<cffffff>YOUR PICK</c> TURN"
"TID_RANKED_FINAL_TURN","<cffffff>FINAL PREPARATION</c>"
"TID_ELECTRO_SNIPER","BELLE"
"TID_ELECTRO_SNIPER_SHORT_DESC","MARKSMAN"
"TID_ELECTRO_SNIPER_DESC","The leader of the notorious Goldarm Gang, Belle is after more than money. She wants to find out the truth behind Starr Park and bring it down!"
"TID_ELECTRO_SNIPER_WEAPON","SHOCKER"
"TID_ELECTRO_SNIPER_WEAPON_DESC","Belle shoots a long range Electro-Bolt, dealing damage to any target hit. After a short delay, the bolt will jump to any nearby target, deal damage and jump to the next one."
"TID_ELECTRO_SNIPER_ULTI","SPOTTER"
"TID_ELECTRO_SNIPER_ULTI_DESC","Belle fires a spotting shot that marks any opponent it hits. The marked opponent takes extra damage from any source. Only one target can be marked at a time."
"TID_SPEC_ABI_ELECTRO_SNIPER_1","POSITIVE FEEDBACK"
"TID_SPEC_ABI_ELECTRO_SNIPER_1_DESC","Belle gains a <c00cc00><VALUE1>%</c> shield whenever her Electro-Bolts hit a target."
"TID_SPEC_ABI_ELECTRO_SNIPER_2","GROUNDED"
"TID_SPEC_ABI_ELECTRO_SNIPER_2_DESC","Getting marked by Belle's Super prevents the opponent from reloading their attack for <c00cc00><VALUE2></c> seconds."
"TID_ACCESSORY_ELECTRO_SNIPER_TRAP","NEST EGG"
"TID_ACCESSORY_ELECTRO_SNIPER_TRAP_DESC","Belle places a trap on the ground that will explode when triggered by an opponent. The trap deals <c00cc00><VALUE1></c> damage, and slows down anyone within its blast radius for <c00cc00><VALUE2></c> seconds."
"TID_STICKY_BOMB","SQUEAK"
"TID_STICKY_BOMB_SHORT_DESC","CONTROLLER"
"TID_STICKY_BOMB_DESC","Squeak is a blob of happy energy who loves his creator, Ruffs. He's a joy to be around, at least if you are unaware that he's made of dog slobber"
"TID_STICKY_BOMB_WEAPON","STICKY BLOMB"
"TID_STICKY_BOMB_WEAPON_DESC","Squeak's sticky blobs of goo are unstable, and blow up with a big splash and an ouch! They attach to any opponent they hit outright."
"TID_STICKY_BOMB_ULTI","BIG BLOB"
"TID_STICKY_BOMB_ULTI_DESC","Squeak lobs a blob that blows up with aplomb! The explosion of goo sends six smaller Sticky Blombs in all directions."
"TID_SPEC_ABI_STICKY_BOMB_1","CHAIN REACTION"
"TID_SPEC_ABI_STICKY_BOMB_1_DESC","Each opponent within the area of a Sticky Blomb's explosion increases the Blomb's damage by <c00cc00><VALUE1>%</c>."
"TID_SPEC_ABI_STICKY_BOMB_2","SUPER STICKY"
"TID_SPEC_ABI_STICKY_BOMB_2_DESC","Secondary Sticky Blomb explosions from Squeak's Super also slow down opponents for <c00cc00><VALUE2></c> seconds."
"TID_ACCESSORY_STICKY_BOMB_RANGE","WINDUP"
"TID_ACCESSORY_STICKY_BOMB_RANGE_DESC","Squeak's next Sticky Blomb deals <c00cc00><VALUE2>%</c> more damage and has <c00cc00><VALUE1>%</c> longer range."
"TID_RANKED2_CONFIRM_QUESTION","PICK?"
"TID_RANKED_PICK_ERROR_BRAWLER_NOT_OWNED","You don't own this Brawler!"
"TID_RANKED_PICK_ERROR_BRAWLER_BANNED","This Brawler has been banned, pick another one!"
"TID_RANKED_PICK_ERROR_BRAWLER_PICKED","This Brawler has been already picked, pick another one!"
"TID_RANKED_PICK_ERROR_BRAWLER_UNRELEASED","This Brawler is not yet available in Ranked, pick another one!"
"TID_RANKED_PICK_ERROR_BRAWLER_UNRELEASED_CLUB_LEAGUE","This Brawler isn't available yet in Power Matches. Select another Brawler!"
"TID_RANKED_ERROR_BRAWLER_BLACKLISTED","This Brawler has been disabled by the tournament organizer"
"TID_RANKED_HERO_POWER","POWER <NUM>"
"TID_RANKED_REWARD_POPUP_SEASON","SEASON <SEASON>"
"TID_RANKED_REWARDS_TOOL_TIP","RANKED has two 3v3 modes:\n\n- Solo mode, where you join two random players of similar League level to yours.\n\n- Team mode, where you first create a team of three to start a match.\n\nYour RANKED rewards will be for each new highest Rank reached during the Season in either mode."
"TID_BUTTON_LEADERBOARDS","LEADERBOARDS"
"TID_MSG_RANKED_ELO_DECAYED","You have been inactive for <INACTIVE_DAYS> days in RANKED Season <SEASON_ID> and your score has decreased. Keep playing to keep your score!"
"TID_CHALLENGE_SKIN_PRIZE","<NUM> GEM SKIN"
"TID_CHALLENGE_HERO_PRIZE","<NUM> GEM BRAWLER"
"TID_CHALLENGE_SKIN_PRIZE_TITLE","Challenge\nCompletion Reward"
"TID_RANKED_GOAL_REWARD_PROFILE_PICTURE","NEWPLAYER ICON"
"TID_BIBILANTE_SKIN","BIBILANTE"
"TID_BIBILANTE_SKIN_SHOP","BIBILANTE"
"TID_SMUGGLER_PENNY_SKIN","SMUGGLER PENNY"
"TID_SMUGGLER_PENNY_SKIN_SHOP","SMUGGLER\nPENNY"
"TID_SUPERSTAR_STU_SKIN","SUPERSTAR STU"
"TID_SUPERSTAR_STU_SKIN_SHOP","SUPERSTAR\nSTU"
"TID_PSG_MIKE_SKIN","PSG MIKE"
"TID_PSG_MIKE_SKIN_SHOP","PSG MIKE"
"TID_ATT_PREPROMPT_TITLE","FACEBOOK LOGIN UPDATE"
"TID_ATT_PREPROMPT_TEXT","Facebook social features require \qBrawl Stars\q to share your data with Facebook. Facebook uses this data for their own purposes, including advertising and tracking.\n\nAllow - If you want to share your data with Facebook and enable Facebook social features.\n\nAsk App not to Track - If you do not want to share your data with Facebook, which will remove Facebook social features from \qBrawl Stars\q. Check out Supercell ID for privacy-friendly social features!"
"TID_ATT_PREPROMPT_BUTTON","PROCEED"
"TID_RANKED_SP_REWARD_TRACK_OVERLAY","Reach <RANK> to get this reward!"
"TID_RANKED_SP_REWARD_TRACK_OVERLAY_CURRENT","This is your current Ranked Season End Reward."
"TID_RANKED_PARTICIPATION_REWARD_TRACK_OVERLAY","Play <NUM> Matches this season to unlock this Reward."
"TID_RANKED_MILESTONE_REWARD_TRACK_OVERLAY","Reach <RANK> Rank this season to unlock this Reward."
"TID_CHALLENGE_BUY_LIVES_REMAINING","Purchases remaining: <NUM>"
"TID_RANKED_TEAM_SELECT_ERROR_BAN_NOT_LEADER","Only Team Leaders can ban a Brawler"
"TID_RANKED_TEAM_SELECT_ERROR_BAN_ALREADY_DONE","You have selected your ban already"
"TID_RANKED_TEAM_SELECT_ERROR_PICK_ALREADY_DONE","You have picked your Brawler already"
"TID_RANKED_TEAM_SELECT_ERROR_PICK_NOT_YOUR_TURN","It's not your turn to pick"
"TID_RANKED_TEAM_SELECT_ERROR_BAN_NOT_BANNING","It's not currently ban turn"
"TID_RANKED_TEAM_SELECT_ERROR_BAN_GENERIC","Banning failed (<CODE>), please try again!"
"TID_RANKED_TEAM_SELECT_ERROR_BAN_NOT_IN_TEAM","Banning failed (<CODE>), please try again!"
"TID_RANKED_TEAM_SELECT_ERROR_BAN_INVALID_INPUT","Banning failed (<CODE>), please try again!"
"TID_RANKED_TEAM_SELECT_ERROR_GENERIC_1","Banning failed (<CODE>), please try again!"
"TID_RANKED_TEAM_SELECT_ERROR_GENERIC_2","Banning failed (<CODE>), please try again!"
"TID_RANKED_TEAM_SELECT_ERROR_PICK_GENERIC","Picking Brawler failed (<CODE>), please try again"
"TID_RANKED_TEAM_SELECT_ERROR_NOT_OWNED","You don't own this Brawler, try another one!"
"TID_RANKED_TEAM_SELECT_ERROR_PICK_GENERIC_1","Picking Brawler failed (<CODE>), please try again"
"TID_RANKED_TEAM_SELECT_ERROR_PICK_GENERIC_2","Picking Brawler failed (<CODE>), please try again"
"TID_MSG_RANKED_SEASON_END","Congratulations! You reached <RANK> in RANKED Season <SEASON_ID>."
"TID_MATCHMAKE_FAILED_20","Matchmaking failed: still on cooldown. Please try again later."
"TID_MATCHMAKE_FAILED_21","Matchmaking failed: still on cooldown due to recent idling or disconnection during match"
"TID_RANKED_MATCH_TERMINATED_REASON_GENERIC","Match terminated (<CODE>). Please try again."
"TID_RANKED_MATCH_TERMINATED_REASON_1","Match terminated: <NAME> disconnected"
"TID_RANKED_MATCH_TERMINATED_REASON_2","Match terminated: <NAME> not responding"
"TID_RANKED_MATCH_TERMINATED_REASON_3","Match terminated: season ended"
"TID_RANKED_MATCH_TERMINATED_REASON_4","Match terminated (<CODE>). Please try again."
"TID_RANKED_MATCH_TERMINATED_REASON_5","Match terminated: Match too long."
"TID_RANKED_MATCH_TERMINATED_REASON_6","Match terminated: Battle too long."
"TID_RANKED_GOAL_REWARD_PURCHASE_OPTION_SKIN","EXCLUSIVE SKIN PURCHASE OPTION"
"TID_RANKED_MATCH_TERMINATED_NAME_PLAYER","a player"
"TID_RANKED2_CONFIRM_PICKED","PICKED"
"TID_ATT_NOT_GIVEN_PRINT","Facebook social features is disabled due to your privacy preference."
"TID_CHALLENGE_LIVES_PURCHASE_ERROR_3","Cannot purchase more Challenge attempts while you still have some left."
"TID_CHALLENGE_LIVES_PURCHASE_ERROR_4","Sorry, this Challenge is no longer active!"
"TID_CHALLENGE_LIVES_PURCHASE_ERROR_GENERIC","Cannot purchase Challenge attempts right now. Try again later!"
"TID_RANKED_COOLDOWN_FLOATER","Unable to start match. You are SUSPENDED from Ranked matches for <TIME>."
"TID_RANKED_COOLDOWN_WARNING","Suspended for: <TIME>"
"TID_RANKED_ENEMY_P1","Red 1"
"TID_RANKED_ENEMY_P2","Red 2"
"TID_RANKED_ENEMY_P3","Red 3"
"TID_NOTIFICATION_RANKED_SEASON_STARTED","New Ranked Season has started!"
